Time(Iteration),TSLinearBanditTheta,zyt_TSLinearBanditTheta
0,0.9773444082855148,0.9857745281377308
1,0.9663048067197044,0.9780475087119112
2,0.9545660485622051,0.9748449888014274
3,0.9379884607006911,0.9599881366185816
4,0.9240029660390364,0.9500223724995319
5,0.9147935490283032,0.9332375184512491
6,0.891253758819424,0.921467621449301
7,0.8565462427769124,0.9063412015541534
8,0.8366014357098811,0.8858333891591992
9,0.8196129782177355,0.8599396295975532
10,0.7991295869301426,0.8391741672076268
11,0.7906914906496152,0.8118696122747089
12,0.7734347669782375,0.7881600905092554
13,0.7478833516548722,0.7718923259404751
14,0.7288514926761228,0.7622900719881813
15,0.7005354245597595,0.7565510194292819
16,0.6672322094721502,0.7119699444158657
17,0.6590356309407073,0.7179299993591777
18,0.6563117005570142,0.7125414568971586
19,0.6144745438799705,0.7091216004560579
20,0.5882920638936312,0.7107393107254933
21,0.5576892779313931,0.7322953400538198
22,0.5456173395907119,0.7443376293070904
23,0.5346788822630029,0.7398624019387947
24,0.5211790926418808,0.7484235355771263
25,0.48883977073675206,0.8084144730728212
26,0.48258572865754995,0.7957220906313769
27,0.4794599230306149,0.8808241474126743
28,0.47557349967625273,0.9553785479147672
29,0.4614105089716995,1.0409517540276625
30,0.4613436545034011,1.1734781751363461
31,0.4621052129630526,1.3644287779505846
32,0.4604129535347237,1.4063393699878248
33,0.4603723547597432,1.5563198533040212
34,0.46019382665404385,1.6290721948591702
35,0.45862037518521664,1.7391682202230807
36,0.45821287533352306,1.7595121932764275
37,0.45445768328646025,1.8832213204338917
38,0.4586110800648201,1.9325000434047706
39,0.456390391027156,2.0349550823424156
40,0.45677698865779864,2.1345978258538167
41,0.45681316771422137,2.203824625345109
42,0.45629203663558443,2.288283986518053
43,0.45484315739422987,2.344522464354122
44,0.454911096886664,2.4483704240539965
45,0.45472280511458,2.4808984226088477
46,0.4547100513642509,2.584983340307963
47,0.45413744052603927,2.6810047203272744
48,0.45382455708040703,2.7410028739202885
49,0.4530905215390077,2.8432897457974904
50,0.45309510069130965,2.9727263160478086
51,0.45293360911741426,3.0457030857676224
52,0.452965081913203,3.074198361552446
53,0.45312718955620845,3.1082922240386366
54,0.45316072181928774,3.1737755528173026
55,0.45305650671142084,3.2898001398750076
56,0.45313428745646167,3.3912132836186624
57,0.4530727682891308,3.5560293966473253
58,0.45306424220439145,3.7186530099852795
59,0.45305166558816873,3.808650558287926
60,0.45302696038291634,3.9512346939323955
61,0.4530105230204847,4.13012045657498
62,0.4529814968055911,4.22430405679423
63,0.452955500313887,4.409765764634896
64,0.45293633963865376,4.510855626033254
65,0.4529120924182254,4.590597361854722
66,0.4528941169478875,4.7575081896611655
67,0.45290494855631974,4.877751394035098
68,0.452895246280616,4.969761365679541
69,0.4529563919953895,5.161155442374532
70,0.4530022414509263,5.278298968026725
71,0.45300797912374813,5.4118959919778336
72,0.4529977058366333,5.625675841367103
73,0.4529421386543556,5.75703493557995
74,0.45289780895640463,5.815777314991874
75,0.45292138998103953,5.9012515282111195
76,0.4528796614851829,6.076138557567811
77,0.45282983442510155,6.163058472689293
78,0.45280083680914823,6.301217165301509
79,0.4527782840822573,6.473187475199582
80,0.4527972766178737,6.6150147526381975
81,0.45278367075535836,6.712585922799637
82,0.45279517396099056,6.935093883298814
83,0.4527948834317773,7.036208240363829
84,0.45279266482794994,7.15667008842059
85,0.45280663079363814,7.318647780672672
86,0.4528003242455477,7.511228342641478
87,0.45278482209834525,7.604701874923256
88,0.4527754611531363,7.7402877338200025
89,0.4527603166160629,7.877569766338922
90,0.4527717522827013,7.959639944960857
91,0.45277641359512344,8.117627819653958
92,0.45276699493938155,8.31160132339676
93,0.45276104042069576,8.422326095643019
94,0.4527646816834013,8.63619682638841
95,0.45275317806300486,8.866684731958596
96,0.45274536277669625,9.079579409062486
97,0.45274704187968756,9.204918306706698
98,0.4527458177166646,9.391455665334137
99,0.45274824381559425,9.620721730111729
100,0.4527556177170549,9.756629467035461
101,0.452762988174878,9.916061781833834
102,0.45277091015182247,10.087316294562411
103,0.4527688655733503,10.274271255277702
104,0.4527783792399152,10.470122490265425
105,0.4527876054567952,10.661219455608087
106,0.4527847326883395,10.832053875522373
107,0.4527750827653495,10.992244958102503
108,0.4527746641413657,11.124085986821513
109,0.4527909047347355,11.296315673760272
110,0.4527970814018262,11.51793390723616
111,0.45280030033863794,11.661864147599866
112,0.45279515784737984,11.837742107748785
113,0.45279420749275723,11.884542060718108
114,0.4528015064739971,12.08334462049276
115,0.4527976117745717,12.221599605963723
116,0.45279405393404604,12.421247995360474
117,0.4528211371258025,12.526199804822284
118,0.45280004512101435,12.742205148650905
119,0.4527876919107464,12.840178724408224
120,0.452785799133596,12.993347763295802
121,0.4527837540982925,13.149651334103314
122,0.4527880142378038,13.35358408348577
123,0.45278846615731216,13.573587513531598
124,0.452773084094925,13.698392609392627
125,0.4527851325904585,13.956644431597699
126,0.45278403064665695,14.069060212370971
127,0.4527792728947217,14.349083512474227
128,0.45277344906672023,14.52775828127642
129,0.45276230817290825,14.725155801998884
130,0.4527578595618461,14.97488099602196
131,0.4527640204631299,15.1540608703184
132,0.45275587846582754,15.362382118750457
133,0.4527562078301786,15.515421191184933
