Time(Iteration),UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.3750934764879084,0.33561298022596464,0.3750934764879084
1,0.7047300355088073,0.726022410684549,0.7047300355088073
2,1.0440431422751957,1.1146209699785394,1.0440431422751957
3,1.3316860469427425,1.4486003721303429,1.3316860469427425
4,1.640221789080074,1.7218048088720899,1.640221789080074
5,1.89570626760812,1.986831248869557,1.89570626760812
6,2.169173237412595,2.3007955219130194,2.169173237412595
7,2.4765169233411184,2.659346024507527,2.4765169233411184
8,2.8198624050231045,2.9082050466202847,2.8198624050231045
9,3.1824941504294033,3.2775571847939347,3.1824941504294033
10,3.531156816255667,3.6091165528899567,3.531156816255667
11,3.896423403178357,3.97218082971514,3.896423403178357
12,4.17875631994886,4.393271747518871,4.17875631994886
13,4.523129414557233,4.646369270735813,4.523129414557233
14,4.885045126901607,5.062546832458589,4.885045126901607
15,5.145734495872659,5.375461364729563,5.145734495872659
16,5.497130078754914,5.686724135633211,5.497130078754914
17,5.785878693479193,6.001794387042173,5.785878693479193
18,6.082902711892317,6.291033876072818,6.082902711892317
19,6.402895873281698,6.582886127086873,6.402895873281698
20,6.686065850872296,6.984470547486573,6.686065850872296
21,6.960528873848039,7.340700606551488,6.960528873848039
22,7.265564781562158,7.648643924298812,7.265564781562158
23,7.593283797006075,7.957333048600432,7.593283797006075
24,7.855655688721777,8.26130308151912,7.855655688721777
25,8.2301496647535,8.681420088482458,8.2301496647535
26,8.545271614462866,9.024608389462774,8.545271614462866
27,8.950565190162168,9.37039488814845,8.950565190162168
28,9.350679771897262,9.698803250854347,9.350679771897262
29,9.724511363165785,10.030589240501183,9.724511363165785
30,9.991289696839761,10.277939324207697,9.991289696839761
31,10.27838378063556,10.630283620083896,10.27838378063556
32,10.655271823931098,10.948134823353943,10.655271823931098
33,10.92613066340503,11.211006544694923,10.92613066340503
34,11.250374581666813,11.491504168266138,11.250374581666813
35,11.575285624131613,11.876371510995558,11.575285624131613
36,11.913498690778766,12.276437657418864,11.913498690778766
37,12.378141834874295,12.575671761407534,12.378141834874295
38,12.740939259133587,12.982637497847772,12.740939259133587
39,13.096049257298407,13.254155293799348,13.096049257298407
40,13.398979281052316,13.61845801358454,13.398979281052316
41,13.717294607491436,13.955560962890962,13.717294607491436
42,14.098340884055952,14.193069314848021,14.098340884055952
43,14.535369391606022,14.48890538247775,14.535369391606022
44,14.779612118566234,14.82882100679868,14.779612118566234
45,15.070816915199098,15.107659660727375,15.070816915199098
46,15.438869526207691,15.427259511299017,15.438869526207691
47,15.785030393538026,15.60746871697612,15.785030393538026
48,16.20347826654502,15.88819213980025,16.20347826654502
