Time(Iteration),TSLinearBanditTheta,PHELinearBanditTheta
0,0.9883624459203693,1.0002298502754585
1,0.979203504523446,0.9900328029628189
2,0.9610025193940357,0.9686791606694183
3,0.9456375829896189,0.9658160940046623
4,0.9351388088227172,0.9604813572812505
5,0.9157049119550708,0.9304468139483226
6,0.9006365010829228,0.9142943622789466
7,0.8942687380918656,0.891764443476465
8,0.8643808281236666,0.8738109684222914
9,0.8549178817047952,0.8601418600507577
10,0.8235091008233291,0.8558484491102577
11,0.8185028385376517,0.8530829309263851
12,0.8133481371784113,0.8506749607215557
13,0.7933566086433073,0.8504197296066198
14,0.7693767170559677,0.8440395362753552
15,0.7410765258980533,0.8362778398685965
16,0.7229023054097471,0.8328290843841428
17,0.7083774216117945,0.8199075183882485
18,0.6885166844714965,0.8164010454470173
19,0.6340093441266295,0.802695046871496
20,0.6296614876172679,0.791510693378792
21,0.5641249150876291,0.7691603944071893
22,0.5642068843512966,0.7615044421462321
23,0.5487532644828905,0.7565156396108753
24,0.5442764251471661,0.7477755809653392
25,0.5177342004016057,0.7386980143018868
26,0.5030778808868014,0.7355992726990667
27,0.5025062600514527,0.7358516019752407
28,0.49714209006287813,0.7378931845431996
29,0.46646043572712437,0.7368659564056457
30,0.4589219755791462,0.7242791012973147
31,0.44575997014468116,0.7207402148005485
32,0.4388145698300141,0.7142789050761553
33,0.4286642823511885,0.7102448492297236
34,0.42446330239038355,0.7111974643573759
35,0.42332473024637407,0.7048474006213117
36,0.4177257754736293,0.7050213148099139
37,0.4186243647010663,0.704336573243603
38,0.40616414275829615,0.6855544963376384
39,0.4060971270115485,0.6853855683652341
40,0.40651011500678164,0.6854560797851964
41,0.40405172517792165,0.6854076659047892
42,0.3924497852733068,0.6852883391872712
43,0.39275271759272934,0.6852858049393025
44,0.39139503407696963,0.6853431362072905
45,0.3868901963901504,0.6852546048315851
46,0.38384503336174824,0.685251826399554
47,0.3812221047867871,0.6852319554462302
48,0.375433122535874,0.6851890759563288
49,0.37412115286259684,0.6852318598704563
50,0.3685209554515467,0.6852548005149002
51,0.36774098068077204,0.6852286337101954
52,0.36768534636134814,0.6852745113375065
53,0.36705295782899705,0.6852463900026814
54,0.36684042402257133,0.6851898882198018
55,0.36633274583800257,0.6851879456710253
56,0.365854522525844,0.685205509690866
57,0.35971144847085795,0.6851849807945591
58,0.3596632086246489,0.6851779015646321
59,0.35845490367963906,0.6851857532362905
60,0.3557006528489338,0.6850852166375432
61,0.3541810993723125,0.6850793130434083
62,0.3562701184057479,0.6851810445023006
63,0.35608085548926216,0.6850043414552338
64,0.356161173701434,0.6850145993292331
65,0.3548031343421746,0.6850711326657225
66,0.35440559414940276,0.6850283915729987
67,0.3538602942901228,0.6850050037013613
68,0.35464935089248756,0.6849974415450604
69,0.3528131815582266,0.6850029458423081
70,0.35323430043675125,0.6849923495042395
71,0.34995073307951463,0.6850073684932491
72,0.35017886884148175,0.6850204459424888
73,0.35169253016609725,0.6850078163074299
74,0.35262492544134844,0.6850321106435577
75,0.35216901882176355,0.6850368552543077
76,0.35020834249789784,0.6850288982427523
77,0.3517203828415072,0.6849960898407239
78,0.34829743805835045,0.684983038621364
79,0.3458727693662871,0.684976967082388
80,0.3454274333513513,0.6849768492076649
81,0.3467764220783989,0.6849768625792374
82,0.3467854737148389,0.6849929385523688
83,0.3438141244903668,0.6849965344727247
84,0.34465859676472943,0.684985881023009
85,0.3441084000843088,0.684992143289419
86,0.343835820365568,0.6849774335040018
87,0.34061179447522194,0.6849824052811
88,0.33755279848467035,0.6849844654400324
89,0.33435760498404277,0.684963544285661
90,0.3307557709628652,0.6849653897859279
91,0.33149066630478596,0.6849609247468024
92,0.3231634192149152,0.6849678117643588
93,0.32234324764447636,0.684965870628141
94,0.3222531798589056,0.6849702388562056
95,0.3201716106843632,0.6849561111909241
96,0.320713098546162,0.6849662185974118
97,0.31579934014827354,0.6849638989157871
98,0.3144094981733113,0.6849627011559825
99,0.3161151758715538,0.6849534892876707
100,0.31635158460525653,0.6849512656965085
101,0.314656298847727,0.6849565021749189
102,0.31426235441355954,0.6849607092440938
103,0.31424045802034034,0.6849696638154367
104,0.30897573250362115,0.6849626679451474
105,0.3102747802617819,0.6849693982578398
106,0.3100291807982538,0.6849664924382386
107,0.30989707845688114,0.6849591593424811
108,0.30937670238290627,0.6849625721789867
109,0.3083531860256471,0.684961202605118
110,0.3088064431149746,0.6849686730719621
111,0.3092232753373734,0.6849718228752761
112,0.3110179867151716,0.6849873303174103
113,0.3106386652290768,0.6849828647834526
114,0.31130269668644245,0.6849913291679375
115,0.3100548919319757,0.6849917069396446
116,0.3089485263983601,0.6849798101593519
117,0.3087890576701867,0.6849814443051405
118,0.3086643319263166,0.6849802628108275
119,0.30907148543408836,0.6849782828449749
120,0.308020582824386,0.684975300132501
121,0.30711287758534744,0.6849715510726936
122,0.30711356050176974,0.6849682372523803
123,0.3037087491533301,0.684974306776988
124,0.3035601138292484,0.6849702417772016
125,0.3053612337571497,0.6849760440078546
126,0.30546555320075397,0.6849789346513988
127,0.3028708131332633,0.6849781540432329
128,0.30173817105250667,0.6849770980962318
129,0.30236550358125963,0.6849803556982866
130,0.30114713600967163,0.6849804467583711
131,0.3016089552579765,0.6849804759053072
132,0.30172462720873033,0.6849801304856973
133,0.3013023773639717,0.6849912892525547
134,0.30046436044654945,0.6849895810247086
135,0.300864008213336,0.6849848026613854
136,0.3009061115537618,0.6849859827299521
137,0.3007010976544827,0.6849855176947957
138,0.30076614332457874,0.6849902652684747
139,0.2993984867554034,0.6849962216021641
140,0.29951818533889835,0.6849904589742192
141,0.2977781740741855,0.6849897168138346
142,0.29796282834633697,0.6849924744006399
143,0.2956823702245902,0.6849893249133846
144,0.2951516568119115,0.6849864333063511
145,0.2940559646398866,0.684990245714217
146,0.29389900368547023,0.6849915240807845
147,0.2920735376830295,0.684986097750327
148,0.2912829656042052,0.6849816855205744
149,0.2912665794051374,0.6849799668981932
150,0.2910053525178336,0.6849777871528608
151,0.28985001484265405,0.6849777406744192
152,0.2896235524424737,0.6849755803547215
153,0.2899499019201751,0.6849768612349922
154,0.2896199437785216,0.6849745951346926
155,0.2893448570497871,0.6849766727729628
156,0.2883770682391932,0.6849740452863649
157,0.2897240083635483,0.6849758549957357
158,0.2883241093822966,0.6849785479747477
159,0.287441125436154,0.6849753655001469
160,0.28749183293497854,0.6849715243963777
161,0.2870087966157432,0.684967944033359
162,0.2871623933484626,0.6849652141509385
163,0.2884610595262992,0.6849626556762815
164,0.28549512605072447,0.6849612722889689
165,0.28570722846235513,0.6849604495328474
166,0.2855803421799549,0.6849603533401356
167,0.2852370882009627,0.6849573093464076
168,0.2854079896203604,0.6849576604531097
169,0.28549618548882577,0.6849594335657425
170,0.2787348894693927,0.6849629340288773
171,0.27837023790535675,0.6849670112495454
172,0.26990354145869805,0.6849656633642567
173,0.2694717741687891,0.6849650634188367
174,0.26958035285045207,0.6849670209053396
175,0.26949455945104894,0.6849652417397686
176,0.2680159301464171,0.6849630640882287
177,0.26791604471423286,0.6849595124719031
178,0.2681022030935303,0.6849580476142166
179,0.2687673369388032,0.6849605781475919
180,0.269824034435688,0.6849631831262272
181,0.2700324591346012,0.6849624905535409
182,0.2673312154887657,0.684963811778317
183,0.266008750472214,0.6849651212694937
184,0.266025771133102,0.6849656929738248
185,0.2661054544290957,0.6849653071861737
186,0.2658581995429382,0.68496520670208
187,0.2640970177887077,0.6849672158675112
188,0.26346394331310746,0.6849694552322527
189,0.26325439242820764,0.6849654012694988
190,0.26285599730075637,0.6849639337020734
191,0.2628198946281263,0.6849638485356603
192,0.26282297112515857,0.6849647338318088
193,0.2629149487398309,0.6849658221804842
194,0.261680832211036,0.6849683680320109
195,0.2611075974630888,0.6849679100390438
196,0.2614483347996227,0.6849688355143706
197,0.26029210947638903,0.6849703329945329
198,0.25959503655100746,0.6849716120609617
199,0.25943637065794556,0.6849720712523408
200,0.26054282102999277,0.6849720387900909
201,0.26054860187564055,0.6849763590140038
202,0.2606533911009046,0.6849750969709838
203,0.26133376179552376,0.6849740147321792
204,0.2614070677613773,0.6849748471131247
205,0.2614248475207945,0.684975102287195
206,0.26139634926997385,0.6849753616687939
207,0.261423664851088,0.6849752785828963
208,0.2622532910390839,0.684976589458296
209,0.26222132345320726,0.6849726883582472
210,0.26230530563737137,0.6849734741893887
211,0.262072971695648,0.6849732850230175
212,0.26097823943059795,0.684970703308022
213,0.261316208310909,0.6849665999265946
214,0.26065648621067,0.6849651193073336
215,0.26071413201665805,0.684964462302395
216,0.260460997853572,0.6849662886004999
217,0.2605900494611005,0.6849655391579125
218,0.260597988219769,0.6849683744345164
219,0.2605979332882426,0.6849683019501187
220,0.2605455339700419,0.6849677844731363
221,0.2604539203803911,0.6849673168156485
222,0.2601429855684869,0.6849667362277234
223,0.2514260770157363,0.6849671431592788
224,0.24875203331509707,0.6849666141134272
225,0.2457963107499229,0.6849664790548711
226,0.24450592088475473,0.6849674139445422
227,0.2442108138625239,0.6849654003328141
228,0.24415874694515102,0.6849672727771068
229,0.244168897230492,0.6849687021157039
230,0.24414333531071547,0.684969715541232
231,0.2440928083606336,0.6849703345273066
232,0.24340806263114487,0.6849724664390047
233,0.2434868522412541,0.6849710624775588
234,0.24348557659201342,0.6849705234140001
