Time(Iteration),TSLinearBanditTheta
0,0.9874205974580983
1,0.9780820667090071
2,0.9612453628070998
3,0.9522317641107015
4,0.9428350404947989
5,0.9032384945775979
6,0.9056154584256244
7,0.8850313117926152
8,0.8647767678594072
9,0.8415929577269539
10,0.8390624012019255
11,0.809143171881814
12,0.8021783076206808
13,0.7832421098685678
14,0.7819470759194125
15,0.7633200535179694
16,0.7646868802439567
17,0.7585248944902745
18,0.7286652016570472
19,0.7261238784408383
20,0.7339189173636116
21,0.7293574671488436
22,0.7226467926107368
23,0.7211516314007432
24,0.7193841672174536
25,0.716063826266515
26,0.6955156642154734
27,0.6964501278126498
28,0.6755384136277113
29,0.6762530230301256
30,0.6711657622871362
31,0.6648257184463225
32,0.6642325617515998
33,0.6608490176298628
34,0.6575969362134111
35,0.6530506441353052
36,0.6531023542154937
37,0.6487848271118846
38,0.6472987754040548
39,0.6456190216128583
40,0.6450583835217185
41,0.6422667554412089
42,0.6445469376777953
43,0.6511632608731823
44,0.6524380941935499
45,0.6469237184045606
46,0.6391940556330914
47,0.6383805694488155
48,0.6402726234688216
49,0.6425398794901616
50,0.643808655021066
51,0.6357544037101703
52,0.637578072780484
53,0.6364422024744462
54,0.6329265239918763
55,0.6352615603327327
56,0.6367453690430774
57,0.637930767714373
58,0.6495698828268727
59,0.646436676837983
60,0.6432757032975026
61,0.6397668503667923
62,0.6337463000921774
63,0.635328158168155
64,0.6352522823774882
65,0.6363999348323153
66,0.6367467334029847
67,0.635435041373051
68,0.6286633301384231
69,0.6296876838157214
70,0.6315650258783976
71,0.6328416400703544
72,0.6316182076726107
73,0.6296738807717251
74,0.6312535434010129
75,0.6296401717058461
76,0.6287414092763387
77,0.6303071332404919
78,0.629107088902944
79,0.6279313081261307
80,0.6237924689803092
81,0.6222687592548355
82,0.6217122728954401
83,0.615375060050018
84,0.616392183345339
85,0.6153198570132674
86,0.6151717566814948
87,0.6135398693293272
88,0.6127857286816546
89,0.614756684163428
90,0.613566205132434
91,0.6140020308621439
92,0.6137845581301292
93,0.609465403746808
94,0.6125268312893412
95,0.6120577268979567
96,0.6094621951972601
97,0.6095814903841802
98,0.6096973097384227
99,0.6102271224401272
100,0.6086134328893612
101,0.6089259386527642
102,0.6116929892316134
103,0.6124427636536378
104,0.6131944686372626
105,0.6112757657148874
106,0.6121948691463893
107,0.6146047224836357
108,0.6155272474689666
109,0.6078684533938286
110,0.6091003909973777
111,0.6084893973109915
112,0.6055524565210458
113,0.602463583925489
114,0.6036951409490035
115,0.5985087799385964
116,0.5977390590974957
117,0.5993778128678474
118,0.5983730566678763
119,0.5995559784750543
120,0.6035441671927682
121,0.6032647939951136
122,0.6024755335417471
123,0.5993447540339567
124,0.6018611265973466
125,0.6009776344891727
126,0.6012515655744979
127,0.6029231378439589
128,0.6019070573359486
129,0.5994902169985067
130,0.5994118755576996
131,0.5994897052166337
132,0.5993021858910712
133,0.6024870340652925
134,0.6031086129188322
135,0.6026626093576538
136,0.5983107817636542
137,0.5983972042882861
138,0.5996513852009658
139,0.6000886004268746
140,0.6002562659718427
