Time(Iteration),UCBLinearBandit,TSLinearBandit,PHELinearBandit
0,0.7922201911221958,0.503409683656751,0.7922201911221958
1,0.8207242133167085,0.6627349526321474,0.8207242133167085
2,0.8207242133167085,0.7397361217415648,0.904323813646216
3,0.821999713780237,0.8154617903874538,1.092153104816125
4,0.821999713780237,0.8911874590333427,1.092153104816125
5,0.8554580390916529,1.0832483969370927,1.1206571270106378
6,0.8567335395551814,1.1924323908943975,1.1206571270106378
7,0.8580090400187098,1.2681580595402866,1.1206571270106378
8,0.8580090400187098,1.3438837281861755,1.1838949749800949
9,0.8580090400187098,1.3438837281861755,1.1838949749800949
10,0.8580090400187098,1.3438837281861755,1.1851704754436234
11,0.8580090400187098,1.3438837281861755,1.2608961440895123
12,0.8592845404822382,1.3438837281861755,1.289400166284025
13,0.8592845404822382,1.3723877503806883,1.3241339920589694
14,0.8605600409457667,1.3736632508442166,1.325409492522498
15,0.8605600409457667,1.3736632508442166,1.3551890151805392
16,0.8605600409457667,1.3749387513077451,1.4184268631499963
17,0.8605600409457667,1.3749387513077451,1.4482063858080374
18,0.8605600409457667,1.4034427735022579,1.4482063858080374
19,0.8605600409457667,1.4034427735022579,1.449481886271566
20,0.8605600409457667,1.4034427735022579,1.4507573867350945
21,0.8605600409457667,1.4034427735022579,1.4507573867350945
22,0.8605600409457667,1.4034427735022579,1.4520328871986228
23,0.8618355414092951,1.4034427735022579,1.4520328871986228
24,0.8618355414092951,1.4034427735022579,1.4533083876621513
25,0.8631110418728236,1.4034427735022579,1.4533083876621513
26,0.864386542336352,1.4034427735022579,1.4533083876621513
27,0.8656620427998805,1.4034427735022579,1.4533083876621513
28,0.8656620427998805,1.4034427735022579,1.4533083876621513
29,0.8669375432634089,1.4034427735022579,1.4533083876621513
30,0.8669375432634089,1.5424596863984257,1.4545838881256796
31,0.8682130437269373,1.5424596863984257,1.4558593885892082
32,0.8682130437269373,1.5424596863984257,1.4571348890527367
33,0.8682130437269373,1.5424596863984257,1.458410389516265
34,0.8694885441904658,1.5424596863984257,1.458410389516265
35,0.8707640446539943,1.5424596863984257,1.458410389516265
36,0.8720395451175227,1.5424596863984257,1.458410389516265
37,0.8720395451175227,1.5424596863984257,1.4596858899797935
38,0.8720395451175227,1.5437351868619542,1.4944197157547379
39,0.8733150455810511,1.5437351868619542,1.5278780410661539
40,0.8733150455810511,1.5450106873254827,1.5278780410661539
41,0.8733150455810511,1.5450106873254827,1.5278780410661539
42,0.8733150455810511,1.5450106873254827,1.5278780410661539
43,0.9018190677755639,1.546286187789011,1.5278780410661539
44,0.9018190677755639,1.5475616882525396,1.5278780410661539
45,0.9018190677755639,1.548837188716068,1.5613363663775697
46,0.9018190677755639,1.548837188716068,1.5613363663775697
47,0.9018190677755639,1.5501126891795964,1.5613363663775697
48,0.9018190677755639,1.5501126891795964,1.596070192152514
49,0.9018190677755639,1.551388189643125,1.596070192152514
50,0.9018190677755639,1.551388189643125,1.596070192152514
51,0.9018190677755639,1.551388189643125,1.596070192152514
52,0.9018190677755639,1.5526636901066533,1.5973456926160425
53,0.9018190677755639,1.5526636901066533,1.598621193079571
54,0.9018190677755639,1.5539391905701818,1.6320795183909869
55,0.9018190677755639,1.5552146910337101,1.6320795183909869
56,0.9018190677755639,1.5564901914972387,1.6605835405854996
57,0.9018190677755639,1.5577656919607672,1.6605835405854996
58,0.9018190677755639,1.5590411924242955,1.6618590410490282
59,0.9018190677755639,1.560316692887824,1.6618590410490282
60,0.9018190677755639,1.5615921933513524,1.6618590410490282
61,0.9018190677755639,1.5628676938148809,1.6618590410490282
62,0.9018190677755639,1.5641431942784094,1.6631345415125565
63,0.9018190677755639,1.5641431942784094,1.6631345415125565
64,0.9018190677755639,1.5654186947419377,1.6631345415125565
65,0.9018190677755639,1.595198217399979,1.6631345415125565
