Time(Iteration),UCBMultiArmedBandit
0,0.36029025159037537
1,0.7600946982186283
2,1.2075580657547895
3,1.446458215681066
4,1.822485627945134
5,2.157644462969031
6,2.4667399960394034
7,2.874010643755385
8,3.2916871298827077
9,3.6020212319203395
10,4.0294925639693435
11,4.383244208650112
12,4.839530392156298
13,5.1503870431008645
14,5.599768946026079
15,6.044756648564925
16,6.451098569211583
17,6.9092552925762165
18,7.282679998259678
19,7.716774940341767
20,7.921116558236126
21,8.236220160187495
22,8.678905004585904
23,9.07502039522027
24,9.411217734186806
25,9.44119695655091
26,9.513622517199874
27,9.654153854346223
28,9.852007217658612
29,10.014995094005208
30,10.248088368864332
31,10.514429980691325
32,10.821745564746937
33,11.120884653521548
34,11.449744452527693
35,11.81323476523285
36,12.19321902047766
37,12.65120790309275
38,12.963782358246045
39,13.398850508221349
40,13.829721827727747
41,14.264481543184896
42,14.721157986877419
43,15.214887659031756
44,15.732422093417231
45,16.292838632967968
46,16.904208989863957
47,17.389802446807856
48,17.9393610986409
49,18.28265977714785
50,18.64504539764015
51,18.85959794362289
52,19.017186249488
53,19.11882323460213
54,19.33566689328817
55,19.57034609973091
56,19.83060882243218
57,20.109073655202256
58,20.346980870705533
59,20.5622942786825
60,20.84406965594186
61,21.163204993284303
62,21.487015403993315
63,21.786750520303812
64,22.061009038757117
65,22.36274999647908
66,22.66849603454966
67,22.93012821867304
68,23.274479284340075
69,23.63264560549522
70,24.042145823474264
71,24.444670992860665
72,24.860668046577167
73,25.27948532932437
74,25.642218999524324
75,26.107327428794434
76,26.41501078113606
77,26.652688919673768
78,27.02880999201792
79,27.29448118598433
80,27.541582784515988
81,27.757927949533666
82,27.996787182827035
83,28.36653040282958
84,28.704468218967907
85,28.989026565319428
86,29.31125902769939
87,29.767941007020248
88,30.076937776782103
89,30.407345304297998
90,30.696786447680665
91,30.95376968805445
92,31.26250003255231
93,31.695589350818363
94,31.87694054462265
95,32.165464900881155
96,32.45434308415864
97,32.723009621071256
98,33.080164760098235
99,33.46930446573616
100,33.75320575841454
101,34.03457656963259
102,34.23787271366767
103,34.616123612091044
104,34.92851949404343
105,35.249883939826844
106,35.563831813157854
107,35.80594693619873
108,36.179355535325
109,36.44821072478669
110,36.865071603073105
111,37.127694076372656
112,37.4126953488286
113,37.79358920223423
114,38.06707019563725
115,38.34526628204849
116,38.61407041707187
117,38.86974032907134
118,39.21770266206277
119,39.575206338725025
120,39.83573948322397
121,40.185344078656335
122,40.517103964319034
123,40.78007704517641
124,41.13335968726504
125,41.35601397275467
126,41.6306999772187
127,41.880109986209845
128,42.28033920220109
129,42.51871081946321
130,42.82520621796789
131,43.20744873288412
132,43.51460877347178
133,43.75140261064163
134,44.144055426213995
135,44.49931159829309
136,44.790058350081836
137,45.072396119090186
138,45.372799536547525
139,45.70986628264677
140,45.96531998035644
141,46.22288011939415
142,46.48581669925456
143,46.85457153347583
144,47.123225245826845
145,47.474884741467335
146,47.68606824108168
147,48.02869959637334
148,48.276210274968136
149,48.621528154297245
150,48.851267973909714
151,49.14260164846097
152,49.39105292112529
153,49.68061136105414
154,50.07648340595851
155,50.283319974418866
156,50.54972785761292
157,50.78543782566311
158,51.11832096687719
159,51.488926846727566
160,51.74270640291966
161,52.02770862462379
162,52.35660428082873
163,52.62099970804555
164,52.80559554936799
165,53.11407000002485
166,53.419942112374564
167,53.761713857040796
168,54.07746541075979
169,54.424623295556785
170,54.686968987154145
171,54.926610355559774
172,55.15392712911599
173,55.447384228302454
174,55.81638510092547
175,56.143396989478504
176,56.458376662621006
177,56.80569406265431
178,57.07069330055267
179,57.344646803395946
180,57.70359821761616
181,57.98069261247948
182,58.32818770896171
183,58.56012802805451
184,58.75093440288536
185,59.07446375744526
186,59.358639961082304
187,59.602150508442534
188,59.80687946863825
189,60.09641128494381
190,60.38906649050013
191,60.59851587087731
192,60.9277266650205
193,61.22007973233
194,61.56999986049408
195,61.844945685247424
196,62.2044230023432
197,62.46128742254827
198,62.786489432505846
199,63.15046342705308
200,63.393976548884496
201,63.61773645411099
202,63.91987699760476
203,64.2431960872591
204,64.57453656482075
205,64.81765025134573
206,65.1732345946704
207,65.43031130496749
208,65.75106971627635
209,65.99814299911442
210,66.11891248033248
211,66.42623479915531
212,66.73179705598213
213,66.94134214937978
214,67.26537269880859
215,67.45185832838756
216,67.72565470655907
217,68.0044678439123
218,68.20925521122724
219,68.51175590076372
220,68.84807163484427
221,69.23029418036613
222,69.48963693173964
223,69.79574699679247
224,70.10786457394937
225,70.43438271898484
226,70.68321348248394
227,71.04078395396128
228,71.19539827675763
229,71.49177368990264
230,71.69078489631163
231,71.95458975237796
232,72.34800079658017
233,72.62118130711852
234,72.97125813022964
235,73.24326244426723
236,73.48024851902292
237,73.73210866189056
238,73.8934696212887
239,74.15707333036869
240,74.37459696903458
241,74.57757037461514
242,74.77624183908473
243,75.07350585259266
244,75.47144817607207
245,75.70218679659375
246,75.96514137020087
247,76.22394215302474
248,76.54344148013936
249,76.83213574626791
250,77.08401600971283
251,77.27847279644104
252,77.61227344528261
253,77.84230376196902
254,78.14388521916918
255,78.41387726069641
256,78.75124164916734
257,79.02979190167953
258,79.26717537461455
259,79.51861242274646
260,79.89270955556484
261,80.07013952369323
262,80.34979245975369
263,80.70455018642006
264,81.00385645263249
265,81.36297966917363
266,81.58995322616032
267,81.9514319594867
268,82.33389617827797
269,82.50593517445579
270,82.73714923450976
271,82.98983076038932
272,83.2802122422631
273,83.54402260571621
274,83.72238117472122
275,83.95371254182048
276,84.20661143293816
277,84.3765878867363
278,84.55104624713223
279,84.90197264833168
280,85.25175643649129
281,85.44440460292438
282,85.75434594333197
283,85.9876120726918
284,86.21281377631634
285,86.52383712294255
286,86.74608446715669
287,87.09583413400442
288,87.34652577791682
289,87.72473281507924
290,87.92255874185207
291,88.12859533134709
292,88.39240961910853
293,88.72677915356205
294,89.04134366032098
295,89.3198262656198
296,89.55912955521981
297,89.82061214125243
298,90.07647285308761
299,90.37167615325943
300,90.63631331986734
301,90.82782659675732
302,91.1562511641685
303,91.42240038088953
304,91.69309014906021
305,91.92081760680148
306,92.11527181593094
307,92.3628565967744
308,92.6243012337973
309,92.8862404501416
310,93.26225324261588
311,93.52752343237164
312,93.78451763880487
313,94.11066151143123
314,94.35724341211322
315,94.62595063538737
316,94.84036710774747
317,95.04476592641893
318,95.31476320773291
319,95.67117923915072
320,95.98418400912719
321,96.12698439671335
322,96.4254111510364
323,96.61800416963479
324,96.95745625720102
325,97.1960097641531
326,97.49068088232288
327,97.76506056287437
328,97.95563226534941
329,98.32960009898991
330,98.46316841103108
331,98.7327670216976
