Time(Iteration),UCBMultiArmedBandit
0,0.34847758209123275
1,0.6840872177580727
2,0.9707948856351377
3,1.4249940395685408
4,1.7727528013373888
5,2.111040423235095
6,2.482702410428728
7,2.707001010276721
8,3.0865284827386175
9,3.4360314031588297
10,3.779234281689555
11,4.12627906679627
12,4.466753424890845
13,4.744817727712446
14,5.121081795412893
15,5.610680216259928
16,5.944833512916965
17,6.311820634820906
18,6.774584450371786
19,7.16347319913798
20,7.438682935654683
21,7.780821190154768
22,8.03344282224758
23,8.319478532876236
24,8.671571314879222
25,8.754549044744376
26,8.84272694148856
27,8.927185618165481
28,9.059079142766347
29,9.195513293926362
30,9.414011989473007
31,9.671196713653377
32,9.911800795116203
33,10.19569475723692
34,10.47362250064996
35,10.792768971696464
36,11.102690776190803
37,11.475038312862974
38,11.777969355307812
39,12.155968651078325
40,12.53467860222391
41,12.96217208192535
42,13.395221278172764
43,13.834190315050758
44,14.377611500169106
45,14.857796532456794
46,15.388488413999932
47,15.949464499177983
48,16.61734093942389
49,17.26274947217653
50,17.29570113787522
51,17.36115554456387
52,17.45807470386976
53,17.660250190498623
54,17.863938216559916
55,18.038820331530232
56,18.2119518366248
57,18.42515999451152
58,18.658535647498127
59,18.895098189145013
60,19.087514451616073
61,19.367852292936185
62,19.682745184543613
63,20.00075941177497
64,20.289144967431923
65,20.657364073885518
66,20.955535658457887
67,21.2804874474594
68,21.663284274245132
69,21.972164598210448
70,22.29496345309446
71,22.664133333241786
72,23.064757592596642
73,23.380144599795777
74,23.73329688415992
75,23.948680308314135
76,24.305625411766904
77,24.597169678238203
78,24.823681842543103
79,25.16290064035731
80,25.507771460320015
81,25.658889955637193
82,25.90326333155526
83,26.23604142818693
84,26.548483696489075
85,26.85848800055827
86,27.139277556486736
87,27.36028134131456
88,27.63535719548376
89,27.982942079741782
90,28.219566095726226
91,28.493376536149874
92,28.78149920646282
93,29.102227654910234
94,29.52352973755951
95,29.707774540491137
96,29.985785225413444
97,30.278711708938893
98,30.47529816363801
99,30.742354548943023
100,31.063911134691562
101,31.268371453455718
102,31.584921297203135
103,31.87903547288539
104,32.217061781215754
105,32.49885285489894
106,32.82298555220087
107,33.08973112901583
108,33.3384629035625
109,33.797398387764744
110,34.10193038699479
111,34.33422348699115
112,34.54397258046065
113,34.75281404385054
114,34.930090635207605
115,35.282669657678056
116,35.6782530034668
117,35.93490827109964
118,36.19597365941818
119,36.49853206415663
120,36.78914966919527
121,37.071353104218744
122,37.34802962917335
123,37.6434621513647
124,37.97350648122034
125,38.255144911273874
126,38.5598835857473
127,38.775708055649986
128,39.13704795777312
129,39.31887787517326
130,39.588167557522496
131,39.84437421801494
132,40.07509570138505
133,40.299817618676265
134,40.591025899828324
135,40.89057710257024
136,41.14013958247189
137,41.45371789183947
138,41.745974098684215
139,42.046561477160026
140,42.41826705397882
141,42.67759572510982
142,42.94362516332095
143,43.13979172803856
144,43.547059991413924
145,43.81478370608248
146,43.96121144011805
147,44.244720262280374
148,44.632465104002705
149,44.85393852569732
150,45.0800991990601
151,45.344330305684316
152,45.65756052613988
153,45.98489966558916
154,46.20121352972085
155,46.51105336945824
156,46.79040750441606
157,47.07938844424326
158,47.33013426942221
159,47.51215259946037
160,47.76217523819973
161,47.985516857742965
162,48.15447634702199
163,48.521989550695004
164,48.797875298640164
165,49.00250049200796
166,49.35156650214545
167,49.64621621954787
168,49.83952118893562
169,50.03083374485209
170,50.39815217484487
171,50.60580192586308
172,50.96246051919182
173,51.23361716470481
174,51.445307746575466
175,51.676164836336014
176,51.973699650532716
177,52.210023671763665
178,52.47237003647136
179,52.82232225012145
180,53.065721549214025
181,53.345335935658866
182,53.61373148898342
183,53.91462893865597
184,54.23723206197817
185,54.5123765177304
186,54.785444673130336
187,55.08488198708487
188,55.45160640942174
189,55.65111596130964
190,55.85954070961426
191,56.182111597669895
192,56.46527341952244
193,56.81614329133563
194,57.018935019087124
195,57.320576641281605
196,57.68245000444614
197,57.901556438958096
198,58.154157162231094
199,58.39057587540542
200,58.665685761819546
