Time(Iteration),EpsilonGreedyLinearBanditTheta
197,0.5129812131683409
198,0.5054070610899372
199,0.5048672368378855
200,0.5035367232664629
201,0.5030779424162799
202,0.5015267648233808
203,0.5017415382011257
204,0.49944980095564445
205,0.49981054968704636
206,0.499772954153381
207,0.498858217774079
208,0.49535676395455985
209,0.4886432635407517
210,0.48887659419477314
211,0.4888918443970778
212,0.48876919017710774
213,0.4896776055453126
214,0.4897655276019024
215,0.490089948784842
216,0.49046390926953504
217,0.4902809280342524
218,0.489984129537332
219,0.4798242682403073
220,0.4798171354191235
221,0.47992865626484144
222,0.48037186721572367
223,0.48051667061996167
224,0.48025275279968127
225,0.48014670997448505
226,0.4791761484231764
227,0.47932963080653873
228,0.4621344113064133
229,0.46191520899539196
230,0.46190777764878366
231,0.46148500184408714
232,0.4587532913995018
233,0.45933151612934137
234,0.4439800429882035
235,0.4437510544954041
236,0.443708993569037
237,0.44366669643642276
238,0.4436050046638697
239,0.44361239473687447
240,0.4436735011045462
241,0.44148250387214566
242,0.44067415231558604
243,0.4407454649818797
244,0.4395409190266736
245,0.4395885222914503
246,0.436863274368096
247,0.4354869217213871
248,0.4340643251758329
249,0.43378851610133645
250,0.4293201583872014
251,0.4293255123619635
252,0.4276279769071957
253,0.42697008213370713
254,0.42510827678849533
255,0.42502462274584685
256,0.42505004213349096
257,0.42467323827059156
258,0.42469264016523756
259,0.42467406402001506
260,0.4246478166390393
261,0.4249514249242334
262,0.42503420684910687
263,0.4250614938737849
264,0.42597080363040174
265,0.42580655083498664
266,0.42583180840928536
267,0.4262352694144337
268,0.4262825069218426
269,0.4265182495289343
270,0.4250892745018821
271,0.4250323780692818
272,0.4225768157020391
273,0.42256800103018816
274,0.4221451619996694
275,0.42169661301497047
276,0.42190058872104685
277,0.4219089506779989
278,0.42142037576181757
279,0.4201271218436782
280,0.42173803664135445
281,0.42172464448711366
282,0.4189488273156803
283,0.41852463313438104
284,0.41854224932913003
285,0.4185253505592804
286,0.4209128078955871
287,0.4188030401353915
288,0.40992386963750543
289,0.4059370866565617
290,0.4052434933939783
291,0.40524584201403274
292,0.40524092491628244
293,0.4047688655339338
294,0.40632030190667257
295,0.40600188410958493
296,0.4057929332724547
297,0.4057799622614757
298,0.4057000345521954
299,0.40590718559252476
300,0.4058983717742716
301,0.40492356344659514
302,0.4049318434002048
303,0.40377615519287097
304,0.4031564426631492
305,0.40314855082713325
306,0.40297380313792097
307,0.40265019364105015
308,0.40236044861433695
309,0.40235901357607035
310,0.4023585314934016
311,0.40092728439009473
312,0.3888473516257973
313,0.38885546561145945
314,0.38871926834402326
315,0.3881938917355334
316,0.38705830655146445
317,0.38706161834007313
318,0.3872688530361509
319,0.38726564150955967
320,0.38726909354171235
321,0.3872665535551768
322,0.3873921287084001
323,0.3873905966157011
324,0.387413710241528
325,0.38741251216758466
326,0.3872711577375994
327,0.3860756411174715
328,0.38607937935584014
329,0.38607009714529894
330,0.3869241132262214
331,0.3874656515955932
332,0.3876286446389835
333,0.3872204918173863
334,0.38667044745157647
335,0.38625254491804617
336,0.3864488758913672
337,0.386322469189988
338,0.3863307478125139
339,0.38633746839049266
340,0.3859661850453827
341,0.38597356738732147
342,0.3859853970824228
343,0.3859890135461978
344,0.3861158670898244
345,0.38213241417466287
346,0.38213493167241475
347,0.38167781710607307
348,0.3815714195327448
349,0.3821720280398911
350,0.38152808098166774
351,0.3816326231203442
352,0.3820577997058156
353,0.38187953248787554
354,0.3819024021021308
355,0.38221888908419743
356,0.36811857894449307
357,0.36831051668732917
358,0.3685753022249357
359,0.36743776115238663
360,0.36710374593130723
361,0.36557555478403947
362,0.36557348688969804
363,0.36571425621293707
364,0.3657141163805178
365,0.36552934575298535
366,0.36552799577086414
367,0.36552071510247897
368,0.36510459976511506
369,0.3635328524871594
370,0.36344349734189985
371,0.3634531190105774
372,0.3632876645354118
373,0.3632845124562998
374,0.36329198654829237
375,0.36340062491046493
376,0.36118711514843627
377,0.36118659272210313
378,0.36061521750004255
379,0.35993902155565055
380,0.36016008731070726
381,0.35961547739847677
382,0.35916252578721913
383,0.3586658546102858
384,0.358766569190657
385,0.3581662100496631
386,0.356807882181464
387,0.35665762394660744
388,0.3566579940900763
389,0.35227603106213834
390,0.3522824792955643
391,0.3522591584167927
392,0.352278824831016
393,0.3496784667335395
394,0.3496718184317117
395,0.34979536517470977
396,0.349610764630096
397,0.3337506061099049
398,0.33388866679418927
399,0.3338840823540138
400,0.3340253170682972
401,0.33382795640671037
402,0.3332289746915678
403,0.3327817054749248
404,0.33117466571268495
405,0.33099662614724473
406,0.3287149454828994
407,0.32862940404673
408,0.328631993740365
409,0.3286331231978878
410,0.3286353269663879
411,0.3286419835847257
412,0.328819711366111
413,0.3284523966487937
414,0.3286943531812569
415,0.3285804727825731
416,0.3285838272610914
417,0.3291306621820801
418,0.3289490570507176
419,0.32785442819398697
420,0.3278540765164745
421,0.32784874781357376
422,0.32176972376684876
423,0.3223428890075676
424,0.3220076385455948
425,0.31617176732288593
426,0.3159201834033021
427,0.31646801003067754
428,0.31622459995909324
429,0.31594920925623404
430,0.3155785836033032
431,0.3152414819008244
432,0.3152373636692619
433,0.315240284623108
434,0.3151443303062964
435,0.3129043684058743
436,0.31261683344904806
437,0.31261657267901793
438,0.31169255057089856
439,0.3112597272684402
440,0.3102013221529907
441,0.30917315775335746
442,0.3091732978106805
443,0.3090824930490733
444,0.3094498928263486
445,0.3095397544455858
446,0.30959587169674696
447,0.3094847732981939
448,0.3095158601788689
449,0.3094999192877947
450,0.3092268031371884
451,0.3092397834187723
452,0.3092712365139328
453,0.3088088258213069
454,0.3088046578973909
455,0.30880725736049497
456,0.30572296515073094
457,0.30572260244993676
458,0.30572032241505764
459,0.3055861968836301
460,0.3057034898646998
461,0.3058709039809797
462,0.3060248164308227
463,0.3060271309785497
464,0.30506324378494265
465,0.30498076799518
466,0.3047845422584752
467,0.30478407923590306
468,0.3046993530012307
469,0.3043851892289929
470,0.30477859603775104
471,0.30477478552763315
472,0.3035259336714865
473,0.30365528323075675
474,0.30346455474189055
475,0.30553889833160663
476,0.3055002143703344
477,0.30540475334814277
478,0.30497406904888436
479,0.3049740417680761
480,0.30497550710193544
481,0.30530769994647583
482,0.30528677439867025
483,0.3054673319215294
484,0.30535446429627056
485,0.30582190537195614
486,0.30595027855382007
487,0.30621682516073007
488,0.3062159672302821
489,0.30627871869081313
490,0.3062696885081073
491,0.30765218818196016
492,0.30737976332163885
493,0.30745436334198667
494,0.3071393219386259
495,0.3029485969644504
496,0.3029486238143385
497,0.3030382957537392
498,0.3030404243698671
499,0.3030516531657151
500,0.30305225064576674
501,0.3030398540634647
502,0.3028725659075592
503,0.30314312323490494
504,0.30303801331705693
505,0.302688085597568
506,0.302748660972873
507,0.3028429282384275
508,0.30148997193571747
509,0.301490735970474
510,0.3015824192413274
511,0.3014830440647459
512,0.30145248597531626
513,0.3015388758775276
514,0.30012201246244796
515,0.29951658741954923
516,0.29951863105568466
517,0.3005073280985348
518,0.2997345172338649
519,0.29978993833050877
520,0.3003157149147831
521,0.30033641147172857
522,0.30001865328947214
523,0.3000150894100282
524,0.3000158980222241
525,0.3000981940525456
526,0.29984198161952735
527,0.2980158037170381
528,0.2981611132504188
529,0.298480281096637
530,0.29725559964544485
531,0.29734221483021567
532,0.29734553657456153
533,0.2973422014060416
534,0.29734257315987145
535,0.2972177516154547
536,0.29721933818723534
537,0.29709526268260456
538,0.29749794451246714
539,0.2972627908424502
540,0.2972649878839703
541,0.2972629981788447
542,0.29726346934058057
543,0.29743414322593964
544,0.2973318658517284
545,0.2972460829900526
546,0.2968225533887439
547,0.2980481772385043
548,0.2954305562996882
549,0.2955315096269209
550,0.2955297404789744
551,0.2959086360646694
552,0.2954923808041318
553,0.29663628108256423
554,0.29663387860022317
555,0.29749286421613086
556,0.2974353642813526
557,0.2963737522159796
558,0.2943623525442104
559,0.29426526591969426
560,0.29426182604715173
561,0.29424430748665764
562,0.294243755034299
563,0.29513676520221094
564,0.2951353274453664
565,0.2959071938773958
566,0.29577489131980284
567,0.2957742601643112
568,0.29577152202434187
569,0.29493792255817164
570,0.2947598146451823
571,0.29476075632849985
572,0.2947593805439893
573,0.29333615930756857
574,0.2932925034032177
575,0.2932924545986874
576,0.29329235300565093
577,0.29321405635259384
578,0.29417246707631756
579,0.29488094882411453
580,0.2948802017119933
581,0.29488233111929235
582,0.29473163449863393
583,0.2947196176682124
584,0.2947296054055576
585,0.2947307404526429
586,0.2946142552402441
587,0.29408155513923007
588,0.29207677453822833
589,0.29207606995595414
590,0.292075037093067
591,0.289123579682102
592,0.28850689790313183
593,0.2885090349640061
594,0.2875581329929824
595,0.28818600257810806
596,0.28817745956041907
597,0.2881768222959203
598,0.28851550895391254
599,0.28851704960101343
600,0.28851869813079456
601,0.2886224472141775
602,0.28863192403958104
603,0.28905489456122385
604,0.2891761910250885
605,0.28917617612881574
606,0.289219130371147
607,0.28861547611736416
608,0.28874650452342765
609,0.28922491512832116
610,0.2890342767132606
611,0.2888096907069515
612,0.2888101163617124
613,0.28826166123313435
614,0.28834053607334764
615,0.28827424204400814
616,0.2879525242077775
617,0.2879528305140958
618,0.28723369999913034
619,0.28741651041972194
620,0.2874149747477183
621,0.2871938711535874
622,0.2871940407061833
623,0.2871929266328296
624,0.28719295673655193
625,0.284802652472274
626,0.2847418437346663
627,0.28475076913091235
628,0.2840478430642598
629,0.28404826990463794
630,0.2840183602888513
631,0.2850758749171838
632,0.28507599881075013
633,0.285076661188186
634,0.28508857474007554
635,0.2850894280454886
636,0.2850897844410115
637,0.2852939287608171
638,0.28529460821988695
639,0.2852955545824027
640,0.28525167807805013
641,0.2852514998871186
642,0.2849056103461291
643,0.28527165834744644
644,0.2849033969071529
645,0.28490375247053495
646,0.28484414779398176
647,0.284845093453423
648,0.28477454885444753
649,0.2847753971867675
650,0.2847283440443854
651,0.2852313656722351
652,0.2852329216865175
653,0.2848598839240898
654,0.2848596127150756
655,0.2847809471197289
656,0.28463615864866326
657,0.28462049302759035
658,0.28462054381747637
659,0.28388289754356016
660,0.28387386039465096
661,0.2838586428299344
662,0.2836613243407702
663,0.2836479550182296
664,0.2836457931818522
665,0.28364550786225623
666,0.2836448618713344
667,0.28508446633387735
668,0.2850853110077557
669,0.28508498328907733
670,0.2850852899703085
671,0.28508559127276334
672,0.28264865451205734
673,0.28286325313185445
674,0.28167270837920444
675,0.28164914447876027
676,0.28119012792638404
677,0.2806674484498278
678,0.280667860877982
679,0.27813759353288126
680,0.2777602949227986
681,0.27776208932375424
682,0.27912469088125663
683,0.27897810363962333
684,0.278979792485618
685,0.2792609605666471
686,0.27781293313752853
687,0.2759797781471925
688,0.2760083098258903
689,0.27600837710507087
690,0.27600933827571833
691,0.27528583565623926
692,0.2752839533089661
693,0.2722157494139228
694,0.2722184355578003
695,0.2722182781072588
696,0.27189131434745173
697,0.27238299697760127
698,0.272382409255415
699,0.27232663975249005
700,0.2723257180534219
701,0.27232553856210767
702,0.2723259518328389
703,0.27240676373038225
704,0.27240609470414895
705,0.27240650552204076
706,0.2724628800412613
707,0.27218346335046745
708,0.27185447693779685
709,0.2708789849864527
710,0.2701569986622137
711,0.2701574450750265
712,0.27009696587890275
713,0.2700970346105852
714,0.27009824656503595
715,0.2700973836578888
716,0.2697472489875786
717,0.27004072838602655
718,0.2700419089997212
719,0.27004398137945673
720,0.2699706591604626
721,0.26988846486008355
722,0.2697539207316439
723,0.2696566873065557
724,0.26965692226241994
725,0.26974354366958453
726,0.26943083624477987
727,0.2691593635281537
728,0.2691361534095883
729,0.2691347899545752
730,0.26913503805977834
731,0.2690272527761596
732,0.2685487452097871
733,0.2682963573935055
734,0.26828003818059765
735,0.26892340510458457
736,0.26793642304846294
737,0.2679351280048633
738,0.2679365651081788
739,0.2674047172163002
740,0.26734357102825934
741,0.2673741560562997
742,0.26687608036523597
743,0.26685910186742745
744,0.2668486860190114
745,0.2668479413956616
746,0.2669023392643498
747,0.26690089730884015
748,0.2669518898192863
749,0.2670105961013616
750,0.2670121727287804
751,0.2671918618101504
752,0.26719236965563076
753,0.26782811570346976
754,0.2680654228201057
755,0.2680661471876274
756,0.26849912892965827
757,0.2684995667276674
758,0.2684996823337632
759,0.26825293510471926
760,0.2682523634946268
761,0.2680123724387497
762,0.2676421938340622
763,0.26741559927796393
764,0.2676277952790932
765,0.26751677207954494
766,0.2675198266520708
767,0.26767930453775207
768,0.24287159807674463
769,0.24287335623639322
770,0.24358287885568494
771,0.24329588118845408
772,0.2448065864352295
773,0.24480433792641104
774,0.24480517291595652
775,0.2448545012473835
776,0.24492516024506003
777,0.24503897471311925
778,0.2450183112662651
779,0.24425652343027315
780,0.24346286551789237
781,0.24347351531777414
782,0.2434802340070164
783,0.24347925918565255
784,0.24293553529185438
785,0.24257088265782079
786,0.24256913529450125
787,0.24267632000515582
788,0.24245424462644488
789,0.24235872577393694
790,0.24235825249812448
791,0.2424416820338163
792,0.24236900109752418
793,0.2423680361319775
794,0.24200147717068524
795,0.24097122183193634
796,0.2408720856486552
797,0.24087328726960427
798,0.23994828821926495
799,0.23560951033203717
800,0.23572749177549562
801,0.23733733316928768
802,0.23744584661421722
803,0.2373592351439177
804,0.23657207616105422
805,0.23632213456542422
806,0.23632174660277605
807,0.23652465284443358
808,0.23652342693499295
809,0.23664161425680863
810,0.23667909961599146
811,0.2366109650858589
812,0.23661186366738335
813,0.2366919317926087
814,0.23690408365958615
815,0.23621252190708159
816,0.23621328424107033
817,0.23621305815088484
818,0.23564338472694296
819,0.23581774349345624
820,0.23583663317297146
821,0.23634626351729954
822,0.23634708384372777
823,0.23634658532554176
824,0.23634854339555642
825,0.23634861625970496
826,0.2363030115829615
827,0.23572279190267498
828,0.23552887161717434
829,0.2355679881809561
830,0.23505799946778455
831,0.23506445731143089
832,0.23506489955682577
833,0.23346144731924126
834,0.23346198744595498
835,0.23367496354064796
836,0.23351416378882278
837,0.23077646038757277
838,0.23077512617216273
839,0.2309558992279272
840,0.23076870381482917
841,0.2305768632614323
842,0.23057552792981859
843,0.23080213676509304
844,0.2308017775297837
845,0.23080053517941496
846,0.23086146253875425
847,0.23079484223473928
848,0.2307166864435172
849,0.23071783183325706
850,0.23071806377874843
851,0.2307455374882529
852,0.2312375007269963
853,0.23137081740190385
854,0.2307683415100425
855,0.23076680516177522
856,0.2307640792408307
857,0.23072558857550343
858,0.23073300757250176
859,0.23085416363525196
860,0.23085275435495767
861,0.23085347681822
862,0.2307986068819889
863,0.23079766932507062
864,0.229647123120497
865,0.22964714150530458
866,0.22949675659582694
867,0.2287890794243475
868,0.22879021725131135
869,0.22879151788547478
870,0.22879232962643328
871,0.22897614199428884
872,0.22897719455911872
873,0.22881755109749807
874,0.22862162958569493
875,0.22528809390413226
876,0.2252524795555196
877,0.22433502205239905
878,0.22433395420421226
879,0.2243333052348308
880,0.22427667134747398
881,0.22427582466441648
882,0.22423949806775673
883,0.2229913289193306
884,0.22299228255672915
885,0.22406381112436388
886,0.2240633029484397
887,0.22406440796266983
888,0.22414291010763812
889,0.2241437983178726
890,0.22387257896885612
891,0.2238709041316321
892,0.22379066615358484
893,0.22385219008553428
894,0.22481100692506453
895,0.22452816842549672
896,0.22420585442562518
897,0.223945653437932
898,0.22436776482193127
899,0.22382758441338962
900,0.22382705692193072
901,0.223826439415439
902,0.22382729397222695
903,0.22382599951607157
904,0.22328803860952062
905,0.22328931601452529
906,0.22302262953502322
907,0.2230241853770735
908,0.22375336054212425
909,0.2239804321510706
910,0.2238685050914826
911,0.2240144147103622
912,0.22281208192669077
913,0.22281235944299552
914,0.21863504432091613
915,0.2185166676737711
916,0.2185166751411361
917,0.21882673802645652
918,0.21882612728045067
919,0.21881939182050858
920,0.21888745622155198
921,0.21912087297055088
922,0.2189396521962957
923,0.21912517978228893
924,0.21956124361977566
925,0.21956167761568132
926,0.2197939500348957
927,0.21979240914741616
928,0.21979277141180753
929,0.2197922791176627
930,0.21996177956744764
931,0.21963437083159879
932,0.21963516624223423
933,0.21990531474894243
934,0.2196805666294584
935,0.2192513706026546
936,0.2191961423814254
937,0.21919542029280267
938,0.21919617083515935
939,0.21920139322142176
940,0.2192020219042971
941,0.21920230558937215
942,0.21920278499498536
943,0.21904261796429364
944,0.21912128878491438
945,0.21912222611686688
946,0.2191229181674872
947,0.2190396358154843
948,0.22015011436044118
949,0.22013808937870624
950,0.22013751390655667
951,0.21889375961123392
952,0.21830432249252993
953,0.2183423430593013
954,0.2183415963126158
955,0.21844035280501437
956,0.21845600942163607
957,0.2193354666237902
958,0.21930846111732208
959,0.21930944366813104
960,0.219598826124421
961,0.21995365655846383
962,0.22053556983509318
963,0.2205129287584897
964,0.22051253756788394
965,0.21981503027454624
966,0.2198152136737465
967,0.21981628278235688
968,0.21895078019013042
969,0.2190346178308519
970,0.21874689931472413
971,0.22025355729035784
972,0.21994992566503746
973,0.21980318870320983
974,0.21973698863517238
975,0.21984293042474917
976,0.21946022860570297
977,0.21946015123699145
978,0.2194611159554074
979,0.21974487097952208
980,0.21973813014198118
981,0.21944349327936014
982,0.21944384522854352
983,0.21952021701421312
984,0.2192988476523233
985,0.21953623168710465
986,0.2195349962146699
987,0.21953438374733544
988,0.21961234786466485
989,0.21965885376373845
990,0.21965879243700592
991,0.21965887209542304
992,0.21967533998000408
993,0.2196859586381746
994,0.21927892506931096
995,0.219278285035266
996,0.21927872580577548
997,0.21927749948158665
998,0.21903876389484028
999,0.2190435067404175
1000,0.218976384097589
1001,0.21896381326349346
1002,0.21886902715791448
1003,0.21918187239145132
1004,0.21923823447816662
1005,0.21923802685860344
1006,0.2190481074276275
1007,0.2190591259450103
1008,0.21905590387003931
1009,0.21905521454208868
1010,0.21905553186357607
1011,0.2191299610734362
1012,0.21913073828327562
1013,0.21920637522250938
1014,0.21919592517410572
1015,0.21919555807672048
1016,0.21716384901840113
1017,0.2171644125241849
1018,0.21716533952287778
1019,0.21708741891554478
1020,0.2175749037609318
1021,0.21646807014495448
1022,0.21675658379941312
1023,0.2165048032042714
1024,0.21584177010393485
1025,0.21555680060758045
1026,0.2155397161622563
1027,0.21541020347786918
1028,0.21539575848736697
1029,0.21601331685736444
1030,0.2159690334840952
1031,0.21537007502679356
1032,0.21536949693333876
1033,0.2153700301035208
1034,0.2153701721202554
1035,0.21536979417486304
1036,0.2152782819070763
1037,0.21532052864026396
1038,0.21533555038973665
1039,0.215335219444396
1040,0.21496781476960364
1041,0.21496640605485356
1042,0.21481324892409134
1043,0.21481379248106186
1044,0.21481489951370863
1045,0.21481589342055707
1046,0.21481597302818897
1047,0.21431363580849516
1048,0.21365724993306362
1049,0.213473866771082
1050,0.2134729584327907
1051,0.21364994748724903
1052,0.21365083686749348
1053,0.21365124137711522
1054,0.21365246705402371
1055,0.21368209988695575
1056,0.21342110778873083
1057,0.21323531620916278
1058,0.21323486677011197
1059,0.21230523981599222
1060,0.21230573748990017
1061,0.2122450373904173
1062,0.21232903081029758
1063,0.2122466182380502
1064,0.21192267411886334
1065,0.21229983460513074
1066,0.21210084493099113
1067,0.2120103623169125
1068,0.21191960129614512
1069,0.21178857557104153
1070,0.21178945149899597
1071,0.21162522713922494
1072,0.2116256542539336
1073,0.21161083290634863
1074,0.21161142740900454
1075,0.21161206873570562
1076,0.21161279305611055
1077,0.21161563748934226
1078,0.2113121794791019
1079,0.21052015606500157
1080,0.21031918272156816
1081,0.20937347972544912
1082,0.20937283056626016
1083,0.20937376999372076
1084,0.20942060821042868
1085,0.20927233701556341
1086,0.2092763698981006
1087,0.20927585878539964
1088,0.20938207066604972
1089,0.2095309399761848
1090,0.20934189636204797
1091,0.2093421136367836
1092,0.20934157885084445
1093,0.2093412111174676
1094,0.2097320229726966
1095,0.20975203242488197
1096,0.2097551041714929
1097,0.2097081280759705
1098,0.2097083861932993
1099,0.20970817164466693
1100,0.20970739015773146
1101,0.20969084711231525
1102,0.20826348709796885
1103,0.2080993255235588
1104,0.20821944970639766
1105,0.20707518890681542
1106,0.20694772636333197
1107,0.2069493801064292
1108,0.20658638247083835
1109,0.20658616002554292
1110,0.2065855806803439
1111,0.20650651316471005
1112,0.2065055706472707
1113,0.2064999442575029
1114,0.2069776912222495
1115,0.20697861129922965
1116,0.2065998487985617
1117,0.20658291792716485
1118,0.20623503458194237
1119,0.20487874387999438
1120,0.20461546912228842
1121,0.20411384966947446
1122,0.20411395374433047
1123,0.2044384639278384
1124,0.20443877744674976
1125,0.2044384976225741
1126,0.2044378390133149
1127,0.20484402955565312
1128,0.20484408920072053
1129,0.20484381495286783
1130,0.20484395696899305
1131,0.2048439437223505
1132,0.20479983699235177
1133,0.20451135879447618
1134,0.20451133355144796
1135,0.20446709459107387
1136,0.20410631214380018
1137,0.2041071723653613
1138,0.2041087817052254
1139,0.20410867453071174
1140,0.20362722619386564
1141,0.20362577679303503
1142,0.2036267246914878
1143,0.2036265036496852
1144,0.2036090071119602
1145,0.20360854190703065
1146,0.20350593016303384
1147,0.20350632951560393
1148,0.2032285951953933
1149,0.2032279648502957
1150,0.2032287524691306
1151,0.20330679586148284
1152,0.2033077195226368
1153,0.20330734748640794
1154,0.20316265598754643
1155,0.20316296289882727
1156,0.2031619439224853
1157,0.2031358458647008
1158,0.20313590369088524
1159,0.2029162558218495
1160,0.20328145542708972
1161,0.20357293989526518
1162,0.20363381166340874
1163,0.20285253846127538
1164,0.202854983157554
1165,0.20288460800001357
1166,0.203311126175289
1167,0.20343828960134164
1168,0.2034385840286223
1169,0.20344761054190283
1170,0.203448608398583
1171,0.2034486256064291
1172,0.20344903655284363
1173,0.20363073739539153
1174,0.2030126610957001
1175,0.20302082586559056
1176,0.20221798073416347
1177,0.2009976171739738
1178,0.20099838896318079
1179,0.20101448170651146
1180,0.20101397312248404
1181,0.20101398370669094
1182,0.20063831852183656
1183,0.2006392221391317
1184,0.20063946777685887
1185,0.2010077194624044
1186,0.20100795242984057
1187,0.20100788459114055
1188,0.20063041017351183
1189,0.20047193707210362
1190,0.20047296480957938
1191,0.20113346441859098
1192,0.20113327945044612
1193,0.20113415669877904
1194,0.2011094464360236
1195,0.200495595570153
1196,0.20004083664873912
1197,0.20027541177803063
1198,0.20027570048079632
1199,0.19969525755362788
1200,0.1996948310918487
1201,0.1995884846948363
1202,0.19949262390160255
1203,0.1994572850004604
1204,0.19945700367043032
1205,0.19924594827517714
1206,0.1991466905369726
1207,0.19916115373165852
1208,0.1991609871858688
1209,0.19916068069397125
1210,0.1997871713997054
1211,0.19906771742204238
1212,0.19934103010317655
1213,0.19933992202742257
1214,0.19931668886748863
1215,0.1992021407073195
1216,0.19814577939188582
1217,0.19814521659139406
1218,0.19814701660321082
1219,0.19817423271195117
1220,0.19797818872397577
1221,0.19797825301297853
1222,0.197680197462138
1223,0.19768226119838367
1224,0.19898159861203346
1225,0.19896262455502306
1226,0.19896142626241106
1227,0.19900742331191984
1228,0.19900679497423063
1229,0.19929265714514452
1230,0.19929109708849635
1231,0.19915201077420772
1232,0.19942722312729771
1233,0.19943793746852984
1234,0.19908411807124665
1235,0.19908445426302573
1236,0.19908327809461684
1237,0.19908211606351478
1238,0.19917170596558992
1239,0.19924464559391736
1240,0.19902755139233272
1241,0.19902714692219203
1242,0.19902809037119754
1243,0.19904801332411765
1244,0.199046124644658
1245,0.19896208860939882
1246,0.1992887552332643
1247,0.19926769450161844
1248,0.1993182148963017
1249,0.19878521065188104
1250,0.1987830477694808
