Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,PHEMultiArmedBandit
70,12.802411784123617,25.317248446022404,24.816947679960595
71,12.902056510547364,25.670616628894475,25.18036406109165
72,13.07237256698198,25.96155201053882,25.511686762909072
73,13.274416158234626,26.25033022924891,25.761886758491112
74,13.365699757716968,26.58656625049669,26.11106857256351
75,13.455061689036166,26.90498238085838,26.52075952083514
76,13.597858030871459,27.2872635075593,26.778232649114717
77,13.610754224479916,27.70038076657063,27.05004413612703
78,13.623650418088374,27.992036602666314,27.355477151456995
79,13.667488251947654,28.352248916152956,27.695556939149622
80,13.755297925065548,28.702092136865808,28.035527248504753
81,13.808021491248828,28.90423965663428,28.409707442025514
82,14.007309007584192,29.1878806859169,28.79576056828656
83,14.114734447120147,29.63375890856375,29.130113064772495
84,14.332828947075047,29.949963367472737,29.463451000445996
85,14.422256489671682,30.359630351419458,29.747377988035232
86,14.498232493700915,30.812665020718605,30.055468538753665
87,14.606586495563983,31.042657718866558,30.38506502743033
88,14.744856536179611,31.294472176435686,30.67274562843096
89,14.917340221022593,31.60826608918711,30.8701353098239
90,14.97393282255442,31.984071607919326,31.29632060175864
91,15.026480851185278,32.271874633828745,31.743106479217765
92,15.032928167872077,32.675392579664475,32.02311381880066
93,15.114196103001873,33.00402197044726,32.32752204874664
94,15.158288812237387,33.32569531677018,32.68377786835386
95,15.288913743755435,33.67705283478657,32.902160268772924
96,15.33683111464067,33.975646979894904,33.23797715447592
97,15.429097779732453,34.27907349814254,33.470022174297895
98,15.534093383796753,34.60605509049938,33.91191089257474
99,15.703406973236463,34.946987859545786,34.17836268630743
100,15.850537570614463,35.331581193745436,34.56574910570252
101,15.898138092559648,35.653812324767294,34.87115073188487
102,15.904585409246447,35.87528315738793,35.20957400404244
103,15.934382539237433,36.3032031677209,35.48721340359556
104,16.046378597541995,36.49488936866631,35.83164057828687
105,16.114112409702926,36.74376617846873,36.12670099151938
106,16.14841610833416,37.07001106054301,36.513425782016846
107,16.210122674725145,37.321591111859995,36.82331721629528
108,16.25658406311999,37.607268732455445,37.23505687671704
109,16.36314678115127,37.836389279087264,37.55451443747
110,16.394637508473657,38.21018803544677,37.78920491461363
111,16.522392496370074,38.58688356444302,38.16867727170157
112,16.667936309364553,38.96409436555253,38.44188539517276
113,16.873534854886593,39.357451458838526,38.73887468097489
114,16.921466754799223,39.656292264294066,39.07158328178754
115,17.025960807640907,39.91217232002468,39.377691018346304
116,17.07406925468202,40.0878341697677,39.738907644152725
117,17.118473253695697,40.48422045110636,39.93386151241362
118,17.124920570382496,40.82103640891323,40.35700730418053
119,17.238288784653342,41.12879591016305,40.72121684795214
120,17.268938601261738,41.33965085851651,41.07106715665897
121,17.380879622480972,41.66671568036284,41.472981814338
122,17.42720321061354,42.052068969584504,41.789456193049105
123,17.441442362628784,42.40781567188888,42.05602206776226
124,17.47810550334886,42.752521585501015,42.41670214510209
125,17.64891691513495,43.19601209270203,42.67151666364292
126,17.747086267196124,43.431965020462094,42.91719904755312
127,17.753533583882923,43.765158329052156,43.24321801212524
128,17.923356499967614,44.05609337819834,43.459776703150325
129,18.067169036354944,44.29979405280087,43.69119145403177
130,18.128238721859624,44.62249485045171,43.97177312485508
131,18.134686038546423,44.842199661799455,44.27093236196252
132,18.141133355233222,45.08556463593975,44.59183509272642
133,18.14758067192002,45.431431243553234,44.92715345441415
134,18.22885789555545,45.73528220877066,45.219692958939596
135,18.315132592183325,46.114092915145854,45.55287231656128
136,18.321579908870127,46.46759698118683,45.8634485183518
137,18.35876742382691,46.746349616834635,46.18279612051729
138,18.42146166589235,47.16956878123733,46.514995043733464
139,18.485859146026534,47.5139144279391,46.71157752480674
140,18.550704173342304,47.89826724401005,47.06265633153109
141,18.604861219060677,48.213514439653295,47.41316670219537
142,18.69894292788488,48.39203889590719,47.76130113019007
143,18.803189638155352,48.69311923333509,48.14236099665406
144,18.879704851046768,49.10155247213925,48.48514035319652
145,18.927813298087877,49.34788881768292,48.63798200224666
146,18.93426061477468,49.639133312317384,48.88850100121526
147,18.97859067170621,50.04511509670375,49.10998757995777
148,19.026063024317445,50.2847230343892,49.34629623639919
149,19.192700607486508,50.539292096912945,49.670368709229884
150,19.384739007205262,50.87594641746524,49.94902259466583
151,19.391186323892065,51.20348268107415,50.24306282056959
152,19.411156881342883,51.487400329476394,50.57856367765685
153,19.46837782328887,51.860376443950955,50.88332015220378
154,19.489971062659812,52.12346897256183,51.16791786758805
155,19.565154047736023,52.49780235186542,51.52470166750952
156,19.65636239210886,52.80106328051513,51.80265694751671
157,19.79973647943572,53.204371989064875,52.11286203370649
158,19.939813295080075,53.46623767852226,52.469059217840005
159,20.095765657344685,53.72279889463603,52.69246852156756
160,20.182225349351608,54.09932731440197,52.93355005455012
161,20.262329363179802,54.31139008178703,53.22873385920351
162,20.39984066957167,54.61801117761208,53.48208360460019
163,20.53934393972137,54.951657086351915,53.76397854560804
164,20.698975330781447,55.22275918813712,53.99884606944255
165,20.718730188531133,55.577288056145434,54.213734755257214
166,20.844605969466024,55.882208066524335,54.49989972627217
167,20.95246352800338,56.17620943761292,54.784811731381545
168,20.976059271752682,56.63120748547283,55.07675411691649
169,21.033923804520654,56.94934021295575,55.44565979893169
170,21.083016545123503,57.249049003915786,55.637487519454666
171,21.127810126012317,57.52130948609043,55.86437809570805
172,21.184771511448773,57.773140518958066,56.11838069250045
173,21.254208929577295,58.06618590477873,56.407319725142784
174,21.298866910383165,58.435555340267626,56.63315086978493
175,21.33184977912688,58.7201717511666,56.94784058230745
176,21.361760225971206,59.012498137376575,57.31876908193668
177,21.46308781624522,59.29890467707618,57.64372678469056
178,21.646457799066194,59.58000260552471,58.01195425357046
179,21.652905115752993,59.87130825316748,58.31285111171684
180,21.6911036554282,60.13736287006559,58.62568466998408
181,21.829314051309954,60.33068779402365,58.795497359359864
182,21.854025614663406,60.67475041144932,59.11929240464805
183,21.930728271212693,60.98677923115095,59.45831342132048
184,22.029841867240343,61.24174798006013,59.73685703719042
185,22.134430301497183,61.560699952101025,60.002153568838835
186,22.196364897375865,61.94340766259612,60.32295152832361
187,22.23507046613556,62.31772920939663,60.630521739264
188,22.309377121792416,62.57288330038269,60.909457624119014
189,22.47894695696292,62.96290762594843,61.12788667031106
190,22.559960821916707,63.24199624778648,61.35006506814308
191,22.72573846417844,63.47680317047178,61.66023455531528
192,22.789336731698643,63.759116362137796,61.92329683666833
193,22.922528644248253,64.03915869061446,62.290941206977735
194,22.948462798663098,64.2388982405034,62.53242968082715
195,23.099855986460003,64.46818191510579,62.75463873040485
196,23.193287527838635,64.7825893949088,62.993130392961106
197,23.326231552218026,65.16495573962263,63.27864823006941
198,23.394636048254934,65.3813015418692,63.68327260007179
199,23.440506966382717,65.73472512218993,64.00683388506957
200,23.467571217202682,66.08610959959569,64.36298884189497
201,23.52039963441536,66.38384201288096,64.6982588282164
202,23.549195701371673,66.73820839111818,64.99203167395075
203,23.730286448593386,66.9921893279325,65.25920770387822
204,23.794082479076426,67.32772406406316,65.58069400173355
205,23.94083353036431,67.73770759019251,65.80318403471692
206,23.971783985953095,68.03521258370579,66.11710852660752
207,24.013417842300296,68.31184223688459,66.38192687443107
208,24.019865158987095,68.6695799782637,66.63318922923382
209,24.055262962378727,68.95463422328643,66.8882347837829
210,24.103446288005692,69.26780537881093,67.12775336305752
211,24.21755949011573,69.50441277191238,67.35670277351062
212,24.32117216525175,69.76403197558595,67.639629148392
213,24.327619481938548,70.00383624528388,67.84828834845746
214,24.527639602614,70.3469384860518,68.1279560667777
215,24.60538344165119,70.6779493416671,68.47094787599788
216,24.611830758337987,70.9463318972167,68.73482041405393
217,24.618278075024786,71.20053565556634,69.06545864409335
218,24.680511103132556,71.5596609509859,69.28941688405249
219,24.72774327529539,71.79126491844684,69.57537304522837
220,24.766929412589754,72.05879691190574,69.8016719598684
221,24.897734739612325,72.30503219195307,70.09950594770528
222,24.968223386231102,72.53769345349207,70.36598692925786
223,25.055648661122486,72.83243645082425,70.62774892535953
224,25.062095977809285,73.11135225628172,70.85225286273985
225,25.125973607741866,73.48768708082909,71.04342131634715
226,25.17356334001298,73.76105614699875,71.29305624264782
227,25.284605888864434,74.13862086820288,71.57282205598348
228,25.427858616019282,74.43132536241265,71.92726818611123
229,25.43430593270608,74.75701023965804,72.19837662516203
230,25.488596524234435,75.08775566643303,72.40164516435678
231,25.495043840921234,75.43734440299063,72.7100155658588
232,25.544761199650537,75.6711865984306,73.09414882274189
233,25.59758961686321,75.89670594335276,73.33711187347963
234,25.61182876887845,76.18310750462128,73.53813405126706
235,25.699796096609884,76.53547018990443,73.76887699204474
236,25.775479571437376,76.87080200702252,74.15810585481725
237,25.979140389680072,77.05973172886907,74.43644237361708
238,26.102024086383988,77.26515484432352,74.76839326582402
239,26.10847140307079,77.4739227392154,75.00987500624544
240,26.235408587597153,77.81331330045018,75.34205690553557
241,26.241855904283955,78.12940167931626,75.63003624200995
242,26.382134261755994,78.3692355363541,75.86294860861241
243,26.407410486930218,78.69765995755571,76.12937609589021
244,26.41385780361702,79.01780833885499,76.43390318112702
245,26.560703370237416,79.29020920235239,76.65797206485105
246,26.653920997769525,79.53752826442586,76.88242530065676
247,26.711141939715514,79.8606759106262,77.1415320481747
248,26.786675718874317,80.09391043065894,77.27320364701451
249,26.85904177224158,80.46498967904436,77.57010921691787
250,26.86548908892838,80.79978186600202,77.84993066161806
251,26.982875201539393,80.90050249784265,77.99047726733008
252,27.017654405490646,81.3556384228589,78.20242470311025
253,27.04830422209904,81.6794059778701,78.42924860605325
254,27.054751538785844,81.91611956146748,78.73893152558836
255,27.16542025137366,82.34107043522533,78.95541546105036
256,27.27017172415225,82.58533945664406,79.11831179849612
257,27.385770379331667,82.85532150224539,79.35894257314999
258,27.47876701462411,83.07758773205248,79.56910967945988
259,27.520400870971315,83.39345617541441,79.85086483416507
260,27.615462463504684,83.72628059733975,80.09420494410128
261,27.621909780191487,84.00581428356764,80.36177650928241
262,27.759605077027913,84.25553869573008,80.51916413162863
263,27.766052393714716,84.70971200311058,80.88285289046829
264,27.88944559757378,84.96853486057454,81.22292724120362
265,27.895892914260582,85.29290138381178,81.45983765036092
266,27.941038434267888,85.67586248845143,81.6878318106346
267,27.99056340148935,85.96432727436382,81.93719146969417
268,28.037221531865566,86.24350859163961,82.18385753994816
269,28.088564182389756,86.56620031274662,82.29716718619268
270,28.20960840884812,86.82479243749623,82.59952317442277
271,28.314196843104963,86.90038196545778,82.95332184928377
272,28.425080121558914,87.12690437184673,83.22881723809769
273,28.52643017041487,87.47048064597008,83.51408380527295
274,28.539326364023328,87.82596412085695,83.7132481184133
275,28.5776704512602,88.15546069056845,84.07952257002384
276,28.579294450818225,88.40959307899385,84.31866020070977
277,28.58091845037625,88.67878478423911,84.70755927679207
278,28.659992582332784,88.93075019427135,84.9546461342396
279,28.706038495239227,89.20891233939918,85.1135808097458
280,28.70766249479725,89.44353285139513,85.37682813041849
281,28.732155491086633,89.76453214758804,85.8025416375024
282,28.762729977349487,90.07809251692044,86.12390904883242
283,28.802108656336024,90.29068921303349,86.44546620410105
284,28.80373265589405,90.63885314797668,86.74809820196293
285,28.952537588868683,90.90645761729634,86.96223333256313
286,29.072722121356993,91.21513021202271,87.201523388752
287,29.160179709439756,91.56727789434069,87.48877963638438
288,29.21641424981675,91.81200286543782,87.6733499384437
289,29.36169032517342,92.12539871936485,87.8812155757299
290,29.36331432473144,92.30748248610193,88.20975123863379
291,29.439215033126725,92.73474707504022,88.382953840705
292,29.44083903268475,93.01636515403453,88.67792471759427
293,29.442463032242774,93.31314841992926,88.96730747953339
294,29.444087031800798,93.52587741396056,89.22939478677952
295,29.550670574608993,93.8392188630882,89.36515927030007
296,29.595486418863494,94.05598674539452,89.74042695912614
297,29.597110418421515,94.41601292251322,89.98060241043213
298,29.59873441797954,94.6909704973053,90.27959390239617
299,29.797459931122837,94.97507763598017,90.50572561696265
300,29.799083930680858,95.21227627328487,90.78861655909841
301,29.800707930238882,95.36157368395885,91.07629443670481
302,29.800707930238882,95.73833390963425,91.36935968855147
303,29.89148836241004,96.10202206462037,91.64600535313616
304,29.927160079927738,96.34637905232897,91.8123314337177
305,29.927160079927738,96.5562420032298,92.14514617179701
306,29.951663218829726,96.83581161363375,92.48229220332364
307,30.00340915455838,97.09410314185786,92.71425754072756
308,30.16891706593775,97.32698014396958,92.92723250872751
309,30.250532487453988,97.68120800396858,93.24646747999223
310,30.252156487012012,97.93680367590207,93.58283361782087
311,30.349031351161806,98.17502592883295,93.7968941967765
312,30.47221587936744,98.44516746139537,93.95061845479148
313,30.47221587936744,98.68629123657922,94.1366755528568
314,30.521326365426592,98.93015531583646,94.30133214283445
315,30.560237829832335,99.25685524771322,94.53914266898813
316,30.595697189104715,99.37008261846265,94.7748179348717
317,30.694199717060535,99.61632546088882,95.04473088069545
318,30.759432398336525,99.81628258362605,95.24362534353659
319,30.83010162171385,100.11193689719502,95.45199985306549
320,30.92164747729412,100.4304462303607,95.69568792867472
321,31.06210138983792,100.74333538062953,96.06306233252296
322,31.14863706065155,100.90339656393304,96.38969425491948
323,31.337847868046925,101.15506042966064,96.7235721143135
324,31.369599091035333,101.41487094877274,96.89248087197686
325,31.39687089449197,101.72196090234891,97.0773417985296
326,31.39687089449197,101.96058690526316,97.29709870041212
327,31.53811833096072,102.39366412377878,97.45451391558854
328,31.625695010454137,102.63130023629628,97.7102489702504
329,31.672954745622793,103.01436276264481,97.9729429153506
330,31.811238719832687,103.27781858712902,98.14071716740023
331,31.911003836960752,103.56744302745092,98.45566463108025
332,31.912627836518777,103.81827802424027,98.78773213528754
333,31.94610929480636,104.23612337444365,99.0033096512826
334,32.06441763798587,104.5591291638683,99.16170487284066
335,32.122288562922535,104.83770603951464,99.42428626069906
336,32.24718875773188,105.1295247569354,99.70878122694747
337,32.324983605909786,105.39652498652227,100.07063462004088
338,32.38031268990231,105.73588688884502,100.31952514930116
339,32.418656777139184,106.0255139004527,100.5475236271578
340,32.507478362771735,106.32131059279864,100.78078302731183
341,32.544561721602136,106.66088972963966,101.04198070351539
342,32.63673556957988,106.87819909335761,101.45317296055741
343,32.66901687629382,107.19020767846357,101.64572526368094
344,32.71747274343847,107.38772156496104,101.86829565421243
345,32.77141084873981,107.70251218127812,102.09521873145601
346,32.845094770968736,108.00804221483243,102.38865053447087
347,33.006864626007676,108.31296522340321,102.57936193500117
348,33.060773495069256,108.54060153481832,102.74439811922949
349,33.176300550955474,108.8274618230929,103.04807588386647
350,33.24970019003887,109.00686717341125,103.26992926232654
351,33.2513241895969,109.26618402305232,103.54969375854417
352,33.25294818915492,109.5402719801812,103.82223059651999
353,33.30380105955818,109.810635382489,104.20233210320006
354,33.30542505911621,110.04461271049419,104.45690571311802
355,33.35694268903525,110.24500737472196,104.67497799330351
356,33.51424371787901,110.48706054103316,104.89051483275466
357,33.51586771743704,110.75494841322643,105.06316422773077
358,33.64770571337365,111.07646559932587,105.36184782033745
359,33.74974172178724,111.16719918511191,105.73595384507601
360,33.76488896210928,111.44262529896557,105.94825095449767
361,33.76651296166731,111.78757053355282,106.21663332545907
362,33.80077611357282,112.00309954639343,106.47104271115298
363,33.80077611357282,112.33288909594418,106.69394585023879
364,33.865652954943776,112.54566767630804,106.80908335969418
365,33.950040872941415,112.79013988264963,107.08419504699127
366,33.950040872941415,112.9768086127079,107.31700493751983
367,34.09794738660351,113.30225129884892,107.48979199916444
368,34.15562126033687,113.59980518865375,107.68170898204474
369,34.15562126033687,113.82175516606472,107.92874480261852
370,34.21529738347088,114.06925045741596,108.20537788511953
371,34.27264609726712,114.30436612426922,108.38118517609078
372,34.402529767433165,114.63412662224621,108.63719797833171
373,34.440876031635185,114.89610629625693,108.9948310455289
374,34.62297705486409,115.13720840861251,109.22732890184982
375,34.663463488529786,115.33588241400972,109.45509333660098
376,34.72749374851308,115.54907022554148,109.80430459344477
377,34.84155153601535,115.83501107022764,110.10122559200718
378,34.90314833738954,116.11241329710526,110.2521569678873
379,34.92765147629152,116.35947953057662,110.52267830720393
380,34.96586214041059,116.62176006933205,110.79591564243557
381,35.047209638227315,116.97683192673769,111.08530335165824
382,35.08823467415175,117.23931697594674,111.2526952576529
383,35.08823467415175,117.54915328510674,111.53574231928458
384,35.08823467415175,117.68060620388266,111.78243836657501
385,35.22480700560292,117.8859233373294,112.00416558932936
386,35.22480700560292,118.21044500536539,112.26286731106043
387,35.22480700560292,118.45466055326717,112.50276662869362
388,35.30290463464786,118.6560033074508,112.86465145150164
389,35.30290463464786,118.9318879012948,113.14516711304404
390,35.34438921787369,119.25956890173786,113.33334780823861
391,35.43283163379445,119.58645998138097,113.51742887973671
392,35.507253120933555,119.8010357880868,113.83828454219508
393,35.63427000972169,120.13881993091934,114.01525193787442
394,35.735948081246946,120.47194212597772,114.2925828054899
395,35.735948081246946,120.64633536170417,114.57287538649237
396,35.75260191305689,120.95708407462364,114.72951971720326
397,35.77349539019368,121.2060925906782,115.04349265292493
398,35.81668723489015,121.54899200971495,115.3194635012142
399,35.81668723489015,121.69142930326059,115.50870463778877
400,35.85520258554281,121.98336617404576,115.7121064449428
401,35.953570357446374,122.31658231477809,115.90334145114169
402,36.01760061742967,122.54880948638447,116.09959848134773
403,36.03687828251363,122.79232224472662,116.33827385605666
404,36.14238959882749,122.90839407094964,116.53307295023737
405,36.28832498596463,123.31064064532987,116.86453260810727
406,36.3646618187642,123.5432088924966,117.16769405997631
407,36.3646618187642,123.8732517656611,117.29317029466127
408,36.3646618187642,124.12557668180798,117.57051643260915
409,36.51494701163783,124.28923937642146,117.95810096227777
410,36.58368268002724,124.56416214616786,118.27646631247057
411,36.6363119041925,124.8646517754714,118.49266044241736
412,36.78043125160325,125.08285527565491,118.70861290909576
413,36.84916691999266,125.42693621876239,118.8752907071862
414,36.957829579226186,125.71795997158014,119.16033275371865
415,36.957829579226186,125.99153132853903,119.39569599721442
416,36.957829579226186,126.17300341599552,119.57765193049502
417,37.0317883218641,126.38868992412941,119.8124054617214
418,37.08361625406826,126.64775104613173,120.04175488321216
419,37.11704364859237,126.94394429574388,120.2595999644735
420,37.19880141414146,127.33539670011578,120.53123395746556
421,37.19880141414146,127.59081203121639,120.77230347175114
422,37.19880141414146,127.90735844741494,121.02244584386328
423,37.22713330140591,128.12431635194093,121.3695671371838
424,37.22713330140591,128.34508866907362,121.54666620047843
425,37.22713330140591,128.6336312803753,121.77198740491588
426,37.341546813754874,128.92666865646237,122.10298575430235
427,37.35416196621209,129.15450298594686,122.23200405194629
428,37.37639257252872,129.31252770615907,122.44484088998729
429,37.45389005796137,129.59076822488106,122.65600035138898
430,37.55105508050282,129.87234171618266,122.77826665981324
431,37.6043936729732,130.12001538509708,122.98700088974552
432,37.62760438252159,130.3319296499393,123.2096009773094
433,37.65782020655486,130.55443411233244,123.39375004797223
434,37.65782020655486,130.8917921568991,123.70663794834852
435,37.72583308627075,131.13072678633736,124.09348234065354
436,37.777013334092416,131.48441473334785,124.3806966173627
437,37.81476801352093,131.6903442510772,124.72147922710971
438,37.88859534456893,131.83560852306414,124.90066732052733
439,37.98292564242162,132.1201813424695,125.12836733444269
440,37.986925388144435,132.34817094594368,125.28940337916667
441,38.18825686848471,132.58787059582704,125.50548704159606
442,38.267558212123575,132.880519120036,125.72853275863031
443,38.38494983615736,133.202949150587,125.956462536848
444,38.47836151432142,133.40994713711734,126.21697885063686
445,38.53747993323226,133.6699669693613,126.47358074990332
446,38.54147967895508,133.96944081828534,126.70348275516092
447,38.60545222649405,134.26773582262695,126.91834344505871
448,38.60545222649405,134.64362602728573,127.11499639421625
449,38.63049563712964,134.96357379373973,127.31883517326283
450,38.63049563712964,135.14623910967168,127.56614230765551
451,38.716202255239054,135.29414530908403,127.82245057353273
452,38.88372862445984,135.61982444131968,128.14548740562057
453,38.96789186655319,135.9037429758065,128.42101029305198
454,38.99124167985737,136.1751610730621,128.70463255994227
455,39.00813541127135,136.46974778897805,128.9231165385748
456,39.06325408445938,136.87745475638684,129.17006460258216
457,39.15991177509554,137.09699639403507,129.35509027682158
458,39.26834590401056,137.32164838612297,129.55508248913037
459,39.26834590401056,137.5512636240843,129.75964460124047
460,39.33670537213531,137.7950577293663,130.0283567204405
461,39.33670537213531,138.0207904573271,130.26126785229732
462,39.377858577393695,138.2774306927653,130.45994753263415
463,39.4246645970148,138.45100382856748,130.68670880432367
464,39.4246645970148,138.68796266004597,131.00510315516573
465,39.54458702585136,138.9207807486208,131.2471619024074
466,39.59970569903939,139.11613516582995,131.57528176572094
467,39.65924217751164,139.32867298147292,131.7230376349035
468,39.71791755083886,139.58824835970665,132.01147495368298
469,39.71791755083886,139.88751523935554,132.23318235777123
470,39.74491489574574,140.1278207875661,132.45263880530138
471,39.825989272648826,140.31518630535498,132.66471899636866
472,39.875704994624684,140.60620363569495,133.02106564638981
473,39.98368372700439,140.85327631818615,133.2625391228458
474,40.02303620933266,141.06370542243513,133.5007476473147
475,40.08018716016606,141.3304375867929,133.73551441556066
476,40.08018716016606,141.62066681996447,134.00375845851823
477,40.21028481192717,141.99810168592458,134.28954019359745
478,40.23728215683404,142.1930712821221,134.57348591799638
479,40.36218229556453,142.47687550644991,134.7536371112896
480,40.39561401393945,142.72877692299076,134.88912919784144
481,40.52749285483773,142.92675785819367,135.08637795709595
482,40.52749285483773,143.14213255030037,135.37412440786292
483,40.52749285483773,143.42598097658262,135.59199940899057
484,40.52749285483773,143.5990652547833,135.81643047326327
485,40.69340586131645,143.83737757080215,136.00075890295926
486,40.69340586131645,144.07869657142845,136.14021384242838
487,40.72243167836682,144.34825653322963,136.282193196343
488,40.72243167836682,144.63660493312602,136.4780139983325
489,40.72243167836682,144.85144328902723,136.72440060818255
490,40.72243167836682,145.05681932270278,136.84163832744733
491,40.79900946848996,145.35153931482975,137.13171552116066
492,40.83493079827232,145.62650131732818,137.39888170212777
493,40.89942996202886,145.89885991278555,137.65833656032729
494,40.92405640954796,146.16135182433288,137.86021706529704
495,40.97504785260719,146.37582306568146,138.06960202655253
496,41.02065179268092,146.62478034189954,138.1923762594119
497,41.07690176792362,146.73332042435032,138.46469760826454
498,41.17602317460745,147.060685631046,138.67811030363617
499,41.31680778251833,147.38486207015552,138.80412895414437
500,41.370766748799255,147.76266481822807,138.9521670371002
501,41.419381180726376,148.01695199439737,139.20414718776894
502,41.48472941093418,148.22872572831915,139.42648479833724
503,41.59084863099842,148.56934292360285,139.63210139217352
504,41.650385425572665,148.81545253644634,139.75533587382245
505,41.78034138580095,149.06010319099454,139.9102411735654
506,41.822850933389994,149.19179942210548,140.1122153163846
507,41.879507309724815,149.3846503558366,140.33928041145248
508,41.93597299005468,149.56942959895144,140.63648871670063
509,42.038401901113126,149.83149887187184,140.8939678005928
510,42.038401901113126,150.17955389248127,141.12390029637072
511,42.05980095383849,150.47101327513198,141.16231339471145
512,42.05980095383849,150.69452198109462,141.3023923323092
513,42.083393199376694,150.93959331184467,141.59567196766005
514,42.134132022278905,151.09443728884872,141.83476952789763
515,42.186921003305045,151.32715145735713,141.91861588164724
516,42.186921003305045,151.58207146235296,142.1563277169172
517,42.31611503466196,151.80932486204424,142.38467439266773
518,42.41465552435179,151.97586214670417,142.565626975454
519,42.4582970371314,152.33283923512553,142.84199210805326
520,42.51991226941452,152.57554238438732,143.07575100690258
521,42.56644134790893,152.82579595359198,143.3852220155122
522,42.56644134790893,153.10400625122378,143.58489660661286
523,42.56644134790893,153.37041311149966,143.85663601503
524,42.56644134790893,153.67920668827543,143.92651402487917
525,42.648319635231395,153.81240861530603,144.19803218021227
526,42.69048879345562,154.01578075325224,144.44390131832156
527,42.742316725659784,154.3449915473136,144.62924552355565
528,42.742316725659784,154.6929967672831,144.8136277295566
529,42.771693015818464,155.10604191897272,144.9826142550312
530,42.771693015818464,155.457853125011,145.23011324995542
531,42.79443751996071,155.69034589910837,145.45266767290067
532,42.83557993554502,155.91815789193635,145.76750561286866
