Time(Iteration),UCBLinearBanditTheta,TSLinearBanditTheta,PHELinearBanditTheta
0,0.8298792386145258,0.8189411425043192,0.8562659280664194
1,0.7350854775288344,0.737208581552935,0.7280828993323966
2,0.5914818870548901,0.6101024080997057,0.519627501371748
3,0.39309000134536837,0.4944079208559323,0.393998554422729
4,0.31283544152223,0.39852808080523594,0.30270861599583443
5,0.22845187370893233,0.29540736551812946,0.27374650415546653
6,0.2122993180440381,0.26874243411904436,0.2676825507762898
7,0.20453461044231144,0.26877726888172393,0.23968131116715607
8,0.19558308881252678,0.26056544092599176,0.24169438156655496
9,0.18869250966273238,0.20855380993736378,0.2364119946037694
10,0.1904212540354515,0.20433639458290048,0.2067455625733085
11,0.19266908331600452,0.2090356907974754,0.195170206398883
12,0.18913278369858474,0.21451837561463036,0.17735256455945836
13,0.19149554173256406,0.21647750734124696,0.17804672749295772
14,0.18987282038405465,0.21450435825130781,0.1573282712192453
15,0.19619593518401673,0.2135214433832228,0.15119366108541787
16,0.19566449515654244,0.2145911170454083,0.14704365416947246
17,0.1997077746008336,0.21906566589028328,0.13872127940695894
18,0.2007986667507954,0.2144340999708098,0.1352652031741577
19,0.20691779190759751,0.21096976042156207,0.14116258695185369
20,0.1967224799323342,0.20962050151647235,0.13389656018272786
21,0.1954986143212461,0.2123104140707741,0.1245892476834514
22,0.19037541114934145,0.20490795778323304,0.12296251987253888
23,0.187643036486437,0.1995419985490334,0.12627748834720215
24,0.18841949819791312,0.19741919659916898,0.12536940252442696
25,0.1879931768520855,0.19250722318471886,0.11960623040488125
26,0.18581621059032286,0.1934046386884031,0.11449888191135822
27,0.18694516884243623,0.19160264908925254,0.11555505175141793
28,0.1843805294485728,0.17902416384164072,0.11491762665871555
29,0.18844397472701901,0.1786510285916339,0.11342808038120974
30,0.18647322157766533,0.17931950154772874,0.11320986484787185
31,0.18141971059187975,0.17456340285276442,0.11503416254637441
32,0.18247266374469823,0.174040610273107,0.11284777083180686
33,0.17876977473922942,0.176885877549454,0.11487325584090258
34,0.17834985940405587,0.1771461808721614,0.11480314397039877
35,0.18372409736736833,0.1755360605730482,0.11336792983069581
36,0.17962475407811956,0.1742101674300835,0.11517066664045943
37,0.18146818780222235,0.17611472866935102,0.11457896908348357
38,0.179443139624809,0.17372712319948008,0.11293166432734073
39,0.18064701407092457,0.1726068888267635,0.11132046938224524
40,0.17869258679527683,0.17223082968938325,0.11076648858276886
41,0.17743709923005216,0.17128459952427813,0.11161571589020684
42,0.17794462437596265,0.17180312099242737,0.11089886643282224
43,0.17760409228744417,0.17245969216819873,0.10845550406958507
44,0.17845132368048397,0.17356114043553458,0.1041775036387054
45,0.1760289336341884,0.17330526648513186,0.10303133435666689
46,0.17791799179377615,0.17386391069932375,0.10390238813477368
47,0.1788853020776047,0.17242505760616375,0.10130366740520984
48,0.17946685916898839,0.1710939515875736,0.09933637400368962
49,0.17681312481672828,0.1719485446290589,0.09951160101553108
50,0.17705682408944784,0.17233542322611192,0.09943812776395416
51,0.1770821503730349,0.17179696068049286,0.09832318474411436
52,0.17844802752559374,0.17024780206012696,0.09822347560400495
53,0.17838255640590012,0.17005134657009294,0.09787871823126504
54,0.18041500495246776,0.16701300368872535,0.09750074819984715
55,0.18210203208746628,0.16643212778272704,0.09569814489607505
56,0.1808995548529197,0.16627668811839896,0.09408333552739986
57,0.17885515162784166,0.16635769539159784,0.09448299947263303
58,0.17892537154545038,0.1661628859421755,0.09266794456647312
59,0.17866978510095427,0.16635260587287282,0.0925317182475064
60,0.18041056240178266,0.1650831352841896,0.09459535127106253
61,0.17881336695963862,0.16622333197443265,0.0948654169836452
62,0.1765881154997664,0.16703551440611364,0.09590172315054843
63,0.1760917633022325,0.16694691557588154,0.09305839177010185
64,0.1775156339480697,0.16737578528343894,0.09404665927230474
65,0.1759899578887793,0.16762013168766493,0.09424529093590175
66,0.17615304881573618,0.16783523239959414,0.09535281220651405
67,0.1766899365735959,0.16872088459944537,0.09431865984439122
68,0.17483380131124343,0.16833773089166343,0.09442312640929407
