Time(Iteration),PHEMultiArmedBandit
0,0.33495888604412194
1,0.6778062166692059
2,1.0619065668928864
3,1.3854398303378896
4,1.8900586083113573
5,2.2990588150593974
6,2.6893453971350225
7,3.026265738532448
8,3.4260294797541775
9,3.812047547005733
10,4.1098738452695605
11,4.4780833731272605
12,4.793845588687264
13,5.1200502889615445
14,5.5302196341401935
15,6.051724390748078
16,6.468227398081503
17,6.81054589374437
18,7.1842317048288695
19,7.558412511610878
20,7.9841579373586296
21,8.405485233958963
22,8.876978044290862
23,9.263442145630602
24,9.727240552701096
25,9.750454577160495
26,9.78341478162641
27,9.82871121504655
28,9.858487039791402
29,9.860978334931538
30,9.880382782521785
31,9.923793506699353
32,9.951176595384013
33,9.96737753360112
34,9.981237744895147
35,10.005894629158117
36,10.02530966896246
37,10.047540292142811
38,10.068983074818545
39,10.09139815234592
40,10.10015855281014
41,10.1121224626475
42,10.131224518400153
43,10.133715813540288
44,10.133780847597803
45,10.147783092520651
46,10.172093823526328
47,10.186096068449176
48,10.194856468913397
49,10.19734776405353
50,10.206108164517751
51,10.213699270487691
52,10.223789017748782
53,10.231522157347545
54,10.241611904608636
55,10.24410319974877
56,10.246594494888905
57,10.254185600858845
58,10.268045812152872
59,10.28087876258144
60,10.294738973875464
61,10.308412419483151
62,10.316003525453093
63,10.32967697106078
64,10.332168266200913
65,10.339759372170855
66,10.342185633253473
67,10.344611894336092
68,10.353372294800312
69,10.35579855588293
70,10.36455895634715
71,10.367050251487285
72,10.374641357457225
73,10.377067618539844
74,10.385762984946549
75,10.388189246029167
76,10.390615507111786
77,10.393041768194404
78,10.395468029277023
79,10.397894290359641
80,10.40032055144226
81,10.402746812524878
82,10.405173073607497
83,10.407599334690115
84,10.410025595772733
85,10.412451856855352
86,10.41487811793797
87,10.417304379020589
88,10.419730640103207
89,10.422156901185826
90,10.424583162268444
91,10.427009423351063
92,10.429435684433681
93,10.4318619455163
94,10.434288206598918
95,10.436714467681536
96,10.43920576282167
97,10.441632023904289
98,10.444058284986907
99,10.446484546069525
100,10.448910807152144
101,10.451337068234762
102,10.45376332931738
103,10.4561895904
104,10.458615851482618
105,10.461042112565236
106,10.468710218106482
107,10.471201513246616
108,10.473692808386751
109,10.476184103526887
110,10.47867539866702
111,10.481166693807156
112,10.48365798894729
113,10.486084250029908
114,10.488510511112526
115,10.491001806252662
116,10.493493101392797
117,10.495984396532931
118,10.49841065761555
119,10.500901952755685
120,10.503393247895819
121,10.505884543035954
122,10.50837583817609
123,10.510802099258708
124,10.513293394398842
125,10.51571965548146
126,10.518145916564078
127,10.520637211704214
128,10.523128506844348
129,10.525619801984483
130,10.528111097124619
131,10.530602392264752
132,10.53302865334737
133,10.535519948487506
134,10.53801124362764
135,10.540437504710258
136,10.542863765792877
137,10.545355060933012
138,10.54778132201563
139,10.550272617155766
140,10.5527639122959
141,10.555190173378518
142,10.557681468518654
143,10.560107729601272
144,10.56253399068389
145,10.565025285824024
146,10.56751658096416
147,10.570007876104295
148,10.572434137186914
149,10.574860398269532
150,10.577351693409666
151,10.579842988549801
152,10.582334283689935
153,10.584760544772553
154,10.587251839912689
155,10.589678100995307
156,10.592169396135443
157,10.594660691275577
158,10.597151986415712
159,10.59957824749833
160,10.602004508580949
161,10.604430769663567
162,10.606922064803701
163,10.609413359943836
164,10.611904655083972
165,10.614395950224106
166,10.622129089822867
167,10.624555350905485
168,10.626981611988104
169,10.629472907128239
170,10.631899168210857
171,10.634325429293476
172,10.636751690376094
173,10.639177951458713
174,10.641604212541331
175,10.644095507681467
176,10.6465868028216
177,10.649078097961736
178,10.65156939310187
179,10.653995654184488
180,10.656421915267106
181,10.658913210407242
182,10.667608576813945
183,10.670099871954081
184,10.6725261330367
185,10.674952394119318
186,10.677378655201936
187,10.67986995034207
188,10.682361245482205
189,10.684852540622341
190,10.687343835762475
191,10.68983513090261
192,10.692326426042744
193,10.69481772118288
194,10.697309016323015
195,10.699735277405633
196,10.702226572545767
197,10.704652833628385
