Time(Iteration),UCBLinearBandit,TSLinearBandit,PHELinearBandit
0,0.4518377478933798,0.476683702099787,0.33972260886112976
1,0.9018252168027203,0.7869072601831999,0.7227647096781417
2,1.2606400791621342,1.155484824605591,1.2180436186812678
3,1.6754390125570058,1.513713706592166,1.6337131029799727
4,1.8935160170492686,1.9034288091342861,1.961153587980439
5,2.2875899394776664,2.2032059440412612,2.3954164838283734
6,2.6879802918382523,2.519800118725626,2.8801866634520272
7,3.111212711385424,3.033134490000683,3.2979699215864438
8,3.3002244719277862,3.287941668433052,3.5648155410847435
9,3.5495754140071254,3.6637573626295983,4.044113997182626
10,3.9277797022366494,3.9199273522619564,4.5962120855907855
11,4.252874001681668,4.253488969395971,5.012785319770012
12,4.5387450106210645,4.539923511326718,5.417642783884692
13,4.872657467450042,4.861604834268188,5.859991343874065
14,5.163239779239269,5.158694460736587,6.319443579364766
15,5.396865335496414,5.60081061740109,6.739236226896769
16,5.684420858248531,5.8000833400949805,7.1984000385858335
17,5.998837778214127,6.038961213113327,7.766664071933823
18,6.295795721945717,6.282286674421869,8.309365053687102
19,6.390993215466426,6.429366979816033,8.798931696582459
20,6.415056082043821,6.622265705808647,9.069556625830543
21,6.546419238920777,6.664385432045881,9.231150664580124
22,6.650678957743932,6.762269750605553,9.462338351190509
23,6.7157463473830035,7.006986062117157,9.679129454158412
24,6.824001499783027,7.0627793755963095,9.89523233453004
25,6.943711779833569,7.130327334722094,10.06089235963883
26,7.1074833275384295,7.387021204902959,10.39144904283222
27,7.178581394335589,7.483892731171116,10.589100557286056
28,7.3222291158837916,7.572625564130218,10.848293461434196
29,7.386226334298658,7.782572464194308,10.889241279420133
30,7.425538069753148,7.974595209164268,11.049051667011828
31,7.572174617155122,8.062501346901957,11.220201508167246
32,7.588242033887373,8.112139581194375,11.391450275297775
33,7.739286982804981,8.196563658547463,11.632856110160114
34,7.751058850232911,8.213254738168214,11.785051122215995
35,7.7777265959353326,8.34683328012456,11.93025145613934
36,7.799260087907427,8.531317631292227,12.049770151773549
37,7.8230688010379925,8.610400171620508,12.246206353930496
38,7.911958763455121,8.618555584698365,12.416199513122468
39,7.931226146571268,8.647297841410145,12.526724730284712
40,8.008413641545015,8.701656486100713,12.738750637532897
41,8.034845555442391,8.777356784966969,12.908709460383388
42,8.065677157644874,8.785512198044824,13.076146892220024
43,8.112301134930135,8.823307092250591,13.269872010027274
44,8.153009067368062,8.937930247236086,13.41099126245852
45,8.258542857954366,8.946085660313942,13.503823048215889
46,8.300439918462944,8.97807005693225,13.647104121064634
47,8.319050964336144,9.081105455091329,13.779091219716992
48,8.343036287635563,9.108964253083261,14.059243477975453
49,8.395196767188784,9.154288497002819,14.143389944363799
50,8.504994366452008,9.188220949728919,14.250898342056772
51,8.538243966326288,9.214142962620187,14.282458046134659
52,8.5915608901354,9.251729040789426,14.43618509631995
53,8.685238583676147,9.271746177219645,14.630613212607935
54,8.800247757253363,9.345034271736953,14.770829621412386
55,8.843619692944586,9.395933139086546,14.913647688705732
56,8.87471847657181,9.494072751046444,15.093253535067802
57,8.908634388922,9.520831493973652,15.304179419027559
58,8.972643162538782,9.530585439623582,15.390586708249236
59,9.003542252333173,9.58533139397908,15.515719439779895
60,9.053206808753062,9.606239503900875,15.647365857200821
61,9.101227826334155,9.676849462794788,15.859699528901908
62,9.213776085580418,9.686487126328943,16.099880138275154
63,9.235880487105273,9.779558215852541,16.181337024223186
64,9.277584583686608,9.826960497679055,16.404048822277197
65,9.308400498079829,9.847466366631837,16.54494679515245
66,9.339490041193972,9.867491387813066,16.586163116157568
67,9.350774687263172,9.889440682174152,16.70378739723458
68,9.367676067461321,9.919284935877194,16.869582413643013
69,9.41869318654852,9.961391154995804,17.04324830418041
70,9.498237385576644,10.00711403278062,17.19436657024876
71,9.573722313317294,10.047986259432074,17.313947407092982
72,9.585494180745224,10.071273632629332,17.44017538148237
73,9.613292742990451,10.090528800283648,17.573703605037114
74,9.650610705092074,10.10493708733593,17.76533357320276
75,9.687480481530248,10.142255049437555,17.887903594205696
76,9.70078677159127,10.253530565751738,17.96654950971645
77,9.722387121757098,10.283027758448403,18.10183371726401
78,9.736181003040327,10.30616524450696,18.29925395551149
79,9.736181003040327,10.354202361858787,18.481306195132362
80,9.737466214858964,10.389910001408047,18.552714258475962
81,9.745317621405464,10.404261230824059,18.668744810247397
82,9.753169027951964,10.405859763396133,18.75861317305999
83,9.832905767930791,10.472213521364797,18.77162768220171
84,9.834190979749426,10.491598985632828,18.926910522079798
85,9.859662999694168,10.527036138490397,19.058063349773217
86,9.868001627599398,10.56117574974332,19.148903540321065
87,9.894983036628762,10.56117574974332,19.33336425933339
88,9.936348274212211,10.579594353601466,19.40373235071379
