Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,UCBLinearBandit,TSMultiArmedBandit,TSLinearBandit,PHEMultiArmedBandit,PHELinearBandit
15,4.48099585412293,4.368553015951324,6.339179594271778,3.6019553782934226,6.217948343330938,6.46227455559538,6.339179594271778,3.6019553782934226
16,4.746224149017879,4.5845946292663475,6.68635478980841,3.7217987363833465,6.43769858964,6.894228665096587,6.68635478980841,3.7217987363833465
17,4.9031597857919795,4.908488407348661,7.107631339161441,3.8414769631734424,6.946198276795992,7.250034909133854,7.107631339161441,3.8414769631734424
18,5.205503304435586,5.0451843391291735,7.402626952853625,3.967034649849873,7.365758318440468,7.53253433832743,7.402626952853625,3.967034649849873
19,5.444907410412817,5.287476034543378,7.729458065574252,4.074586630727906,7.6666145450182075,7.8441139306390015,7.729458065574252,4.074586630727906
20,5.614395593217196,5.395618755016464,8.147658211041819,4.233746189965102,8.153133167628559,8.159225839011485,8.147658211041819,4.233746189965102
21,5.851942024857268,5.486756406310044,8.520209215546728,4.326960258589833,8.63447022657839,8.493016056185182,8.520209215546728,4.326960258589833
22,6.054562332243772,5.646171329972306,8.960957360691179,4.420174327214562,8.990911675910207,8.807847292658247,8.960957360691179,4.420174327214562
23,6.187324471481836,5.901795876307724,9.408363565288736,4.482860156211525,9.476221148415883,9.061301252839527,9.408363565288736,4.482860156211525
24,6.408042371294331,5.995125991772182,9.833858244413953,4.545545985208488,9.93094124947081,9.396874114769677,9.833858244413953,4.545545985208488
25,6.582495227011767,6.236190853496711,9.884833929623074,4.608231814205451,10.281301892398549,9.712887409784177,10.175462916468348,4.608231814205451
26,6.775990088342725,6.334540233880283,9.995706053927174,4.670917643202413,10.643813404112208,10.061532413130719,10.533783177926908,4.670917643202413
27,6.878710260771167,6.500405600805669,10.072227870781875,4.733603472199375,10.979183959872785,10.316037270856096,10.926619520286776,4.733603472199375
28,7.115638023474595,6.556307518712631,10.258348608478986,4.796289301196338,11.434312886295341,10.581607338947403,11.238039567302113,4.796289301196338
29,7.290799759299868,6.642037279374129,10.470196067155793,4.858975130193301,11.790276509689148,10.78948936693524,11.556192463030076,4.858975130193301
30,7.570602534238596,6.882410515887474,10.649820070915293,4.921660959190263,12.160728726344106,11.015168428946694,11.959832494781372,4.921660959190263
31,7.707798761769555,7.035431945895105,10.932462811257007,4.984346788187226,12.584889863465337,11.250238616766271,12.220757660359864,4.984346788187226
32,7.890719406002321,7.122808208087046,11.263747570653768,5.047032617184188,12.967450695388326,11.417063447033085,12.621557221298099,5.047032617184188
33,8.05730890764531,7.264275404649122,11.649344844537403,5.109718446181151,13.282317507541729,11.6441917846234,12.931509713572463,5.109718446181151
34,8.152879373949984,7.413307783213016,12.00310746113337,5.229787947759099,13.659797668235347,11.84090816785712,13.14459851726664,5.229787947759099
35,8.248449840254658,7.555126725796308,12.384353809015547,5.345559330072197,14.138831819849155,12.15437054171135,13.5349369601148,5.345559330072197
36,8.344020306559331,7.601701494254158,12.82246990843124,5.428123968162529,14.507685326812364,12.37362975098269,13.878367646232851,5.428123968162529
37,8.487102042110703,7.801364596311383,13.19300286563109,5.551112799868464,14.866356511362369,12.549989673270336,14.190345485908,5.551112799868464
38,8.601237604085487,7.940901502561023,13.637702347501795,5.660641662914576,15.377226592496985,12.617367867146466,14.61691364052086,5.660641662914576
39,8.697186087520265,8.164964832319914,14.04066466883394,5.7428363516532634,15.738082924627847,12.842819897566315,14.97118962231067,5.7428363516532634
40,8.96733036372097,8.413827145690288,14.450184783921054,5.834622219216157,16.190459532586424,12.969279587905342,15.24052560705075,5.834622219216157
41,9.142103887679928,8.551401622294549,14.977184217772322,5.938797484961745,16.588043717656298,13.245710556084338,15.552854940335436,5.938797484961745
42,9.334609225079136,8.623277552368265,15.430984878569697,6.0535408995512,17.05811923270408,13.535427587252233,15.84202647447049,6.0535408995512
43,9.522372127731078,8.760357102116476,15.96909745345756,6.172126329446899,17.44159451006147,13.70483761243168,16.18488785744256,6.172126329446899
44,9.608695387496732,8.887281452325015,16.48869334310769,6.241764063511926,17.74789421282899,13.85337510892617,16.501978633116583,6.241764063511926
45,9.79222633265002,9.009968153673562,17.048356692325296,6.311401797576954,18.127271961244727,14.025486097218652,16.877077070446596,6.311401797576954
46,9.918610911128336,9.166676790662418,17.667774382679916,6.381039531641982,18.47089246038541,14.276653142505094,17.163765186208632,6.381039531641982
47,10.105783900492078,9.35975942822401,18.315875233450825,6.453443882949808,18.826318142153603,14.572777132164182,17.570931899909333,6.453443882949808
48,10.217581888880604,9.467082718956378,18.881518603205716,6.54308236164195,19.212576956889922,14.785308060839043,17.869388997556104,6.54308236164195
49,10.36143253929878,9.54474126417993,19.231434567384994,6.635392160692312,19.5278572165774,15.022052878839673,18.162779531431923,6.635392160692312
50,10.495111072455746,9.76797241558113,19.552670577033613,6.738525069778409,19.939575219255563,15.248890949144254,18.707436852206698,6.738525069778409
51,10.622005347980723,10.000740160415734,19.694858256432312,6.811642723141577,20.33478246672833,15.474319061943373,18.888929069492136,6.811642723141577
52,10.733894685637669,10.309858628810337,19.887344797820433,6.915585900962496,20.629660464326427,15.692258874429609,19.241168824623884,6.915585900962496
53,10.787827939086611,10.45538752428827,20.056990636845203,7.078974760934751,21.064286377941986,15.919009670770938,19.663971582690245,7.078974760934751
54,10.9097980601642,10.645834744525938,20.247149227231425,7.177817477789252,21.52482453084845,16.093728920070227,20.067053809940795,7.177817477789252
55,11.092417529257336,10.729838795875201,20.486011796782158,7.32204409205895,21.93299053073955,16.350553623948027,20.451015544252193,7.32204409205895
56,11.315285471542222,10.83834984079963,20.7240986877681,7.437723405217487,22.330008170894065,16.515653303205816,20.757855147623122,7.437723405217487
57,11.405095586227612,10.951506531103677,20.979944633763566,7.550891549525413,22.759032992219563,16.841251032657958,21.211170313169706,7.550891549525413
58,11.528120029842087,11.07731856400326,21.311301420979134,7.6480223956364926,23.047032191174715,16.976121680735652,21.5651994596418,7.6480223956364926
59,11.68906946480271,11.159096384312441,21.636018520169365,7.70804251166589,23.4168425677408,17.164126689827402,21.792393061809864,7.70804251166589
60,11.881551717332325,11.218170062234432,21.93395506937258,7.768062627695288,23.661819108773916,17.360313777893815,22.193448778910685,7.768062627695288
61,12.09105006019115,11.348543613978912,22.280134557708514,7.828082743724686,24.185002430811487,17.54038668431142,22.563040063175666,7.828082743724686
62,12.246486695289136,11.543763315489983,22.595680530448412,7.914469086356426,24.601230834456324,17.791436963911853,22.875447315646984,7.914469086356426
63,12.373274226086195,11.649798406722445,22.938753763172254,7.967140976773794,25.018386441440047,17.898579690402716,23.02977734331062,7.967140976773794
64,12.472810204966132,11.738778952442704,23.237089352744878,8.019812867191161,25.474337047057293,18.11708793660848,23.480483489953127,8.019812867191161
65,12.553497217950772,11.963759214142637,23.499404032003547,8.07248475760853,25.80939984162095,18.260067065409594,23.83650810384689,8.07248475760853
66,12.591800418807615,12.088713275160876,23.842691094310354,8.168042734540814,26.248590267577203,18.445523616881406,24.166559783352337,8.168042734540814
67,12.637533015299049,12.169249331323483,24.121270746536748,8.222305226013107,26.591804436518267,18.677837264596057,24.44573833893049,8.222305226013107
68,12.747151813743887,12.276150851165948,24.564919930843253,8.2765677174854,26.88914714315289,18.920141703677558,24.702580591103303,8.2765677174854
69,12.78701684640014,12.508224463409636,24.95440053509226,8.366259655406653,27.285503980629414,19.06538317275848,25.088537606970995,8.366259655406653
70,12.859838472365803,12.571000727423705,25.250180775749108,8.457788446812694,27.67840328864832,19.167450860056338,25.376510693338794,8.457788446812694
71,13.052757194750091,12.618384620505095,25.62457655457831,8.484648007821303,28.153240063137105,19.314885710535197,25.65814080309765,8.484648007821303
72,13.19264408483421,12.83172685209696,25.95178408452905,8.511507568829913,28.578405112120873,19.564850398250886,26.05340701106987,8.511507568829913
73,13.225160891878435,12.956856244502466,26.377358470310213,8.538367129838523,28.972526768775545,19.67290076201871,26.175870417616984,8.538367129838523
74,13.364960392424848,13.103883700434343,26.705106272475717,8.565226690847132,29.350525422476544,19.75732822006637,26.499881684493268,8.565226690847132
75,13.684749521067058,13.276779796385966,26.998601706301315,8.592086251855742,29.67514494590598,20.088188933013672,26.903822865292447,8.592086251855742
76,13.75222896159849,13.443932785514198,27.314226909596915,8.61894581286435,30.056436883821398,20.338100645570734,27.1746211652357,8.61894581286435
77,13.815839870923648,13.591447725497824,27.773178479733634,8.64580537387296,30.385897344617,20.50353841974734,27.537708147638607,8.64580537387296
78,13.849308274659037,13.791614518092661,28.068100408788773,8.67266493488157,30.851140472347424,20.667286961897208,27.866580711698084,8.67266493488157
79,13.911996533970022,13.970326220341061,28.525127819579314,8.699524495890179,31.338233281487987,20.855202945981667,28.073972888229633,8.699524495890179
80,14.038487146741156,14.036521435113874,28.861748619860315,8.72638405689879,31.70711259085232,21.031193434581805,28.3625500312558,8.72638405689879
81,14.092447794025086,14.088664346957538,29.16956994427257,8.753243617907398,32.09868597914207,21.214409862045603,28.713835710905357,8.753243617907398
82,14.170948949329727,14.282769961745052,29.567462314104745,8.780103178916008,32.5531998593694,21.353415468633152,29.030014707180406,8.780103178916008
83,14.378461855697342,14.356761990919669,29.902473122151473,8.806962739924618,32.97762089870403,21.572694152370502,29.426993038044078,8.806962739924618
84,14.593139630913905,14.474499886343438,30.239114841387476,8.833822300933226,33.23637975963166,21.7148638334473,29.836451672802923,8.833822300933226
85,14.652106921265363,14.61191194126659,30.601775905003457,8.860681861941837,33.538456586725374,21.87729014874019,30.213115765690265,8.860681861941837
86,14.74508083776927,14.65198647133829,30.99498067748832,8.887541422950445,33.87103734503786,21.985441489678365,30.583974937452997,8.887541422950445
87,14.82325168273953,14.749832110263426,31.32754922866953,8.914400983959055,34.17120833024547,22.221047133240976,30.912826766314726,8.914400983959055
88,14.845867211053744,14.801397223581144,31.556123765564006,8.941260544967665,34.65654586254919,22.342338650444397,31.270042342616723,8.941260544967665
89,15.146114641775767,14.920275420248354,31.868727942536992,8.968120105976274,35.05518847418391,22.423077077517707,31.568758483501078,8.968120105976274
90,15.31249899363318,14.986546361508108,32.200600623428635,8.994979666984884,35.4976175543253,22.51027334039581,31.87817049253271,8.994979666984884
91,15.455814246756537,15.140244814477082,32.46032509304169,9.040287415960268,35.79448654880256,22.604625684893538,32.14824212627926,9.040287415960268
92,15.519413654246332,15.239698856016691,32.836878056900346,9.06937129502182,36.2118347564152,22.780365788529533,32.48979723683569,9.06937129502182
93,15.608223896769536,15.303913210132752,33.07578869569821,9.101175206269081,36.72007911348196,22.974239841619585,32.9823705862133,9.101175206269081
94,15.722921926735335,15.518904130983433,33.43595309520685,9.132979117516344,37.12393314580342,23.144412120365597,33.17552782723128,9.132979117516344
95,15.801169473465313,15.644720026461915,33.850156082560254,9.164783028763605,37.48391854120677,23.254703004434145,33.45429417905553,9.164783028763605
96,15.86586350228859,15.81702827774786,34.147183506447675,9.196586940010867,37.85800046045695,23.532344462871936,33.70208469092318,9.196586940010867
97,15.92270974725622,15.92958921523611,34.39745182493148,9.22839085125813,38.29153089408264,23.691615177188616,34.00064437124447,9.22839085125813
98,15.945325275570434,16.014362876269526,34.72392747288838,9.26019476250539,38.71329870970861,23.81581540362399,34.37235656074673,9.26019476250539
99,16.107619118398716,16.17792951866449,35.03436963953201,9.291998673752653,39.14790388531294,23.89439262170664,34.71220302015217,9.291998673752653
100,16.19977910579062,16.312295594885654,35.318351690711076,9.323802584999914,39.58217045149584,24.10425528590595,35.116333628540644,9.323802584999914
101,16.375335145565064,16.380458863928702,35.73090754799883,9.355606496247177,39.9417311265171,24.237407966773425,35.342079618596394,9.355606496247177
102,16.46842115342485,16.478772116841718,36.008922168354744,9.38741040749444,40.42439481172134,24.470185563891967,35.577446329906195,9.38741040749444
103,16.635938992302364,16.571132381336845,36.24966230670465,9.4192143187417,40.7978987974609,24.63020857587183,35.9147108047163,9.4192143187417
104,16.736181645654902,16.806208709733575,36.5325991106474,9.451018229988962,41.14357942520328,24.79859411702214,36.32717122419292,9.451018229988962
105,16.82360557484353,16.90505203746701,36.864436814502014,9.482822141236223,41.52100137066298,24.94652817847144,36.67148923571267,9.482822141236223
106,16.911134344372982,17.081848327250096,37.16191686337448,9.542714791454834,41.9104053583231,25.066742425922648,36.98845199315985,9.542714791454834
107,16.98747228446017,17.14805945988645,37.57809906867785,9.606186655713291,42.3032890436229,25.17320184699431,37.28139939802845,9.606186655713291
108,17.010087812774383,17.24786925483526,37.85914252090383,9.69208789247427,42.7232586067561,25.29659821496833,37.598449296739105,9.69208789247427
109,17.0327033410886,17.287943784906957,38.12312973408862,9.74263150713844,43.16261608084547,25.518199917895366,37.821894747536106,9.74263150713844
110,17.088070061236028,17.337077893198988,38.40859921050848,9.81963676585604,43.58581328821888,25.708676851623927,38.23137335339531,9.81963676585604
111,17.247631999782115,17.443655715838393,38.74190744487085,9.851538129380945,43.95068459004995,25.859160066567664,38.444171497483,9.851538129380945
112,17.270247528096327,17.483730245910092,39.04360430861223,9.88343949290585,44.31136607300088,26.019257440735874,38.823459135436636,9.88343949290585
113,17.35519040588113,17.606258362924105,39.33660088264013,9.915340856430756,44.714701033981946,26.24048046019876,39.14072016423016,9.915340856430756
114,17.410762545900027,17.775496446545798,39.81338084497459,9.94724221995566,45.06268512007908,26.48004185473431,39.49165301040989,9.94724221995566
115,17.452072265480425,17.89387754480378,40.17873115140759,9.979143583480566,45.49141310873599,26.677567229099658,39.81531490953093,9.979143583480566
116,17.607408036198578,17.938245603924994,40.47577846634272,10.01104494700547,45.92494639195918,26.76805454499949,40.05798113561292,10.01104494700547
117,17.82525509163688,17.978320133996696,40.85237187983286,10.042946310530375,46.28871250842685,26.925189898781696,40.28123150075922,10.042946310530375
118,17.925973433522053,18.10987549914134,41.209009511485895,10.103273955422882,46.63020026570587,27.134112779326365,40.58663423103369,10.103273955422882
119,18.061321339116702,18.244366900635608,41.46468637929941,10.180257581177916,47.024402022968125,27.24766776973497,40.800536285189594,10.180257581177916
120,18.124568594326195,18.332563384237893,41.88057934194372,10.212398927678297,47.34409188199223,27.320906851942674,41.055087411714226,10.212398927678297
121,18.216072968369264,18.42255065465528,42.09939257138975,10.244202838925558,47.73877472935713,27.454158168263632,41.35672057929331,10.244202838925558
122,18.27971136486349,18.619422863239325,42.38906359322535,10.276344185425938,48.2245099134145,27.589381060561998,41.723665320530664,10.276344185425938
123,18.36176912313706,18.767143987269087,42.8113960271907,10.30848553192632,48.58695318823275,27.665213580981657,41.987853429667965,10.30848553192632
124,18.413306071280978,18.874029270658003,43.07956335362648,10.340626878426699,48.989686159417765,27.91020399989271,42.30519891047346,10.340626878426699
125,18.491763882285092,18.97485232300422,43.469023694231474,10.372768224927079,49.345948148491246,28.036459770340677,42.68519592432737,10.372768224927079
126,18.538714763938167,19.01492685307592,43.77161498032574,10.399627785935689,49.680837923653456,28.18745736066549,43.03474553252916,10.399627785935689
127,18.57214686823631,19.05500138314762,44.03905589916764,10.431529149460593,50.058679681611,28.446378866219874,43.32527680238947,10.431529149460593
128,18.728318628945175,19.105555039685054,44.47768284105224,10.458388710469203,50.47302815085583,28.56289527160397,43.664587147186104,10.458388710469203
129,18.750934157259387,19.211635953182526,44.80078265354392,10.485248271477811,50.86604227838703,28.7004252440899,43.91518036690008,10.485248271477811
130,18.82826466864515,19.251710483254225,45.10584360486919,10.512107832486421,51.15400813311088,28.767843478177525,44.26773136171316,10.512107832486421
131,18.85602181800015,19.386020119954175,45.35294441537569,10.538967393495032,51.50221954494187,28.809034323389067,44.59764011994382,10.538967393495032
132,18.962214165026168,19.49610849871336,45.722566244437395,10.56582695450364,51.95365703019174,28.89867520586888,44.826432636342886,10.56582695450364
133,19.134995356489306,19.536183028785064,45.980449972705465,10.59268651551225,52.268429151939,29.113666786463096,45.22741394435231,10.59268651551225
134,19.188633656041524,19.63814401809829,46.27454964007084,10.619546076520859,52.741118762630535,29.279772509409195,45.59281641030604,10.619546076520859
135,19.39459325168573,19.71182321695402,46.4874911588679,10.646405637529469,53.1156767728559,29.427936576524758,45.93064189860661,10.646405637529469
136,19.452231813429613,19.75189774702572,46.83678503615291,10.673265198538079,53.61651493643355,29.534354873419908,46.20654116897808,10.673265198538079
137,19.496896122797754,19.816558137737093,47.07702231174378,10.700124759546688,53.973293115646186,29.60774143345097,46.60725650443548,10.700124759546688
138,19.55058518207733,19.88317293617637,47.40464277430262,10.726984320555298,54.413039998510314,29.763974419600906,46.969346671563756,10.726984320555298
139,19.66864707786725,19.96651679219837,47.702846796913896,10.753843881563906,54.757218439304474,29.968175518564323,47.22869923209973,10.753843881563906
140,19.679325117842733,20.062358069881846,47.9720972783968,10.780703442572516,55.10653969496252,30.126130420441548,47.50120512642453,10.780703442572516
141,19.73419448521443,20.170425384534674,48.39043936785406,10.807563003581127,55.33499266246116,30.27468912150846,47.74245011533548,10.807563003581127
142,19.79963409875258,20.243908528954094,48.847874616834915,10.834422564589735,55.69235580474617,30.394465743733274,48.104834721393956,10.834422564589735
143,19.891985359092807,20.350760671583778,49.17888281993531,10.861282125598345,56.1008106607728,30.555855342276693,48.31763361432075,10.861282125598345
144,19.967332629465727,20.423693662686887,49.486962199830906,10.888141686606954,56.470282304069045,30.717023405583934,48.631194766670355,10.888141686606954
145,20.126477649566972,20.589081324778284,49.81258540799765,10.915001247615564,56.84515718922561,30.808160770907698,48.7638129135251,10.915001247615564
146,20.15149360179576,20.73840968167282,50.17134562882679,10.941860808624174,57.33903107871428,30.879683491022274,49.05211586520876,10.941860808624174
147,20.224286936694103,20.855362359230725,50.41448980197163,10.968720369632782,57.59129457031273,31.046158021144294,49.4003330811132,10.968720369632782
148,20.314130027509947,20.86550660256816,50.67295477441213,10.995579930641393,57.95195756062044,31.16953652299905,49.683599759942524,10.995579930641393
149,20.437104410038224,20.935887084796,51.060863401294334,11.022439491650001,58.452116065033024,31.325992153894465,50.120594667913565,11.022439491650001
150,20.47831068964148,20.951509475010138,51.30405640022864,11.049299052658611,58.83479378717243,31.40395181553644,50.414529900318605,11.049299052658611
151,20.59480339299906,21.072476787364895,51.636677928014024,11.076158613667221,59.107688427524614,31.647059640337527,50.62253328465998,11.076158613667221
152,20.60548143297455,21.18749486621677,51.836697494929794,11.10301817467583,59.558169692488185,31.816836107486246,50.861135024381944,11.10301817467583
153,20.62281517579699,21.303341749563263,52.169103696309705,11.12987773568444,59.97299327278239,31.948295396128465,51.170723018580254,11.12987773568444
154,20.790030449961204,21.37627132632833,52.540751341014996,11.156737296693048,60.42898801347589,32.071797075844366,51.38071047367888,11.156737296693048
155,20.964778083993412,21.409257508044295,52.785241310175365,11.183596857701659,60.82660436889756,32.203623811664315,51.71610047119134,11.183596857701659
156,21.018051871635684,21.607554424713975,53.120516707111975,11.210456418710269,61.17274443199606,32.25478160513136,52.02041186802943,11.210456418710269
157,21.028729911611173,21.628515244035334,53.403718291967245,11.237315979718877,61.60893498095252,32.36218840972077,52.427235218627416,11.237315979718877
158,21.052138486958423,21.773146167492882,53.66974397374795,11.264175540727488,62.00515001201215,32.443125944005835,52.75526274965523,11.264175540727488
159,21.07579133137498,21.824148147710506,53.90160598152829,11.291035101736096,62.43885695337051,32.625480818778804,53.03351189175102,11.291035101736096
160,21.164096496388787,21.909269677696795,54.197909014360604,11.317894662744706,62.77594865544775,32.71408527986554,53.32002104545173,11.317894662744706
161,21.258511334013583,22.06325676136664,54.49964455606236,11.344754223753316,63.13077313085311,32.79285119904636,53.70442710513888,11.344754223753316
162,21.347533762010563,22.100731571249778,54.831697587504166,11.371613784761925,63.56322283936489,32.94537932482612,54.03828199324189,11.371613784761925
163,21.44496147817662,22.15442277670848,55.076280168552024,11.398473345770535,63.87923194604876,33.06988270845164,54.24058875070783,11.398473345770535
164,21.519250040954656,22.22668231496877,55.32592136593132,11.425332906779143,64.2804136901175,33.156265729365415,54.58360359083336,11.425332906779143
165,21.61583583487715,22.413812846222477,55.73250433639724,11.452192467787754,64.65417069158067,33.20204562404482,54.99900427573755,11.452192467787754
166,21.626513874852634,22.485185192800554,56.04855265473255,11.479052028796364,65.06502954249358,33.27203883587445,55.2148247687111,11.479052028796364
167,21.75502929581426,22.531942747159974,56.390896299596704,11.505911589804972,65.51387295766524,33.376938483981554,55.42110742777713,11.505911589804972
168,21.917954455674675,22.65545679245633,56.63278436529917,11.532771150813582,65.83381486078551,33.46545283307218,55.69480416167325,11.532771150813582
169,21.93367429816646,22.707223232546127,56.96435032500987,11.55963071182219,66.10924311353014,33.50939205767397,55.95087483467883,11.55963071182219
170,21.963030656440928,22.785730505629886,57.19544669118248,11.586490272830801,66.56219273206183,33.54921443004984,56.173795055469405,11.586490272830801
171,22.24407359460381,22.79587474896732,57.55107208598814,11.613349833839411,66.90923171862813,33.72914148040432,56.43907705599531,11.613349833839411
172,22.2547516345793,22.857979863867765,57.935121264169844,11.64020939484802,67.26119696011722,33.77549309935955,56.63057562666713,11.64020939484802
173,22.337650403470793,22.8681241072052,58.29279747686901,11.66706895585663,67.63284637182088,33.916549215519495,56.90497714380446,11.66706895585663
174,22.389129937180368,22.918654631869735,58.69394114160817,11.693928516865238,68.06776235950136,34.00884588621271,57.29137713335736,11.693928516865238
175,22.449953674864844,23.037276929903044,58.956698815706105,11.720788077873848,68.42871284765046,34.15278976827046,57.57168815601574,11.720788077873848
176,22.46063171484033,23.16861292850279,59.26348826998238,11.747647638882459,68.84286248789667,34.25359952806794,57.93331948698433,11.747647638882459
177,22.471309754815813,23.173812821601572,59.54767627639129,11.774507199891067,69.17190260816733,34.3788009294378,58.17440385353482,11.774507199891067
178,22.527646211013263,23.325567268485386,59.91200405864207,11.801366760899677,69.4837978824091,34.467442963073395,58.463656928048714,11.801366760899677
179,22.593165302081836,23.429648012849153,60.20821426458497,11.828226321908286,69.98512618674911,34.62286948285129,58.80934432066732,11.828226321908286
180,22.670821764889407,23.626588966547864,60.50176207091691,11.855085882916896,70.36551834628992,34.707692731954815,59.0008033517131,11.855085882916896
181,22.700193996131077,23.782299758206456,60.7874114748109,11.881945443925506,70.72956938233276,34.7173572383534,59.20426780132267,11.881945443925506
182,22.71087203610656,23.792444001543892,61.042667904118524,11.908805004934115,71.0727391065448,34.7871593368548,59.55346719555291,11.908805004934115
183,22.81210511252426,23.802588244881328,61.22341679988352,11.935664565942725,71.42897767192599,34.931601636033875,59.766941645395946,11.935664565942725
184,22.919133868230457,23.91459203324234,61.63108446016345,11.962524126951333,71.7852661734261,35.01852889044971,59.98587375238667,11.962524126951333
185,23.019988646776095,24.052844732440015,62.01444029465904,11.989383687959943,72.22447230375028,35.07072089323371,60.254205247108416,11.989383687959943
186,23.097618380677265,24.083760350568483,62.34320587629893,12.016243248968554,72.6435554178669,35.216038973012566,60.54196400029239,12.016243248968554
187,23.252980749457176,24.191720907475883,62.64046552735006,12.043102809977162,72.984958353286,35.31923573372244,60.77838147012319,12.043102809977162
188,23.270159027818814,24.349850312238647,62.91089667192058,12.069962370985772,73.49459213712318,35.413643652414834,61.134052002329916,12.069962370985772
189,23.39475248486616,24.385272646532822,63.23510713733267,12.09682193199438,73.88962994372864,35.50206129111162,61.39308488581163,12.09682193199438
190,23.507439532304996,24.45365561271158,63.57343173734593,12.12368149300299,74.30387674038482,35.61726369666705,61.71002127926099,12.12368149300299
191,23.5565037371426,24.51032705715644,63.81654273472425,12.150541054011601,74.59052647309937,35.6560948419544,62.05814587844152,12.150541054011601
192,23.592949808986077,24.723265756757705,64.15562060831759,12.17740061502021,74.91591808648646,35.80871664538752,62.34126831523357,12.17740061502021
193,23.603627848961562,24.762073506534083,64.43278335181226,12.20426017602882,75.38861543373436,35.9034940694735,62.55492556331812,12.20426017602882
194,23.72914294003222,24.841270861196005,64.67864889755586,12.231119737037428,75.68429916264165,36.07190808474579,62.829602335108724,12.231119737037428
195,23.867073402163268,25.01041147822053,64.98547880764629,12.257979298046038,76.02711820704047,36.13851471974972,63.166491327429334,12.257979298046038
196,23.959217415743446,25.192303169192904,65.16100656785491,12.284838859054648,76.53090689880628,36.18850056005724,63.43276786184934,12.284838859054648
197,23.97914266225795,25.263976732213166,65.5028952916122,12.311698420063257,76.88198474865806,36.235042363787805,63.75107937006432,12.311698420063257
198,24.0141560555723,25.310094764497748,65.97951153059293,12.338557981071867,77.28089621223234,36.28712099967485,64.0791278091343,12.338557981071867
199,24.024834095547785,25.337162811833135,66.29151107224503,12.365417542080475,77.64254145321624,36.40702512408843,64.40846202613503,12.365417542080475
200,24.210282103766072,25.40566643352024,66.57287479908894,12.392277103089086,77.92940707997437,36.444455236754365,64.70558426168114,12.392277103089086
201,24.220960143741557,25.491712589517142,66.88069522875165,12.419136664097696,78.22596054561765,36.55659493340159,65.03877025661942,12.419136664097696
202,24.231638183717045,25.57488492247162,67.2193452222292,12.445996225106304,78.56456848808186,36.6876571062333,65.37064901910927,12.445996225106304
203,24.24231622369253,25.66103054777081,67.43875578156067,12.472855786114915,79.05582001233601,36.77350632195383,65.61364502624225,12.472855786114915
204,24.39682142257261,25.73993290013353,67.77518228159366,12.499715347123523,79.47390058845613,36.81634611347026,65.90621444766157,12.499715347123523
205,24.53948767962749,25.844181211212867,68.08879996001598,12.526574908132133,79.91657791592138,36.88107055270516,66.19742905087661,12.526574908132133
206,24.550165719602976,25.854325454550303,68.37942274446831,12.553434469140743,80.31269543378357,37.05326583016689,66.39043915835475,12.553434469140743
