Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.44131346981278685,0.3631206313003094,0.4430793380165897,0.3631206313003094
1,0.8095097535585642,0.8607643390795989,0.7761517832616155,0.8607643390795989
2,1.154964581373429,1.2021655816170738,1.2220632330179273,1.2021655816170738
3,1.4250601422072349,1.7156826232331333,1.7023428066031756,1.7156826232331333
4,1.7941585499822228,2.124681523814717,2.142358075637489,2.124681523814717
5,2.2107823812174976,2.5422622895403104,2.43651781800246,2.5422622895403104
6,2.6235302656959716,2.9596604563163385,2.8032079146050526,2.9596604563163385
7,2.867463061766701,3.2701295780175017,3.149285508655171,3.2701295780175017
8,3.1224969355248384,3.6431938453340416,3.5370757617802453,3.6431938453340416
9,3.440145771131985,4.035262624787588,3.9387438512942614,4.035262624787588
10,3.7368892031326686,4.539481323405816,4.3988486343683615,4.539481323405816
11,3.991300231612636,4.9481038705329485,4.874912107296986,4.9481038705329485
12,4.127501298751486,5.304395976593533,5.336079251187419,5.304395976593533
13,4.383020275947389,5.739410959913881,5.81064085349515,5.739410959913881
14,4.65690568316617,6.036681502453698,6.249158390096921,6.036681502453698
15,4.9769093439809735,6.397322659669593,6.616003508735089,6.397322659669593
16,5.248373388389185,6.940535953550577,7.008542912431842,6.940535953550577
17,5.422381159790346,7.391786239823017,7.387181744301269,7.391786239823017
18,5.5589697001105955,7.788612235971992,7.809937638865605,7.788612235971992
19,5.692763451727616,8.234964524181247,8.23225244375421,8.234964524181247
20,5.920376379514993,8.605150047219926,8.704954534792634,8.605150047219926
21,6.118968220227087,9.028903558738426,8.93039246227131,9.028903558738426
22,6.1951058920165645,9.367686867875054,9.200256573892279,9.367686867875054
23,6.5313260021251764,9.734678773465522,9.522434973368878,9.734678773465522
24,6.7467640744027175,10.116961126956491,9.680210662217629,10.116961126956491
25,7.085482651587431,10.141869329701857,9.907509339094123,10.456661795143395
26,7.243794657170435,10.185848736805902,9.965868044725635,10.83139578257333
27,7.4823333809604735,10.23806218618515,10.162683481564128,11.12879368572715
28,7.714468857242896,10.30729058627303,10.258330412717822,11.54984848976661
29,7.92122680247518,10.328853640904617,10.341748179923808,11.91873196143941
30,8.066546516856835,10.398134232088495,10.416238857376324,12.21074658532732
31,8.12775018254441,10.445109838421065,10.476605821348427,12.63478067097966
32,8.332936039984276,10.4704481487352,10.564233286425445,13.104178379698856
33,8.453933518818065,10.508884491884487,10.64033144509161,13.601456669559258
34,8.584874504064986,10.553915762007353,10.656959229337598,14.016894088468732
35,8.728417945343297,10.613809401677885,10.721554887690912,14.500043235217195
36,8.844977202066913,10.634120800818884,10.750241467621027,14.924221892006349
37,9.07516646676356,10.645527060876029,10.76382398031092,15.295547430554706
38,9.230466478527516,10.671055035301652,10.774314873906125,15.711498231346908
39,9.364933522492555,10.710553838712258,10.795706422060316,16.069352373255995
40,9.551368210970747,10.748474676904767,10.799068765297173,16.424663685854586
41,9.818017779755156,10.789213536526441,10.820979328685288,16.803149657769453
42,9.927649713410736,10.800127535860188,10.832820419648318,17.22383563263024
43,10.172787003750994,10.851695921059548,10.85680987373336,17.6092870849537
44,10.28418254085749,10.890127194056332,10.871984657882754,18.076895994190803
45,10.384141516298795,10.918858153874956,10.90622878060236,18.453246383952294
46,10.563150977698612,10.978306256352921,10.912189029770067,18.943634039945294
47,10.672323182815436,11.013436830734108,10.928369448390814,19.263014793039012
48,10.775851059881546,11.061294534318229,10.943544232540209,19.661582414655083
49,10.983572916660263,11.131294503836509,10.946906575777064,19.954968334688637
50,11.118058215642822,11.141502978682503,10.978191061638029,20.30135773883756
51,11.334348833271854,11.167127092025847,10.999749091209795,20.721049695893086
52,11.647063031277575,11.199727983131588,11.01693330799866,21.10777777859214
53,11.759443711250096,11.246548424331149,11.020295651235514,21.489446127245444
54,11.905216173055454,11.305792745331194,11.026255900403221,21.837576118572777
55,11.964096128844904,11.349965243241861,11.032216149570928,22.29495496426856
56,12.056856608479546,11.363294996226234,11.05360769772512,22.617003294782712
57,12.303015756354753,11.365938274475486,11.059567946892827,22.95479345514394
58,12.424944788583732,11.411710827406285,11.08138711735398,23.392910143308942
59,12.555587749290734,11.413795978059607,11.087347366521687,23.871079526697425
60,12.713386034968327,11.427844796031584,11.105613065460464,24.391040154302875
61,12.81568544736177,11.450151459725902,11.11157331462817,24.857876706472695
62,12.87688911304935,11.500886775652196,11.114935657865027,25.29681540706743
63,13.069563008323254,11.55151990284197,11.120895907032734,25.765949595071998
64,13.26811715675259,11.583209359599666,11.12425825026959,26.18129192498311
65,13.488640349359454,11.584909657921745,11.127620593506446,26.658177698706616
66,13.653129973841118,11.606362735098791,11.133580842674153,27.055123905961516
67,13.792966100992382,11.650898736883672,11.13954109184186,27.478551146494112
68,13.917953677963174,11.670369590438678,11.142903435078715,27.881142928233817
69,14.063969795983573,11.692238402245255,11.148863684246422,28.34703827476492
70,14.235500192528145,11.727347865081693,11.16070477520945,28.815990687889986
71,14.342747062607108,11.782326503980183,11.172545866172479,29.15560812776011
72,14.461648314107611,11.811096956451873,11.175908209409334,29.49595031512776
73,14.55126535783813,11.821029722451147,11.17927055264619,29.859123431396096
74,14.685884108980591,11.823833938092074,11.182632895883046,30.241972357770077
75,14.843453464713017,11.855288805489163,11.185995239119901,30.66454794810492
76,15.028038871580197,11.908533528980557,11.191955488287608,31.138592863105874
77,15.238071089115966,11.917776714012735,11.195317831524465,31.457296223688843
78,15.37693414385986,11.947499399008514,11.201278080692171,31.76898892787736
79,15.491968530478312,11.985311633004596,11.207238329859878,32.20789581527775
80,15.623830057695079,11.992364074323808,11.210600673096733,32.551686176347786
81,15.68294857272934,11.994449224977128,11.213243951345984,32.978294401248284
82,15.930379920202935,12.023942031292787,11.22942436996673,33.43467642632788
83,16.100436873466066,12.055498569523559,11.235384619134438,33.79420795507885
84,16.208937044277953,12.059842146094889,11.241344868302145,34.17756279038379
85,16.408405663704748,12.078459567300463,11.247305117469852,34.65422850323787
86,16.61067603815174,12.109388085827394,11.250667460706707,35.00905509716141
87,16.809868991232005,12.118698953064616,11.251225588302637,35.40755442501182
88,16.903350159517604,12.122484402040016,11.254587931539493,35.74218448139263
89,17.081621860125104,12.14253737769059,11.274074884078816,36.03976545855606
90,17.263279997353024,12.151848244927812,11.277437227315671,36.4099148328048
91,17.435055281607568,12.20389312811491,11.283596640043005,36.78408985677874
92,17.54001794521349,12.234209313413071,11.284154767638935,37.148446340860474
93,17.71050058487584,12.2553866817434,11.286798045888187,37.51109107951752
94,17.756749874992817,12.310761095281427,11.287356173484117,37.82508454260994
95,17.890024731213146,12.314546544256826,11.289999451733367,38.36242586007821
96,18.084431407363997,12.363181884833297,11.293361794970222,38.67341136633043
97,18.12205416373335,12.422174058930256,11.296005073219472,39.05143467051987
98,18.27453656150437,12.439527027655256,11.297282265803009,39.42259673266205
99,18.478486116590155,12.46257976176952,11.29992554405226,39.867865393476315
100,18.624345814172067,12.472763485235575,11.30256882230151,40.25112596817422
101,18.909324862817932,12.529735142128299,11.30312694989744,40.58396033273131
102,19.027285186185665,12.535336427259704,11.30577022814669,40.90252047860487
103,19.16263752965279,12.560808358758921,11.309132571383547,41.224233232494264
104,19.355950820430277,12.563612574399846,11.310409763967082,41.72354880899224
105,19.47531683096422,12.58046490108554,11.3152030910287,42.084236745359775
106,19.56990555515186,12.58255005173886,11.318565434265555,42.4703283495483
107,19.607528311521214,12.584635202392182,11.321208712514807,42.897127943832224
108,19.789874310932966,12.586720353045502,11.327168961682514,43.20745869809053
109,19.84699951535571,12.588805503698822,11.330531304919369,43.537807608351656
110,19.970536473629807,12.607952804679783,11.337409782634307,43.95251078965985
111,20.184304433506217,12.62951585931137,11.346652967666484,44.35226026406371
112,20.28528737585476,12.651078913942957,11.350015310903341,44.67915272487632
113,20.358586146270532,12.653164064596277,11.353377654140196,44.99177153165509
114,20.523781116948673,12.656949513571677,11.356739997377051,45.34820511326434
115,20.732774977242762,12.66255079870308,11.360102340613908,45.71536761966618
116,20.770397733612114,12.688274199729014,11.36534352479401,46.067325997966364
117,20.808020489981466,12.693875484860417,11.368705868030865,46.41452781688029
118,21.022118826677374,12.699476769991822,11.371349146280116,46.7956127473158
119,21.161874248199737,12.701561920645142,11.374711489516972,47.10835756893059
