Time(Iteration),EpsilonGreedyLinearBanditTheta,UCBLinearBanditTheta,TSLinearBanditTheta,PHELinearBanditTheta
29,0.8153813440313039,0.8409760216888168,0.6677727871899983,0.8409760216888168
30,0.8127558086264456,0.8408413530589174,0.6735466200269885,0.8408413530589174
31,0.8108559860243769,0.8410193257641911,0.660820013693349,0.8410193257641911
32,0.8043533630186754,0.8409234396881727,0.647573935898489,0.8409234396881727
33,0.8045829281542789,0.8410555957888374,0.6533299450451067,0.8410555957888374
34,0.8053144077439821,0.840828371034975,0.6356056899739588,0.840828371034975
35,0.7899625673527167,0.8407799965426351,0.627972359871625,0.8407799965426351
36,0.789347480588366,0.8408656731686628,0.6277817901722336,0.8408656731686628
37,0.7860649744337941,0.8409184667157042,0.6232509440231714,0.8409184667157042
38,0.787354317321959,0.8410431372434338,0.627846495813402,0.8410431372434338
39,0.7877014250125448,0.8410764804483574,0.6200549339086141,0.8410764804483574
40,0.786879895396005,0.8410515172483123,0.6210548579136226,0.8410515172483123
41,0.78046416798661,0.8411020901938919,0.6264210337789182,0.8411020901938919
42,0.7717276069005818,0.8409760517400141,0.628205394505926,0.8409760517400141
43,0.7696628907585994,0.8410033654385517,0.6291473742335856,0.8410033654385517
44,0.7695815206761696,0.8409006303385096,0.6198214297740998,0.8409006303385096
45,0.7737175407463133,0.8408990898910818,0.6117456147900533,0.8408990898910818
46,0.7695206475946545,0.8408241272428792,0.6111158814505362,0.8408241272428792
47,0.7671142266282978,0.8407684859449167,0.6034698056726432,0.8407684859449167
48,0.7725257471853443,0.8397272895479295,0.6072308723134825,0.8397272895479295
49,0.7794040255267796,0.8399615281945152,0.5997578725356105,0.8399615281945152
50,0.779022388197035,0.8402168323900281,0.6007202127435726,0.8402168323900281
51,0.7765912069759386,0.8408239149378305,0.5984714010034609,0.8408239149378305
52,0.7770821987805544,0.840858367799858,0.5983622330246285,0.840858367799858
53,0.7705257852623094,0.840947763802669,0.5923204855336027,0.840947763802669
54,0.7643103891468075,0.8410029142701205,0.5838374087087675,0.8410029142701205
55,0.7656284007116982,0.8409873938419903,0.5867893720246511,0.8409873938419903
56,0.7655597702422092,0.8409522607302199,0.5778545540103028,0.8409522607302199
57,0.7650090211870654,0.8410787801886036,0.5780112339646847,0.8410787801886036
58,0.7668657358972165,0.8410568815579648,0.5800963862638604,0.8410568815579648
59,0.764200045716249,0.8410825339867424,0.5782937485747155,0.8410825339867424
60,0.7582340570529359,0.84099214868041,0.5797321864508947,0.84099214868041
61,0.7579643220493504,0.8411321628755994,0.5796747627080303,0.8411321628755994
62,0.745770978648963,0.8411046683197749,0.5780108961411476,0.8411046683197749
63,0.7440258737382315,0.8411180713352733,0.5708490899983851,0.8411180713352733
64,0.7424693338052026,0.8410181611517057,0.5652316340278724,0.8410181611517057
65,0.7410663819102101,0.841035987474622,0.5648387563524072,0.841035987474622
66,0.7409584505777606,0.8409829535996437,0.5630826431693888,0.8409829535996437
67,0.74065923174926,0.8410077174359201,0.5610022975874545,0.8410077174359201
68,0.7342342324826548,0.840997226341757,0.5521876941745797,0.840997226341757
69,0.7320678614153128,0.8409172673050325,0.5445079989872378,0.8409172673050325
70,0.7292761522411454,0.8408052385843385,0.5433135543369526,0.8408052385843385
71,0.7292504058915124,0.8407032457516463,0.5435451819109194,0.8407032457516463
72,0.7289761520584497,0.8407416282950191,0.5425188997865409,0.8407416282950191
73,0.728573431339792,0.8406924140011893,0.540551244907242,0.8406924140011893
74,0.7240884136206087,0.8406749803250975,0.5360033463904769,0.8406749803250975
75,0.7245351121655854,0.8406242221024465,0.5367605094900709,0.8406242221024465
76,0.7245878044177354,0.8406381216178469,0.5363338624957507,0.8406381216178469
77,0.722867652572603,0.8406144707871993,0.5354332520476406,0.8406144707871993
78,0.7241731996607328,0.8405977372293696,0.5351739668824388,0.8405977372293696
79,0.7241915498924409,0.8405526171246456,0.5327882713955888,0.8405526171246456
80,0.739138767805119,0.8405922662349861,0.5280689998763803,0.8405922662349861
81,0.7335864026104504,0.8405780284636849,0.5257271874683987,0.8405780284636849
82,0.7489143861308339,0.8405733784889351,0.5236075047553221,0.8405733784889351
83,0.7473531344938928,0.8405271535713522,0.526826004747992,0.8405271535713522
84,0.7458602082856433,0.8405626717575855,0.5239150505169122,0.8405626717575855
85,0.7476458619906412,0.8368657938156925,0.5216177783254766,0.8368657938156925
86,0.7443456925541729,0.8368471641806403,0.5195579174268221,0.8368471641806403
87,0.7443302219560444,0.8353742077345097,0.5193433053746883,0.8353742077345097
88,0.7421975525735449,0.8353107474450736,0.5215458414845193,0.8353107474450736
89,0.7411586112059959,0.8353684151946998,0.5256610650704758,0.8353684151946998
90,0.7439984850129375,0.8354284854841101,0.5257545360233726,0.8354284854841101
91,0.7408895955550365,0.8354383010404254,0.5250909451734427,0.8354383010404254
92,0.7359523987603928,0.8354510016344815,0.5235028710656664,0.8354510016344815
93,0.7346649961305621,0.8354724096597357,0.5229118106381583,0.8354724096597357
94,0.7285727184894045,0.8355138470816185,0.5222095791755288,0.8355138470816185
95,0.729164622071734,0.8355386779402882,0.5205782669631674,0.8355386779402882
96,0.7293508838428985,0.8355216191096602,0.5193033424297226,0.8355216191096602
97,0.7276798035789189,0.8355529696837806,0.5185130833849665,0.8355529696837806
98,0.727888114314829,0.835575222123315,0.5187366820698016,0.835575222123315
99,0.7279347481578953,0.8355334666656203,0.518539540185537,0.8355334666656203
100,0.7215596700926431,0.8355555046447105,0.5188799463990312,0.8355555046447105
101,0.7212453227086773,0.8355510428330989,0.5159905439122923,0.8355510428330989
102,0.7212412457608257,0.8355558473414627,0.515878036794154,0.8355558473414627
103,0.7169465506422584,0.8354910054424132,0.5177497543690786,0.8354910054424132
104,0.7171507536702734,0.8355571047243915,0.5183654040788849,0.8355571047243915
105,0.715381142445376,0.8355331427765691,0.5188211458446575,0.8355331427765691
106,0.710126712459018,0.8355420788350898,0.5199524404307081,0.8355420788350898
107,0.7132061979235983,0.8355544860119238,0.5175670967401986,0.8355544860119238
108,0.7129233503526491,0.8355489876782969,0.5170516993490297,0.8355489876782969
109,0.7131902377661911,0.8355003165388452,0.5167439517049024,0.8355003165388452
110,0.713336373000167,0.8354849498526331,0.5145749592008925,0.8354849498526331
111,0.709850211132849,0.8354757383819779,0.5136780292807497,0.8354757383819779
112,0.7097827839598614,0.8354278166639754,0.5133702771150727,0.8354278166639754
113,0.7109981072070501,0.8354387434369265,0.5137679126527603,0.8354387434369265
114,0.7105677977439753,0.8354155748628704,0.511735247931182,0.8354155748628704
115,0.710278381525642,0.8354236896675991,0.5070235766384334,0.8354236896675991
116,0.7097203231239113,0.8354339245503157,0.5024379342141339,0.8354339245503157
117,0.7101111788274715,0.8354212001291428,0.5020217721940574,0.8354212001291428
118,0.7102373521918118,0.8354395105058547,0.5011769683863756,0.8354395105058547
119,0.7100951219507261,0.8354137936777818,0.5006205634401744,0.8354137936777818
120,0.7103075862989245,0.8354128966905023,0.5018906688676438,0.8354128966905023
121,0.6969690193815989,0.835384140379853,0.5024073865636379,0.835384140379853
122,0.6975745594559373,0.8353814075430652,0.4998848883036713,0.8353814075430652
123,0.697296968715062,0.8353887253227089,0.499756454836881,0.8353887253227089
124,0.6958043803504126,0.8354023955760012,0.5028869501336373,0.8354023955760012
125,0.6960111486745336,0.8354012654512856,0.503471699681841,0.8354012654512856
126,0.6962847335062187,0.835395596936204,0.5074117617621179,0.835395596936204
127,0.7040337980066762,0.835377470554343,0.5089010444147605,0.835377470554343
128,0.7083393759963759,0.8352817739476368,0.5110541631005293,0.8352817739476368
129,0.7118800232893608,0.8352944512000985,0.5091689141634882,0.8352944512000985
130,0.7113783349181857,0.8352467970210367,0.5095788680219415,0.8352467970210367
131,0.7095511375637201,0.8352764976654011,0.5096692704074444,0.8352764976654011
132,0.7099435481025996,0.8352478568707731,0.5098089290723278,0.8352478568707731
133,0.7109529582928807,0.8352249389114007,0.5106761357393751,0.8352249389114007
134,0.7110399217223766,0.8352148681267979,0.5107716979774478,0.8352148681267979
135,0.7114324836152448,0.835231427154849,0.5092701940374411,0.835231427154849
136,0.71145755271807,0.835245218959923,0.5088676432405851,0.835245218959923
137,0.709545403227992,0.835253448889269,0.5030804587764139,0.835253448889269
138,0.7075818370456066,0.8352375380097836,0.4992678098404273,0.8352375380097836
139,0.708752445419732,0.8352451787210885,0.49750918899106533,0.8352451787210885
140,0.707781145441802,0.8352195249705947,0.49779196682624666,0.8352195249705947
141,0.7061957478405748,0.8352149192481036,0.4991950205075824,0.8352149192481036
142,0.7062177215545604,0.8352020666345045,0.5014108626595594,0.8352020666345045
143,0.6972494402614513,0.8352107660714527,0.5023473174860014,0.8352107660714527
144,0.6990775893049014,0.8352065965175879,0.5024213819932293,0.8352065965175879
145,0.6989825225575581,0.8352024304169463,0.5001226017245036,0.8352024304169463
146,0.6993151296698354,0.8352070545118921,0.4999746519911068,0.8352070545118921
147,0.6959196483602608,0.835206966905251,0.49549239571838744,0.835206966905251
148,0.695617669449328,0.8351897142755241,0.4957693003918182,0.8351897142755241
149,0.6960536265085514,0.8351702549035374,0.4967244302784325,0.8351702549035374
150,0.6884606004780289,0.8351585933401118,0.49647958621824717,0.8351585933401118
151,0.687366473766023,0.8351555487152724,0.4965150179373684,0.8351555487152724
152,0.6894720975114637,0.8351505277282498,0.4964739418808377,0.8351505277282498
153,0.6893119818204771,0.8351436154388188,0.5000404666146653,0.8351436154388188
154,0.6895472349727572,0.8351186091163942,0.4984133722644385,0.8351186091163942
155,0.6898684561234146,0.8350921056576481,0.4987611990139237,0.8350921056576481
156,0.6856638749442279,0.8350792304649834,0.4982532701627148,0.8350792304649834
157,0.6844330061152888,0.8350784391372112,0.49811476421880807,0.8350784391372112
158,0.6847490427699335,0.8350715665747019,0.4991159327507454,0.8350715665747019
159,0.6844160327182754,0.8350614391841897,0.49880746119101493,0.8350614391841897
160,0.6834610204475593,0.8350510927553308,0.5005101413563378,0.8350510927553308
161,0.6684850676163101,0.8350349397150604,0.49895262438448845,0.8350349397150604
162,0.6571721913242758,0.8350269665955572,0.4971255850729198,0.8350269665955572
163,0.6541564515166005,0.8350147187692754,0.49819679464582334,0.8350147187692754
164,0.6529108334804018,0.835020907035755,0.49881980840775075,0.835020907035755
165,0.6529172973107571,0.8350221691066114,0.4983991365822922,0.8350221691066114
166,0.6528632560941473,0.8350092656627716,0.4987894412129714,0.8350092656627716
167,0.6529002085543841,0.835007000815534,0.5013266289448574,0.835007000815534
168,0.6498667843308278,0.8350164358098695,0.5013217791676808,0.8350164358098695
169,0.6498472865984594,0.8349791837697579,0.5024232699513616,0.8349791837697579
170,0.6483667921894433,0.8348246917641748,0.5017081367246171,0.8348246917641748
171,0.6441627294825659,0.8347866460782907,0.5008867849835952,0.8347866460782907
172,0.6439931188529953,0.8347932423536998,0.5008123180642885,0.8347932423536998
173,0.645171874178603,0.8347970986504256,0.49535042656214445,0.8347970986504256
174,0.6436378061891885,0.8347953888200573,0.4959869816058774,0.8347953888200573
175,0.6436147366976792,0.8347841886687732,0.4963880345894454,0.8347841886687732
176,0.6428105908174095,0.8347682649470771,0.4962216158093115,0.8347682649470771
177,0.6425654169546788,0.8347878716687831,0.49584067116241837,0.8347878716687831
178,0.6435324728177791,0.8347686849411373,0.4947792013092659,0.8347686849411373
179,0.645445681901364,0.8347628444363078,0.49720242636365447,0.8347628444363078
180,0.6454630891153524,0.8347532453832365,0.49852109473256495,0.8347532453832365
181,0.6457306928040032,0.8347919586649754,0.4965428441112162,0.8347919586649754
182,0.6457678233622994,0.8348290329351815,0.4964160082323792,0.8348290329351815
183,0.6457497139864002,0.8348397355085279,0.49492010777981815,0.8348397355085279
184,0.6470788277682971,0.8348513396698136,0.4948718741612968,0.8348513396698136
185,0.6473973210221396,0.8348590279972488,0.4935240998371035,0.8348590279972488
186,0.6476029083078949,0.8348890520096628,0.49447616897956825,0.8348890520096628
187,0.6479541717061872,0.8348751712361618,0.4947373342357987,0.8348751712361618
188,0.6490494228231463,0.8348773458360448,0.49447437884162043,0.8348773458360448
189,0.6490481415233328,0.8348822884377738,0.4943855878294611,0.8348822884377738
190,0.6507471449327171,0.8348758578565076,0.4916826449681733,0.8348758578565076
191,0.6507770016024179,0.8348692786385895,0.4886299706462238,0.8348692786385895
192,0.6514308695652943,0.8348605115324625,0.49094254994937236,0.8348605115324625
193,0.6505828335346878,0.8348613003184331,0.48989615074147325,0.8348613003184331
194,0.652853410121615,0.8348907975795882,0.4877242691801717,0.8348907975795882
195,0.651171943615623,0.8348912181740907,0.4876263912692589,0.8348912181740907
196,0.6511991242309039,0.8349087260494518,0.4870962364445196,0.8349087260494518
197,0.6501817584936521,0.8349204890712466,0.48874421843312826,0.8349204890712466
198,0.6494834400330334,0.8349243053992659,0.4884420103334561,0.8349243053992659
199,0.6498406121534079,0.8349318298774089,0.488809624405222,0.8349318298774089
200,0.6515366972778399,0.8349292598591915,0.48834829533331925,0.8349292598591915
201,0.6520053862220113,0.8349253208832993,0.48981277135836176,0.8349253208832993
202,0.6516861061921096,0.834900524309235,0.4899040497472532,0.834900524309235
203,0.6516930494201381,0.8349174246169495,0.48699452481414,0.8349174246169495
204,0.6548533190911867,0.8348940553889085,0.4900084303081461,0.8348940553889085
205,0.654573784255349,0.8348693495562864,0.4900820573362217,0.8348693495562864
206,0.657196196515127,0.8348723076556441,0.48937788587065745,0.8348723076556441
207,0.6571684438569745,0.8348646293947144,0.48922928205536464,0.8348646293947144
208,0.6552786117861361,0.8348505491183593,0.48869897199134404,0.8348505491183593
209,0.6535434618593837,0.8348689336693932,0.48605107391544883,0.8348689336693932
210,0.6529735558897838,0.8348555617045532,0.4861059432294222,0.8348555617045532
211,0.6530516480659843,0.8348444834001372,0.48621426092775993,0.8348444834001372
212,0.6535715727270558,0.8348466435107736,0.48579642269238416,0.8348466435107736
213,0.6534929284494186,0.8348546147969218,0.486001636536881,0.8348546147969218
214,0.6536118092280669,0.8348444978306884,0.48599307557851984,0.8348444978306884
215,0.652455378198289,0.8348525937628605,0.488148981848581,0.8348525937628605
216,0.6528802144423158,0.8348686436838755,0.48791173205838145,0.8348686436838755
217,0.6551122002723343,0.834870709281408,0.4880769035930208,0.834870709281408
218,0.6558754420991367,0.8348730533009905,0.48791641251160495,0.8348730533009905
219,0.6556036380174008,0.8348787376621413,0.48847816672631755,0.8348787376621413
220,0.6552971023566472,0.834871990600516,0.4903860896849778,0.834871990600516
221,0.6549433304879247,0.8348766411012152,0.4906775257851684,0.8348766411012152
222,0.6549364960423218,0.8348635021598219,0.4905216632298347,0.8348635021598219
223,0.6543213139412233,0.8348547413621079,0.4899389365615311,0.8348547413621079
224,0.6496437698087814,0.8348617569482333,0.49103897946998093,0.8348617569482333
225,0.6496754395928888,0.8348690225093437,0.49113865437801907,0.8348690225093437
226,0.652103342496423,0.8348681613151527,0.48957667723550974,0.8348681613151527
227,0.6501085083053201,0.8348910382696367,0.4898697560606869,0.8348910382696367
228,0.6501603799635421,0.8349034157191392,0.48730569395643364,0.8349034157191392
229,0.6495373654138568,0.8348913837210519,0.4868918376389194,0.8348913837210519
230,0.6526870482237108,0.8349044178590441,0.48549114558746975,0.8349044178590441
231,0.6522373789920183,0.8349190957802095,0.4843161954311027,0.8349190957802095
232,0.6416928901979236,0.8349193363547041,0.4863197286219199,0.8349193363547041
233,0.641949853286396,0.834922418984298,0.4818112864371306,0.834922418984298
234,0.6423944672425868,0.8349068821264314,0.4829994092192232,0.8349068821264314
235,0.6377658178354202,0.834912803617175,0.48326417995243015,0.834912803617175
236,0.624413620368997,0.8348866287518083,0.48300235658889024,0.8348866287518083
237,0.6264623854187873,0.8349001857576808,0.4833387320531724,0.8349001857576808
238,0.62306035713823,0.8349051111591983,0.48303624644235577,0.8349051111591983
239,0.6230247599795071,0.8349026083038597,0.4847412013241946,0.8349026083038597
240,0.6229576794281239,0.834893901144197,0.48480912499589746,0.834893901144197
241,0.6229838204740734,0.834895573559218,0.484525619043309,0.834895573559218
242,0.623012280001675,0.8349052208834202,0.48392549000761226,0.8349052208834202
243,0.6228196868851646,0.8349250735609054,0.4794332172609897,0.8349250735609054
244,0.6227716771388727,0.8349084487394907,0.48046622544514694,0.8349084487394907
245,0.6225557706661115,0.834905611471027,0.4796765083797626,0.834905611471027
246,0.6225346543891265,0.8349087268839748,0.4776764354416249,0.8349087268839748
247,0.6225471086916994,0.8349010237090815,0.47512325741948863,0.8349010237090815
248,0.6267246060935376,0.8349061534837725,0.47450773656367967,0.8349061534837725
249,0.6111855719994986,0.8348895863913812,0.4752282435545082,0.8348895863913812
250,0.6118337458804494,0.8348938036543989,0.4781806865709465,0.8348938036543989
251,0.6158819648322067,0.8348865818006679,0.4776470714677208,0.8348865818006679
252,0.615816466293054,0.834889805836756,0.4763854979805881,0.834889805836756
253,0.6143699588807605,0.8348920446282069,0.4763820556111341,0.8348920446282069
254,0.6161576803959061,0.8348986821096295,0.47604923691012535,0.8348986821096295
255,0.6151997516340122,0.8348801781181111,0.4752052254648749,0.8348801781181111
256,0.6142275887698555,0.8348725201714812,0.475637527343708,0.8348725201714812
257,0.6144857646648106,0.8348685575651912,0.47560874280880644,0.8348685575651912
258,0.6144573258075505,0.8348637032393308,0.47632802343523634,0.8348637032393308
259,0.614618723626817,0.834855621156934,0.4764103666910839,0.834855621156934
260,0.6145752041780179,0.8348505068828503,0.4780627212852039,0.8348505068828503
261,0.6146607038402514,0.8348384177556902,0.4782505574680599,0.8348384177556902
262,0.6143618532727171,0.8348431445128475,0.47836629685913074,0.8348431445128475
263,0.6145220147930989,0.8348453922665191,0.4781300281792268,0.8348453922665191
264,0.616310331042271,0.8348561845862907,0.47966902789335053,0.8348561845862907
265,0.6163946369331793,0.8348516271463418,0.4795787669891688,0.8348516271463418
266,0.6170068523011618,0.8348494811039574,0.47928115895403944,0.8348494811039574
267,0.6169888061231148,0.8348251862271608,0.47946522002458397,0.8348251862271608
268,0.6170037452610452,0.8348168654088767,0.4796384229130829,0.8348168654088767
269,0.6157277155823127,0.8348217557063407,0.480563514019662,0.8348217557063407
270,0.6158341765211838,0.8348318731905546,0.48013626544838733,0.8348318731905546
271,0.6151404409740653,0.8348313455579014,0.4799234568541683,0.8348313455579014
272,0.6161784345442561,0.834824791401361,0.4800676392131459,0.834824791401361
273,0.6168293343338097,0.8348218290462528,0.4802360189540099,0.8348218290462528
274,0.6168367543032083,0.8348157907488737,0.4800829803373191,0.8348157907488737
275,0.6012172580881898,0.8348186696259987,0.4800837900563402,0.8348186696259987
276,0.6012812123244264,0.8348156294918428,0.48239720481036025,0.8348156294918428
277,0.6007151858015526,0.8348301289607185,0.4797732887195269,0.8348301289607185
278,0.598060988173037,0.8348357467092201,0.4803380605919603,0.8348357467092201
279,0.5966705767935625,0.8348449610335458,0.48082626541178203,0.8348449610335458
280,0.5966454771053089,0.8348213023558163,0.4812387815810558,0.8348213023558163
281,0.5992967870259134,0.834806507999588,0.4811295894551496,0.834806507999588
282,0.5997691868823053,0.8348096374198907,0.47921059411054323,0.8348096374198907
283,0.5997063936383882,0.8348129789765484,0.4791410064995178,0.8348129789765484
284,0.5994576562933933,0.8348194683692667,0.4792762682822982,0.8348194683692667
285,0.6050255389468029,0.8348244026543361,0.4804639749529153,0.8348244026543361
286,0.6051071463212921,0.83482538022315,0.48007124861372336,0.83482538022315
287,0.5998507473655186,0.8348195445898281,0.4798405949240319,0.8348195445898281
288,0.5998640110502927,0.834817477951753,0.4799486506952177,0.834817477951753
289,0.6010020732824388,0.8348245222903333,0.47993454346543024,0.8348245222903333
290,0.5986609553732124,0.8348218744685528,0.47967684841547464,0.8348218744685528
291,0.5989262900445834,0.8348256386115637,0.4800307290362368,0.8348256386115637
292,0.5989579829716261,0.8348249238763289,0.48149703208966227,0.8348249238763289
293,0.5991152339761414,0.8348143033162216,0.4813874112743231,0.8348143033162216
294,0.5994344298102101,0.8348182442577088,0.4804357124276164,0.8348182442577088
295,0.5996481640356616,0.8348300340824919,0.4803712298387744,0.8348300340824919
296,0.5931686658027662,0.8348384753858087,0.4810598978562969,0.8348384753858087
297,0.5932149274355932,0.8348301542312802,0.48093740462320556,0.8348301542312802
298,0.5931239705854472,0.8348074944282988,0.48184780186001497,0.8348074944282988
299,0.5930799833323703,0.8348118844176143,0.48451338086977663,0.8348118844176143
300,0.5936230390616302,0.8348094800735278,0.4850349218903435,0.8348094800735278
301,0.5930407647985454,0.8348095196619699,0.48461015612172276,0.8348095196619699
302,0.5933694644057467,0.8348240146832937,0.48470898453200595,0.8348240146832937
303,0.5916248261073178,0.8348319065128423,0.4846541998386983,0.8348319065128423
304,0.5903533247395277,0.8348413558812686,0.48383061337646194,0.8348413558812686
305,0.5902827634214824,0.8348312446242814,0.4838678530257011,0.8348312446242814
306,0.5903069704024857,0.8348301114247821,0.4837476540309017,0.8348301114247821
307,0.5903942531945343,0.8348343656232972,0.4838012503623773,0.8348343656232972
308,0.5881627197330848,0.8348334668713534,0.48326938572157596,0.8348334668713534
309,0.5874032016838393,0.8348322666063703,0.48425490946583966,0.8348322666063703
310,0.5873362882467713,0.8348341430085618,0.48372089112689254,0.8348341430085618
311,0.5872622942198127,0.8348253910225762,0.4836949596516824,0.8348253910225762
312,0.5872978396233923,0.8348286216152117,0.4805865812985074,0.8348286216152117
313,0.5878784819208511,0.8348422196510235,0.47995519475543647,0.8348422196510235
314,0.5878584092287797,0.8348674211522065,0.48049257192116857,0.8348674211522065
315,0.5879035430638778,0.8348617127876216,0.4793052411326967,0.8348617127876216
316,0.5861836347970403,0.8348593351320727,0.4797264258701581,0.8348593351320727
317,0.5862179981660779,0.8348560362866813,0.47944993256245205,0.8348560362866813
318,0.5839904319987881,0.8348590925173414,0.4795173144072071,0.8348590925173414
319,0.584444337547884,0.8348462637631325,0.47519278461146053,0.8348462637631325
320,0.584464956966721,0.8348559437701528,0.4747285992195138,0.8348559437701528
321,0.5821194499553123,0.8348610269438141,0.47466058746845646,0.8348610269438141
322,0.5819646710160513,0.8348746166693346,0.4752341055452248,0.8348746166693346
323,0.5815737551771359,0.8348788425026992,0.4719876661064176,0.8348788425026992
324,0.5815446380967979,0.8348733191904024,0.47206217961928676,0.8348733191904024
325,0.5815472372119571,0.8348735027485542,0.47199922289413515,0.8348735027485542
326,0.5796495753485315,0.8348675348504535,0.47191157083498314,0.8348675348504535
327,0.5798172601624142,0.834872052194348,0.4721336645595078,0.834872052194348
328,0.5798481990038583,0.8348705153139712,0.47232034487306873,0.8348705153139712
329,0.5798189074556154,0.834862863535947,0.47395472540124517,0.834862863535947
330,0.5800009225411151,0.8348573589033335,0.4738116221895822,0.8348573589033335
331,0.5800536220629059,0.8348597067669337,0.4737829864916784,0.8348597067669337
332,0.5800487515858007,0.8348653326196139,0.4738472450027541,0.8348653326196139
333,0.5796232111584068,0.8348728686500669,0.4737575637727165,0.8348728686500669
334,0.5827528243205463,0.8348778265961574,0.47479299522385726,0.8348778265961574
335,0.5809947807334441,0.8348687282099185,0.4747161005099815,0.8348687282099185
336,0.5732501456428928,0.8348736763409565,0.4744038716368122,0.8348736763409565
337,0.5732924670537025,0.8348778486186597,0.4742653539574402,0.8348778486186597
338,0.5732497993024304,0.8348926848517285,0.4730830613855891,0.8348926848517285
339,0.5722785862715116,0.8348917651013039,0.47530793632271084,0.8348917651013039
340,0.5722578651968684,0.8348927771950978,0.47505307817068054,0.8348927771950978
341,0.5718674733429913,0.8348967475244236,0.47488296714469114,0.8348967475244236
342,0.5715889076742852,0.83489084741289,0.4748736543790488,0.83489084741289
343,0.571565025154209,0.8348795527269927,0.4755560888771367,0.8348795527269927
344,0.5727672282250118,0.8348800126138114,0.4755043718498399,0.8348800126138114
345,0.5727616142915829,0.8348738190216022,0.4749148692307668,0.8348738190216022
346,0.5732110495660504,0.8348657757206525,0.4748348046333808,0.8348657757206525
347,0.5699688937407886,0.83486405164936,0.47488135667217063,0.83486405164936
348,0.5714582319104224,0.8348729177515526,0.4757008963399813,0.8348729177515526
349,0.5714392667556158,0.8348892553321349,0.4760456907198859,0.8348892553321349
350,0.5714109385878401,0.8348869212873623,0.476118653600975,0.8348869212873623
351,0.5714976316336939,0.8348856985985649,0.47273327981291374,0.8348856985985649
352,0.5715170458120846,0.8348922136058656,0.4750037102907535,0.8348922136058656
353,0.5714772231171976,0.8348948235425931,0.4744440345127973,0.8348948235425931
354,0.5714791564619477,0.8348823245041592,0.4743430517623658,0.8348823245041592
355,0.5714332226584363,0.834870011365239,0.47383097302361776,0.834870011365239
356,0.574471611981865,0.8348688208820562,0.47410543389530657,0.8348688208820562
357,0.5741688806991503,0.8348565423382194,0.4740541854572978,0.8348565423382194
358,0.5715661092692029,0.834844278914575,0.47455551649363,0.834844278914575
359,0.568662707164153,0.8348368910388579,0.47421347316479495,0.8348368910388579
360,0.5686012511717421,0.8348187363933594,0.4741690306088203,0.8348187363933594
361,0.5633791303325365,0.8348199674073455,0.47423429598054573,0.8348199674073455
362,0.5633299594831417,0.8348174246445395,0.47350178075200794,0.8348174246445395
363,0.5625579033287472,0.8348263385110954,0.4735045719175033,0.8348263385110954
364,0.5636523785029514,0.8348208713666654,0.47406582782956735,0.8348208713666654
365,0.5622652536022822,0.8348197218411547,0.4742825951718526,0.8348197218411547
366,0.5607795723045941,0.8348257158301345,0.4735029599561026,0.8348257158301345
367,0.560711539764329,0.8348212857274845,0.4736402035571626,0.8348212857274845
