Time(Iteration),UCBLinearBandit,TSLinearBandit
174,17.61564082417089,32.35389653862454
175,17.652638600418246,32.519126017066036
176,17.691878902314393,32.540871914759386
177,17.6990968893302,32.570047023907655
178,17.714067141531768,32.61491478813204
179,17.716150504486116,32.69506703155863
180,17.728866693112277,32.818177647731645
181,17.734001317173732,32.9012192726015
182,17.739135941235187,33.10148000689554
183,17.74608808665774,33.23062332084283
184,17.74608808665774,33.44608359854536
185,17.760550834547317,33.556945007742534
186,17.766204282789495,33.72406027772886
187,17.770765374295145,33.877204834784855
188,17.77641882253732,33.977339599311556
189,17.77641882253732,33.98568648974577
190,17.81358457471214,34.05664353356924
191,17.837858405953305,34.084161936368936
192,17.837858405953305,34.116276586066505
193,17.842419497458955,34.17199459511089
194,17.85391498615733,34.288547564135925
195,17.85391498615733,34.3646105379415
196,17.885807348279847,34.421453480413355
197,17.885807348279847,34.4964051470621
198,17.898920099549265,34.56436212161911
199,17.90793785969634,34.67474533184058
200,17.91002122265069,34.717870412897824
201,17.918368113084906,34.80682859330392
202,17.920451476039254,34.83421601082381
203,17.92738587323198,34.93467076285897
204,17.954521362922037,35.042374315331976
205,17.99342736040964,35.064938246438714
206,17.99798845191529,35.07576286542423
207,18.004922849108016,35.18433319941628
208,18.004922849108016,35.22187913363403
209,18.004922849108016,35.27495580990281
210,18.012504413672723,35.33061283247105
211,18.012504413672723,35.46881840788441
212,18.03334204563101,35.53095043403981
213,18.03334204563101,35.55050818405152
214,18.03790313713666,35.60803369887545
215,18.055042724200273,35.62126871168233
216,18.05712608715462,35.67563467772992
217,18.05712608715462,35.77522074156089
218,18.090867312307225,35.8092195573401
219,18.123831753548338,35.94097893556987
220,18.185862638944545,35.99042273795207
221,18.190423730450195,36.04562310506203
222,18.192507093404544,36.17904789994115
223,18.192507093404544,36.22534939817468
224,18.192507093404544,36.31349804117097
225,18.21536045764035,36.460705910349496
226,18.21536045764035,36.518023655825566
227,18.222942022205054,36.619749386804884
228,18.242793712176745,36.71828372199284
229,18.242793712176745,36.776112615560166
230,18.244877075131093,36.800975744231636
231,18.2627574252284,36.92213535203151
232,18.29251441600539,36.96346703739822
233,18.31879362025301,37.071111571381934
234,18.32557717569774,37.18199722417587
235,18.332360731142476,37.22010645413499
236,18.339144286587207,37.30461452490548
237,18.34592784203194,37.429267075660604
238,18.40995733878915,37.53424597317748
239,18.423004421713753,37.6478604028946
240,18.423004421713753,37.742545586673145
241,18.427873204181957,37.81487686769334
242,18.427873204181957,37.94564106343868
243,18.427873204181957,37.975451092810246
244,18.427873204181957,38.00382276973629
245,18.440289477934908,38.02513382135412
246,18.45303693398514,38.04539889129451
247,18.45303693398514,38.10763694322342
248,18.458690382227314,38.135847754484026
249,18.464343830469492,38.18347147360673
250,18.469997278711666,38.29471245390528
251,18.475650726953845,38.379831341154436
252,18.481304175196023,38.41456122732085
253,18.486957623438197,38.51147078339572
254,18.492611071680376,38.59148132671712
255,18.492611071680376,38.61050249339385
256,18.508999139508678,38.68053510687284
257,18.55461901499294,38.734609487006054
258,18.608056705192446,38.839512004027235
259,18.618271244940274,38.994507525018136
260,18.622832336445924,39.054406096478566
261,18.627393427951574,39.09490263382872
262,18.64169813282553,39.128952573877086
263,18.670625751549295,39.192403308074844
264,18.70975450034976,39.26276750861037
265,18.738682119073527,39.2922368078291
266,18.740765482027875,39.32618132493676
267,18.742848844982227,39.39342190046053
268,18.742848844982227,39.43274898045688
269,18.773756494685585,39.463595833281616
270,18.802474167320632,39.50820407684263
271,18.802474167320632,39.579514648921545
272,18.80455753027498,39.68328381565301
273,18.80664089322933,39.73943402294777
274,18.808724256183677,39.794583608198636
275,18.842632415364633,39.826779190405965
276,18.85284695511246,39.86380047769736
277,18.85284695511246,39.967166264747405
278,18.873541270946586,40.01846695817103
279,18.900928688466482,40.08703483336898
280,18.930957416952566,40.1280749083964
281,18.941158547029264,40.192461487837186
282,18.96218600882401,40.26418567100167
283,18.969120406016735,40.266269033956014
284,18.981708251451636,40.29413746735085
285,18.994296096886536,40.30847801561443
286,19.001230494079262,40.41388420292177
287,19.00816489127199,40.4471446098507
288,19.00816489127199,40.452279233912165
289,19.022627639161566,40.59829118034391
290,19.086298370594644,40.61750051107569
291,19.11059256527336,40.63269662529946
292,19.11624601351554,40.72376033780641
293,19.1313022376248,40.77224913820739
294,19.141635148423408,40.822374555700776
295,19.141635148423408,40.91493426196579
296,19.14841870386814,40.928415776461456
297,19.15297979537379,40.9698646763492
298,19.197786533083487,41.02162419649706
299,19.210043718392726,41.08353947199673
300,19.232364420229338,41.11574242538469
301,19.254685122065954,41.137265117274445
302,19.266942307375192,41.16265514340854
303,19.27919949268443,41.18141346105766
304,19.29145667799367,41.22156266308188
305,19.303713863302907,41.26286715094842
306,19.31368298967012,41.39169270231058
307,19.31368298967012,41.41947359386206
308,19.31368298967012,41.43154261511624
309,19.31368298967012,41.50479710071872
310,19.320617386862843,41.570275830009
311,19.320617386862843,41.57929359015607
312,19.329635147009917,41.58898930572318
313,19.347705497445638,41.61366691320772
314,19.365775847881356,41.6389700762079
315,19.37479360802843,41.77358018638637
316,19.410429233296078,41.79039846320126
317,19.429697402438126,41.82809961819958
318,19.4387151625852,41.90811014989221
319,19.448778679112575,41.921955241936786
320,19.515730818805,41.95406733337721
321,19.515730818805,42.00076994099301
322,19.515730818805,42.02151338132269
323,19.525794335332375,42.06307627432045
324,19.525794335332375,42.18836487283936
325,19.548767770664632,42.29744992530723
326,19.563072475538583,42.33670905139725
327,19.565155838492934,42.40031538924835
328,19.565155838492934,42.416491816804715
329,19.603450733993515,42.46183545306499
330,19.608011825499165,42.48897933299688
331,19.61559339006387,42.50011528623987
332,19.61559339006387,42.51724125401731
333,19.61767675301822,42.583884824945144
334,19.626543671417302,42.629438755731464
335,19.650466813925647,42.68863773800538
336,19.65933373232473,42.700035889546704
337,19.66820065072381,42.729075266259464
338,19.67706756912289,42.816409592450825
339,19.684019714545443,42.87043701393156
340,19.69175652574197,42.881472789583746
341,19.756431848815364,42.8909026635576
342,19.77928521305117,42.92961016163505
343,19.77928521305117,42.96163075165634
344,19.80042994372568,42.96649953412454
345,19.806083391967853,43.02017271328871
346,19.836856087639404,43.08222143205669
347,19.842509535881582,43.13445751715907
348,19.848162984123757,43.20948232378134
349,19.875484141779246,43.252336357000914
350,19.883831032213465,43.2960421214465
351,19.926346247465354,43.3592174359069
352,19.926346247465354,43.42685890198088
353,19.926346247465354,43.43199352604233
354,19.926346247465354,43.58740601082697
355,19.926346247465354,43.59985635785988
356,19.926346247465354,43.65493771714287
357,19.926346247465354,43.67027347128102
358,19.960206954765614,43.71730705693534
359,19.970408084842312,43.72834283258753
360,19.980609214919006,43.72834283258753
361,19.980609214919006,43.81563565283823
362,19.986262663161185,43.81563565283823
363,19.986262663161185,43.90239667089488
364,19.991131445629385,43.96456358867553
365,19.99600022809759,44.06589498409771
366,20.002952373520138,44.09169517767004
367,20.002952373520138,44.1331186144303
368,20.007821155988342,44.17576931416681
369,20.007821155988342,44.20545457393943
370,20.007821155988342,44.28342033301814
371,20.007821155988342,44.303260995610415
372,20.034291523038284,44.34402284166288
373,20.034291523038284,44.4552193280831
374,20.036374885992632,44.524150801402484
375,20.059228250228436,44.52623416435683
376,20.068180662926274,44.57827173806875
377,20.068180662926274,44.61213419295441
378,20.068180662926274,44.61421755590875
379,20.073834111168452,44.682199046586575
380,20.124961851073824,44.696199385262965
381,20.130615299316,44.74214910848953
382,20.136268747558177,44.77078337443032
383,20.15026908623457,44.89951329863023
384,20.163504099041454,44.91739537874192
385,20.16915754728363,45.00022869116236
386,20.211025737412488,45.00022869116236
387,20.211025737412488,45.07423490126016
388,20.23452755998139,45.13378670231274
389,20.23452755998139,45.14005022979261
390,20.23661092293574,45.14518485385406
391,20.238694285890087,45.27199166783166
392,20.240777648844436,45.32782826633713
393,20.242861011798787,45.400695575467736
394,20.244944374753135,45.405256666973386
395,20.265269653193904,45.41730915629495
396,20.294547344332507,45.42489072085966
397,20.30341426273159,45.47987992987001
398,20.312281181130672,45.49309560277242
399,20.31436454408502,45.53169161271406
400,20.322101355281546,45.53927317727877
401,20.324184718235895,45.55440362315771
402,20.34029920985271,45.58376692662139
403,20.342382572807058,45.651232627868744
404,20.349334718229606,45.73630716646739
405,20.35628686365216,45.84803841989654
406,20.36323900907471,45.87850804044201
407,20.37019115449726,45.88059140339635
408,20.372274517451608,45.925956884345325
409,20.37435788040596,45.925956884345325
410,20.384421396933334,46.02522737955856
411,20.39448491346071,46.05928653413788
412,20.404548429988086,46.11504425944766
413,20.41461194651546,46.14428122225978
414,20.430328911285013,46.1583742868618
415,20.430328911285013,46.20514425801475
416,20.430328911285013,46.232922788383455
417,20.430328911285013,46.24371086068709
418,20.430328911285013,46.28670123965942
419,20.430328911285013,46.304175626716784
420,20.44053004136171,46.35537102825159
421,20.44053004136171,46.38745452248938
422,20.44053004136171,46.43894570322655
423,20.452582530683273,46.45951393558037
424,20.452582530683273,46.482323573904154
425,20.452582530683273,46.52984331893104
426,20.452582530683273,46.55522584173446
427,20.462646047210647,46.57102715732626
428,20.462646047210647,46.71710984503507
429,20.493492900035385,46.74550438088694
430,20.519963267085323,46.833190430210756
431,20.549651831450383,46.84352334100936
432,20.549651831450383,46.88264177934827
433,20.549651831450383,46.88264177934827
434,20.549651831450383,46.93721679650351
435,20.549651831450383,46.99169807560956
436,20.555305279692558,47.052091921413236
437,20.57001131822338,47.07107163751927
438,20.57001131822338,47.10652163547881
439,20.58114362817145,47.12088675548826
440,20.59227593811952,47.19298920029053
441,20.630654115296956,47.266710701935295
442,20.657124482346894,47.281015406809246
443,20.66390803779163,47.3339460352894
444,20.670691593236363,47.3823899942749
445,20.693272135824053,47.44836088498842
446,20.700055691268783,47.48944149799856
447,20.70570913951096,47.573349151790495
448,20.70570913951096,47.675201883135415
449,20.70570913951096,47.76049793669862
450,20.70570913951096,47.76992781067247
451,20.70570913951096,47.83441686978253
452,20.70570913951096,47.887995452829486
453,20.70570913951096,47.92752833888998
454,20.72685387018547,47.998502652705355
455,20.747998600859976,48.02703101239712
456,20.758199730936674,48.06792545548488
457,20.780763662043405,48.26210596051136
458,20.780763662043405,48.34981722454337
459,20.794856726645428,48.372832198702135
460,20.794856726645428,48.42568226861229
461,20.803809139343265,48.49045854997326
462,20.810592694787996,48.501494325625444
463,20.810592694787996,48.53843539546513
464,20.810592694787996,48.583766717560536
465,20.810592694787996,48.67021775656242
466,20.810592694787996,48.755396023308435
467,20.82489739966195,48.81194470315152
468,20.82489739966195,48.85803001737877
469,20.82489739966195,48.92244717068598
470,20.82489739966195,48.97860238916094
471,20.82489739966195,49.01546489337074
472,20.82489739966195,49.063297406684455
473,20.82489739966195,49.08314909665615
474,20.82489739966195,49.10642828608594
475,20.82489739966195,49.19058637280959
476,20.830032023723405,49.26653682132093
477,20.837250010739208,49.30224799548943
478,20.842384634800663,49.33417384351953
479,20.852080350367768,49.36494653919108
480,20.857214974429223,49.38454391114211
481,20.89999937569926,49.42413683915153
482,20.915993207773187,49.42622020210588
483,20.915993207773187,49.46074024980193
484,20.927796387434114,49.467523805246664
485,20.932665169902315,49.511618662713275
486,20.947127917791896,49.57424767333466
487,20.95278136603407,49.64289373237752
488,20.95843481427625,49.67111111172643
489,20.96876772507485,49.728349273822936
490,20.980836746329032,49.779535851793455
491,20.985971370390487,49.78973698187015
492,20.991105994451942,49.84011649229252
493,20.991105994451942,49.86172918551969
494,20.991105994451942,49.889774451898525
495,20.991105994451942,49.9524312839795
496,20.991105994451942,49.97057133338998
497,20.991105994451942,50.03093694106153
498,20.99804039164467,50.064838403906215
499,21.012503139534246,50.09146070922489
500,21.012503139534246,50.09602180073054
501,21.012503139534246,50.10280535617527
502,21.03233073794363,50.10793998023673
503,21.03233073794363,50.16245059044551
504,21.03798418618581,50.24324827591879
505,21.03798418618581,50.270059574091846
506,21.03798418618581,50.274620665597496
507,21.03798418618581,50.283487583996575
508,21.03798418618581,50.3934906178017
509,21.03798418618581,50.42330040676119
510,21.03798418618581,50.44043593403062
511,21.049860708116423,50.47450675936645
512,21.081744674569723,50.50870814447282
513,21.081744674569723,50.54404602491013
514,21.081744674569723,50.54404602491013
515,21.081744674569723,50.591233575800175
516,21.081744674569723,50.63642289929046
517,21.081744674569723,50.73873552707012
518,21.08867907176245,50.751151800823074
519,21.08867907176245,50.774279636122614
520,21.107129698449008,50.79712158400137
521,21.140915540344075,50.903761668948036
522,21.161588630969717,50.91281425923668
523,21.189196118788086,50.93183542591341
524,21.216803606606454,50.94717118005157
525,21.24631854638687,50.996688364642395
526,21.253102101831605,51.0320561744262
527,21.259885657276335,51.03883972987093
528,21.259885657276335,51.0706616728977
529,21.26502028133779,51.11857086010293
530,21.26502028133779,51.15182476581417
531,21.26502028133779,51.18006845991805
532,21.26502028133779,51.18520308397951
533,21.26502028133779,51.25260257737241
534,21.26502028133779,51.289546878778765
535,21.26502028133779,51.33033359345056
536,21.26502028133779,51.370507089388795
537,21.302861205800134,51.44542139757435
538,21.302861205800134,51.48287216153121
539,21.302861205800134,51.53609724134499
540,21.302861205800134,51.629202842319806
541,21.302861205800134,51.63615498774236
542,21.302861205800134,51.64389179893889
543,21.302861205800134,51.65835454682847
544,21.302861205800134,51.683658601394015
545,21.302861205800134,51.683658601394015
546,21.302861205800134,51.69907199783022
547,21.302861205800134,51.71561810867415
548,21.317323953689716,51.757522585310824
549,21.322192736157916,51.757522585310824
550,21.327061518626117,51.81658443158261
551,21.33193030109432,51.88835199956399
552,21.33679908356252,51.92375412955759
553,21.355557401211634,51.94564039899624
554,21.37431571886075,51.985160522963795
555,21.42170191460217,52.05887456048165
556,21.4284854700469,52.07198731175107
557,21.435269025491635,52.10954498655095
558,21.44205258093637,52.11519843479313
559,21.44692136340457,52.127482927824175
560,21.452055987466025,52.127482927824175
561,21.457709435708203,52.145724843310596
562,21.469585957638817,52.18842543360205
563,21.47523940588099,52.24360253576157
564,21.48089285412317,52.274296658252126
565,21.486546302365348,52.2799501064943
566,21.486546302365348,52.28203346944865
567,21.486546302365348,52.33178388444459
568,21.486546302365348,52.43731137288652
569,21.486546302365348,52.44764428368512
570,21.486546302365348,52.495048591153775
571,21.486546302365348,52.50696677065996
572,21.486546302365348,52.560058896580664
573,21.486546302365348,52.62261863209454
574,21.486546302365348,52.67510083824097
575,21.486546302365348,52.70522042867458
576,21.507009304977334,52.70522042867458
577,21.507009304977334,52.78990348430536
578,21.507009304977334,52.800236395103965
579,21.507009304977334,52.818646802065565
580,21.507009304977334,52.83139425811579
581,21.518885826907947,52.85669831268134
582,21.518885826907947,52.90799772416496
583,21.524020450969402,52.90799772416496
584,21.524020450969402,52.920254909474195
585,21.524020450969402,52.92718930666691
586,21.524020450969402,52.996848805112144
587,21.524020450969402,53.06074225414928
588,21.524020450969402,53.10459537013456
589,21.53028397844927,53.10946415260277
590,21.53654750592914,53.15861259660919
591,21.542811033409006,53.16881372668589
592,21.549074560888876,53.182327230889385
593,21.555338088368742,53.22687326694804
594,21.56160161584861,53.332782201625264
595,21.56786514332848,53.35536274421296
596,21.577928659855854,53.38973283488677
597,21.577928659855854,53.40715195197928
598,21.577928659855854,53.42363122299112
599,21.577928659855854,53.43734917562857
600,21.577928659855854,53.44361270310844
601,21.577928659855854,53.493870339848534
602,21.577928659855854,53.57408802056185
603,21.577928659855854,53.602076008859115
604,21.577928659855854,53.629407584801505
605,21.577928659855854,53.665357623481235
606,21.577928659855854,53.674787497455085
607,21.577928659855854,53.73397437065479
608,21.577928659855854,53.74232126108901
609,21.577928659855854,53.749104816533745
610,21.577928659855854,53.78234272360057
611,21.577928659855854,53.84202974582996
612,21.577928659855854,53.84659083733561
613,21.577928659855854,53.84659083733561
614,21.577928659855854,53.86967120418444
615,21.577928659855854,53.913276573258884
616,21.577928659855854,53.9784337858283
617,21.577928659855854,54.046849708077204
618,21.577928659855854,54.05171849054541
619,21.577928659855854,54.08449401880652
620,21.577928659855854,54.09955024291578
621,21.577928659855854,54.11385494778973
622,21.577928659855854,54.145178040434644
623,21.577928659855854,54.150046822902844
624,21.577928659855854,54.150046822902844
625,21.577928659855854,54.150046822902844
626,21.577928659855854,54.150046822902844
627,21.589805181786467,54.18939798348663
628,21.608047097272888,54.1950514317288
629,21.614981494465614,54.24526450673558
630,21.614981494465614,54.260613670544856
631,21.62124502194548,54.30468703738139
632,21.62124502194548,54.34594325492842
633,21.62124502194548,54.35107787898987
634,21.62124502194548,54.383349192352625
635,21.62124502194548,54.39240178264127
636,21.62124502194548,54.39240178264127
637,21.62124502194548,54.44931404766028
638,21.62124502194548,54.46045000090328
639,21.62124502194548,54.47078291170188
640,21.62124502194548,54.49588965358337
641,21.62124502194548,54.49588965358337
642,21.62124502194548,54.54357849669087
643,21.62124502194548,54.59058131088118
644,21.62124502194548,54.634996027056346
645,21.62124502194548,54.67382585820118
646,21.643808953052215,54.70286947154492
647,21.65074335024494,54.70773825401312
648,21.657677747437667,54.735289253501456
649,21.66461214463039,54.752428840565074
650,21.671546541823115,54.77211341746971
651,21.671546541823115,54.77211341746971
652,21.688731348010812,54.79395906576754
653,21.688731348010812,54.807071817036956
654,21.688731348010812,54.81728635678478
655,21.688731348010812,54.82242098084623
656,21.688731348010812,54.87701592946854
657,21.688731348010812,54.933052153563054
658,21.694994875490682,54.96891435202357
659,21.70125840297055,55.001026443464
660,21.70752193045042,55.01331093649505
661,21.70752193045042,55.015394299449405
662,21.70752193045042,55.09361271352801
663,21.70752193045042,55.12160070182527
664,21.70752193045042,55.13552207458213
665,21.70752193045042,55.15944521709048
666,21.70752193045042,55.18712497213628
667,21.70752193045042,55.286056687210554
668,21.713785457930285,55.30008781587302
669,21.720048985410152,55.35733375718549
670,21.726312512890022,55.44040825771748
671,21.73257604036989,55.45524616655289
672,21.73883956784976,55.45524616655289
673,21.745103095329625,55.522748787311194
674,21.751366622809492,55.55422351304495
675,21.757630150289362,55.55422351304495
676,21.76389367776923,55.55422351304495
677,21.7701572052491,55.628735070526396
678,21.7701572052491,55.67485222267578
679,21.7701572052491,55.69020138648506
680,21.7701572052491,55.71841219774567
681,21.7701572052491,55.746926340959604
682,21.7701572052491,55.77406183064966
683,21.7701572052491,55.78836653552361
684,21.7701572052491,55.80739037491884
685,21.7701572052491,55.819477144402846
686,21.809825461293432,55.886358849620294
687,21.809825461293432,55.95162473233806
688,21.809825461293432,55.998122258122464
689,21.809825461293432,56.0049058135672
690,21.809825461293432,56.02238020062456
691,21.809825461293432,56.07644928929816
692,21.831352211365072,56.088501778619715
693,21.831352211365072,56.093062870125365
694,21.841415727892446,56.11280938296956
695,21.851479244419824,56.16572929537498
696,21.8615427609472,56.22763796548759
697,21.873799946256437,56.25876094717643
698,21.873799946256437,56.309213045841965
699,21.87893457031789,56.309213045841965
700,21.884069194379347,56.33067318450112
701,21.8892038184408,56.36477789760136
702,21.89546734592067,56.38584474227973
703,21.89546734592067,56.44026634158469
704,21.89546734592067,56.457740728642044
705,21.89546734592067,56.472203476531625
706,21.89546734592067,56.48912474832139
707,21.89546734592067,56.49605914551411
708,21.89546734592067,56.50548901948796
709,21.910523570029934,56.50757238244231
710,21.910523570029934,56.54209243013837
711,21.910523570029934,56.5498292413349
712,21.910523570029934,56.5498292413349
713,21.910523570029934,56.55548268957707
714,21.910523570029934,56.574922018512474
715,21.910523570029934,56.70029294568934
716,21.910523570029934,56.70029294568934
717,21.91745796722266,56.715986347143065
718,21.91745796722266,56.72293849256562
719,21.922592591284115,56.738042242994275
720,21.92772721534557,56.75108932591888
721,21.932861839407025,56.75108932591888
722,21.93799646346848,56.7851906453624
723,21.943131087529935,56.7851906453624
724,21.94826571159139,56.831942976922655
725,21.94826571159139,56.87847991506537
726,21.94826571159139,56.91771585857034
727,21.94826571159139,56.97871695005752
728,21.94826571159139,57.05342011205296
729,21.94826571159139,57.115123876689225
730,21.94826571159139,57.195038429346354
731,21.979588804236304,57.257707940384456
732,21.979588804236304,57.329073214615406
733,21.997063191293666,57.329073214615406
734,22.006015603991504,57.336291201631205
735,22.01496801668934,57.340852293136855
736,22.02392042938718,57.34598691719831
737,22.032872842085016,57.37584201369965
738,22.041825254782854,57.39362470834105
739,22.077946848268425,57.4318260525345
740,22.077946848268425,57.55426348755329
741,22.077946848268425,57.58008476504487
742,22.077946848268425,57.58978048061198
743,22.077946848268425,57.625698412815574
744,22.077946848268425,57.66161634501917
745,22.077946848268425,57.66161634501917
746,22.077946848268425,57.681880991623245
747,22.077946848268425,57.7157891508042
748,22.077946848268425,57.72205267828407
749,22.090204033577663,57.77148975186574
750,22.10040516365436,57.79821951352427
751,22.11060629373106,57.84758395256572
752,22.11060629373106,57.85214504407137
753,22.115740917792515,57.86247795486997
754,22.115740917792515,57.89984799808754
755,22.115740917792515,57.908800410785375
756,22.126073828591117,57.908800410785375
757,22.128157191545466,57.933681547691016
758,22.130240554499814,57.95626209027871
759,22.13797736569634,57.979921667502275
760,22.14253845720199,58.001667565195625
761,22.14253845720199,58.043476722032686
762,22.14819190544417,58.072160598422876
763,22.1549754608889,58.072160598422876
764,22.161759016333633,58.10120230164673
765,22.168542571778367,58.13539502006555
766,22.168542571778367,58.1860039357902
767,22.168542571778367,58.21482296979794
768,22.168542571778367,58.21482296979794
769,22.168542571778367,58.27348156167699
770,22.173411354246568,58.29631981610686
771,22.173411354246568,58.30628894247407
772,22.173411354246568,58.322726555910336
773,22.20887874164284,58.33852787150214
