Time(Iteration),UCBMultiArmedBandit,TSMultiArmedBandit
111,41.15060129664401,49.35136388887288
112,41.469707983539706,49.73550327077907
113,41.76929543148407,50.13755887467806
114,42.065260861013584,50.556735993642775
115,42.32250737538824,50.983233131561576
116,42.62126217782575,51.39544891485912
117,42.93334923449179,51.82564571045257
118,43.2291405463769,52.203084151754936
119,43.684848697226045,52.64240325697737
120,43.941844953926015,53.04455174144526
121,44.247497728101145,53.51056089273121
122,44.52826120367655,53.916730802612946
123,44.82186792182556,54.33594148548188
124,45.183301272393734,54.81088491465762
125,45.433010002632734,55.2322953753427
126,45.937881932808786,55.66054246679355
127,46.24271908944662,56.11840949263418
128,46.46588215099284,56.51361432349448
129,46.77388986647382,56.997151279052765
130,47.19341435854399,57.556882432258114
131,47.58736849332946,57.99752870893815
132,47.84547738792388,58.45104755465927
133,48.30363844615645,58.838669907711804
134,48.64401757573939,59.35690677354874
135,48.97437366149522,59.772127374546514
136,49.31589277427402,60.19005149666765
137,49.67370017444805,60.55038589148163
138,49.823986335606136,60.924781934366685
139,50.1203194468536,61.451037746676704
140,50.470758640122924,61.82351400122285
141,50.81720994278717,62.20077441992795
142,51.18560564272778,62.70486546715508
143,51.45697371896465,63.06761266533924
144,51.725785720431915,63.4152706857155
145,52.082146857952,63.81549716340702
146,52.446942341969034,64.32064896127774
147,52.80147868920511,64.78272484186934
148,53.24047001461018,65.26293423703784
149,53.58643773331305,65.64964464867529
150,53.93797066327345,65.98345534051539
151,54.32361112470229,66.30128624171938
152,54.49159175922606,66.82968074980897
153,54.84040838450301,67.2016817220818
154,55.10013197439995,67.6649121438898
155,55.510382789708956,68.1035736296496
156,55.87337618281579,68.5570052295173
157,56.2724280666038,69.00359939956314
158,56.53932752411644,69.46410108512514
159,56.835208424173175,69.87884460593519
160,57.165514032462724,70.26462175391325
161,57.55753161249326,70.54648388769922
162,57.89143367521988,70.99169754832745
163,58.17677377820917,71.43800731739293
164,58.45517699580671,71.84504654246794
165,58.63877381958822,72.36290911321282
166,59.00519405948775,72.74274565503674
167,59.2597108092618,73.05764988519827
168,59.63125363376514,73.53034422407126
169,59.90022861128043,74.09457068740046
170,60.11791290128191,74.41960551369617
171,60.4489093803435,74.8894281900682
172,60.76042483709146,75.28718483785951
173,61.07838486966857,75.61313357424015
174,61.439830608569025,76.01782210326868
175,61.7551751534643,76.45666791953077
176,62.129254796286716,76.80576030273616
177,62.448860728713235,77.25231546825427
178,62.757547890769274,77.73292276930763
179,63.037903870480456,78.17052359970589
180,63.284089683912136,78.49783689335712
181,63.61935597793164,78.8556858002897
182,63.846136160324434,79.33987260277082
183,64.06003879162448,79.80054771802347
184,64.48418883487122,80.261115087895
185,64.86876705772988,80.73541636043905
186,65.05522499477097,81.08877767120444
187,65.43485451843642,81.54948312867494
188,65.84317943907833,81.98978448056491
189,66.16420597468414,82.47526907229832
190,66.40994395113735,82.90042419671732
191,66.69262134985314,83.32835619973835
192,66.96618478103376,83.62278599506529
193,67.39037996789077,84.07798055770816
194,67.78417621425288,84.49179357133673
195,68.04664790585602,84.92789632155821
196,68.38832732680028,85.4497035291197
197,68.72073737133042,85.94471036349053
198,68.91105632379346,86.34421261010809
199,69.24440596952368,86.68357967234651
200,69.58106962874332,87.06910434082631
201,69.94347735186872,87.44175673110433
202,70.23856922273599,87.8318851882232
203,70.52246117626483,88.26006626541522
204,71.03659879619737,88.69373048467779
205,71.40362452351123,89.15570767129515
206,71.6979382963967,89.54484277868723
207,72.03433844577731,89.85238072999852
208,72.32184497512091,90.23726508598722
209,72.71147550797966,90.70984013338656
210,72.99455724537165,91.02839332928002
211,73.30594554925223,91.51144188814257
212,73.57141812978784,91.89500307536449
213,73.82762241011244,92.41338785818519
214,74.17078542765381,92.88632605995512
215,74.35477454389454,93.4387739015371
216,74.56034873174643,93.8273359398112
217,74.85728897463422,94.36835235439412
218,75.0510473906401,94.86663657470726
219,75.43751041882999,95.34417997849059
220,75.80390638801703,95.699106836727
221,76.20699938081425,96.1287511081392
222,76.40932436586549,96.58394948921384
223,76.70567213016615,96.91988119467726
224,77.10032869296734,97.35170292748212
225,77.44962906798453,97.79763157694558
226,77.746413427197,98.14114455290061
227,78.05281616864806,98.61445122880619
228,78.35033222775675,99.102400877962
229,78.59287317757908,99.43239238816624
230,78.88011340420849,99.7798909221739
231,79.21243220894857,100.24309230162494
232,79.46051427120399,100.80483176667222
233,79.70960574402966,101.18123231445267
234,80.01426447944141,101.61814256180661
235,80.42507004653984,102.02971807030272
236,80.66704923646684,102.45193060557804
237,80.90711189833974,102.93170234989387
238,81.24412699334145,103.32339216095639
239,81.53687901078197,103.72200508570356
240,81.7669387503784,104.15881045082392
241,82.1178891765343,104.56881800886603
242,82.43366382681694,104.9823175147944
243,82.73745293914153,105.47394534052576
244,83.07381444770274,105.7450250863902
245,83.39682876320236,106.22232182732265
246,83.61296890792907,106.62854621405211
247,83.90708117979688,106.99795268540258
248,84.13998101961155,107.40565747906994
249,84.46980055926232,107.70718002521994
250,84.6884693988211,108.10794845824663
251,84.99625484229276,108.57028428643919
252,85.40650970926949,109.03057648649762
253,85.66826737132557,109.45764315618526
254,85.9287792477397,109.8347902113351
255,86.30966680757754,110.2810912090423
256,86.6455821000029,110.72269643785498
257,86.91078809070248,111.13471217423655
258,87.23269685015813,111.5586329449172
259,87.31050254404677,111.90322875235896
260,87.65337330320764,112.37124207719981
261,88.00576499715167,112.76699140895701
262,88.3314647283211,113.14364397484056
263,88.76543043189423,113.622642617822
264,89.03660107204612,114.04127549894417
265,89.17832822500354,114.4960571359035
266,89.41272528073539,114.93231438764766
267,89.7084136373227,115.31169296455553
268,90.0262486152926,115.76891609553937
269,90.29806302748933,116.15809986929737
270,90.60910476197384,116.5820930729514
271,91.0416082620896,117.11422548338314
272,91.24030913917221,117.57017984827318
273,91.56960179057089,118.01732850678027
274,91.75826923860058,118.40770701588096
275,92.09459588545135,118.88745299282273
276,92.44192292424614,119.32866032323818
277,92.66447436708705,119.76580295351505
278,93.09835123046199,120.26757240420561
279,93.43896213981944,120.71467627925139
280,93.69561414170798,121.0727708485947
281,93.98310426990047,121.49917804853071
282,94.1740421555266,121.92767465942222
283,94.51921052525542,122.42672815308046
284,94.74939584550584,122.99675267267162
285,95.01221649055682,123.39839989124008
286,95.42708552750055,123.88428130435554
287,95.70906025356132,124.2411020773111
288,96.06512097851348,124.73348290839007
289,96.42269815151708,125.20278179836369
290,96.71851733744248,125.63889641613571
291,96.99596613757787,126.13306809677763
292,97.31486203387354,126.54730129394662
293,97.6750025329939,127.06352023775464
294,97.93276507366934,127.51926788524656
295,98.23304199633561,128.03811706584503
296,98.41434861130276,128.31014153013464
297,98.65378885433788,128.7988378096705
298,98.94369435716406,129.2814153911177
299,99.3424887176521,129.7358852237982
300,99.67173144633958,130.17286876328905
301,99.95915578942017,130.63143060045212
302,100.13578116999469,131.06929472650464
303,100.50453047999859,131.4208373618654
304,100.72158508949703,131.80632983643633
305,100.93971995392175,132.27215251205558
306,101.28795838749728,132.73472590675334
307,101.53880040518769,133.22695932032443
308,101.81723768291769,133.63142817790828
309,102.07986605240114,133.9906150669943
310,102.39595663233254,134.3583088776875
311,102.68070073317253,134.8514785553434
312,102.91551332599863,135.34543554575686
313,103.35064369030867,135.6845110350484
314,103.73253275820593,136.05283824096665
315,104.10949343723925,136.37078722315454
316,104.29635695247069,136.76924766922383
317,104.61261853825886,137.22256740703122
318,104.93832738126966,137.60438465557712
319,105.08936963519531,138.0025225406617
320,105.40419263591187,138.4116627136803
321,105.6562103033281,138.83526215390756
322,106.06634237060737,139.28971717139137
323,106.29669160613503,139.6380570195604
324,106.4995805846526,140.1398395627046
325,106.7934434907321,140.49927007726868
326,107.03032952385948,140.97221481286726
327,107.2706660494554,141.53948179500478
328,107.52109848612895,142.02521189246642
329,107.7958196387809,142.4325633611665
330,107.98366441031405,142.81058525048368
331,108.38826934251472,143.20224207307223
332,108.6195712785238,143.64024788496067
333,108.91568963837933,144.05233347740744
334,109.19569843456193,144.50082328867074
335,109.47502935440332,144.9812243298263
336,109.67313580549475,145.3678330069377
337,109.94682606385565,145.76989888418265
338,110.28080167553642,146.26165660123476
339,110.43150651559009,146.76664281834627
340,110.66230041430228,147.1635432322495
341,110.92794577046115,147.62440770327242
342,111.19888276250944,148.13831537349617
343,111.5430544758674,148.4846839956726
344,111.78968130917238,148.9504669838796
345,112.01770931286084,149.15447094358265
346,112.17244429415003,149.5672648488366
347,112.51875469769554,149.849001595382
348,112.81432634831965,150.26209592984358
349,112.93044803210255,150.78173247210992
350,113.21437307704657,151.30316580740043
351,113.60285777802328,151.69139121672416
352,113.82920511805965,152.20903795370444
353,114.18700698669633,152.59784720093984
354,114.457067605722,153.08993718854526
355,114.66347657233737,153.51159822288042
356,114.93745740484799,153.89258602779003
357,115.17449574987324,154.2627349566745
358,115.50332600028466,154.65949336473062
359,115.88503348402563,155.11507489733168
360,116.13708353793308,155.57542244395046
361,116.42013689986645,156.121843563798
362,116.72480440060217,156.46145619033467
363,117.04071977919493,156.8015806103926
364,117.41226291972241,157.20132503715737
365,117.73214152026051,157.67995878237733
366,118.03444285156115,158.0337142333295
367,118.38105154262026,158.47807679659843
368,118.66200038906065,158.80204552471832
369,118.97435086271264,159.13606165704977
370,119.20996551708932,159.5760376413652
371,119.4908721855157,160.0952346426883
372,119.74029689060433,160.58189482809092
373,119.96744641350202,160.98164250566765
374,120.22433647693398,161.3939311678905
375,120.53435787609854,161.76452828853172
376,120.80512312467076,162.02851871469403
377,121.0248650891156,162.44947155690323
378,121.2507509919105,162.97027361266427
379,121.65315097158502,163.4231064779267
380,121.90234769704952,163.92555963079383
381,122.21473384146256,164.39315537142465
382,122.57884824574913,164.7536499638804
383,122.89839260278661,165.2537092028396
384,123.00898604248057,165.73513487505156
385,123.3922752680227,166.21166949030538
386,123.5056656049134,166.67393064650474
387,123.81687822571982,167.1308074568956
388,124.08072158258537,167.58913535973917
389,124.31029415796813,168.1544377307045
390,124.50956386660263,168.5576858678765
391,124.85962070145358,168.98652461321336
392,125.1948741069923,169.32392042023315
393,125.39985923702588,169.7597356127826
394,125.74719110356747,170.27671763633714
395,126.06357564437909,170.77963383185946
396,126.39480524041792,171.19392114524132
397,126.62693664360877,171.54981341024995
398,126.779365312705,172.01214420217923
399,127.06632054453262,172.57842213682812
400,127.29202509504232,173.114509707526
401,127.58497878412061,173.51537326935113
402,127.75894336544111,174.01240369615772
403,128.11753803069047,174.4598516892605
404,128.2327356548489,174.8601866727424
405,128.51755361450554,175.2679002246873
406,128.8030885082964,175.78791503581877
407,129.0380435255858,176.07944910679893
408,129.2344153358811,176.48962517990796
409,129.5960750594501,176.8646046661732
410,129.7941568284583,177.30336838563403
411,130.02075636479543,177.84357408193242
412,130.16385937664995,178.32524457545543
413,130.4618478365537,178.87191331741502
414,130.75818236779793,179.2726247993025
415,131.07387813648077,179.68975235239705
416,131.2635293907281,180.04406044901188
417,131.48464004739247,180.59278780195407
418,131.76118874747,181.00021957719926
419,132.04055929493128,181.42621837755814
420,132.32085035104677,181.80799994813952
421,132.56098290044426,182.21140597038618
422,132.81738689299326,182.61517970833583
423,133.11104679463318,183.0064946960124
424,133.40423943660477,183.46367866124072
425,133.78455716847532,183.8759808137317
426,134.03928049797594,184.36872458951217
427,134.24617980249315,184.888505261612
428,134.50330250075345,185.2897559952637
429,134.7150994550916,185.76627385407176
430,134.8748752719994,186.05676049923116
431,135.12902169991887,186.55823184797356
432,135.5283535569073,186.97605211968244
433,135.71004430595488,187.46915269539645
434,135.92052784709125,187.93396443197167
435,136.0872715337258,188.50423994964697
436,136.37815801641102,189.0438437776784
437,136.65825704041293,189.4031249105611
438,137.03157682356579,189.8523053814842
439,137.4117938798739,190.31135322563026
440,137.70053414004244,190.7469670476423
441,137.91121775821097,191.19025520995677
442,138.23107468919758,191.69622239619622
443,138.47800347385305,192.1702357584966
444,138.74888219339206,192.6685197553934
445,139.10311055665275,193.13798442202935
446,139.4356329908265,193.58225796651087
447,139.7052383979683,193.96026669660128
448,139.83782170555293,194.4351005684202
449,140.05581603556854,194.79353956493713
450,140.1958443804293,195.2624903242564
451,140.51120643665024,195.71570268737966
452,140.68138966889285,196.1571694894062
453,140.97656137953726,196.55515507153012
454,141.19974712189128,196.97349821829118
455,141.46205966296162,197.4488440376429
456,141.63209790199375,197.9055819135635
457,141.9625770860908,198.29997898668026
458,142.16537578252456,198.6744771284787
459,142.46827376668782,199.15620726943493
460,142.73516659688693,199.58350669469093
461,143.05315503500245,199.95906524823388
462,143.32573075144128,200.38468606487672
463,143.60961201455694,200.76644232078584
464,143.85843534548653,201.19028757302695
465,144.11493894693896,201.4780828634858
466,144.26959351499892,201.82577463836293
467,144.53060448723184,202.22334866909253
468,144.89618786655774,202.7442867632455
469,145.11470700629098,203.05816248998752
470,145.22829600014916,203.52760593201447
471,145.43107281383723,204.04046133985148
472,145.69407544053175,204.41092289141184
473,146.03226091262428,204.8146346684876
474,146.17259789871267,205.2129280458136
475,146.44047710124443,205.63504458866979
476,146.58916693829812,205.9112247975519
477,146.88801111011546,206.40667035175585
478,147.2025089447564,206.7730494887262
479,147.48336414119092,207.06411276244677
480,147.6973409576512,207.48418347167467
481,147.9102696470929,207.9819426799466
482,148.21259300746914,208.39703825900875
483,148.44694850650484,208.70113828784824
484,148.79791200301335,209.17362101720104
485,149.1246584793641,209.52605116565513
486,149.38183978087793,210.07329016047387
487,149.57378152515088,210.55290567934065
488,149.7219056132689,211.1030109459576
489,150.1047012806638,211.5938301727163
490,150.6265370471636,212.02475844163973
491,150.822368978454,212.4295179534369
492,151.12434634399318,212.82160109537864
493,151.39855645907812,213.17525738679828
494,151.66800705517838,213.62095002063157
495,151.97429295076603,214.09126371442795
496,152.26787283229834,214.53336567324968
497,152.51419172518573,215.14189031440947
498,152.631021537441,215.47301749148363
499,152.84237830123558,215.99233271025955
500,152.98533410073424,216.4088445014391
501,153.25977470644096,216.74325006161575
502,153.49177517737104,217.1668414302316
503,153.81851818374406,217.49131976572193
504,154.01171725437172,217.95685100035348
505,154.31265313243722,218.46495945849014
506,154.54741639236624,218.96216957619905
507,154.752292442463,219.4551807909006
508,155.03739988943556,219.9009983613443
509,155.2033329618941,220.34615612896886
510,155.4950877783872,220.75656627742288
511,155.7327661285533,221.18044702011767
512,155.87887170698153,221.62110539950882
513,156.03059882789006,222.01318324946556
514,156.28261206977066,222.45848941417398
515,156.53194457021212,222.81912108658884
516,156.71006250615272,223.26933623772007
517,157.06038672436296,223.70246543029958
518,157.31294406821007,224.12424133272825
519,157.60958198638883,224.54440333235152
520,157.8938093267396,224.94611056479008
521,158.0125852702255,225.38283462092227
522,158.2551452128004,225.8144470086263
523,158.48219407320957,226.35215993982996
524,158.73302197389603,226.78445835048325
525,158.9754389505606,227.14143904626067
526,159.27121791942025,227.49594291025932
527,159.56825281805712,227.80349265786512
528,159.8483476926848,228.18298148748235
529,160.06942002131137,228.67729887470327
530,160.34484327282038,229.02992935881102
531,160.6572570571952,229.3733669665004
532,160.86167503026303,229.83589787183314
533,161.17044873201104,230.29981423152805
534,161.35945164416486,230.6116989197641
535,161.6257120075363,231.05626867587807
536,161.8186075725227,231.50627947362858
537,162.1791835061121,231.86067563118058
538,162.3785665921814,232.3002336948586
539,162.64134494233818,232.64672907659315
540,162.8951613797519,232.95650009789156
541,163.10417701800037,233.3891153578742
542,163.37107949724174,233.82021922457474
543,163.64129371089444,234.15384801232844
544,163.97547832615606,234.58898522300265
545,164.27442713853492,235.10414754815162
546,164.4617285008449,235.53986224114124
547,164.72330433036865,236.1083521663373
548,164.95441476916537,236.46704586245292
549,165.18713978009748,236.87082207474265
550,165.40782402158092,237.35668179655175
551,165.76207793823116,237.84207605153227
552,166.12368881754918,238.26868005316197
553,166.3451528328575,238.498646940844
554,166.57411887339936,239.02303365520342
555,166.73793383451755,239.42095735904013
556,166.92708038965318,239.93934376198894
557,167.24690695207124,240.3518267249905
558,167.53361980822058,240.88947406384167
559,167.71798315801794,241.25834937918611
560,167.91314282237718,241.68619213367202
561,168.10313921258364,242.12600513791466
562,168.35210066989276,242.4288153872804
563,168.53783907481122,242.85920183170947
564,168.8313793606378,243.34190739787218
565,168.91470114939187,243.79144302579357
566,169.21839405455128,244.18310672218763
567,169.52914946417258,244.63888403228603
568,169.71746252498525,245.0497262429514
569,169.95963213654426,245.398326516175
570,170.23957512428584,245.84099807802005
571,170.44763534059877,246.29409034344062
572,170.73988573382178,246.75702962753158
573,170.94352458425232,247.0358058644045
574,171.11199127696275,247.50303085334434
575,171.42712261804905,247.8648412668611
576,171.6440866267135,248.3508431119913
577,171.97394878585163,248.83180659459504
578,172.10083473777868,249.22404054006202
579,172.32845122179603,249.74749648314847
580,172.53315237697012,250.12142654489716
581,172.85105629897632,250.63592466321825
582,173.03685568873428,251.16949613741986
583,173.19561193761433,251.53333119360886
584,173.49828160085468,252.0616379721997
585,173.71689320592722,252.51733467356462
586,174.07260889014532,253.0063190680393
587,174.32630268498238,253.3962341200575
588,174.58496248456632,253.78235502015636
589,174.9260095009474,254.08044773552433
590,175.06153340984696,254.40850819794065
591,175.34597071746686,254.9496226076018
592,175.5076450645338,255.31160843386192
593,175.76959364908979,255.69962291544488
594,175.96726904557502,256.1995405086594
595,176.16436497963875,256.58654852557197
596,176.46373507505206,257.0571055128256
597,176.79162566305465,257.4440130610898
598,176.93220248563625,257.9607629339697
599,177.08755414342562,258.3866710317951
600,177.29589673501079,258.77027905068906
601,177.51378803642996,259.28198616787364
602,177.69398015576405,259.6312655049272
603,177.95717877707065,260.1547073503085
604,178.1613242289131,260.59308961086816
605,178.42700333882448,261.0572428206932
606,178.56191523718644,261.5174791357507
607,178.84693944273806,261.8607023946901
608,179.05865910805267,262.1795988499342
609,179.34887286615216,262.6755344498139
610,179.49246348911996,263.1219853850547
611,179.7094825008152,263.64704977870906
612,179.9380057575682,264.077463020866
613,180.1592871414667,264.48020147146474
614,180.3671348128641,264.9623339486324
615,180.71426096494477,265.4252515304786
616,180.84708855369774,265.8588104185827
617,181.08548740003098,266.26903464622535
618,181.3865962630293,266.7921331281072
619,181.52726503500088,267.21972128717385
620,181.83598796013675,267.6999059473679
621,182.03580496485387,268.123174190912
622,182.27113481666152,268.5563744397812
623,182.5100771022891,268.97980046624264
624,182.82942003607351,269.36388349643585
625,183.15920657646782,269.92208737117255
626,183.34235366430917,270.2504912949413
627,183.5723728802388,270.63307030708495
628,183.78237538354065,270.9602400388057
629,183.94635525968732,271.51615241357183
630,184.16116461583238,271.96760625048967
631,184.4082679487739,272.40200765124484
632,184.75092444679268,272.8038353602693
633,184.9866085615333,273.2647454907675
634,185.19858866533406,273.68587575087054
635,185.49592133552707,274.1754633375571
636,185.76142307106983,274.6383392558205
637,185.95265877642652,275.10914445443404
638,186.17673599857613,275.63108652518537
639,186.4483390783808,276.1069985706678
640,186.6607121152542,276.40762195715826
641,186.9336607667829,276.88071302043215
642,187.005659675775,277.18679615867967
643,187.31768076843596,277.78112316712577
644,187.51487833082456,278.2475628815627
645,187.72893393911554,278.69435184591885
646,187.85903631305297,279.08030610391137
647,188.0835744226254,279.5490498021905
648,188.24695569270642,279.85988146556474
649,188.42729140609487,280.29035480037766
650,188.72810324892686,280.7339276914241
651,188.90210924401327,281.20950924407236
652,189.16994622592333,281.61710496574426
653,189.44425744775762,282.01254828006586
654,189.66985980704445,282.4156312277576
655,189.8612517994216,282.80608784084075
656,190.09560589798292,283.25055914878044
657,190.32646903549704,283.5776233130954
658,190.57661379953123,284.08856328935724
659,190.70364209070033,284.56269998198763
660,190.9201746839093,285.0542001741633
661,191.11828411622344,285.3754707866536
662,191.3347455874562,285.8321830022401
663,191.65968064297334,286.2012801595503
664,191.88389706196506,286.7368845561214
665,192.0731248240741,287.02241515975345
666,192.27168508983493,287.41099231365695
667,192.5216374051501,287.8454816360336
668,192.77006645644232,288.3760140091492
669,192.93910123206052,288.8335387737972
