Time(Iteration),PHELinearBanditTheta
0,1.078998488770561
1,1.121675514708791
2,1.2069408018426149
3,1.1913416082974297
4,1.202644882955147
5,1.2914301788639055
6,1.3009001464062728
7,1.3439722700544263
8,1.4866459456880183
9,1.411021001746738
10,1.4839731094197484
11,1.5153173174536612
12,1.59447152866997
13,1.5888909098774424
14,1.6218632834041902
15,1.6634196137051418
16,1.7019399642669772
17,1.6027759134948458
18,1.82366410081742
19,1.7387228302390738
20,1.7563881424145742
21,1.856803059338177
22,1.8285275784817163
23,1.8587206889033876
24,1.9314173407148771
25,1.9609415457149866
26,1.822029422387735
27,1.848891383034201
28,1.8894568595408505
29,2.0413061152511736
30,1.922410953704413
31,1.9611267869419347
32,1.9623697384801104
33,1.887434489508302
34,1.8700350150220693
35,1.873462140231031
36,1.8754276006554904
37,1.8478013342368282
38,1.8531023964424258
39,1.8864299933593134
40,1.8650264693298897
41,1.7912493036838484
42,1.9465567547348346
43,1.8915253346836587
44,1.834633801898431
45,1.9208346139139951
46,1.90974439898218
47,1.8690773507864606
48,1.8467852414677435
49,1.8744926356557854
50,1.8895250498662626
51,1.8109512715540412
52,1.8758455862545957
53,1.809506325356449
54,1.9275600579374264
55,1.8786425246587704
56,1.887429122849672
57,1.8660678213179562
58,1.8688948284330322
59,1.7457662826299873
60,1.8306121236948396
61,1.726429947119469
62,1.868659191392458
63,1.8630715365613277
64,1.8323103356813673
65,1.7673327664402145
66,1.7382977244555988
67,1.8626381983151803
68,1.8291221238329622
69,1.7869569446566882
70,1.8156564661715464
71,1.8625614543097644
72,1.8040546351182214
73,1.7777787864394923
74,1.7804758159468037
75,1.839252323109435
76,1.7838985419756093
77,1.7772333758005914
78,1.7703131103773544
79,1.905761018343616
80,1.6913143832043063
81,1.7640950032345692
82,1.8662025614433275
83,1.7584905406813394
84,1.8084537589171272
85,1.7583843835109678
86,1.849967193227691
87,1.8154050609426093
88,1.781577700914114
89,1.8017098057099457
90,1.708728082745477
91,1.8164899150680238
92,1.8198700346030765
93,1.7748215173140125
94,1.754599475372513
95,1.7892000201421188
96,1.8954683243664963
97,1.6811709482516637
98,1.8284448693074247
99,1.8513262701324735
100,1.7850278654044804
101,1.8054146579638293
102,1.7794779373639096
103,1.7633756551011779
104,1.8096480318332588
105,1.7609020357431828
106,1.8192442285114132
107,1.8407911081169437
108,1.753880576494355
109,1.762774932437793
110,1.7493524145073303
111,1.7534472098299063
112,1.8055828837649295
113,1.7534561570997098
114,1.7421298302499846
115,1.7346215921729993
116,1.7476755252601397
117,1.7724084911699687
118,1.7750836938624512
119,1.787901780149371
120,1.8381092539083501
121,1.8036061325703372
122,1.7998458642543151
123,1.6996197386784657
124,1.84341985471255
125,1.720556317034174
126,1.744207231985375
127,1.7760524166958063
128,1.7851118314164292
129,1.8062503756611292
130,1.791470907196666
131,1.8034476253865328
132,1.7353161301210456
133,1.8012034726162878
134,1.7976954218414556
135,1.801727311042697
136,1.8207450045484326
137,1.8103570016795918
138,1.7489500120819765
139,1.8052496156180087
140,1.7381323678437937
141,1.690625864441623
142,1.749731111601984
143,1.7451616938837429
144,1.8744804546127178
145,1.7389627540003747
146,1.7944679323750385
147,1.6957933983170654
148,1.800650647215432
149,1.809419630081806
150,1.7939288914816227
151,1.8188951201402666
152,1.800666696068383
153,1.8038494442143418
154,1.7745220342732968
155,1.7414987947149807
156,1.763817478473713
157,1.7947183670887745
158,1.736393869125381
159,1.8172881223186266
160,1.7441178134383883
161,1.7455604755563556
162,1.7369552528768648
163,1.7292992621444867
164,1.660540478221756
165,1.7483920864505744
166,1.8211888326491963
167,1.737540294803876
168,1.7539615027610527
169,1.7358772989348537
170,1.7769684742519263
171,1.799869298961322
172,1.8268554848707779
173,1.7692269243652248
174,1.8215665669866286
175,1.7304296938818944
176,1.8256471482419605
177,1.7624533454366929
178,1.7247357816522957
179,1.7885688551783023
180,1.7492825218029853
181,1.7366876901831851
182,1.8079185933120712
183,1.8057686998438445
184,1.6802513213148764
185,1.7819089293033077
186,1.7247972137855843
