Time(Iteration),PHEMultiArmedBandit
0,0.35015347105583017
1,0.686093200646738
2,0.991565657139175
3,1.4776241291015983
4,1.8141080229415156
5,2.1826869262721824
6,2.634853462100838
7,3.0855283362014676
8,3.4417078527943765
9,3.840606215714954
10,4.093510171588951
11,4.517908675722958
12,5.070204173879393
13,5.4425933400063204
14,5.872577541093147
15,6.328330428827265
16,6.762673387383667
17,7.157583017944633
18,7.535545692933215
19,7.981393937819471
20,8.390631574292954
21,8.782479634614948
22,9.17610317214878
23,9.625976433725397
24,9.9851685756254
25,10.40050745960942
26,10.871412415147736
27,11.25594784012164
28,11.64721699888761
29,11.950994158160324
30,12.40177862543902
31,12.694862344539315
32,13.08280500727468
33,13.33863435443627
34,13.73252795220381
35,14.127201457692658
36,14.520443030059742
37,14.82068051878401
38,15.067745431424171
39,15.349782903402053
40,15.569497823749725
41,15.839387401274616
42,16.152635920138014
43,16.381262000702566
44,16.59614019176515
45,16.93542415847685
46,17.16417111161962
47,17.390615201638393
48,17.66291827116499
49,17.919305170591723
50,18.125426226818636
51,18.37806472968644
52,18.585612533596994
53,18.81070281968963
54,19.097194974751083
55,19.337961633426627
56,19.513846338112582
57,19.719879648930142
58,19.89205391851209
59,20.14650040053248
60,20.31585853931866
61,20.53962140424405
62,20.79840920335666
63,21.0241174512992
64,21.184335583545167
65,21.370705801578605
66,21.586227209627634
67,21.80029553138805
68,22.016219625970788
69,22.196752537573815
70,22.372896750239907
71,22.5410698901247
72,22.736794067874175
73,22.907701191455317
74,23.0748314639145
75,23.25949068754981
76,23.43398121625821
77,23.65315712411711
78,23.914270064243894
79,24.113736542655886
80,24.29613681760518
81,24.48891837926091
82,24.685548136583666
83,24.862186490918447
84,25.062953908045294
85,25.261275654061695
86,25.455267911631616
87,25.70093221917379
88,25.896689837099892
89,26.110556429958535
90,26.334269542678914
91,26.555606657989138
92,26.715824790235104
93,26.924876169094357
94,27.19932153958485
95,27.375959893919635
96,27.5476206671496
97,27.71180874247971
98,27.945824308578388
99,28.15124738009405
100,28.33586814238771
101,28.511752847073673
102,28.72180725460057
103,28.959413761431186
104,29.158742806687535
105,29.31809776609567
106,29.49076617734631
107,29.67102784363322
108,29.847389183200136
109,30.004873331749756
110,30.193190808652655
111,30.36567716188851
112,30.53467824520621
113,30.764897780414145
114,30.94499148944927
115,31.147801927495863
116,31.317238427088505
117,31.487459738712527
118,31.687064603249077
119,31.90439496859141
120,32.12425727754805
121,32.28260459893551
122,32.449734871394696
123,32.63291021596573
124,32.79810592931651
125,32.981640692783046
126,33.171817608521025
127,33.36852241369633
128,33.598382075573454
129,33.79078092054778
130,33.97621265029077
131,34.1594861300709
132,34.333976658779314
133,34.50846718748772
134,34.67868849911174
135,34.83804345851987
136,35.00242401620124
137,35.199993602514276
138,35.4242942665543
139,35.63032649574881
140,35.80054780737284
141,35.98041220566498
142,36.19629897102844
143,36.43264383845439
144,36.60081697833919
145,36.78741005035066
146,36.950927435194195
147,37.150708322456
148,37.366678329921356
149,37.57863242027744
150,37.81000337302002
151,37.97857669977482
152,38.19231015123225
153,38.35649822656236
154,38.57065309737988
155,38.7567028170874
156,38.95143763355695
157,39.135694106808195
158,39.31233246114298
159,39.47067978253044
160,39.63781005498963
161,39.806811138307324
162,40.00351410427028
163,40.16683900676256
164,40.363425938385205
165,40.554867247789204
166,40.7692557531156
167,40.99618796853956
168,41.16432587901942
169,41.34951293414288
170,41.50973106638885
171,41.705922493566604
172,41.89646748463996
173,42.09265891181772
174,42.26941653986356
175,42.438853039456205
176,42.63397772134456
177,42.84738168953066
178,43.02285487292945
179,43.234797222663495
180,43.40541276504084
181,43.591862671618365
182,43.76086375493607
183,43.92692264112468
184,44.108236917246856
185,44.28176850133533
186,44.44011582272279
187,44.619342911407834
188,44.79570425097475
189,44.9707737999913
190,45.16744613262232
191,45.35830043333293
192,45.53357768686822
193,45.69192500825568
194,45.8494091568053
195,46.014604870156084
196,46.172952191543544
197,46.35143531988651
198,46.614183948804495
199,46.7904722878727
200,46.96213306110267
201,47.14743872451234
202,47.31162679984245
203,47.486696348859
204,47.735309672561094
205,47.89466463196923
206,48.08843566699995
207,48.271058795927274
208,48.44150293354059
209,48.61591701423805
210,48.784918097555746
211,49.0021734697947
212,49.16930374225389
213,49.35279004401905
214,49.51905714364041
215,49.67654129219003
216,49.8398661946823
217,50.01647851216676
218,50.19049240599422
219,50.387292589343026
220,50.56317729402899
221,50.750550540730075
222,50.93290030529522
223,51.112480856759085
224,51.29300998206914
225,51.46014025452831
226,51.628278165008155
227,51.803558866055674
228,51.97400645118122
229,52.15335275236201
230,52.37405125831624
231,52.549331959363755
232,52.71869009814992
233,52.88682800862976
234,53.045175330017216
235,53.23873488999502
236,53.41890019937044
237,53.59291409319788
238,53.779279701878295
239,53.96144740842866
240,54.16154967142181
241,54.31903381997142
242,54.48530091959276
243,54.66204879711654
244,54.85694324220479
245,55.014427390754406
246,55.185042933131754
247,55.34856031797527
248,55.508778450221236
249,55.66626259877084
250,55.823746747320456
251,55.98980563350906
252,56.161284348724244
253,56.34051488492152
254,56.50073301716748
