Time(Iteration),TSLinearBanditTheta,zyt_TSLinearBanditTheta
177,0.4479632670104278,0.4675874236560598
178,0.4479620391581796,0.46758614175000907
179,0.4479495020652567,0.4675890778236476
180,0.44794572910439384,0.4675897029581968
181,0.4479472389911255,0.46758982350588274
182,0.44651403022142294,0.46758733455740026
183,0.4470522957669673,0.46759019628174353
184,0.44704852980660686,0.4675911814805218
185,0.44704664614261364,0.46758687766357115
186,0.44704075907204494,0.467585122973533
187,0.4470341908596135,0.46757898894199235
188,0.4470424461292287,0.46765456093507174
189,0.44704041478676243,0.4676095727468419
190,0.44704554805133484,0.4676103222169017
191,0.4470429978571303,0.46759650650754914
192,0.44705141748016,0.4675976551347577
193,0.4470503304164438,0.4675949773363527
194,0.4470541486485162,0.4675936915121043
195,0.4470650186520153,0.46759569787863214
196,0.44707182800809686,0.4676208650630122
197,0.4470842280917937,0.46762235097478133
198,0.44708936780912883,0.4676233410914897
199,0.44708028100674646,0.4676211546846778
200,0.4465618885478399,0.46760209040697254
201,0.44651589679564657,0.4676023681633608
202,0.44650930879674133,0.4675993885251759
203,0.4464995540370845,0.4675953700737464
204,0.44645905644096845,0.46760015778811653
205,0.4464612785122424,0.4676247604438262
206,0.44648465342254584,0.4677661886959862
207,0.44650403178324416,0.467745380755659
208,0.4465255982769838,0.4677461296169868
209,0.446520754453379,0.4677476432584555
210,0.44652400458774916,0.4677459240262379
211,0.4465361292654997,0.46776489245656583
212,0.44651920861596467,0.46776155982040796
213,0.4464994571541128,0.46776211681478763
214,0.4465043109510745,0.4677634290520044
215,0.44649659845925865,0.46776245972804126
216,0.44647815115689615,0.46775914915746314
217,0.4464792883563784,0.4677577660150143
218,0.446499959496097,0.4677488215045818
219,0.44646931332561807,0.467746468477827
220,0.446456287764106,0.4677480571179135
221,0.4464553002591008,0.4677462192585737
222,0.4464524877382158,0.4677440318842403
223,0.4464503314210136,0.4677453776769129
224,0.4464471820714729,0.4677451482955227
225,0.44644416498758616,0.4677490306883998
226,0.44644806179935886,0.46775056669054554
227,0.44645109233397295,0.46774856128984643
228,0.4464573236694706,0.46775341918009217
229,0.44691640503787944,0.4677530270549311
230,0.44691318268099317,0.467752068695715
231,0.4469097307233677,0.46775170968203783
232,0.4469083861639718,0.467740429147497
233,0.4469022991146243,0.467716391746246
234,0.44690180286435527,0.4677265204257831
235,0.4468997793304109,0.4677264131837475
236,0.44690161625187796,0.4677257878032176
237,0.44689860073968923,0.4677265103469675
238,0.44690243783021816,0.4677277037200044
239,0.4469084028305169,0.46772798249978376
240,0.4469078694970408,0.46773040945610617
241,0.4469131952019022,0.46773477877303415
242,0.44691426368497245,0.46773600649644054
243,0.4469082702473893,0.4677340817482893
244,0.44690303550187654,0.46773201338988224
245,0.44690110895628415,0.4677321319085931
246,0.44690238631326756,0.46773288291065696
247,0.4469016827918445,0.4677301874918244
248,0.4469026748319097,0.4677291087982372
249,0.44690595990958865,0.4677282497420462
250,0.4469016270034466,0.46772785419020596
251,0.4468987815058269,0.46772624266441765
252,0.4468984189799719,0.46772683352234423
253,0.4469048216586554,0.46772770760096904
254,0.4469025965013258,0.4677279097546087
255,0.4469032446729474,0.46772720627258185
256,0.4469051273051696,0.467728328057202
257,0.44690104351121784,0.46772969749505766
258,0.44690223990354794,0.467729329273498
259,0.44689466547177786,0.4677287265106552
260,0.44689348282322294,0.46772474565866606
261,0.4468905529005494,0.46771853715733736
262,0.44689194310734903,0.46771750867070516
263,0.44688907367769914,0.46771669594585513
264,0.4468882715880255,0.46771481331566395
265,0.4468849248017467,0.4677167148529871
266,0.4468845678674036,0.4677163729576603
267,0.44688394039258367,0.46771556275053683
268,0.44688380353255974,0.46771445561524744
269,0.44688396373083544,0.4677156964736643
270,0.4468834013947337,0.4677169741234133
271,0.4468844109127016,0.46771690043775777
272,0.4468833456631266,0.46770474940399753
273,0.44688408406976937,0.4677065011998477
274,0.44688591304149605,0.46772225209805357
275,0.4468857461223936,0.4677223153323995
276,0.4468865269784206,0.46772317656050744
277,0.4468856700632348,0.4677234367907436
278,0.44688402939678207,0.46772046160753905
279,0.44688384104493073,0.4677211760776386
280,0.4468837577422332,0.4677201045638073
281,0.4468863960477095,0.46772390450639856
282,0.4468863293347029,0.4677228655036824
283,0.4468878103336252,0.46772323236796154
284,0.44688606665448927,0.4677212145448265
285,0.44688761547985345,0.46772158108979267
286,0.4468867897405178,0.46771961465890266
287,0.4468845938605007,0.46771874785745293
288,0.4468859030474028,0.4677194048259895
289,0.4468871880006119,0.4677221396602883
290,0.44688800751356006,0.4677232471126585
291,0.44688660810600567,0.46772351368608217
292,0.4468855127894786,0.46771770941510615
293,0.4468852373268663,0.4677183214102204
294,0.44688619296299414,0.467719411844768
295,0.44688690778478224,0.46771931317395943
296,0.4468880604950843,0.46772034252620437
297,0.4468882876941945,0.4677206731522303
298,0.4468886884897028,0.4677254926021817
299,0.4468883129100871,0.46772488250579664
300,0.446887733804244,0.46772413127826507
301,0.4468884655669024,0.46772493296016754
302,0.4468857314381577,0.4677219778073264
303,0.44688639224532806,0.4677237943528386
304,0.44688567702857246,0.4677270652699749
305,0.44688565932198354,0.46772633227472643
306,0.44688714538858487,0.4677270411261956
307,0.44688565315172035,0.4677278433819165
308,0.44688594237563606,0.4677272073906081
309,0.4468874461016796,0.4677292473825757
310,0.4468883716986124,0.46772974386899235
311,0.4468912046648702,0.46773190287434857
312,0.4468910204323654,0.4677325608021031
313,0.44689207167173767,0.4677331609475287
314,0.4468927300534526,0.46773117291054717
315,0.4468956892861405,0.46773498464083796
316,0.44689669221429523,0.46773608077309337
317,0.4468963588774108,0.4677356588342911
318,0.44689673181823697,0.46773658064282086
319,0.4468983160745209,0.4677373807764241
320,0.4468970746241257,0.4677268135052766
321,0.4468981436614253,0.46772645979284067
322,0.4468981753121879,0.46772633808736497
323,0.44689773892066553,0.46772511122076177
324,0.44689693159120114,0.4677238719420257
325,0.44689576106722617,0.46772342082335683
326,0.44689630675616254,0.46772344199636634
327,0.4468963946167081,0.46772442667525704
328,0.44689382601077077,0.4677221760305493
329,0.44689412637534814,0.46772322631860697
330,0.4468937805240462,0.4677224197285157
331,0.4468940921880512,0.4677231435961692
332,0.4468933347759457,0.4677224711011744
333,0.44689388738900515,0.46772344398246873
334,0.44689529195115024,0.4677249753440509
335,0.4468951381303518,0.46772391859602613
336,0.44689367239038874,0.4677231301594061
337,0.44689538421878633,0.46772450325969056
338,0.44689653995173695,0.46772592695812004
339,0.44689773456202364,0.46772531112658083
340,0.4468974512859057,0.4677349176860798
341,0.4468952143809576,0.46774068269631464
342,0.4468946038293062,0.46773917955188704
343,0.44689246926753334,0.46774261875416306
344,0.44689065699384756,0.4677543748067204
345,0.4468895699413095,0.46775254658713894
346,0.44688997618530896,0.46775244607630295
347,0.44689200493816034,0.46775421317447535
348,0.4468916653008438,0.46775837714771357
349,0.4468916211447751,0.46775739254769083
350,0.4468906882557572,0.4677563590934676
351,0.4468907744945259,0.4677569631768389
352,0.44689120399886706,0.46775722030363764
353,0.4468903658701747,0.4677567191941427
354,0.44689131530694554,0.4677399341691045
355,0.44689123511962947,0.4677401536110903
356,0.44689160821360463,0.46774026055460166
357,0.4468919746286658,0.46773130775361027
358,0.44689265427968905,0.4677319191579703
359,0.4468935475030019,0.4677341032918081
360,0.44689458634352197,0.4677347647133946
361,0.44689405419076167,0.46773373776606475
362,0.44689218826606963,0.4677313265601275
363,0.44689127524983946,0.46773046361311954
364,0.4468918300669588,0.46773200088683364
365,0.44689177363564286,0.4677320590092525
366,0.44689229630767413,0.4677324582855669
367,0.44689205369636625,0.46773253087532174
368,0.446891702833914,0.46773035392663787
369,0.4468890137632098,0.4677281122408557
370,0.4468894065604597,0.4677275679931271
371,0.446888828386359,0.46772726610943804
372,0.4468883808719478,0.4677267934632227
373,0.44688830507024335,0.4677339133216096
374,0.446888169199549,0.46773376376817344
375,0.4468885478553736,0.4677339914951636
376,0.4468871935129458,0.46773274485208427
377,0.44688708893467083,0.46773246979287536
378,0.44688771050241594,0.4677329586466346
379,0.4468866149184745,0.4677315893821006
380,0.4468861726466972,0.4677310229149919
381,0.44688503785078615,0.46772921319352856
382,0.44688510766008244,0.46772913170383007
383,0.44688454696248303,0.46772835345496
384,0.44688400466579037,0.4677271507447925
385,0.4468844781049876,0.4677277766792158
386,0.44688387543172786,0.4677264189958835
387,0.44688298602411447,0.4677249075420452
388,0.446883042647674,0.46772435399529105
389,0.4468836876073796,0.4677247360027871
390,0.4468829477750889,0.46772520572624227
391,0.4468826266601439,0.46772523196092636
392,0.44688287210180133,0.4677262482812643
393,0.4468837009891341,0.4677194134391482
394,0.44688372362737894,0.46771971046709726
395,0.44688301073775333,0.46771896133731516
396,0.44688271990891415,0.46771851450334606
397,0.44688224730017473,0.4677178208221823
398,0.4468834703283172,0.46771966231100714
399,0.446883151634602,0.46771926828753524
400,0.4468823003732047,0.4677182731146791
401,0.44688195751162485,0.46771798297993633
402,0.4468819720334829,0.4677221460275597
403,0.44688217723960016,0.4677219312815371
404,0.44688270300813204,0.4677307455734513
405,0.4468829646311252,0.46773140659228457
406,0.4468830734651815,0.4677170389221591
407,0.4468823891228313,0.4677165213929598
408,0.4468831218486559,0.4677171448495508
409,0.4468831225809951,0.46771746191204516
410,0.4468826906095848,0.4677167100390732
411,0.4468825005483518,0.46771646172573317
412,0.4468827742876481,0.46771645364384984
413,0.4468830416366547,0.46771663740337105
414,0.4468829187955346,0.4677169174652496
415,0.44688220454460204,0.4677158536807009
416,0.4468824553356924,0.4677161663395708
417,0.4468823124021557,0.4677155937653512
418,0.44688134413934344,0.46771448197618587
419,0.4468813457560522,0.4677142745785486
420,0.4468809747362784,0.4677134533007692
421,0.4468816167702171,0.46771422884076114
422,0.4468812720138053,0.4677147625955606
423,0.4468801740573632,0.4677132273870937
424,0.4468800625939241,0.4677113776221965
425,0.44687964750269904,0.4677108349559119
426,0.4468791337741719,0.46769309496966216
427,0.44687930968062606,0.4676929671532374
428,0.44687873115810683,0.4676922011854563
429,0.44687860499842474,0.4676921250111632
430,0.44687779215907336,0.4676914605036632
431,0.4468776872646094,0.467691465823203
432,0.4468777905074431,0.4676912578430876
433,0.4468780376426695,0.46769150580516455
434,0.44687828928192797,0.46769186945310565
435,0.4468781611469619,0.4676918288530095
436,0.4468782542242501,0.46769196712295524
437,0.44687801712028435,0.4676918558582708
438,0.4468779104749257,0.4676917341410899
439,0.446878229704576,0.46769195873785535
440,0.44687789618072815,0.46769136053839955
441,0.4468786601356336,0.4676921414165817
442,0.4468783588095179,0.4676917071971016
443,0.44687897265147913,0.46769254201944366
444,0.4468790465148005,0.46769262163696046
445,0.44687911248422363,0.4676924192171107
446,0.4468791689465149,0.46769233656768644
447,0.4468788098492974,0.4676920887407208
448,0.4468779882713184,0.4676909579427674
449,0.4468774731866866,0.467690534749468
450,0.4468782690733586,0.46769113830494835
451,0.44687783755151306,0.4676906395396118
452,0.4468786227818648,0.46769154862574186
453,0.44687791946682776,0.467690707416745
454,0.4468779225075267,0.46769065656640396
455,0.44687840007217233,0.46769128796524734
456,0.44687806468478913,0.46769039327207984
457,0.44687750810756766,0.467689602384816
458,0.44687763556601556,0.46768932482516296
459,0.4468782339913166,0.4676902602635623
460,0.44687837917232925,0.4676904114282589
461,0.4468785481781926,0.46769055858025466
462,0.4468796116246234,0.46769113051308076
463,0.4468793923207294,0.46769093012563684
464,0.4468801119666897,0.46769129995383285
465,0.4468808191882226,0.4676918535805522
466,0.4468808950193969,0.4676918025846201
467,0.44688119162350004,0.467692477643385
468,0.4458882779230377,0.4676922776238042
469,0.445887917685558,0.46769183912246015
470,0.44588770561474067,0.46769113733963463
471,0.44588882938622687,0.4676919538430167
472,0.44588920941647026,0.46769259048222195
473,0.4458889781737586,0.4676921447918706
474,0.4458878301248661,0.46769126369099423
475,0.44588796634485295,0.4676913970005872
476,0.4458878550605916,0.4676912537306331
477,0.4458888208000168,0.46769198004598855
478,0.4458887172367733,0.46769180248780645
479,0.4458882632792981,0.4676912730671545
480,0.44588879872278786,0.46769163646540585
481,0.4458883655333006,0.4676915069412685
482,0.4458875366945563,0.46769086414370775
483,0.4458876820762735,0.46769108510907287
484,0.44588793001869326,0.4676911706492108
485,0.4458872567254331,0.46769066745188714
486,0.4458868014341986,0.46769011720638
487,0.4458866516618495,0.4676900810350714
488,0.44588709593862896,0.4676908460740565
489,0.44588813090570045,0.4676919639009206
490,0.44588792195813987,0.46768649701576237
491,0.44588788151942593,0.4676863810450679
492,0.44588794667988874,0.46768646304285666
493,0.44588808478949565,0.4676867309812519
494,0.4458885237987335,0.4676870013890559
495,0.4458879950411621,0.4676864790576096
496,0.44588842734865813,0.4676871954031556
497,0.44588898402611843,0.4676875458516198
498,0.445889679605148,0.4676884089472507
499,0.44588933240905104,0.4676881446558938
500,0.44589009804296936,0.4676889824626542
501,0.4458899216350122,0.467688722543096
502,0.44589014418576933,0.4676888519063162
503,0.445890565864024,0.4676892176993416
504,0.4458901595938062,0.46768896744158306
505,0.44588946871519886,0.4676882165418492
506,0.4458895369706262,0.46768827108874167
507,0.4458898509768896,0.4676886146731599
508,0.44588948817226165,0.46768827223602727
509,0.4458901653173105,0.4676888243923343
510,0.4458898243194085,0.46768839780479105
511,0.44588979072804313,0.4676883268401609
512,0.4458899128481715,0.4676884597296997
513,0.445889823063449,0.4676885531713536
514,0.4458899465522612,0.4676884535195266
515,0.4458895113744159,0.4676880292731457
516,0.4458885391197508,0.46768699791751905
517,0.44588800906288995,0.4676863364107121
518,0.4458883297715494,0.4676866939601266
519,0.4458886345865765,0.467687044053401
520,0.445889515716249,0.4676877412443619
521,0.4458902434795813,0.46768849190385015
522,0.44588978001795426,0.46768836304625927
523,0.445889926393627,0.467688501502335
524,0.4458902118408094,0.46768880332266194
525,0.44589052633978055,0.46768922143495495
526,0.44589061555256143,0.4676894493608398
527,0.4458906167043487,0.4676894701387392
528,0.4458907021073742,0.4676894915676636
529,0.44589069148933397,0.46768973317991114
530,0.4458906062600715,0.4676896263753677
531,0.44589076654515625,0.467689501960486
532,0.44589051066296914,0.467689201448567
533,0.4458910176841918,0.46768988768575176
534,0.44589142948146454,0.46769021868152355
535,0.44589134111034856,0.46768980361761026
536,0.44589094765836074,0.46768946053051996
537,0.44589107854879034,0.46768935380450305
538,0.4458910730626523,0.4676892184927029
539,0.4458912223132579,0.46768928715251495
540,0.44589140886692213,0.46768943519740125
541,0.445892077430341,0.4676901051219797
542,0.4458920302724129,0.4676899475112034
543,0.44589270333141007,0.4676903332554903
544,0.445892729146167,0.46769057376309187
545,0.44589315971538096,0.4676909086739073
546,0.4458936306052575,0.467691561741525
547,0.44589393720393067,0.467692057185349
548,0.4458941714916141,0.46769199461584626
549,0.4458938017505056,0.46769189058867927
550,0.44589299635836877,0.467690679039369
551,0.4458925291147667,0.4676901516492881
552,0.44589295866674067,0.4676905714270626
553,0.4458927482292284,0.4676906366753914
554,0.44607220521852325,0.46769113600323176
555,0.4460727690185501,0.46769168980061193
556,0.4460726336441163,0.4676914203934145
557,0.4460730634577928,0.46769210079491275
558,0.4460730113726915,0.46769196234631966
559,0.4460728238393467,0.4676917814589835
560,0.44607257856416,0.46769143494608467
561,0.44607274278225956,0.4676916713313718
562,0.44607260999235165,0.46769129775603435
563,0.44607274913896927,0.46769119471509846
564,0.44607218361067946,0.4676904398174452
565,0.44607197268013304,0.46769028538199714
566,0.4460718466178009,0.46769027324205503
567,0.4460721219791058,0.46769061842351023
568,0.44607274732550495,0.4676912074579591
569,0.4460730236419681,0.467691323196763
570,0.4460724499476173,0.46769073988725723
571,0.4460730950360311,0.46769155494545833
572,0.44607264301071703,0.46769114784565985
573,0.44607261922228175,0.46769121304761196
574,0.44607276601795176,0.46769144356490616
575,0.44607300441314657,0.4676917541015019
576,0.44607359330971086,0.46769245457465053
577,0.4460745564741183,0.4676933854300599
578,0.44607419954816024,0.46769297017533784
579,0.4460743426970257,0.4676931362945832
580,0.4460746396325314,0.46769335822247016
581,0.44607418676038463,0.46769281440931715
582,0.4460738436196593,0.4676922826478259
583,0.44607390306093464,0.4676922407823243
584,0.4460738166917416,0.4676922727011492
585,0.44607232995638607,0.4676907260802124
586,0.44607158822763865,0.4676898843065058
587,0.4460708399611731,0.46768912597527795
588,0.44607040866589837,0.46768837232690286
589,0.44607024990196364,0.4676880372965463
590,0.446069829482426,0.46768770149994243
591,0.446069657900994,0.4676877077944252
592,0.446069003848527,0.46768717663033793
593,0.44606916122581025,0.46768755087742997
594,0.4460685671053145,0.46768696329363896
595,0.4460681121923347,0.4676863201917021
596,0.44606808781749085,0.4676863821040135
597,0.4460684186131759,0.4676868411692519
598,0.446068175255116,0.4676864264548738
599,0.4460681416389417,0.46768642328053306
600,0.446067958523812,0.46768623547076116
601,0.4460676587177403,0.46768597453758387
602,0.44606732726439074,0.46768572311775036
603,0.4460670827161645,0.46768536662845184
604,0.4460667100408077,0.4676848462685935
605,0.4460665527416866,0.46768451966596675
606,0.4460661249651192,0.46768402388876307
607,0.44606619315932683,0.46768397631671255
608,0.4460665761790879,0.46768417441911997
609,0.44606666580900345,0.4676841979529069
610,0.44606731389708915,0.46768130632401617
611,0.4460678433771066,0.4676817244808584
612,0.4460681605415808,0.467682032689473
613,0.4460683570038005,0.46768209382185716
614,0.44606849105800545,0.4676818654861388
615,0.44606848652260067,0.4676820080564023
616,0.4460682349767328,0.4676818003230162
617,0.446067754542105,0.4676813795744792
618,0.4460679443700015,0.46768148088780626
619,0.44606770948808794,0.46768117287704375
620,0.44606821395846563,0.4676816268017877
621,0.4460684549251826,0.4676820128029143
622,0.44606814803225603,0.46768162388986634
623,0.4460677171739592,0.46768102874366235
624,0.4460680577520238,0.46768114520020826
625,0.44606896624470604,0.4676820260064346
626,0.44606921313159653,0.46768219906161923
627,0.44606987339564286,0.46768301233417525
628,0.4460695839460843,0.4676828319258591
629,0.44606968645921385,0.4676829193514934
630,0.44606909769241393,0.4676823877193382
631,0.4460689972395587,0.467682339104358
632,0.4460688171532273,0.46768213509920303
633,0.44606934626670364,0.4676827656688327
634,0.4460689926513802,0.467682451569451
635,0.44606895375654687,0.4676825781742542
636,0.44606858376124237,0.46768239124324457
637,0.4460686909168481,0.46768258365731075
638,0.4460684288551696,0.46768205028652965
639,0.446067681169661,0.46768109126697743
640,0.44606761915649845,0.4676810346630839
641,0.44606775572027946,0.467681312288286
642,0.4460675915950055,0.4676813701510828
643,0.4460675225823806,0.46768121643635086
644,0.4460672145572232,0.4676807658334785
645,0.4460678079670458,0.46768125599319654
646,0.4460680310493421,0.46768144960570296
647,0.4460683948216516,0.4676817186536626
648,0.44606840197648445,0.4676818923451104
649,0.4460679247785911,0.46768150493777305
650,0.44606785958576217,0.4676815069250531
651,0.44606830748550114,0.46768197873952155
652,0.44606866265231143,0.4676821821435996
653,0.4460689798304574,0.4676825070114631
654,0.446068794811154,0.46768248777836
655,0.4460690784016311,0.46768272940637684
656,0.4460684680005472,0.4676820148581351
657,0.4460686498146945,0.4676825075216245
658,0.44606915967579364,0.4676828393598217
659,0.4460694531931904,0.4676831439627235
660,0.44606912905155094,0.4676827881491145
661,0.44606891640631313,0.4676824532327976
662,0.44606927663797613,0.4676830217761487
663,0.4460688034576504,0.46768244176312024
664,0.4460690613564391,0.46768296031307954
665,0.4460695413366488,0.4676835034197011
666,0.44606946481856136,0.46768348725951825
667,0.44606890491762724,0.4676830901474854
668,0.44606846215461127,0.46768258373063387
669,0.44606807526956904,0.4676823082368835
670,0.44606817756836054,0.4676822878379367
671,0.44606806971154683,0.46768210581899466
672,0.44606762024339436,0.467681536023699
673,0.4460675314045138,0.4676814420996987
674,0.44606742600445076,0.4676814190296761
675,0.4460676948174099,0.4676816419427138
676,0.44606724070181886,0.4676812310957293
677,0.4460674277868987,0.46768131600863755
678,0.4460680098573227,0.4676817810450822
679,0.44606765353978534,0.46768158810513294
680,0.44606725157167243,0.4676811673523784
681,0.4460673111834533,0.4676812431709273
682,0.44606666542041057,0.46768083356509205
683,0.44606621990388495,0.46768037575378196
684,0.4460665063696223,0.4676807246404241
685,0.4460662693060889,0.4676805891664081
686,0.44606632122969014,0.4676807047251785
687,0.4460665331010148,0.4676808732111897
688,0.44606620590797447,0.4676805733166062
689,0.4460665516075755,0.467680848673666
690,0.4460661388616961,0.4676804969950715
691,0.44606612197102996,0.4676805441447275
692,0.44606630404299147,0.46768057259381796
693,0.446066288554732,0.4676804783105418
694,0.446066563685632,0.46768049998232514
695,0.44606711722411607,0.4676812843890983
696,0.446066938994646,0.467681162081358
697,0.4460669050939635,0.4676809869001307
698,0.44606680905291646,0.46768084340408655
699,0.4460664263627412,0.46768046187026047
