Time(Iteration),PHELinearBandit
0,0.3934085269017085
1,0.9606288481230468
2,1.3761946283520903
3,1.7730313832012516
4,2.204796256519536
5,2.7084275383823817
6,3.0110735619484013
7,3.3640591907633444
8,3.7016900426292034
9,4.067994927180432
10,4.51302192325944
11,4.853767076576114
12,5.273245633453685
13,5.57409681930786
14,5.9379748579546705
15,6.311087048482584
16,6.746714260448347
17,7.187209211354568
18,7.562653534414314
19,7.81832978420924
20,8.001968166063385
21,8.382737769748156
22,8.843939465244143
23,9.35559952805119
24,9.718248797154441
25,9.859381270899236
26,10.038896955330726
27,10.270227542521832
28,10.513052781021631
29,10.74005952063716
30,10.982262255924983
31,11.104722782035868
32,11.310860132273032
33,11.577071858499954
34,11.75781169086284
35,11.946171038749915
36,12.184864284703755
37,12.430619671140096
38,12.60173319000887
39,12.852452262449617
40,13.166050915249325
41,13.42730160402851
42,13.693867451002026
43,13.941833862523177
44,14.164302758060817
45,14.409856534696681
46,14.690957271108733
47,14.949014472785919
48,15.277057430755809
49,15.440867650229174
50,15.721765840140923
51,15.913450805088555
52,16.25166989433097
53,16.54633488796318
54,16.880191624495495
55,17.021441594521647
56,17.286499029233358
57,17.664067066290805
58,18.07208275845847
59,18.354307258825493
60,18.635875660446995
61,18.937519506663044
62,19.248680768825597
63,19.536882631556097
64,19.789615466631016
65,20.15921213851005
66,20.475800694277503
67,20.698722400691725
68,20.97115602982878
69,21.357956654186466
70,21.673242749600746
71,22.07337867436583
72,22.427441890455512
73,22.651581718835637
74,23.02224300531592
75,23.302540732830913
76,23.604038534602587
77,23.885582877754647
78,24.138498802846005
79,24.411355950837233
80,24.65641261442547
81,25.039110631117182
82,25.208021699887137
83,25.536245095008972
84,25.779055810185724
85,26.027558274648435
86,26.3435360749327
87,26.60934170257362
88,26.853050757648923
89,27.09268790165195
90,27.381574368688707
91,27.701243753057838
92,28.0472424917212
93,28.306957093619513
94,28.545230245690668
95,28.842741486553916
96,29.08646799332646
97,29.419323515710232
98,29.75459853705638
99,30.064436501621223
100,30.414140541175136
101,30.64134787811413
102,30.901417602607403
103,31.19349379160902
104,31.5376930869009
105,31.79294063919386
106,32.07638442270223
107,32.31634583262967
108,32.605935974113784
109,32.834824961538686
110,33.12991826554257
111,33.417815245772815
112,33.75577405753809
113,33.90249170013099
114,34.06046607732971
115,34.35530677973784
116,34.54909173422884
117,34.8824833090292
118,35.032837695411374
119,35.228639955640006
120,35.44699190488552
121,35.868684546109854
122,36.23508592628982
123,36.453560972695314
124,36.68836756069245
125,37.02632888907964
126,37.2698351802941
127,37.472960183068764
128,37.76226884258491
129,38.12638689137414
130,38.355516602860504
131,38.5804718358312
132,38.8805328717407
133,39.09160059082377
134,39.354879739059164
135,39.55579083264399
136,39.98499132172744
137,40.141772983002326
138,40.49085142836614
139,40.69229831061811
140,41.033947729291725
141,41.254850010558144
142,41.515982496960945
143,41.86150024950491
144,42.17659518667361
145,42.61649800513292
146,42.87485461288699
147,43.11138483997167
148,43.26348167416381
149,43.36883944518423
150,43.69071021232244
151,43.89864958959872
152,44.111518451895805
153,44.41147234877234
154,44.569921733715205
155,44.892143791859596
156,45.03278405184645
157,45.15093105473144
158,45.31077856054823
159,45.60675566967815
160,45.786080545656134
161,46.03874090400595
162,46.276947794499826
163,46.486298135418444
164,46.66295092129475
165,46.74439431834
166,46.97982709867766
167,47.27904129930205
168,47.44987812865547
169,47.739081496753755
170,47.89098448731515
171,48.08555109695091
172,48.3227744950988
173,48.677936456897
174,48.89298603677478
175,49.10493878532357
176,49.424739435165165
177,49.714338222566504
178,49.91221532466365
179,50.196095900384464
180,50.43543210924722
181,50.62029367786726
182,50.84318998918471
183,51.190632960978014
184,51.37287052094989
185,51.55008726892714
186,51.750756423395
187,51.92509736091097
188,52.12866172232981
189,52.327686514362554
190,52.66498823385994
191,52.92022137535192
192,53.15386673072434
193,53.39738098997452
194,53.57998226302459
195,53.76666688793556
196,54.07109402153403
197,54.30551406513091
198,54.59204315760347
199,54.71565452662058
200,55.067505191674016
201,55.347036247788175
202,55.5831526154462
203,55.768361665545044
204,55.951408230525864
205,56.2743132228897
206,56.54706627289697
207,56.768896102411546
208,57.03943565179067
209,57.2583297982379
210,57.586901358844486
211,57.80802501719527
212,58.03591575594335
213,58.170291822418676
214,58.43893329680709
215,58.63959019001821
216,58.865290138781674
217,59.09674633605906
218,59.288963592044205
219,59.633007805587326
220,59.780235202977146
221,60.08444048672369
222,60.31197478967897
223,60.50612380433804
224,60.72651283059313
225,60.7647051962707
226,60.95936171364458
227,61.2299928335688
228,61.488714663154965
229,61.616508624146334
230,61.85349986156372
231,61.974080411677505
232,62.421433422859124
233,62.574219885773935
234,62.77637904978142
235,62.9461586627394
236,63.142215119946954
237,63.25114846794513
238,63.45594691820863
239,63.662387634608024
240,63.968215625912435
241,64.02674707953481
242,64.29800541156519
243,64.42106396031359
244,64.60186371728028
245,64.75279645489229
246,65.01477069001086
247,65.23466541603827
248,65.43939577867675
249,65.66331529786615
250,65.88319468585652
251,66.0693371763126
252,66.29469600519818
253,66.5129558536692
254,66.63679704876473
255,66.84467321471244
256,67.04043224274548
257,67.15643212772113
258,67.374666867094
259,67.52675189398391
260,67.85925945457589
261,68.139672715634
262,68.3837713047042
263,68.67295246030105
264,68.79284581278858
265,68.93877067865165
266,69.22023264046653
267,69.40733504127266
268,69.53628706925363
269,69.66031986516953
270,69.80312446002361
271,70.13096023425712
272,70.31422392228458
273,70.4854543464259
274,70.65973279714771
275,70.77395575589247
276,70.96113812350833
277,71.07142642217042
278,71.18895169324138
279,71.35125819224989
280,71.5531518812173
281,71.76770266252714
282,71.8793242904853
283,72.15103622794834
284,72.25163861172899
285,72.32495245209199
286,72.62398988784219
287,72.79162413492293
288,73.06988149899173
289,73.28741632115144
290,73.41265288007762
291,73.67356722922388
292,73.80718451578348
293,74.02033274031956
294,74.24531292775097
295,74.54298241387163
296,74.78950474514372
297,74.99083337408518
298,75.24765793388443
299,75.42114019263788
300,75.59653845329001
301,75.7071958559937
302,75.93040529498437
303,76.18923698221161
304,76.3053331315613
305,76.61899973214415
306,76.83003023287142
307,77.05415969813853
308,77.24780061012203
309,77.40040599709144
310,77.5481336528351
311,77.72706032720556
312,77.92061744527572
313,78.05854325107684
314,78.22171006122363
315,78.4287600838999
316,78.68967808690232
317,78.79086279324214
318,78.93143915749906
319,79.15556932307145
320,79.3060858846565
321,79.51522691550815
322,79.6984576993676
323,79.86129596549412
324,80.05115766880598
325,80.26643471106239
326,80.39557369323055
327,80.62769068772329
328,80.84081973961568
329,81.04088437929678
330,81.21707528712797
331,81.3505182703648
332,81.46626261495601
333,81.5972090062768
334,81.72030357205283
335,81.87716769148419
336,82.12583526409631
337,82.35693485269269
338,82.60269802463826
339,82.92232102564944
340,83.04758520051963
341,83.31729254237281
342,83.4729095857606
343,83.69309653013829
344,84.02359473180275
345,84.19253439853455
346,84.3355584591462
347,84.48260070909544
348,84.63169728708786
349,84.76842136438749
350,84.91728300633032
351,85.10937031558827
352,85.24253739518284
353,85.49084564228916
354,85.57892057024108
355,85.73368590309893
356,85.91992636173225
357,86.15020705234227
358,86.29263006337993
359,86.46887457365165
360,86.6018426374194
361,86.74498604467962
362,86.84755119201029
363,86.93704445900624
364,87.06231932351736
365,87.22791883726399
366,87.32160445011569
367,87.48988578640787
368,87.70911017254569
369,87.95729919321019
370,88.16670099657958
371,88.40453102019427
372,88.54392621100239
373,88.59844452788833
374,88.80164705725053
375,89.00028411870791
376,89.18467617466204
377,89.29416812620705
378,89.47984219188912
379,89.5851760526879
380,89.77701773184859
381,89.97383807255518
382,90.15509937030275
383,90.28578655683036
384,90.4175987780116
385,90.57729688313823
386,90.77488416964061
387,90.90246471926682
388,91.05154522935328
389,91.17073161886069
390,91.37169698116995
391,91.43133949750083
392,91.61350408374665
393,91.82085623124506
394,91.96527125784345
395,92.13253341461515
396,92.31284139624057
397,92.51425715408116
398,92.69431435766134
399,92.81912418608567
400,93.02354339932062
401,93.12304807991882
402,93.21860151335376
403,93.41587854589997
404,93.48521989548072
405,93.61861144139961
406,93.76248812975174
407,93.93532318528483
408,93.9909521989002
409,94.04911815795649
410,94.17174916726671
411,94.2654030356276
412,94.32812817508419
413,94.36666085464003
414,94.4412830901241
415,94.60907874546653
416,94.69995164530026
417,94.79501415986843
418,94.95307619940522
419,95.09590394776075
420,95.26853566203135
421,95.40706520108637
422,95.48611093640238
423,95.63359512905495
424,95.68594360776679
425,95.855422449722
426,95.99791148360768
427,96.25541550445023
428,96.40884551202285
429,96.60102060589055
430,96.94038529850079
431,97.03640976057326
432,97.19627195627575
433,97.3013157122798
434,97.43597733111366
435,97.61610144758279
436,97.7447176958923
437,97.91896719272265
438,98.04979811214972
439,98.14513896053576
440,98.32285857356314
441,98.42831261038133
442,98.52711876101834
443,98.7057508934906
444,98.82081024121142
445,98.93181789157092
446,99.13045526014471
447,99.26255175911955
448,99.4041798001186
449,99.50797909043519
450,99.60676104443249
451,99.74423546929512
452,100.00594094536977
453,100.17463024094158
454,100.2687249324093
455,100.33335018096385
456,100.5202942389676
457,100.69078441373148
458,100.73364847932234
459,100.89815770192827
460,101.0161578007475
461,101.20618736780153
462,101.4164498608751
463,101.6360593632809
464,101.70936402452652
465,101.85461343593589
466,102.11654281696408
467,102.2990021820946
468,102.4799271672138
469,102.57847961811879
470,102.69057458961868
471,102.77292512470251
472,102.86511691034964
473,102.99495561165584
474,103.08193457566215
475,103.2213554221347
476,103.4024136547384
477,103.60692580450434
478,103.7518023534041
479,103.81225740785153
480,103.97762688817758
481,104.14232445658732
482,104.19000454172117
483,104.31107411829964
484,104.44976183923843
485,104.52098634224885
486,104.6128437066117
487,104.75791885547218
488,104.84319093999495
489,105.05770153082895
490,105.17192506588783
491,105.44509879834212
492,105.53983713525255
493,105.70018261856167
