Time(Iteration),UCBLinearBandit
0,0.25707739994102247
1,0.5353442896539595
2,0.8559819368928286
3,1.111374138326726
4,1.3235250605956819
5,1.4661874882364527
6,1.6797355892447552
7,1.9963521977720464
8,2.2253513114278136
9,2.4303557500660338
10,2.665816665487712
11,2.918358183390483
12,3.1763730619021597
13,3.481609029382876
14,3.7718634415395806
15,4.002068724902786
16,4.277751601731915
17,4.597848193194762
18,4.815896878357342
19,5.10402298094005
20,5.397958447007499
21,5.630427958526183
22,5.984738918076267
23,6.344966845164861
24,6.666456184349324
25,6.755743712553057
26,6.869042802161147
27,6.93592651379705
28,7.040001507161176
29,7.13015432483662
30,7.282231086534165
31,7.401350729277807
32,7.522504581346267
33,7.612393007779874
34,7.755519760492042
35,7.87315911563271
36,7.982143489691049
37,8.071688546529737
38,8.125455380008038
39,8.288909843105884
40,8.355313937614245
41,8.467336008829317
42,8.537488670097499
43,8.639572078101285
44,8.738829995132125
45,8.92253781785192
46,8.95127436168342
47,9.033037437050154
48,9.15625886042389
49,9.265809645129334
50,9.30837791576867
51,9.41117614072334
52,9.551442540388226
53,9.615410808018936
54,9.726465916488063
55,9.823373562968042
56,9.883118926274566
57,10.001375312150847
58,10.08029090849578
59,10.141085915052477
60,10.197310134342072
61,10.259213387172995
62,10.320864778443333
63,10.38381204299253
64,10.437979551163677
65,10.497605319665642
66,10.566902186112078
67,10.741599230980512
68,10.768225321587959
69,10.847787038740343
70,10.927684595039546
71,11.038932304614603
72,11.083078239070556
73,11.186677823217618
74,11.265763060772006
75,11.34861750612302
76,11.414405454945445
77,11.472511462352454
78,11.5333656296098
79,11.607344352612923
80,11.65379990105027
81,11.67712943910045
82,11.714757927257565
83,11.76271383162324
84,11.802473433699406
85,11.869700289531087
86,11.908916124821749
87,11.938650002932217
88,11.972683145425332
89,12.136436706933434
90,12.224123816929163
91,12.262871044784859
92,12.352500803940117
93,12.45226499976131
94,12.526267901715718
95,12.587350931260037
96,12.676364553878516
97,12.711691136914798
98,12.805800024295687
99,12.869729313651238
100,12.989102213094611
101,13.066243171331791
102,13.163133298220306
103,13.245816218615577
104,13.282267154247553
105,13.380857478505309
106,13.410702095477927
107,13.477453820363317
108,13.519200271512492
109,13.54296319974748
110,13.563474386529709
111,13.757922624444163
112,13.817671151369584
113,13.855252678519241
114,13.89258181681571
115,13.932583835963843
116,13.958475708915518
117,13.96835979399865
118,14.014330568819284
119,14.060373675874558
120,14.113079095212717
121,14.128517490163304
122,14.14657552610689
123,14.17367948998572
124,14.218399055459514
125,14.240579857288543
126,14.26524545493633
127,14.29638113432451
128,14.353982748271159
129,14.472132729567615
130,14.526002075400765
131,14.58073850120787
132,14.640309269322747
133,14.705027288139224
134,14.771023176075499
135,14.798541420119232
136,14.88821312862223
137,14.940518820585226
138,14.95079212246805
139,14.962268241795751
140,15.017409889960806
141,15.034493001127847
142,15.0586425369148
143,15.101676792524975
144,15.132734506453204
145,15.176631530703471
146,15.233905017491384
147,15.264434474984252
148,15.306047664973608
149,15.325699974525588
150,15.3498349977957
151,15.407308397866831
152,15.48857674198807
153,15.53621422922368
154,15.576562382962825
155,15.606567465671853
156,15.647662565513045
157,15.699258832693076
158,15.739286635111393
159,15.78528251121855
160,15.825206486630075
161,15.866069619776976
162,15.920508027962152
163,15.964535542553529
164,15.966970124368524
165,16.063558779672725
166,16.113300735390606
167,16.178138512567934
168,16.275485159360482
169,16.339083097516113
170,16.377661007209177
171,16.41470850427121
172,16.48082373424342
173,16.523826885772543
174,16.566043743193497
175,16.61276063489917
176,16.70611044663159
177,16.74407778007764
178,16.812193090791705
179,16.859314259426707
180,16.867364333224053
181,16.908431001475602
182,16.93099087060543
183,16.960760989714895
184,16.980579650549778
185,17.058317194073545
186,17.115587975959983
187,17.15216631698234
188,17.181719084921777
189,17.214567561861195
190,17.236305394091158
191,17.248914280914992
192,17.25561473207805
193,17.257885808802715
194,17.290741690182063
195,17.312045039741488
196,17.32508332829154
197,17.340197939449986
198,17.379939892300374
199,17.447669708034393
200,17.468336745177577
201,17.491302573255556
202,17.52010254196602
203,17.544780065595354
204,17.579176828687913
205,17.598835048567736
206,17.625758389495378
207,17.65561085842415
208,17.6863177228445
209,17.72581564031642
210,17.765138230164734
211,17.78242262311037
212,17.880930240327984
213,17.902083809480885
214,17.92048810016936
215,17.93281565696389
216,17.962085993138132
217,17.973837982510208
218,17.98808350362821
219,17.992584522146927
220,17.997085540665644
221,18.022213667650913
222,18.079111815735168
223,18.134410080213407
224,18.136916306108724
225,18.15986409776775
226,18.168253815000362
227,18.200567672445487
228,18.22768792523785
229,18.25039956604419
230,18.280112910868002
231,18.308579498646786
232,18.351717422480572
233,18.437032528014573
234,18.493467557276773
235,18.534320930346396
236,18.543961261277154
237,18.573031030261507
238,18.59045304615218
239,18.625920384616588
240,18.64638889266468
241,18.654198771363337
242,18.691269265218995
243,18.69370384703399
244,18.703348678828625
245,18.753700959488306
246,18.766455057369974
247,18.787985507070918
248,18.822758005454947
249,18.881014793364947
250,18.89684150519694
251,18.928195949639875
252,18.936843718852955
253,18.953496471428327
254,18.96712192355066
255,18.97273741553301
256,18.979250789885832
257,19.04438473656862
258,19.060360125675878
259,19.118938182242246
260,19.126323855059248
261,19.14306249387371
262,19.157604332161952
263,19.17451144177513
264,19.18073520691108
265,19.190949124461078
266,19.214694792034642
267,19.220473789107324
268,19.23821793434546
269,19.26424737222848
270,19.288284073141572
271,19.29881796840007
272,19.31245817527033
273,19.32809317476399
274,19.36765601952418
275,19.381061077223787
276,19.39996187569426
277,19.417964791794265
278,19.431369849493873
279,19.444774907193484
280,19.462957132847805
281,19.494228086933266
282,19.51983084197573
283,19.530901698007884
284,19.5548102898495
285,19.599371863076488
286,19.60380123751488
287,19.606910503601917
288,19.612454351503946
289,19.659454766863554
290,19.663003822142183
291,19.673194359014577
292,19.679636089287072
293,19.700379114152053
294,19.714171724716316
295,19.751485655249386
296,19.778564634758148
297,19.82819485587776
298,19.853449425469197
299,19.855884007284192
300,19.878477647012634
301,19.882719944640787
302,19.92057272823585
303,19.93140824405505
304,19.966056381469862
305,19.98477012719023
306,20.038794989955065
307,20.06144192415274
308,20.073842592759558
309,20.07407774193021
310,20.108673112207747
311,20.13011920591979
312,20.139999186885078
313,20.198091174568045
314,20.25120248638232
315,20.30300827344435
316,20.329126779479637
317,20.355967627908278
318,20.390906990770063
319,20.466906096867387
320,20.49409830945449
321,20.530583231358257
322,20.54926919470261
323,20.588364000836016
324,20.59149182500053
325,20.61025459056255
326,20.649570246242632
327,20.675335552467
328,20.689760156544125
329,20.70418476062125
330,20.718844513869023
331,20.733269117946147
332,20.745940092126908
333,20.767922278887077
334,20.78082840223849
335,20.792550208118747
336,20.8126192712825
337,20.83819533348131
338,20.86855913082357
339,20.91330760383334
340,20.957862424386565
341,20.98582089935477
342,21.00870821288098
343,21.024512900797795
344,21.035535493427236
345,21.046558086056674
346,21.074639153609716
347,21.105824441321754
348,21.111151698130616
349,21.12564022233778
350,21.148334320072056
351,21.162513905063044
352,21.1718174220031
353,21.18860235408048
354,21.205397823539762
355,21.22063903034381
356,21.22374829643085
357,21.22374829643085
358,21.23034151462189
359,21.23233630724529
360,21.280797708451836
361,21.306068985667654
362,21.317555642377258
363,21.321832049107222
364,21.32410312583189
365,21.326374202556554
366,21.33352083520159
367,21.3484213628303
368,21.353882087031426
369,21.378171065405432
370,21.39502080979414
371,21.40737698805199
372,21.44632379880865
373,21.46984178685953
374,21.474481625162614
375,21.492657995529594
376,21.49729783383268
377,21.510257349650995
378,21.518609681266675
379,21.533112994639303
380,21.559231655152324
381,21.586348626187572
382,21.596663096326203
383,21.614191920562323
384,21.63009054708636
385,21.64594719370771
386,21.683116353293112
387,21.70040592853318
388,21.760038310854014
389,21.798333718209747
390,21.841721171358856
391,21.881955392255314
392,21.904078902479245
393,21.925304732284726
394,21.976921060714396
395,22.03143903094294
