Time(Iteration),EpsilonGreedyMultiArmedBandit,UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.35409259221942946,0.36957667099904573,0.366996425291487,0.36957667099904573
1,0.7230561345979001,0.7848464771644423,0.7010021032928646,0.7848464771644423
2,0.9850957544900141,1.12577952455146,1.0462330134444482,1.12577952455146
3,1.2795777282223544,1.4376093464481818,1.4378498540594002,1.4376093464481818
4,1.550435547021467,1.7249200158517737,1.7312312056632588,1.7249200158517737
5,1.7584621310516528,2.1625827129823882,2.045901563949097,2.1625827129823882
6,1.9954552900421985,2.4913809653011936,2.383970667952548,2.4913809653011936
7,2.2240532576260525,2.886594291137839,2.747229069200813,2.886594291137839
8,2.4600241113613626,3.2173989193485197,3.0978833137205495,3.2173989193485197
9,2.724313848720827,3.555165935887607,3.565303652712326,3.555165935887607
10,2.953164302142586,3.923284875156024,3.888349382729659,3.923284875156024
11,3.1501982478116393,4.293985879251915,4.208896899361578,4.293985879251915
12,3.336131664914695,4.680412380462273,4.558393033358806,4.680412380462273
13,3.4885781074162,5.050905259744437,4.895488787626284,5.050905259744437
14,3.657201408016845,5.3810737987826425,5.273258695006461,5.3810737987826425
15,3.84680180360195,5.887304286323116,5.7436133385573855,5.887304286323116
16,4.032035827134878,6.251463226019626,6.057038958593478,6.251463226019626
17,4.2744373711434855,6.700266275657076,6.401599924689211,6.700266275657076
18,4.613732761589631,7.059851541124452,6.640159295143235,7.059851541124452
19,4.85922089005466,7.408682341982977,6.966395420834059,7.408682341982977
20,5.048200086928102,7.761886955419408,7.2926326346498955,7.761886955419408
21,5.212440310728829,8.031193654949828,7.681617043020621,8.031193654949828
22,5.320199495539261,8.427133619665016,8.056674892116343,8.427133619665016
23,5.490773182801106,8.72762767566074,8.516216218897203,8.72762767566074
24,5.812715536252596,9.165041873628807,8.932882276872784,9.165041873628807
25,5.9997953943398254,9.18515297379347,9.309920200748632,9.524593839182641
26,6.1190864758251635,9.263713431780495,9.641047339556607,9.813398758043569
27,6.231761478085441,9.391993942141806,9.938675113986202,10.075459450263745
28,6.516214241261148,9.599900576095262,10.349707756511549,10.436830978704618
29,6.729993008770319,9.813817086144345,10.732261869710202,10.711638570898739
30,6.885410053351019,10.086549113092342,11.165576479007727,11.076426556413773
31,7.034307843347348,10.332081651606211,11.584534372749902,11.362977076736232
32,7.162954041500745,10.588413373135003,11.87956928730166,11.616800399904486
33,7.436076673056512,10.830919586835936,12.333799937745885,11.944469809287948
34,7.601316297725536,11.1056111750572,12.64754524035046,12.226841115920553
35,7.831562777661377,11.404649463849482,13.025553236570213,12.507576197984443
36,7.952464754480163,11.692165952447619,13.370506938108178,12.922306971660245
