Time(Iteration),UCBLinearBandit,TSLinearBandit,PHELinearBandit
0,0.38902076113318806,0.4855331707707973,0.38902076113318806
1,0.7847289285330874,0.9193304265686327,0.7847289285330874
2,1.142659305142028,1.332483433535641,1.142659305142028
3,1.548681127345985,1.7685251394453598,1.548681127345985
4,1.9642169848710123,2.233304320342089,1.9642169848710123
5,2.5290980058599946,2.697691097781896,2.5290980058599946
6,2.907320925443795,3.15515236990172,2.907320925443795
7,3.357562139966588,3.4995213996360883,3.357562139966588
8,3.8308567021679045,3.883532561756777,3.8308567021679045
9,4.36000493440696,4.2214835732808975,4.36000493440696
10,4.84556795806244,4.6527209876655125,4.84556795806244
11,5.291527814001672,5.205729447479809,5.291527814001672
12,5.658692932311305,5.459593390236076,5.658692932311305
13,6.0307355422468305,5.70150021991629,6.0307355422468305
14,6.458292544148206,5.998076881586604,6.458292544148206
15,6.47757436114362,6.218218916753406,6.582221440865943
16,6.531629822276436,6.375357787435837,6.673725774352318
17,6.572018034889193,6.539214103784703,6.831353097001513
18,6.652326675139925,6.651884404044514,6.886694656950458
19,6.699260691726049,6.76622373089077,6.993112384999899
20,6.783636561302465,6.982830609064069,7.1395489936860965
21,6.837251708287606,7.0995021068933015,7.281205438191485
22,6.939005300233292,7.188926304814984,7.437435720477138
23,6.982652769439869,7.237691210263122,7.624766956312451
24,7.07943515686465,7.2534790130655455,7.849260612142219
25,7.191724982780836,7.298885676851739,8.093957367275724
26,7.285368310762093,7.385388802455026,8.262607187329426
27,7.389145868458544,7.475695793330958,8.419959300781422
28,7.412756493156266,7.4884471120518015,8.608923776502213
29,7.476963635383186,7.526671421752594,8.768016162567559
30,7.498670485835997,7.634898723219114,8.910795047585982
31,7.5007401524858865,7.683559754616586,9.053874061684677
32,7.55585518489408,7.733289733429871,9.17982528269812
33,7.5952513808092785,7.810043674437227,9.277478255605176
34,7.6217588998863715,7.833575775764116,9.411954380262092
35,7.662466216987968,7.892469778715959,9.458270521040433
36,7.689887981484922,7.92152545896032,9.652860733287316
37,7.7384550448507055,7.978961520877857,9.738248954198646
38,7.77980943286254,8.006322748357073,10.023453169669802
39,7.783637211532556,8.006322748357073,10.115457301360555
40,7.798146642273527,8.04019369600557,10.351549774682384
41,7.823693900475523,8.071345587757977,10.530005391217262
42,7.850786663745607,8.103160600439756,10.698786998590101
43,7.854614442415624,8.111355334553263,10.807701699100416
44,7.874093552790457,8.233266833289031,10.945497364798284
45,7.918174139592527,8.252063957842598,11.084644862634814
46,7.939253537748021,8.266647229220005,11.182175934701334
47,8.019575879142668,8.287238589675573,11.345004576256732
48,8.048481460470722,8.336484448459874,11.483956946026435
49,8.074991745645757,8.351273625006833,11.664163514744715
50,8.111182559646782,8.38125276289367,11.937394991558802
51,8.157956303643157,8.400534579889083,12.076153888888756
52,8.202883907307191,8.426175929563167,12.207517156457246
53,8.225906745788347,8.428835987419024,12.33710089504895
54,8.268496649004565,8.437030721532533,12.467340085097415
55,8.32463993080086,8.494560600455983,12.67882232783057
56,8.327824150238518,8.512700989378574,12.828821939374397
57,8.35537915649552,8.562529573298697,13.003465588993203
58,8.358039214351377,8.637715309873622,13.151281377591227
59,8.395852095508339,8.644795491199359,13.18709993667664
60,8.435214664181235,8.651875672525097,13.312587657839106
61,8.439473395131568,8.706470502945438,13.495533015406519
62,8.524588790512441,8.751902756635895,13.697898970788458
63,8.535794604165195,8.758551985681313,13.849872490102197
64,8.546010920099112,8.805037850785611,13.888605895758351
65,8.607751600416975,8.817166969476713,14.001417772878195
66,8.616415709500316,8.87069504058856,14.201974978815906
67,8.636967198363337,8.893066122883777,14.299125965985178
68,8.68400344040879,8.948799261691304,14.445525744662195
69,8.68400344040879,8.986714718159599,14.523369094731285
70,8.756201351757863,8.993794899485335,14.66571702460023
71,8.814063256084902,9.001399242392875,14.776631654662282
72,8.814063256084902,9.044757442274506,14.875692573260622
73,8.825825077086908,9.082151639876633,15.026904206495052
74,8.838701450876682,9.089231821202372,15.150628573181425
75,8.844074734614788,9.099913473273325,15.267727775112927
76,8.906562498313361,9.108108207386833,15.334119974069125
77,8.953053243239943,9.122976199630381,15.411610904822291
78,8.999553947207893,9.172312403156209,15.487328588863036
79,9.017075820736144,9.177847079413857,15.537709264618158
80,9.018621325804233,9.194938553077966,15.66081080990185
81,9.042662902782272,9.203133287191473,15.721751282930331
82,9.04420840785036,9.213814939262429,15.750654615885509
83,9.04575391291845,9.305028184773183,15.850215034440685
84,9.047299417986538,9.312108366098922,15.935786596914719
85,9.081650520586429,9.31365387116701,15.989795634503029
86,9.104446256443953,9.337985671978226,16.124873475827286
87,9.183242483672691,9.392476914354292,16.223924307850517
88,9.188025376204827,9.39801159061194,16.352971379701433
89,9.215166446220463,9.475145767363808,16.491504188398718
90,9.230983253608118,9.49914990661022,16.61273020072822
91,9.234598425326094,9.52216534429884,16.771582813116886
92,9.234598425326094,9.525780516016818,16.855700876078263
93,9.268001730246882,9.527326021084907,16.941093272856556
94,9.275081911572618,9.576864853426143,17.09236771936578
95,9.276627416640707,9.591654029973103,17.155893975742867
96,9.315758642196757,9.59925837288064,17.297792861009974
97,9.326816720493431,9.606338554206378,17.346349687739828
98,9.346492441629547,9.611873230464028,17.457202191500524
99,9.380346255783746,9.64276699125513,17.5188401984771
