Time(Iteration),PHELinearBanditTheta
0,1.0731059727914771
1,1.0826977131677293
2,1.0816918043427977
3,1.0847816433957338
4,1.086855032178112
5,1.088354656513395
6,1.089007419241812
7,1.0893340970190126
8,1.089440525196384
9,1.0895554303987953
10,1.08932826962095
11,1.089542317672914
12,1.090095490213668
13,1.0896196592178133
14,1.089916703590858
15,1.090768454733082
16,1.091393886399548
17,1.0915859767094107
18,1.0920200413070915
19,1.0924159567794547
20,1.0926925486719807
21,1.0925608030293223
22,1.0926226204455094
23,1.0925350333253643
24,1.0925475693495628
25,1.0927112573013247
26,1.0925818882204192
27,1.0928093697266559
28,1.0927150196719513
29,1.0928895762575883
30,1.092874554116171
31,1.0928995541385083
32,1.0929089215609893
33,1.092883035152797
34,1.0927889376685802
35,1.092734220144082
36,1.0926400447049347
37,1.092263614314486
38,1.0923717700080355
39,1.0924157542685287
40,1.09235637193652
41,1.0924639229973254
42,1.092521152450416
43,1.0927984077565127
44,1.0928972675833817
45,1.0930259199746897
46,1.0929655292673075
47,1.0930960434937904
48,1.0931545309477084
49,1.0931215908366672
50,1.0932016511974219
51,1.0932088561994222
52,1.0931499223142258
53,1.0932760319259216
54,1.0932032029055958
55,1.0932093748075613
56,1.0932582260996742
57,1.0931794737208094
58,1.0931094960930612
59,1.0931957953141735
60,1.0931977234342602
61,1.0932262788452924
62,1.0932810800976742
63,1.0932458155354516
64,1.0932200909014211
65,1.0932475104909996
66,1.0932366742475712
67,1.0931057522696659
68,1.093196652411077
69,1.0933027283958334
70,1.0932131398786116
71,1.0932263456285216
72,1.093287651100931
73,1.0933472076598207
74,1.093397281907759
75,1.0933879732896852
76,1.0933422030089768
77,1.0932813516567412
78,1.093199343800204
79,1.0932063608305236
80,1.0931987609481857
81,1.0932390170472082
82,1.0932931646829849
83,1.0933006938406036
84,1.0933049841659817
85,1.0933496478159936
86,1.0933962691461798
87,1.093435271702157
88,1.0934228473701282
89,1.0933733713735925
90,1.0933789311013307
91,1.0934343596917826
92,1.0933761583955643
93,1.093328436385565
94,1.0933914540598344
95,1.0934025549534123
96,1.0934296576393256
97,1.0934591439407289
98,1.0935805556322953
99,1.0936084122670582
100,1.0936385512591247
101,1.093575886510911
102,1.0935721747612894
103,1.0935709442720558
104,1.0935886045492667
105,1.0936101121610757
106,1.0936118388057476
107,1.093609480226709
108,1.0936130780015478
109,1.0936202638481523
110,1.0936392215819066
111,1.0935677013447347
112,1.0935976407323507
113,1.0935790339052645
114,1.0935706184925504
115,1.093661899136284
116,1.0936679267437435
117,1.0937081596611375
118,1.0937171472769776
119,1.0937679327086312
120,1.0937805302914563
121,1.0937413220542687
122,1.0937472184058077
123,1.0937492568759213
124,1.0937527842263308
125,1.0937302815155676
126,1.0937601955372143
127,1.093776350056043
128,1.0937963112885627
129,1.0938229948697755
130,1.0938081930737698
131,1.0938314482121083
132,1.0938302960839503
133,1.0938281981033107
134,1.093818547469715
135,1.09382565374364
136,1.0938714902133797
137,1.0938669773932257
138,1.0938069261651961
139,1.0938580069945458
140,1.093799183308444
141,1.0937968602422952
142,1.093778670870099
143,1.0937875872574374
144,1.0937479570645643
145,1.0937163123560425
146,1.0937062484338262
