Time(Iteration),UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.3640152832645997,0.28167784961990777,0.3640152832645997
1,0.5876565223768321,0.5126757578630242,0.5876565223768321
2,0.8704063087890944,0.7430758735402294,0.8704063087890944
3,1.0789609366844408,0.9541237953011633,1.0789609366844408
4,1.3576995171423192,1.1866144560413707,1.3576995171423192
5,1.6340653308928839,1.4131596658125722,1.6340653308928839
6,1.9574497476393335,1.6973675079619537,1.9574497476393335
7,2.3006195015140802,1.9740840189798625,2.3006195015140802
8,2.5691432457871737,2.2862529630675303,2.5691432457871737
9,2.818246132051906,2.6384818788153046,2.818246132051906
10,3.119259546624146,2.972129236689999,3.119259546624146
11,3.431100474066175,3.2807853087100347,3.431100474066175
12,3.682576856856978,3.555341689538887,3.682576856856978
13,3.9853369761066006,3.852953430772805,3.9853369761066006
14,4.324441416789886,4.164282472395545,4.324441416789886
15,4.571182973389325,4.438456615093771,4.571182973389325
16,4.876990745748264,4.685890499821868,4.876990745748264
17,5.156865695301169,5.00117823867323,5.156865695301169
18,5.500534726335202,5.25056836980404,5.500534726335202
19,5.735450466761816,5.520719748061248,5.735450466761816
20,6.003647519840019,5.797118245039324,6.003647519840019
21,6.311450077417758,6.15394378654087,6.311450077417758
22,6.508560017462552,6.379284900998726,6.508560017462552
23,6.772680087791693,6.714550904058116,6.772680087791693
24,7.053480091797885,7.003980623386566,7.053480091797885
25,7.405086064940804,7.270327572323208,7.405086064940804
26,7.678588630196681,7.656008005269671,7.678588630196681
27,7.960342668466391,7.9381900798925455,7.960342668466391
28,8.271291770981524,8.230987775177574,8.271291770981524
29,8.591865354287886,8.530748521762558,8.591865354287886
30,8.862211954333933,8.789424835675728,8.862211954333933
31,9.130924153280835,9.073843293053901,9.130924153280835
32,9.339146988135846,9.406039499484107,9.339146988135846
33,9.60971257329945,9.638680436635699,9.60971257329945
34,9.881677129687917,9.919175603299147,9.881677129687917
35,10.214242520050682,10.141909962401774,10.214242520050682
36,10.566383249254482,10.43972273459833,10.566383249254482
37,10.789741853715991,10.6960324525046,10.789741853715991
38,11.06724036040663,11.008061653497347,11.06724036040663
39,11.362369183289697,11.220700506911907,11.362369183289697
40,11.600318800380554,11.4717878702393,11.600318800380554
41,11.890071245443167,11.748154727900737,11.890071245443167
42,12.145553592928074,12.041915606424173,12.145553592928074
43,12.4145972398466,12.303788179938639,12.4145972398466
44,12.629561759328066,12.50730287633805,12.629561759328066
45,12.921655375444356,12.760574779670996,12.921655375444356
46,13.222027821403952,13.054412111047887,13.222027821403952
47,13.566894964297822,13.329932011307204,13.566894964297822
48,13.840454540536603,13.605872548362608,13.840454540536603
49,14.124803835594927,13.907373214318287,14.124803835594927
50,14.35123716137333,14.235506837774585,14.35123716137333
51,14.57850750374989,14.547542672949877,14.57850750374989
52,14.839771367651561,14.848374074557361,14.839771367651561
53,15.053792397659388,15.121430992293497,15.053792397659388
54,15.394688411553648,15.435185249167128,15.394688411553648
55,15.714492946551138,15.709512436084191,15.714492946551138
56,16.045948294220317,15.985251347611788,16.045948294220317
57,16.32724911847232,16.317526379216332,16.32724911847232
58,16.632841277373117,16.63797639071408,16.632841277373117
59,16.93421026689164,16.8255685552689,16.93421026689164
60,17.195080441640204,17.162043727834778,17.195080441640204
61,17.477948200225107,17.371708337368965,17.477948200225107
62,17.786203643274572,17.591429766790757,17.786203643274572
63,18.06467561469766,17.77841285988511,18.06467561469766
64,18.2990427137495,17.984190040182924,18.2990427137495
65,18.35333299155294,18.085015476539553,18.347163043609726
66,18.406197047173283,18.19501925146374,18.470795028160943
67,18.471739070367377,18.27319045770583,18.5786244873695
68,18.538531225594845,18.391279349872043,18.725570874541894
69,18.632503879897193,18.510479707454458,18.89899544011277
70,18.73414901339935,18.583642445197654,19.027922751774053
71,18.83528868491644,18.63457301006981,19.14230727940404
72,18.930409836436183,18.711737883852514,19.23803249006127
73,19.00980134013805,18.763265247111743,19.358663123734306
74,19.16510485580256,18.818665388633683,19.531936718552732
75,19.27466386062356,18.86764592621038,19.702381787693376
76,19.36064479854,18.910050341520698,19.885021523858562
77,19.425273452110808,18.951328470055422,20.045837050844412
78,19.564954656511222,18.97522878229135,20.237699346196454
79,19.725417189771093,19.04170274804897,20.415572587809077
80,19.828450962578057,19.057186762322196,20.627061210950707
81,19.943922957924418,19.092837457557206,20.750250969621785
82,20.118868221909707,19.208000428922507,20.919607003409137
83,20.22000738876624,19.24515958336514,21.075319683367088
84,20.311837628166906,19.28636609659329,21.21509026708357
85,20.41567781358821,19.35309304844619,21.39780778057883
86,20.504815821552118,19.421175254393937,21.60631468050196
87,20.638001646497596,19.442015215026665,21.79860007525945
88,20.798417889437154,19.481913153575768,21.95707707041999
89,20.967288842646063,19.55121679854012,22.14518663002618
90,21.082038539670766,19.560447771037566,22.330893381980076
91,21.191815063458705,19.606635726532566,22.51463914045147
92,21.311593510129462,19.615404187230546,22.70560778923357
93,21.42372849392877,19.62932484755894,22.935116938599457
94,21.57184513502761,19.638754497234743,23.166335987396472
95,21.66624366804144,19.669313643127477,23.373385974721835
96,21.81807950290121,19.688599498878737,23.661833866814654
97,21.903380753259682,19.69968515278418,23.854820213463203
98,21.97147585185895,19.69984141321057,24.047739394498233
99,22.116350556337327,19.699997673636958,24.263773401172976
100,22.22491861267247,19.700153934063344,24.49371697663625
101,22.354840906243332,19.70461766800984,24.68777398858909
102,22.4649105678654,19.744603649682325,24.895133006742693
103,22.5516872994906,19.75524027572797,25.123937822870296
104,22.696081924088382,19.76436268193635,25.3407391875945
105,22.781227032646598,19.777110864335192,25.543588275429947
106,22.86328237006425,19.781574598281683,25.80231021766222
107,22.924305726337302,19.794836862541676,26.031056281553106
108,23.005540355121603,19.82883457360426,26.2107461756311
109,23.113297984823923,19.84826147274176,26.41315306452761
110,23.221663312664724,19.853932575497364,26.641035104764615
111,23.299952067110155,19.86772035196773,26.822875403958484
112,23.386245675645377,19.87218408591422,27.05783329469899
113,23.50883868230978,19.87234034634061,27.300151487522168
114,23.60533177982486,19.878011449096213,27.504601080744692
115,23.66269309280253,19.90086105850362,27.740885592788636
116,23.82132234641381,19.912816090062158,27.948340540495785
117,23.961854669413203,19.912972350488545,28.167194611922802
118,24.07465699275955,19.91743333766642,28.410344341668228
119,24.170550391861294,19.927302282286952,28.632951798126214
120,24.249903681772714,19.938378595716593,28.851678564279485
121,24.343967010702304,19.95302373775219,29.065018109341928
122,24.47728860630921,19.96588265676923,29.32048853777252
123,24.525558636729976,19.979576599420476,29.532336237310453
124,24.663881070227507,19.979732859846866,29.76224486428473
125,24.74494647479316,19.984547792535142,29.985987744629718
126,24.86183242400991,19.989011526481633,30.209752774838847
127,24.899438145137164,20.00270546913288,30.476986854558145
128,24.953112138737254,20.003487607920615,30.765222833055645
129,25.021018738779752,20.029344239392522,31.057042203413452
130,25.079388410505842,20.038957426200813,31.233218928811702
131,25.189065840433503,20.051860225073472,31.416951103879647
132,25.24200951006597,20.07327442578402,31.65917350293692
133,25.297186175377398,20.0868878887858,31.906937686255993
134,25.373058140100245,20.091702821474076,32.19079204820506
135,25.500870862388673,20.096517754162353,32.45450552651578
136,25.63211258600071,20.09924703844391,32.71380079766446
137,25.688096476996172,20.101976322725466,32.9437731904686
138,25.756844143877395,20.12764049184485,33.17704952879885
139,25.80045177078487,20.12779675227124,33.47330048951793
140,25.852253851499405,20.130374917782582,33.72957631816395
141,25.915078300983073,20.150506322091722,34.00694789874923
142,25.9678019274909,20.15128846087946,34.228690868043266
143,26.02647355682371,20.152070599667194,34.4471808090307
144,26.07758275239605,20.152226860093585,34.6413258028747
145,26.128782992791535,20.160667568972322,34.94959466359465
