Time(Iteration),TSLinearBandit,zyt_TSLinearBandit
0,0.3732403464512623,0.34467846984733574
1,0.7523179053631168,0.7388050757641912
2,1.1474993204489254,1.197346329063547
3,1.4967190175832976,1.5610792930191324
4,1.9555498042707853,1.9244006580265343
5,2.3992525125740936,2.2203107706382674
6,2.8600114333011244,2.5472924541124984
7,3.282631236476818,2.956320540020624
8,3.5200519877176975,3.2858369783346992
9,3.8781442726937696,3.6553349164022797
10,4.36059365447663,4.031445492416226
11,4.724479223451928,4.451914646429335
12,5.113725319111025,4.894681370018295
13,5.604121971737684,5.259067814398812
14,5.923486146523389,5.718490708333232
15,6.34037127173851,6.0844495038659305
16,6.788494131783365,6.396242873040634
17,7.078382800784934,6.908196292525693
18,7.395002788828148,7.267004112393167
19,7.679663205661375,7.706157888448642
20,8.073657601530027,8.031500675570115
21,8.502715139011576,8.400562612689443
22,8.839195576867596,8.76213794667292
23,9.094244412677153,9.023416257231057
24,9.315081236198422,9.328285784211278
25,9.566973769872089,9.458294356027906
26,9.687799528262357,9.553092382820488
27,9.781975480588006,9.609886377470467
28,9.82109681954285,9.722310164485052
29,9.921715286419495,9.844385677789344
30,9.943324931516223,9.866272864815452
31,9.970678195856895,9.872868279563061
32,9.998031460197565,9.900330938612631
33,10.025577674580452,9.902957234611659
34,10.040591904929572,9.902957234611659
35,10.05560613527869,9.902957234611659
36,10.127412625460444,9.902957234611659
37,10.142426855809564,9.902957234611659
38,10.161739475036862,9.930718632684457
39,10.17675370538598,9.93838358396227
40,10.1917679357351,9.93838358396227
41,10.20678216608422,9.94410916113018
42,10.221796396433339,9.96948402747333
43,10.2428266955447,9.96948402747333
44,10.263856994656061,9.96948402747333
45,10.284887293767422,9.96948402747333
46,10.305917592878782,9.96948402747333
47,10.326947891990143,9.977148978751142
48,10.347978191101504,9.977148978751142
49,10.369008490212865,9.977148978751142
50,10.390038789324226,9.977148978751142
51,10.411069088435585,9.977148978751142
52,10.432099387546947,9.977148978751142
53,10.453129686658308,9.977148978751142
54,10.474159985769669,9.977148978751142
55,10.49519028488103,9.984813930028956
56,10.51622058399239,9.984813930028956
57,10.53725088310375,9.984813930028956
58,10.558281182215111,9.984813930028956
59,10.579311481326473,9.984813930028956
60,10.600341780437834,9.984813930028956
61,10.621372079549193,9.984813930028956
62,10.64280184172556,9.984813930028956
63,10.66383214083692,9.984813930028956
64,10.684862439948281,9.984813930028956
65,10.699876670297401,9.984813930028956
66,10.71489090064652,9.984813930028956
67,10.72990513099564,9.984813930028956
68,10.74491936134476,9.984813930028956
69,10.759933591693878,9.984813930028956
70,10.774947822042998,9.984813930028956
71,10.789962052392116,9.993003318210544
72,10.810992351503478,9.993003318210544
73,10.838618065362448,10.001192706392134
74,10.866243779221417,10.001192706392134
75,10.893869493080388,10.001192706392134
76,10.908883723429508,10.001192706392134
77,10.936509437288477,10.001192706392134
78,10.958119082385206,10.001192706392134
79,10.979149381496565,10.001192706392134
80,11.000179680607927,10.001192706392134
81,11.021789325704656,10.001192706392134
82,11.049415039563625,10.001192706392134
83,11.080252426231963,10.001192706392134
84,11.095266656581083,10.001192706392134
85,11.110280886930202,10.001192706392134
86,11.131890532026931,10.001192706392134
87,11.153500177123659,10.001192706392134
88,11.175109822220389,10.001192706392134
89,11.196719467317116,10.001192706392134
90,11.218329112413844,10.009382094573722
91,11.233343342762964,10.009382094573722
92,11.248357573112084,10.012619617186663
93,11.28579037452803,10.012619617186663
94,11.30080460487715,10.012619617186663
95,11.31581883522627,10.012619617186663
96,11.330833065575389,10.012619617186663
97,11.345847295924509,10.015857139799605
98,11.360861526273627,10.015857139799605
99,11.381891825384988,10.015857139799605
100,11.396906055734108,10.015857139799605
101,11.411920286083227,10.015857139799605
102,11.426934516432347,10.015857139799605
103,11.441948746781467,10.015857139799605
104,11.456962977130585,10.015857139799605
105,11.503059373287652,10.015857139799605
106,11.51807360363677,10.015857139799605
107,11.53308783398589,10.019094662412547
108,11.548102064335009,10.019094662412547
109,11.563116294684129,10.019094662412547
110,11.578130525033249,10.019094662412547
111,11.593144755382367,10.019094662412547
112,11.608158985731487,10.022332185025489
113,11.623173216080605,10.02556970763843
114,11.638187446429725,10.036996618432962
115,11.653201676778846,10.040234141045904
116,11.668215907127964,10.040234141045904
117,11.689246206239325,10.040234141045904
118,11.72020467454723,10.040234141045904
119,11.73521890489635,10.040234141045904
120,11.75023313524547,10.040234141045904
121,11.771263434356829,10.04286043704493
122,11.786277664705949,10.044601096703307
123,11.80129189505507,10.044601096703307
124,11.816306125404187,10.044601096703307
125,11.82869405975428,10.044601096703307
126,11.8437082901034,10.068937765540571
127,11.861960043065462,10.068937765540571
128,11.87697427341458,10.068937765540571
129,11.897551595946263,10.068937765540571
130,11.909939530296356,10.068937765540571
131,11.92834353340869,10.071564061539597
132,11.940731467758784,10.073304721197974
133,11.953119402108877,10.073304721197974
134,11.968133632457995,10.073304721197974
135,11.98052156680809,10.073304721197974
136,11.992909501158183,10.073304721197974
137,12.005297435508275,10.073304721197974
138,12.017685369858368,10.073304721197974
139,12.03007330420846,10.075931017197
140,12.042461238558555,10.075931017197
141,12.054849172908648,10.081794835808967
142,12.067237107258741,10.081794835808967
143,12.079625041608834,10.081794835808967
144,12.092012975958927,10.081794835808967
145,12.104400910309021,10.081794835808967
146,12.116788844659114,10.081794835808967
147,12.129176779009207,10.081794835808967
148,12.1415647133593,10.087520412976877
149,12.153952647709392,10.087520412976877
150,12.166340582059487,10.087520412976877
151,12.17872851640958,10.087520412976877
152,12.191116450759672,10.087520412976877
153,12.203504385109765,10.087520412976877
154,12.215892319459858,10.087520412976877
155,12.23646964199154,10.087520412976877
156,12.248857576341633,10.087520412976877
157,12.261245510691726,10.087520412976877
158,12.27363344504182,10.087520412976877
159,12.286021379391913,10.087520412976877
160,12.298409313742006,10.087520412976877
161,12.310797248092099,10.087520412976877
162,12.323185182442192,10.087520412976877
163,12.335573116792286,10.087520412976877
164,12.347961051142379,10.087520412976877
165,12.360348985492472,10.087520412976877
166,12.372736919842565,10.087520412976877
167,12.385124854192657,10.087520412976877
168,12.397512788542752,10.087520412976877
169,12.409900722892845,10.090146708975904
170,12.422288657242937,10.09277300497493
171,12.43467659159303,10.095399300973956
172,12.447064525943123,10.098025596972983
173,12.459452460293218,10.100651892972008
174,12.47184039464331,10.103278188971036
175,12.484228328993403,10.103278188971036
176,12.496616263343496,10.105904484970061
177,12.509004197693589,10.105904484970061
178,12.521392132043683,10.105904484970061
179,12.533780066393776,10.105904484970061
180,12.546168000743869,10.105904484970061
181,12.558555935093962,10.105904484970061
182,12.565218292276146,10.105904484970061
183,12.571880649458329,10.105904484970061
184,12.584268583808422,10.105904484970061
185,12.596656518158515,10.105904484970061
186,12.60904445250861,10.105904484970061
187,12.621432386858702,10.105904484970061
188,12.633820321208795,10.108530780969087
189,12.646208255558888,10.111157076968114
190,12.65859618990898,10.111157076968114
191,12.670984124259075,10.11378337296714
192,12.683372058609168,10.11378337296714
193,12.69575999295926,10.11378337296714
194,12.708147927309353,10.11378337296714
195,12.720535861659446,10.11378337296714
196,12.73292379600954,10.116409668966167
197,12.745311730359633,10.116409668966167
198,12.757699664709726,10.116409668966167
199,12.770087599059819,10.116409668966167
200,12.776749956242003,10.119035964965192
201,12.783412313424186,10.119035964965192
202,12.79007467060637,10.119035964965192
203,12.796737027788554,10.119035964965192
204,12.803399384970737,10.121662260964218
205,12.810061742152921,10.127769614321796
206,12.816724099335108,10.133876967679372
207,12.823386456517293,10.136503263678398
208,12.830048813699477,10.136503263678398
209,12.836711170881662,10.136503263678398
210,12.843373528063847,10.136503263678398
211,12.850035885246033,10.139129559677425
212,12.856698242428218,10.14175585567645
213,12.863360599610402,10.14175585567645
214,12.870022956792587,10.14175585567645
215,12.876685313974772,10.14175585567645
216,12.883347671156958,10.14175585567645
217,12.890010028339143,10.14175585567645
218,12.896672385521327,10.144382151675476
219,12.903334742703512,10.144382151675476
220,12.909997099885697,10.144382151675476
221,12.916659457067883,10.144382151675476
222,12.923321814250068,10.144382151675476
223,12.929984171432253,10.144382151675476
224,12.936646528614437,10.144382151675476
225,12.943308885796622,10.147008447674503
226,12.949971242978808,10.147008447674503
227,12.956633600160993,10.147008447674503
228,12.963295957343178,10.149634743673529
229,12.963295957343178,10.149634743673529
230,12.969958314525362,10.149634743673529
231,12.976620671707547,10.149634743673529
232,12.983283028889733,10.152261039672556
233,12.989945386071918,10.154887335671582
234,12.996607743254103,10.15662799532996
235,13.003270100436287,10.15662799532996
236,13.009932457618472,10.15662799532996
237,13.016594814800658,10.15662799532996
238,13.023257171982843,10.15662799532996
239,13.029919529165028,10.15662799532996
240,13.036581886347212,10.15662799532996
241,13.043244243529397,10.15662799532996
242,13.049906600711584,10.15662799532996
243,13.056568957893768,10.15662799532996
244,13.063231315075953,10.15662799532996
245,13.069893672258138,10.15662799532996
246,13.076556029440322,10.15662799532996
247,13.083218386622509,10.15662799532996
248,13.089880743804693,10.15662799532996
249,13.096543100986878,10.15662799532996
250,13.103205458169063,10.15662799532996
251,13.109867815351247,10.15662799532996
252,13.116530172533434,10.15662799532996
253,13.123192529715618,10.15662799532996
254,13.129854886897803,10.15662799532996
255,13.136517244079988,10.15662799532996
256,13.143179601262172,10.15662799532996
257,13.149841958444359,10.15662799532996
258,13.156504315626544,10.15662799532996
259,13.163166672808728,10.15662799532996
260,13.169829029990913,10.159254291328985
261,13.176491387173098,10.16188058732801
262,13.183153744355284,10.16188058732801
263,13.189816101537469,10.165118109940952
264,13.196478458719653,10.165118109940952
265,13.203140815901838,10.165118109940952
266,13.209803173084023,10.165118109940952
267,13.216465530266209,10.165118109940952
268,13.223127887448394,10.165118109940952
269,13.229790244630578,10.165118109940952
270,13.236452601812763,10.165118109940952
271,13.243114958994948,10.165118109940952
272,13.249777316177134,10.16774440593998
273,13.256439673359319,10.16774440593998
274,13.263102030541503,10.174406763122162
275,13.269764387723688,10.174406763122162
276,13.276426744905873,10.174406763122162
277,13.28308910208806,10.174406763122162
278,13.289751459270244,10.174406763122162
279,13.296413816452429,10.174406763122162
280,13.303076173634613,10.174406763122162
281,13.309738530816798,10.174406763122162
282,13.316400887998984,10.174406763122162
283,13.323063245181169,10.174406763122162
284,13.329725602363354,10.174406763122162
285,13.336387959545538,10.174406763122162
286,13.343050316727723,10.174406763122162
287,13.34971267390991,10.174406763122162
288,13.356375031092094,10.174406763122162
289,13.363037388274279,10.174406763122162
290,13.369699745456463,10.174406763122162
291,13.376362102638648,10.174406763122162
292,13.383024459820835,10.177644285735104
293,13.38968681700302,10.177644285735104
294,13.396349174185204,10.177644285735104
295,13.403011531367389,10.177644285735104
296,13.409673888549573,10.177644285735104
297,13.41633624573176,10.177644285735104
298,13.422998602913944,10.180270581734131
299,13.429660960096129,10.180270581734131
300,13.436323317278314,10.180270581734131
301,13.442985674460498,10.180270581734131
302,13.449648031642685,10.180270581734131
303,13.45631038882487,10.180270581734131
304,13.462972746007054,10.183508104347073
305,13.469635103189239,10.183508104347073
306,13.476297460371423,10.183508104347073
307,13.48295981755361,10.186134400346099
308,13.489622174735795,10.186134400346099
309,13.49628453191798,10.186134400346099
310,13.502946889100164,10.186134400346099
311,13.509609246282348,10.186134400346099
312,13.516271603464535,10.186134400346099
313,13.52293396064672,10.186134400346099
314,13.529596317828904,10.18937192295904
315,13.536258675011089,10.18937192295904
316,13.542921032193274,10.18937192295904
317,13.54958338937546,10.18937192295904
318,13.556245746557645,10.18937192295904
