Time(Iteration),UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.21370115038762152,0.20017115571831376,0.21370115038762152
1,0.462106530729272,0.45800064587817857,0.462106530729272
2,0.7197023122142212,0.6967204250790541,0.7197023122142212
3,1.046173972844914,0.9064173372515594,1.046173972844914
4,1.3203664121867085,1.1939490619023994,1.3203664121867085
5,1.566120853695964,1.4680417744599632,1.566120853695964
6,1.783302084531769,1.7073151574182348,1.783302084531769
7,2.05036360256211,1.8787927067289185,2.05036360256211
8,2.340044590153882,2.09674968121606,2.340044590153882
9,2.5337325211027624,2.3575782556032445,2.5337325211027624
10,2.8322832286325346,2.673094509064638,2.8322832286325346
11,3.132492076169162,2.9683313365670054,3.132492076169162
12,3.3523759002165967,3.212925470574471,3.3523759002165967
13,3.594377975364556,3.5220218041591176,3.594377975364556
14,3.81743242711435,3.7819496401872597,3.81743242711435
15,4.054633416715104,3.9870305846360794,4.054633416715104
16,4.313817273099338,4.268945613458806,4.313817273099338
17,4.578278669095594,4.4995614868359155,4.578278669095594
18,4.860982562994648,4.766057934807772,4.860982562994648
19,5.137236134228704,5.055523660629305,5.137236134228704
20,5.4092278076826785,5.329493573337496,5.4092278076826785
21,5.7024215763064605,5.524083857507787,5.7024215763064605
22,5.963320971058205,5.786939159571139,5.963320971058205
23,6.202271697580988,6.021995978167736,6.202271697580988
24,6.3608134895904636,6.230142639953167,6.3608134895904636
25,6.586496576229618,6.539316451278063,6.586496576229618
26,6.81251562277088,6.774855596947182,6.81251562277088
27,7.001873432093798,7.031430238679202,7.001873432093798
28,7.317886502947749,7.265736586334124,7.317886502947749
29,7.614101347843973,7.464668453958363,7.614101347843973
30,7.855139201970618,7.742135111592165,7.855139201970618
31,8.093844132759143,7.996330929335433,8.093844132759143
32,8.392553981990226,8.19183159855272,8.392553981990226
33,8.630037993127463,8.478510740656995,8.630037993127463
34,8.912592816920974,8.756536155460688,8.912592816920974
35,9.133458974981,9.022914230445393,9.133458974981
36,9.360106588833798,9.244326588569717,9.360106588833798
37,9.575664502040445,9.487935508989391,9.575664502040445
38,9.903330966481814,9.669447994407495,9.903330966481814
39,10.189532508294729,9.919340899889956,10.189532508294729
40,10.391234427013838,10.156320979631449,10.391234427013838
41,10.680239963398824,10.386448339015217,10.680239963398824
42,10.929137204198035,10.624281347659656,10.929137204198035
43,11.113673216819839,10.842580044231466,11.113673216819839
44,11.37639803487053,11.094136058559792,11.37639803487053
45,11.607966753344455,11.31407503303901,11.607966753344455
46,11.8599541412358,11.559614523087637,11.8599541412358
47,12.123517711134252,11.836374618310085,12.123517711134252
48,12.366971493077852,12.085715567947164,12.366971493077852
49,12.61275518944269,12.337012284700553,12.61275518944269
50,12.84682699898814,12.595834727385265,12.84682699898814
51,13.041658452521535,12.821654672106174,13.041658452521535
52,13.252324603840623,13.023047878192667,13.252324603840623
53,13.526404908135657,13.258612949051875,13.526404908135657
54,13.743186498276923,13.498898361960528,13.743186498276923
55,14.03574742244346,13.744405238441388,14.03574742244346
56,14.341971494572345,14.04967714995507,14.341971494572345
57,14.571056312045958,14.267457397659673,14.571056312045958
58,14.867309452734284,14.51518750347872,14.867309452734284
59,15.127908786595004,14.834583656969926,15.127908786595004
60,15.358119373832713,15.050964916281549,15.358119373832713
61,15.617359098599175,15.292823553969132,15.617359098599175
62,15.853090561070726,15.53969186254551,15.853090561070726
63,16.019947041162457,15.764004194803395,16.019947041162457
64,16.32314728153901,16.02730492136829,16.32314728153901
65,16.631570880576824,16.191581115834055,16.631570880576824
66,16.921539241213747,16.465905060288478,16.921539241213747
67,17.115212146149336,16.740184200001515,17.115212146149336
68,17.3509203736645,17.006987257188968,17.3509203736645
69,17.618399814784816,17.28882200151099,17.618399814784816
70,17.89998705030536,17.549003683658082,17.89998705030536
71,18.159270858701653,17.744923262218816,18.159270858701653
