Time(Iteration),UCBLinearBanditTheta,TSLinearBanditTheta,PHELinearBanditTheta
0,0.9970792569120915,0.9822554191252462,0.9970792569120915
1,0.9814876761021676,0.9633456156929094,0.9814876761021676
2,0.9659899940056137,0.9469030828700233,0.9659899940056137
3,0.9477203929250739,0.9349497879902877,0.9477203929250739
4,0.9463830103793358,0.9280060867650415,0.9463830103793358
5,0.9382561628041962,0.9166929670433015,0.9382561628041962
6,0.9285454601143529,0.8991796824009558,0.9285454601143529
7,0.9250320548536465,0.8913398358159397,0.9250320548536465
8,0.92260581190537,0.8297679365177798,0.92260581190537
9,0.8853203744792651,0.7863730194389895,0.8853203744792651
10,0.8844937714319008,0.7761756632245209,0.8844937714319008
11,0.8765978797082099,0.756047029398949,0.8765978797082099
12,0.876078001975816,0.7400028590111611,0.876078001975816
13,0.8706755080732839,0.7234413972752003,0.8706755080732839
14,0.8689418222074632,0.7050897824173405,0.8689418222074632
15,0.8485647212759725,0.6644530647816834,0.8485647212759725
16,0.8443816831375963,0.6472816878728331,0.8443816831375963
17,0.8259337486092742,0.6199053944592902,0.8259337486092742
18,0.8191278566903535,0.6018840344629743,0.8191278566903535
19,0.7860046593754453,0.5742759505148259,0.7860046593754453
20,0.7804864300333765,0.5623835242480026,0.7804864300333765
21,0.7803586854836263,0.5549813093044988,0.7803586854836263
22,0.7660012368700478,0.5323072109422471,0.7660012368700478
23,0.7664457194047996,0.5067071804291271,0.7664457194047996
24,0.7625125211175495,0.4797337811328319,0.7625125211175495
25,0.758984020999121,0.47610313187289083,0.758984020999121
26,0.7518260701659782,0.4527730855365065,0.7518260701659782
27,0.7487749005884323,0.4548440107153463,0.7487749005884323
28,0.7474048240723793,0.44492695952512024,0.7474048240723793
29,0.7474140339848475,0.44419380827988136,0.7474140339848475
30,0.747345508189794,0.44066086687928435,0.747345508189794
31,0.7474440347669122,0.4436468289720154,0.7474440347669122
32,0.7473865533041778,0.43962870913398416,0.7473865533041778
33,0.747467676525617,0.43943870423854514,0.747467676525617
34,0.747475976910026,0.4349898709303101,0.747475976910026
35,0.7475142403400794,0.4271127125876248,0.7475142403400794
36,0.747679801845103,0.4230533344377572,0.747679801845103
37,0.7474478051931006,0.41946124778414307,0.7474478051931006
38,0.7473993308485629,0.41959846579262,0.7473993308485629
39,0.7474309228356348,0.41893342116316895,0.7474309228356348
40,0.7474462641164037,0.41900006873501133,0.7474462641164037
41,0.7473616935025158,0.41570864810248337,0.7473616935025158
42,0.7473116017717708,0.4105446299513259,0.7473116017717708
43,0.7346856697746681,0.40613467720819285,0.7346856697746681
44,0.7323846702643328,0.40530825613282023,0.7323846702643328
45,0.7142355910361167,0.3921725732900265,0.7142355910361167
46,0.7144314936284208,0.3929690606786983,0.7144314936284208
47,0.6961066456968179,0.38984777459873365,0.6961066456968179
48,0.6926894720678303,0.38859852705342895,0.6926894720678303
49,0.6913735175710906,0.3866148808143757,0.6913735175710906
50,0.6915932846533676,0.38803058875932067,0.6915932846533676
51,0.691756399927462,0.38728215076804257,0.691756399927462
52,0.6911512539977378,0.38688965107125683,0.6911512539977378
53,0.6884028026142883,0.38627173651522695,0.6884028026142883
54,0.6755126608964206,0.3833316871696775,0.6755126608964206
55,0.6699425355782209,0.3802707598942304,0.6699425355782209
56,0.6685370964832634,0.3792380310689748,0.6685370964832634
57,0.661031991608368,0.37859798458030924,0.661031991608368
58,0.6596325122025466,0.37877150598954296,0.6596325122025466
59,0.6590921052097525,0.377796610370316,0.6590921052097525
60,0.6591088052104765,0.37407337878777996,0.6591088052104765
61,0.6591469347860571,0.3707491541112632,0.6591469347860571
62,0.6584407646362946,0.37194695779280945,0.6584407646362946
63,0.6583137616464706,0.3721179871341224,0.6583137616464706
64,0.6584788709080239,0.3696154086669241,0.6584788709080239
65,0.658451484107067,0.3646532810697582,0.658451484107067
66,0.6587850500723446,0.3631519951716646,0.6587850500723446
67,0.6588055598920863,0.36505551213523146,0.6588055598920863
