Time(Iteration),UCBLinearBanditTheta
0,0.9729409313827981
1,0.9621056056860537
2,0.9504594741077561
3,0.9363420063189831
4,0.932907759195758
5,0.9270482088943666
6,0.9265454295854536
7,0.9222881872417281
8,0.920707077167078
9,0.9212116659331535
10,0.9205011070336747
11,0.9188987031495399
12,0.9196843263451292
13,0.9180794128042523
14,0.9163938265836276
15,0.9165375756671246
16,0.9167936511946682
17,0.9173759431021798
18,0.9154840827298532
19,0.9147585514526542
20,0.9156621176788968
21,0.9152070290516502
22,0.9143216993426228
23,0.914392132560384
24,0.914435108906259
25,0.9144684905840388
26,0.9143758337779093
27,0.9143164516362694
28,0.9145536001720203
29,0.9147253018405316
30,0.915079474296167
31,0.9150781129834442
32,0.9149522205006132
33,0.9150181505937475
34,0.9149111403478184
35,0.9149558019849581
36,0.914814227935382
37,0.9147987746720118
38,0.9148679188464808
39,0.9147993983420901
40,0.9147976220714253
41,0.9147974243021322
42,0.9147336005104834
43,0.9146222450997987
44,0.9147131116907514
45,0.9146765611602602
46,0.9145952832570226
47,0.9145966264375106
48,0.9145443979270483
49,0.9144242673172036
50,0.913940817833262
51,0.9139468879732602
52,0.9138973957613045
53,0.9138362342612842
54,0.9138414750792186
55,0.9137988624016774
56,0.9137845987593174
57,0.9138748190720959
58,0.9137977419433042
59,0.9137796036436561
60,0.9136935144927414
61,0.913702202541206
62,0.9137269173867122
63,0.9137391719515214
64,0.9137248260359391
65,0.9136622947446791
66,0.9136287158218627
67,0.9140128556769002
68,0.9136256916830516
69,0.9135850270366145
70,0.9135953299183119
71,0.9135587181523807
72,0.9134846928334028
73,0.9134184977476142
74,0.9134499636737031
75,0.9134385196994076
76,0.9134423884786169
77,0.9133965234225899
78,0.9133902803536176
79,0.913421287055469
80,0.9134013197894234
81,0.9133584421429571
82,0.913365517200163
83,0.9133712648354833
84,0.9133773341748312
85,0.9134072805059248
86,0.9133778171926114
87,0.9132918011182595
88,0.913283194131297
89,0.913305079494882
90,0.91336599685532
91,0.9133795211245974
92,0.9133700632601481
93,0.9133814736674457
