Time(Iteration),UCBLinearBanditTheta,TSLinearBanditTheta,PHELinearBanditTheta
0,0.9874192329334539,0.9896334223883493,0.9874192329334539
1,0.9730656210982647,0.9767867870278526,0.9730656210982647
2,0.9638369160795218,0.9506767610017658,0.9638369160795218
3,0.9576667272439773,0.9250913426787644,0.9576667272439773
4,0.9117424571354409,0.9235857412081889,0.9117424571354409
5,0.8862561129829821,0.9069583700864156,0.8862561129829821
6,0.8666721855062935,0.8939787371879431,0.8666721855062935
7,0.8585178907364343,0.8636809971126496,0.8585178907364343
8,0.8489668919096733,0.835993355201634,0.8489668919096733
9,0.838510076106193,0.8100589780107109,0.838510076106193
10,0.8185524664154565,0.8044037242872557,0.8185524664154565
11,0.8064286980077975,0.7900531996078323,0.8064286980077975
12,0.7827659270683945,0.7697345931639765,0.7827659270683945
13,0.7719298999620936,0.7585037346387054,0.7719298999620936
14,0.743115494595874,0.7366435455535305,0.743115494595874
15,0.7338840226378925,0.6988947999504889,0.7338840226378925
16,0.7042652518632189,0.664584204417008,0.7042652518632189
17,0.6963851150212415,0.6372929549059992,0.6963851150212415
18,0.6571825867907861,0.6114327489609793,0.6571825867907861
19,0.62127180351356,0.5884176843303198,0.62127180351356
20,0.6179463270792613,0.5569855436321731,0.6179463270792613
21,0.5719803946561299,0.5315338770574092,0.5719803946561299
22,0.5104617797857305,0.5279764259116981,0.5104617797857305
23,0.4647397556681737,0.5047502505426975,0.4647397556681737
24,0.4407646915702507,0.4913381910599906,0.4407646915702507
25,0.4398165904035454,0.4964300040346593,0.4409090175130726
26,0.44096402884972524,0.49015002646885886,0.4356234760871171
27,0.4387995163090516,0.48573202051466513,0.42941896316439154
28,0.4285003957118237,0.4851056284285765,0.42579402031772096
29,0.42603624618606045,0.4805763335828286,0.42304202958760817
30,0.41669080897649113,0.4810921044172286,0.4195541387723184
31,0.41127392174822386,0.47844439167384484,0.4212670055054075
32,0.4095926757361631,0.4665727761933489,0.41794791136334986
33,0.4078459200499645,0.44775347852960445,0.41531298012811213
34,0.40322609119511055,0.44694481438947004,0.4163646048491376
35,0.4007372905374303,0.4461168157954513,0.4166099202048251
36,0.40377775670714894,0.446286144771958,0.4185453538917985
37,0.4022248562916923,0.4421286845577176,0.4181903481417345
38,0.4016941092324114,0.43940863201977426,0.4134776902126408
39,0.40065315313572,0.439331826064555,0.41207699307899964
40,0.39975875413702927,0.43809707070343434,0.4055608282477938
41,0.3970495977168607,0.4363441252164015,0.39838417824640365
42,0.39317423289952524,0.43551468242726993,0.39417546880918886
43,0.38884648119063414,0.4350892331042089,0.3924951160869111
44,0.3846427755553789,0.4349887414576883,0.3908823352924126
45,0.3834799235946411,0.4328369012170964,0.3860494033136897
46,0.3828924894996023,0.4308656669945933,0.3810466496641131
47,0.38064035423137044,0.4307671287862501,0.3796392085887689
48,0.3811858461440164,0.430195534310314,0.37627771643252694
49,0.3815445689874396,0.42842643033976213,0.3762419476346023
50,0.3816484975673415,0.4268888085743866,0.3748857619667317
51,0.38089188030680343,0.4269872306479884,0.3715142809615088
52,0.37966327804215017,0.42619205012918193,0.3684605842419306
53,0.3803396423809965,0.42663182450459036,0.36791846064399797
54,0.3800796001877476,0.42787545237741353,0.3674709803297348
55,0.3801924570883157,0.42786575320987225,0.3659557839120812
56,0.3798505276722115,0.4276201812697636,0.3624901476259922
57,0.3807891132587541,0.42447208816082743,0.3608822371658763
58,0.3810305917011195,0.420158842285136,0.35635432013440727
59,0.380378400320563,0.4207424210540223,0.3532983321623531
