Time(Iteration),TSLinearBanditTheta
0,0.9834403755281533
1,0.9736246039298295
2,0.9635408658030858
3,0.9422082428244327
4,0.9273625203542688
5,0.9093614446664926
6,0.8756944187429351
7,0.8604458552108687
8,0.8383490744167125
9,0.8391798230377321
10,0.8410671490268584
11,0.852384124965884
12,0.8583393400514863
13,0.8612544052090925
14,0.8342996705575636
15,0.8105447100790565
16,0.8388273556923208
17,0.8501342397148683
18,0.8720053361728979
19,0.8659895506814049
20,0.8694764653293474
21,0.8623472484888683
22,0.8640843794241825
23,0.8533853174154984
24,0.8555452466703481
25,0.8383545255099959
26,0.8379683862629896
27,0.8317161681185867
28,0.8138976647621459
29,0.8187618646518375
30,0.8149100269375398
31,0.8043108314815818
32,0.795496605056859
33,0.7685797332404413
34,0.7663299018519799
35,0.7495017976270271
36,0.7395242868589966
37,0.7281440879869232
38,0.7283767350418666
39,0.7416521696398999
40,0.7536855021455797
41,0.7538786170149572
42,0.7226498433523307
43,0.7145108022426971
44,0.6989202528233316
45,0.6997477668443509
46,0.694815135777199
47,0.6990379641823978
48,0.6799905380547122
49,0.6740264425364907
50,0.6608217614790856
51,0.6600208070445335
52,0.6669559640554678
53,0.6582338440835317
54,0.6597550832371943
55,0.6772099715179427
56,0.6762275467330454
57,0.6569723956310243
58,0.6474258292118791
59,0.6482736711071306
60,0.6534882596059808
61,0.6568951949063286
62,0.6632112877644939
63,0.6627191736988067
64,0.6629784235499464
65,0.661225894544034
66,0.6664486980242368
67,0.6643180418711171
68,0.6674718781309177
69,0.665769415582095
70,0.6754315691068402
71,0.6766962055517245
72,0.671130193919532
73,0.6705370886755471
74,0.6650031464921147
75,0.6646791581079811
76,0.6536953788220802
77,0.6497538925278619
78,0.6416363968787098
79,0.640206464438115
80,0.6372214992969286
81,0.6391353136435112
82,0.6285875873579113
83,0.6314407426048456
84,0.6305496847810194
85,0.6297736070503547
86,0.6314907053207633
87,0.6271260450474755
88,0.6271521584247726
89,0.6253132281274698
90,0.6234872722259465
91,0.6230645261595148
92,0.6247469284088384
93,0.6222243201867018
94,0.622634048087128
95,0.6212049419386424
96,0.6213722336687882
97,0.6203695092254324
98,0.6215873668441811
99,0.6160968298619544
100,0.6164452979365194
101,0.6149689276400243
102,0.6079189136256848
103,0.6082951072359654
104,0.6109484325698183
105,0.6116022937150822
106,0.6134479315469671
107,0.6156075250495979
108,0.6177148995249203
109,0.623977136834448
110,0.6174234387840364
111,0.6175475875873102
112,0.6183086883356134
113,0.6154421937145972
114,0.608283069781742
115,0.6077195693616251
116,0.6091752309374255
117,0.599455317879827
118,0.5962406789442228
119,0.5987842871238914
120,0.5983172503073123
121,0.601507828046006
122,0.5956339735013167
123,0.5963264629881518
124,0.5971943283566751
125,0.5957358891827624
126,0.5974587190970834
127,0.597815300562637
128,0.5954127994221421
129,0.5955575010048467
130,0.5982502955224775
131,0.5942773635887713
132,0.5922470539723752
133,0.5972154567383656
134,0.5962651411206553
135,0.5957879315326677
136,0.5953891925052588
137,0.595359103470699
138,0.5938619402206439
139,0.5940143790249863
140,0.5945618387929297
141,0.5975759478941423
142,0.6011172388011068
143,0.5988312784027865
144,0.6002506586500874
145,0.6001903455798933
146,0.6001508053018452
147,0.6012249647778756
148,0.5989996119713633
149,0.5984309786026103
150,0.5975635367916272
151,0.5966616698013834
152,0.594683959123737
153,0.5948640679511599
154,0.5953569917714677
155,0.5938974967459131
156,0.5950185037953336
157,0.5956901817595895
158,0.5964339388626049
159,0.597698664853507
160,0.5982773157523973
161,0.5983823468539208
162,0.5980242096768025
163,0.5983638129539999
164,0.5977276974263044
165,0.6008197631334691
166,0.6101812008480634
167,0.6100089984929189
168,0.6055372072336865
169,0.6054430622173703
170,0.6046779021873789
171,0.6033108200723705
172,0.6033415609438627
173,0.6034469942242625
174,0.6035950473384777
175,0.6042743667498216
176,0.6044995170589439
177,0.604628620187794
178,0.6038810961635998
179,0.6035970453801608
180,0.6033840941560269
181,0.6036617775533242
182,0.6035159010450883
183,0.6045196194370929
184,0.6044707764312046
185,0.604197430521548
186,0.6034153144298678
187,0.6028033660910279
188,0.6023855917099926
189,0.6021973670201123
190,0.6014433452460674
191,0.6005605826249527
192,0.6006460328160399
193,0.6010134945183773
194,0.6006740115974802
195,0.5976282626602358
196,0.5998301335644223
197,0.6000080146232007
198,0.5997245850160839
199,0.5996565330829225
200,0.6005417114468945
201,0.6005569980028969
202,0.6041430292054546
203,0.6035019986292801
204,0.6039282210698356
205,0.6033484475602187
206,0.6017267461265187
207,0.601157287919283
208,0.6039041654760664
209,0.6074310373148412
210,0.6079133236024474
211,0.6078469696511414
212,0.6082123569904686
213,0.607879000493656
214,0.6082771237571183
215,0.599948333984549
216,0.59499832032981
217,0.5949955097480921
218,0.595219344769309
219,0.5967088652995408
220,0.5984599707639138
221,0.5985632883004459
222,0.5993146219775615
223,0.5991065121740802
224,0.5993314033906463
225,0.5989691452548928
226,0.5986717647288675
227,0.5978702977849497
228,0.5978978574117099
229,0.5977389279016505
230,0.5973933349688209
231,0.5974187607236185
232,0.599090788362268
233,0.5990325218434901
234,0.6014037545456912
235,0.6011627060381385
236,0.607320312330381
237,0.6076085032202767
238,0.6081363198834654
239,0.6073427525143666
240,0.6072784066095375
241,0.6072212565065745
242,0.5975921913405285
243,0.5997695932054572
244,0.5997907286075462
245,0.6002612555309472
246,0.6006764922265511
247,0.6021638353874598
248,0.6023035515978226
249,0.6027142747690734
250,0.6029882859201223
251,0.606264152871705
252,0.6056388196634613
253,0.605906306578689
254,0.6052762584487796
255,0.602619639182051
256,0.6006815730528772
257,0.6007647382947623
258,0.600808398242888
259,0.6004802605579991
260,0.6000730654241658
261,0.6001108243768332
262,0.599848075790981
263,0.5952691924744495
264,0.5957019722464717
265,0.5958110641458665
266,0.5959538805923498
267,0.595967731648358
268,0.5956155723500289
269,0.5954133092599587
270,0.5957054942689679
271,0.5957791187416939
272,0.5970181933081475
273,0.5975143310395896
274,0.5986143125819072
275,0.5990158718399884
276,0.5980230353400191
277,0.5978984630621169
278,0.598466242880823
279,0.5980373117648405
280,0.5976085137979978
281,0.5950311642957755
282,0.5941100068340202
283,0.5941501933883121
284,0.5943355359506527
285,0.5950291999313728
286,0.5945448746292934
287,0.5950850591409282
288,0.5947611644913199
289,0.5950079738568591
290,0.5948142268374047
291,0.5971808528675824
292,0.5976504272538331
293,0.5977036611970479
294,0.5967527408603874
295,0.5968027218387164
296,0.5967613050687353
297,0.5924199248365166
298,0.5916713339095525
299,0.6008527104761664
300,0.6006226294215268
301,0.6010243138379645
302,0.6007423956793714
303,0.600735863882427
304,0.6012423866278996
305,0.6013757880097682
306,0.6006926272132673
307,0.6014726417565408
308,0.6014728691603083
309,0.6011982639187674
310,0.5994700219168899
311,0.59829309328705
312,0.5983214866123616
313,0.598412482068406
314,0.5983999226929388
315,0.5965878267455725
316,0.5964469405589312
317,0.5915571426687051
318,0.5955123971061196
319,0.5982650973586726
320,0.5982693330362095
321,0.5984290231629135
322,0.5994087775896666
323,0.6011622344747332
324,0.6009983738458295
325,0.600978922457853
326,0.6007112262972013
327,0.6019602560906409
328,0.6019505234216664
329,0.6000767500667794
330,0.6000622747342551
331,0.5999791500201731
332,0.6003123765102583
333,0.6004451269364063
334,0.6003613851858293
335,0.6000546756355271
336,0.6018377411700182
337,0.6017301146035783
338,0.6019588799463664
339,0.6020420338933448
340,0.6021374809076361
341,0.6023285678784223
342,0.6025350355019296
343,0.6023324347965306
344,0.6021556103365386
345,0.602083747024196
346,0.6024403016646759
347,0.6024413691809152
348,0.6023834315317915
349,0.6029799044558595
350,0.6030108782397099
351,0.6031422266891655
352,0.6030781803710454
353,0.6032179812042966
354,0.6033767568801301
355,0.6033974191793046
356,0.6038576581918178
357,0.6038803382828106
358,0.6037158475071056
359,0.6064666650719264
360,0.6065510312583208
361,0.6070556368510626
362,0.6071002270258823
363,0.6069002843978761
364,0.606990503431544
365,0.607069756860132
366,0.6063803316600765
367,0.6066982382572768
368,0.6067218477143898
369,0.6066217280482095
370,0.6065002723233865
371,0.6063846872378896
372,0.6061813792791927
373,0.606708239738
374,0.6067014168584516
375,0.6060437675649974
376,0.6059481775766729
377,0.6059701756438579
378,0.6058085917220557
379,0.6007407645272378
380,0.5984267493176548
381,0.5984536642295865
382,0.5984738939797487
383,0.5988302872179729
384,0.5988855253499377
385,0.5990853444704278
386,0.5985881367236241
387,0.5985102863870007
388,0.5983854017547138
389,0.5981419333443755
390,0.5980532543237151
391,0.6000043658361943
392,0.600173911899405
393,0.6001352964011071
394,0.6002697509502471
395,0.601092755612177
396,0.6011560318939286
397,0.599350367551177
398,0.6034853499407374
399,0.6034159425446096
400,0.6033828462125108
401,0.603764890947184
402,0.6070464734568077
403,0.6066084712503401
404,0.6065411617347045
405,0.6064521601961222
406,0.6062391938974045
407,0.6062180441058566
408,0.6062482653790494
409,0.6061987781379728
410,0.60548634587629
411,0.6054038736341141
412,0.6048585893466282
413,0.6064965967582042
414,0.6065960075303981
415,0.6070531459734366
416,0.6032593724606954
417,0.6035903343527795
418,0.603621246160224
419,0.6035932656673959
420,0.603602038888158
421,0.6036457491285796
422,0.6035682701839435
423,0.6036302832350297
424,0.6037842145141099
425,0.6040111669966007
426,0.6063154438310996
427,0.6063348873286815
428,0.6065941540151154
429,0.6064967694793536
430,0.606578871345169
431,0.6065192251442658
432,0.6063609683352577
433,0.6062760078511619
434,0.6063228894048743
435,0.606275545837551
436,0.6063479678980296
437,0.6062582854856898
438,0.6059913234786373
439,0.6060368533776522
440,0.606212993653475
441,0.6061864136690639
442,0.6073007884477835
443,0.6072332645486053
444,0.6079366819458983
445,0.6079784003880133
446,0.6060111196057998
447,0.6059539407463732
448,0.6065468933475512
449,0.6065845844200164
450,0.6066489267634544
451,0.606791281909146
452,0.6075294325025868
453,0.6077122059821762
454,0.6077242787175975
455,0.6111970049327239
456,0.6112138167084831
457,0.6112297402701528
458,0.6112672556991411
459,0.6113256821240082
460,0.6114302964573206
461,0.6113273600519042
462,0.6122461943766722
463,0.6111337716970715
464,0.6102333563526007
465,0.6102269535271264
466,0.6091565102806797
467,0.6087712650374917
468,0.6088725798766048
469,0.6089596012962363
470,0.6090530294618188
471,0.6090886886771101
472,0.613901410735236
473,0.6139485563978853
474,0.6139625546317766
475,0.6150091386898973
476,0.6150481791051756
