Time(Iteration),UCBLinearBandit,TSLinearBandit,PHELinearBandit
0,0.4028636294045639,0.5449227532897802,0.47366113457677966
1,0.8029912883086003,1.0611473270826992,1.037744482697035
2,1.0740076283051947,1.4695825517218535,1.4753571373967118
3,1.4472690391178675,1.9285765091287697,2.124720033770228
4,1.8429588971215598,2.341099083654627,2.4017475318529766
5,2.1623736470622266,2.7396016040309887,3.0083752813666873
6,2.6547659696624235,2.9121354737162664,3.4957785855055676
7,2.9408217948825945,3.22354915160738,4.1461844459612776
8,3.0237532398530536,3.4090489037866893,4.551972843242832
9,3.181104815681257,3.649318661845345,5.1231798494983245
10,3.186443859111266,3.7828848832461404,5.263080712432619
11,3.293784297936205,3.8284230248701037,5.444017264575177
12,3.3293341407501926,4.080935618174527,5.6308748818816685
13,3.5477470202960553,4.262981121875589,5.812674218951872
14,3.6129135482035415,4.428191854687045,5.8967117377361475
15,3.748968787069244,4.4847310613387705,6.040381589478383
16,3.885832582715402,4.615685653399802,6.055755100318495
17,3.918560741831288,4.70430272170708,6.211164534013321
18,3.92157838994637,4.74067782716624,6.334713919803161
19,3.9421949171564052,4.829775104214889,6.57063886019967
20,3.9556802599650687,4.901063399100574,6.6872194339719275
21,4.018818321447283,4.949077518930222,6.936431281184417
22,4.037059706309674,4.960346889546715,7.093482647158808
23,4.07827850238453,5.022186607304352,7.149798578653195
24,4.079663179683722,5.0716791150591325,7.180125218047726
25,4.106690199621273,5.0869028518064425,7.368479185349718
26,4.106690199621273,5.10032797858865,7.424348265848022
27,4.12011532640348,5.135577969769822,7.5289420765738
28,4.124517651817754,5.138595617884905,7.6464443353378275
29,4.138002994626418,5.194572396721009,7.806324263225048
30,4.213506585883215,5.209945907561122,7.978696148861388
31,4.213506585883215,5.261589681581034,8.152932890671263
32,4.217908911297488,5.4622759885353105,8.373845146463331
33,4.217908911297488,5.545793323787825,8.454403471629558
34,4.217908911297488,5.587894117269639,8.54511187641557
35,4.22092655941257,5.612265584840435,8.580722075583791
36,4.223944207527651,5.629864463935387,8.641861454892346
37,4.223944207527651,5.653713146156358,8.702968252744864
38,4.223944207527651,5.680053784205414,8.917449881346483
39,4.247953579350121,5.699356816539093,8.976090301097228
40,4.334875777490227,5.79468905569807,9.043526607428204
41,4.34614514810672,5.79468905569807,9.207313959304296
42,4.374298195586441,5.805156750391652,9.273851843962905
43,4.385717340295736,5.805156750391652,9.276869492077989
44,4.3971364850050305,5.806541427690844,9.39521838981715
45,4.4076041796986125,5.817009122384426,9.44482331202322
46,4.420506521130995,5.827476817078008,9.488723649811332
47,4.424908846545269,5.8806915893619855,9.609424899211543
48,4.475802223514319,5.914916970903237,9.674796768635023
49,4.496418750724354,5.920256014333246,9.774116715041831
50,4.533804589691267,5.954885281593475,9.825515202550177
51,4.535189266990459,5.954885281593475,9.886038453465005
52,4.539591592404733,5.960224325023484,9.954195011694031
53,4.544930635834742,5.960224325023484,10.042939607379779
54,4.544930635834742,5.963241973138566,10.086294074158275
55,4.562529514929695,5.963241973138566,10.154758971199865
56,4.566931840343969,5.973709667832148,10.192265159221654
57,4.566931840343969,5.973709667832148,10.288834922294976
58,4.56994948845905,5.97509434513134,10.333286240194674
59,4.604638971745736,5.9764790224305315,10.443701578389193
60,4.649375437446788,5.990443011334201,10.533221970549292
61,4.649375437446788,5.9934606594492825,10.560088300885344
62,4.649375437446788,5.9934606594492825,10.63618319154033
63,4.649375437446788,5.994845336748474,10.654424576402722
64,4.677170529245731,6.018854708570943,10.80216292377493
65,4.715006345218332,6.020239385870136,10.844767819655273
66,4.735448291295561,6.033724728678799,10.94600046991734
67,4.745855769962687,6.036742376793881,11.049330595962727
68,4.745855769962687,6.04208142022389,11.064554332710037
69,4.745855769962687,6.04208142022389,11.074588800120141
70,4.745855769962687,6.04208142022389,11.174772675474022
71,4.793232075046281,6.045099068338972,11.239966576737451
72,4.837166844682204,6.048116716454054,11.27218611653357
73,4.837166844682204,6.051134364569135,11.317433483713653
74,4.837166844682204,6.055536689983409,11.413432869375796
75,4.837166844682204,6.0585543380984905,11.463410802838887
76,4.84757432334933,6.0638933815285,11.515174847448636
77,4.8579818020164565,6.0638933815285,11.530398584195945
78,4.8579818020164565,6.077378724337164,11.60666918850093
79,4.860999450131539,6.078763401636356,11.681741236203164
80,4.86401709824662,6.078763401636356,11.777131375149088
81,4.86401709824662,6.16256091635491,11.845223260933654
82,4.893375384410759,6.166963241769183,11.865124585911966
83,4.903843079104341,6.166963241769183,11.883365970774356
84,4.947705768985232,6.168347919068376,11.88776829618863
85,4.952108094399505,6.168347919068376,11.97062048562154
86,4.963900250365823,6.168347919068376,12.009684948036975
87,4.975692406332142,6.168347919068376,12.045475560317067
88,4.989117533114349,6.168347919068376,12.163479588979389
89,5.000909689080667,6.168347919068376,12.213818683342216
90,5.002294366379859,6.172750244482649,12.2242863780358
91,5.002294366379859,6.175767892597731,12.306168348147347
92,5.002294366379859,6.185802360007834,12.405985835096429
93,5.006696691794133,6.185802360007834,12.45399995492608
94,5.006696691794133,6.185802360007834,12.465792110892398
95,5.057481398579354,6.190204685422108,12.52772662110475
96,5.060499046694435,6.1915893627213,12.533065664534757
97,5.0635166948095165,6.215598734543769,12.576551135315764
98,5.096613457013688,6.2169834118429605,12.598871815764523
99,5.110038583795896,6.251563927956665,12.680791383851064
100,5.110038583795896,6.29907631690988,12.71769273809325
101,5.110038583795896,6.29907631690988,12.805873093899944
102,5.110038583795896,6.29907631690988,12.853241586339681
103,5.110038583795896,6.29907631690988,12.915144744615507
104,5.113056231910978,6.302093965024961,13.038431828773131
105,5.116073880026059,6.305111613140044,13.084991090784289
106,5.116073880026059,6.310450656570053,13.165183240125156
107,5.121412923456068,6.310450656570053,13.182164877143908
108,5.140177093668286,6.310450656570053,13.251001186951038
109,5.143194741783367,6.310450656570053,13.380688430365169
110,5.14621238989845,6.310450656570053,13.422273913973328
111,5.149230038013531,6.323502772095237,13.439255550992078
112,5.149230038013531,6.323502772095237,13.440640228291269
113,5.201469364909812,6.32488744939443,13.46507191188852
114,5.205871690324086,6.327905097509511,13.502572115961783
115,5.210274015738359,6.327905097509511,13.559025959355267
116,5.214676341152633,6.3309227456245925,13.559025959355267
117,5.216061018451825,6.349289059942536,13.572451086137473
118,5.2174456957510165,6.349289059942536,13.623645565717101
119,5.218830373050208,6.349289059942536,13.666664394263353
120,5.220215050349401,6.382641103129138,13.739816389936191
121,5.220215050349401,6.382641103129138,13.794379851915664
122,5.221599727648592,6.38565875124422,13.822474811017909
123,5.232869098265085,6.4119993892932765,13.825492459132992
124,5.234253775564277,6.4119993892932765,13.867596692246408
125,5.235638452863468,6.415017037408359,13.925940115793958
126,5.23702313016266,6.415017037408359,13.939904104697627
127,5.2384078074618525,6.41803468552344,14.002474770878203
128,5.239792484761044,6.482453343739334,14.015960113686868
129,5.241177162060236,6.485470991854416,14.02599458109697
130,5.241177162060236,6.495878470521542,14.029012229212052
131,5.241177162060236,6.500280795935817,14.134752094986496
132,5.241177162060236,6.503298444050898,14.238273257902103
133,5.241177162060236,6.503298444050898,14.238273257902103
134,5.241177162060236,6.542884269309866,14.238273257902103
135,5.241177162060236,6.542884269309866,14.251175599334484
136,5.251644856753818,6.542884269309866,14.271617545411711
137,5.251644856753818,6.5442689466090584,14.340100978953538
138,5.2530295340530095,6.54728659472414,14.341485656252729
139,5.254414211352201,6.550304242839222,14.37483769943933
140,5.2574318594672835,6.550304242839222,14.418156395288886
141,5.258816536766475,6.554706568253496,14.435138032307638
142,5.261834184881557,6.560045611683504,14.435138032307638
143,5.264851832996639,6.577644490778458,14.488811223441093
144,5.264851832996639,6.577644490778458,14.513033012034196
145,5.266236510295831,6.582983534208466,14.54055712785022
146,5.267621187595022,6.582983534208466,14.553459469282604
147,5.272023513009296,6.596035649733652,14.573901415359831
148,5.272023513009296,6.614304003896073,14.621826933849311
149,5.30011847211154,6.614304003896073,14.632294628542894
150,5.30011847211154,6.614304003896073,14.665255166677394
151,5.30011847211154,6.619643047326082,14.727260724769124
152,5.30011847211154,6.619643047326082,14.744144401632354
153,5.30011847211154,6.622660695441164,14.782712237125432
154,5.30011847211154,6.631017386986254,14.787114562539704
155,5.30011847211154,6.639374078531344,14.80286108463684
156,5.30011847211154,6.642391726646426,14.886987919128746
157,5.30011847211154,6.691665539712358,14.914437250841079
158,5.30011847211154,6.703084684421654,14.983099558202175
159,5.331568942951755,6.703084684421654,14.988438601632186
160,5.331568942951755,6.707487009835928,15.015789973188998
161,5.331568942951755,6.711889335250203,15.01880762130408
162,5.331568942951755,6.714906983365284,15.031709962736462
163,5.331568942951755,6.720246026795293,15.078154471622806
164,5.331568942951755,6.721630704094485,15.11219831085538
165,5.332953620250946,6.726969747524494,15.14822130215408
166,5.332953620250946,6.729987395639576,15.159490672770573
167,5.335971268366029,6.729987395639576,15.160875350069764
168,5.33735594566522,6.729987395639576,15.163892998184846
169,5.33735594566522,6.729987395639576,15.163892998184846
170,5.33735594566522,6.729987395639576,15.209328302527393
171,5.33735594566522,6.73438972105385,15.22112045849371
172,5.33735594566522,6.737407369168932,15.263990074043218
173,5.33735594566522,6.737407369168932,15.27525944465971
174,5.33735594566522,6.740425017284013,15.2766441219589
175,5.33735594566522,6.740425017284013,15.287051600626025
176,5.33735594566522,6.740425017284013,15.309236673012041
177,5.33735594566522,6.740425017284013,15.326120349875271
178,5.33735594566522,6.743442665399096,15.327505027174462
179,5.33735594566522,6.743442665399096,15.35056732196853
180,5.33735594566522,6.74784499081337,15.387227350248583
181,5.33735594566522,6.74784499081337,15.420361485477533
182,5.33735594566522,6.74784499081337,15.424763810891807
183,5.33735594566522,6.74784499081337,15.433120502436898
184,5.33735594566522,6.750862638928451,15.434505179736089
185,5.33735594566522,6.77487201075092,15.45138885659932
186,5.33735594566522,6.777889658866002,15.540832620005924
187,5.33735594566522,6.809340129706216,15.59931857024344
188,5.33735594566522,6.809340129706216,15.659495564898629
189,5.33735594566522,6.809340129706216,15.67939688987694
190,5.33735594566522,6.831017747201092,15.692822016659147
191,5.33735594566522,6.841425225868218,15.692822016659147
192,5.33735594566522,6.87569399687569,15.724501698138216
193,5.33735594566522,6.901300462767985,15.74668677052423
194,5.3426949890952296,6.9152644516716535,15.768871842910244
195,5.3426949890952296,6.918282099786735,15.838680950901658
196,5.3426949890952296,6.918282099786735,15.910811433630855
197,5.344079666394421,6.918282099786735,15.912196110930045
198,5.34941870982443,6.918282099786735,15.943646581770262
199,5.374022556413839,6.918282099786735,16.001630324352107
200,5.374022556413839,6.921299747901817,16.012037803019233
201,5.374022556413839,6.924317396016899,16.015055451134312
202,5.374022556413839,6.925702073316091,16.029342469865888
203,5.374022556413839,6.925702073316091,16.037699161410977
204,5.374022556413839,6.9287197214311735,16.037699161410977
205,5.374022556413839,6.930104398730366,16.086146508524106
206,5.374022556413839,6.935443442160374,16.12861341579282
207,5.395309851963258,6.935443442160374,16.133952459222833
208,5.395309851963258,6.936828119459567,16.136970107337913
209,5.395309851963258,6.936828119459567,16.139987755452996
210,5.39669452926245,6.936828119459567,16.1642095440461
211,5.39669452926245,6.939845767574648,16.17256623559119
212,5.39669452926245,6.950313462268231,16.182973714258317
213,5.398079206561642,6.951698139567424,16.2273409635338
214,5.398079206561642,6.956100464981698,16.23861033415029
215,5.398079206561642,6.95748514228089,16.252897352881867
216,5.401096854676724,6.95748514228089,16.270496231976818
217,5.401096854676724,6.958869819580083,16.312931292557813
218,5.401096854676724,6.958869819580083,16.315948940672893
219,5.401096854676724,6.960254496879275,16.332832617536123
220,5.428891946475667,6.992221862766686,16.334217294835316
221,5.428891946475667,6.993606540065879,16.38542431339532
