Time(Iteration),TSLinearBandit
0,0.29704607597652877
1,0.6551086352045474
2,0.9777433562579733
3,1.4304201722146757
4,1.850331578717625
5,2.106439100171612
6,2.4942131353503525
7,2.875504524626817
8,3.391314516663544
9,3.7824576929691887
10,4.2547800819333235
11,4.682535227109867
12,5.165076988122481
13,5.639348107233731
14,6.073019228183812
15,6.500904408331001
16,6.878339334044472
17,7.321107703423394
18,7.66492756964283
19,8.135932180862696
20,8.3748205752723
21,8.823326190975441
22,9.097188549453094
23,9.201442110370346
24,9.465688518659395
25,9.551000966522205
26,9.762744026343292
27,9.786266501323835
28,9.816343819620238
29,9.932492886640068
30,10.002150211296211
31,10.123710753378786
32,10.228974026224622
33,10.275551322702777
34,10.287499135681871
35,10.309839638741467
36,10.321787451720562
37,10.329042544089525
38,10.34099035706862
39,10.367400931122116
40,10.39862115655749
41,10.413802269774362
42,10.428983382991234
43,10.44779128070208
44,10.49609989316821
45,10.521586279706902
46,10.536767392923775
47,10.551948506140645
48,10.567129619357518
49,10.579077432336613
50,10.591025245315707
51,10.602973058294802
52,10.614920871273897
53,10.626868684252992
54,10.638816497232087
55,10.650764310211182
56,10.662712123190277
57,10.674659936169371
58,10.686607749148466
59,10.698555562127561
60,10.710503375106656
61,10.717758467475619
62,10.729706280454714
63,10.741654093433809
64,10.753601906412904
65,10.765549719391998
66,10.777497532371093
67,10.781869956965698
68,10.783069025678675
69,10.787441450273281
70,10.791813874867886
71,10.79618629946249
72,10.800558724057096
73,10.801757792770072
74,10.80295686148305
75,10.804155930196027
76,10.805354998909003
77,10.809727423503608
78,10.810926492216584
79,10.812125560929562
80,10.813324629642539
81,10.824999895503115
82,10.826198964216092
83,10.827398032929068
84,10.828597101642044
85,10.82979617035502
86,10.830995239067999
87,10.832194307780975
88,10.83656673237558
89,10.837765801088556
90,10.842138225683161
91,10.84333729439614
92,10.844536363109116
93,10.845735431822092
94,10.846934500535069
95,10.848133569248045
96,10.849332637961023
97,10.850531706674
98,10.854904131268604
99,10.859336500219358
100,10.860535568932335
101,10.864967937883089
102,10.866167006596065
103,10.867366075309041
104,10.868565144022018
105,10.869764212734996
106,10.870963281447972
107,10.883754108954426
108,10.884953177667402
109,10.88615224638038
110,10.887351315093357
111,10.888550383806333
112,10.88974945251931
113,10.890948521232286
114,10.892147589945264
115,10.89334665865824
116,10.894545727371217
117,10.895744796084193
118,10.900117220678798
119,10.901316289391776
120,10.90568871398638
121,10.906887782699357
122,10.908086851412333
123,10.90928592012531
124,10.910484988838288
125,10.912366389240837
126,10.914247789643387
127,10.919302545927566
128,10.921183946330116
129,10.923065346732667
130,10.924946747135216
131,10.926828147537766
132,10.928709547940317
133,10.930590948342866
134,10.932472348745417
135,10.934353749147967
136,10.936235149550516
137,10.938116549953067
138,10.939997950355616
139,10.955417924317763
140,10.960472680601942
141,10.962354081004491
142,10.96423548140704
143,10.966116881809592
144,10.967998282212141
145,10.969879682614692
146,10.971761083017242
147,10.973642483419791
148,10.975523883822342
149,10.977405284224892
150,10.979286684627443
151,10.981168085029992
152,10.983049485432542
153,10.984930885835093
154,10.986812286237642
155,10.988693686640193
156,10.990575087042743
157,10.99568978768307
158,10.997571188085619
159,10.99945258848817
160,11.00133398889072
161,11.00321538929327
162,11.00509678969582
163,11.00697819009837
164,11.00885959050092
165,11.01074099090347
166,11.01262239130602
167,11.01450379170857
168,11.01638519211112
169,11.01826659251367
170,11.02014799291622
171,11.022029393318771
172,11.02391079372132
173,11.02579219412387
174,11.027673594526421
175,11.02955499492897
176,11.030754063641947
177,11.032635464044498
178,11.033834532757474
179,11.03503360147045
180,11.036232670183427
181,11.038114070585978
182,11.039995470988528
183,11.041876871391079
184,11.043758271793628
185,11.044957340506604
186,11.04615640921958
187,11.050588778170335
188,11.051787846883311
189,11.05298691559629
190,11.054185984309266
191,11.056067384711815
192,11.057948785114366
193,11.059147853827342
194,11.061029254229892
195,11.062228322942868
196,11.063427391655846
197,11.065308792058396
198,11.067190192460945
199,11.068389261173923
200,11.070270661576473
201,11.072152061979022
202,11.073351130692
203,11.07523253109455
204,11.076431599807526
205,11.077630668520502
206,11.07882973723348
207,11.080028805946457
208,11.081227874659433
209,11.08242694337241
210,11.083626012085386
211,11.092183000949763
212,11.100739989814139
213,11.101939058527115
214,11.103820458929665
215,11.105019527642643
216,11.10621859635562
217,11.107417665068596
218,11.108616733781572
219,11.109815802494548
220,11.111014871207527
221,11.112213939920503
222,11.120770928784879
223,11.121969997497855
224,11.123851397900406
225,11.125050466613382
226,11.126249535326359
227,11.127448604039335
228,11.128647672752312
229,11.12984674146529
230,11.131045810178266
231,11.132244878891242
232,11.134126279293792
233,11.13532534800677
234,11.136524416719746
235,11.137723485432723
236,11.138922554145699
237,11.140121622858675
238,11.141320691571654
239,11.14251976028463
240,11.14251976028463
241,11.143718828997606
242,11.144917897710583
243,11.146116966423559
244,11.147316035136537
245,11.148515103849514
246,11.14971417256249
247,11.150913241275466
248,11.152112309988443
249,11.15331137870142
250,11.154510447414397
251,11.155709516127374
252,11.15690858484035
253,11.158107653553326
254,11.159306722266304
255,11.16050579097928
256,11.161704859692257
257,11.162903928405234
258,11.16410299711821
259,11.165302065831188
260,11.166501134544164
261,11.16770020325714
262,11.168899271970117
263,11.170098340683094
264,11.171297409396072
265,11.172496478109048
266,11.173695546822024
267,11.174894615535
268,11.176093684247977
269,11.177292752960955
270,11.178491821673932
271,11.179690890386908
272,11.180889959099884
273,11.18208902781286
274,11.183288096525839
275,11.184487165238815
276,11.185686233951792
277,11.186885302664768
278,11.188084371377744
279,11.189283440090723
280,11.190482508803699
281,11.191681577516675
282,11.192880646229652
283,11.194079714942628
284,11.195278783655606
285,11.196477852368583
286,11.197676921081559
287,11.198875989794535
288,11.200075058507512
289,11.20127412722049
290,11.202473195933466
291,11.203672264646443
292,11.204871333359419
293,11.206070402072395
294,11.207269470785373
295,11.20846853949835
296,11.209667608211326
297,11.210866676924303
298,11.212065745637279
299,11.213264814350257
300,11.214463883063233
301,11.21566295177621
302,11.216862020489186
303,11.218061089202163
304,11.21926015791514
305,11.220459226628117
306,11.221658295341093
307,11.22285736405407
308,11.224056432767046
309,11.225255501480024
310,11.226454570193
311,11.227653638905977
312,11.228852707618953
313,11.23005177633193
314,11.231250845044908
315,11.232449913757884
316,11.23364898247086
317,11.234848051183837
318,11.236047119896813
319,11.236047119896813
320,11.237928520299365
321,11.239127589012341
322,11.240326657725317
323,11.241525726438294
324,11.242724795151272
325,11.243923863864248
326,11.245122932577225
327,11.246322001290201
328,11.247521070003177
329,11.248720138716156
330,11.249919207429132
331,11.251118276142108
332,11.252317344855085
333,11.253516413568061
334,11.25471548228104
335,11.255914550994015
336,11.257113619706992
337,11.268788885567568
338,11.269987954280545
339,11.271187022993521
340,11.272386091706498
341,11.273585160419476
342,11.274784229132452
343,11.275983297845428
344,11.277182366558405
345,11.278381435271381
346,11.27958050398436
347,11.280779572697336
348,11.281978641410312
349,11.283177710123288
350,11.284376778836265
351,11.285575847549243
352,11.28677491626222
353,11.287973984975196
354,11.289173053688172
355,11.290372122401148
356,11.291571191114127
357,11.292770259827103
358,11.29396932854008
359,11.295168397253056
360,11.296367465966032
361,11.29756653467901
362,11.298765603391987
363,11.299964672104963
364,11.30116374081794
365,11.302362809530916
366,11.303561878243894
367,11.30476094695687
368,11.305960015669847
369,11.307159084382823
370,11.3083581530958
371,11.309557221808777
372,11.310756290521754
373,11.31195535923473
374,11.313154427947707
375,11.314353496660683
376,11.315552565373661
377,11.316751634086637
378,11.317950702799614
379,11.31914977151259
380,11.320348840225567
381,11.321547908938545
382,11.322746977651521
383,11.323946046364497
384,11.325145115077474
385,11.32634418379045
386,11.327543252503428
387,11.329424652905978
388,11.330623721618954
389,11.33182279033193
390,11.333021859044909
391,11.334220927757885
392,11.335419996470861
393,11.336619065183838
394,11.337818133896814
395,11.339017202609792
396,11.340216271322769
397,11.341415340035745
398,11.342614408748721
399,11.343813477461698
400,11.345012546174676
401,11.346211614887652
402,11.347410683600629
403,11.348609752313605
404,11.349808821026581
405,11.35100788973956
406,11.352206958452536
407,11.353406027165512
408,11.354605095878489
409,11.355804164591465
410,11.357003233304443
411,11.35820230201742
412,11.359401370730396
413,11.360600439443372
414,11.361799508156349
415,11.362998576869327
416,11.364197645582303
417,11.38166409690686
418,11.382863165619836
419,11.384062234332813
420,11.385261303045791
421,11.386460371758767
422,11.387659440471744
423,11.38885850918472
424,11.390057577897696
425,11.391256646610675
426,11.392455715323651
427,11.393654784036627
428,11.394853852749604
429,11.39605292146258
430,11.397251990175558
431,11.398451058888535
432,11.399650127601511
433,11.400849196314487
434,11.402048265027464
435,11.403247333740442
436,11.404446402453418
437,11.405645471166395
438,11.406844539879371
439,11.408043608592347
440,11.409242677305325
441,11.410441746018302
442,11.411640814731278
443,11.412839883444255
444,11.414038952157231
445,11.414038952157231
446,11.41523802087021
447,11.416437089583185
448,11.417636158296162
449,11.418835227009138
450,11.420034295722115
451,11.421233364435093
452,11.422432433148069
453,11.422432433148069
454,11.422432433148069
455,11.423631501861045
456,11.423631501861045
457,11.423631501861045
458,11.423631501861045
459,11.423631501861045
460,11.424830570574022
461,11.424830570574022
462,11.424830570574022
463,11.424830570574022
464,11.424830570574022
465,11.424830570574022
466,11.424830570574022
467,11.424830570574022
468,11.424830570574022
469,11.424830570574022
470,11.424830570574022
471,11.424830570574022
472,11.424830570574022
473,11.424830570574022
474,11.424830570574022
475,11.424830570574022
476,11.424830570574022
477,11.424830570574022
478,11.424830570574022
479,11.424830570574022
480,11.424830570574022
481,11.424830570574022
482,11.424830570574022
483,11.424830570574022
484,11.424830570574022
485,11.424830570574022
486,11.424830570574022
487,11.424830570574022
488,11.424830570574022
489,11.424830570574022
490,11.424830570574022
491,11.424830570574022
492,11.424830570574022
493,11.424830570574022
494,11.424830570574022
495,11.424830570574022
496,11.424830570574022
497,11.424830570574022
498,11.424830570574022
499,11.424830570574022
500,11.424830570574022
501,11.424830570574022
502,11.424830570574022
503,11.424830570574022
504,11.424830570574022
505,11.424830570574022
506,11.424830570574022
507,11.424830570574022
508,11.424830570574022
509,11.424830570574022
510,11.424830570574022
511,11.424830570574022
512,11.424830570574022
513,11.424830570574022
514,11.424830570574022
515,11.424830570574022
516,11.424830570574022
517,11.424830570574022
518,11.424830570574022
519,11.424830570574022
520,11.424830570574022
521,11.424830570574022
522,11.424830570574022
523,11.424830570574022
524,11.424830570574022
525,11.424830570574022
526,11.424830570574022
527,11.424830570574022
528,11.424830570574022
529,11.424830570574022
530,11.424830570574022
531,11.424830570574022
532,11.424830570574022
533,11.424830570574022
534,11.424830570574022
535,11.424830570574022
536,11.424830570574022
537,11.424830570574022
538,11.424830570574022
539,11.424830570574022
540,11.424830570574022
541,11.424830570574022
542,11.424830570574022
543,11.424830570574022
544,11.424830570574022
545,11.424830570574022
546,11.424830570574022
547,11.424830570574022
548,11.424830570574022
549,11.424830570574022
550,11.424830570574022
551,11.424830570574022
552,11.424830570574022
553,11.424830570574022
554,11.424830570574022
555,11.424830570574022
556,11.424830570574022
557,11.424830570574022
558,11.424830570574022
559,11.424830570574022
560,11.424830570574022
561,11.424830570574022
562,11.424830570574022
563,11.424830570574022
564,11.424830570574022
565,11.424830570574022
566,11.424830570574022
567,11.424830570574022
568,11.424830570574022
569,11.424830570574022
570,11.424830570574022
571,11.424830570574022
572,11.424830570574022
573,11.424830570574022
574,11.424830570574022
575,11.424830570574022
576,11.424830570574022
577,11.424830570574022
578,11.424830570574022
579,11.424830570574022
580,11.424830570574022
581,11.424830570574022
582,11.424830570574022
583,11.424830570574022
584,11.424830570574022
585,11.424830570574022
586,11.424830570574022
587,11.424830570574022
588,11.424830570574022
589,11.424830570574022
590,11.424830570574022
591,11.424830570574022
592,11.424830570574022
593,11.424830570574022
594,11.424830570574022
595,11.424830570574022
596,11.424830570574022
597,11.424830570574022
598,11.424830570574022
599,11.424830570574022
600,11.424830570574022
601,11.424830570574022
602,11.424830570574022
603,11.424830570574022
604,11.424830570574022
605,11.424830570574022
606,11.424830570574022
607,11.424830570574022
608,11.424830570574022
609,11.424830570574022
610,11.424830570574022
611,11.424830570574022
612,11.424830570574022
613,11.424830570574022
614,11.424830570574022
615,11.424830570574022
616,11.424830570574022
617,11.424830570574022
618,11.424830570574022
619,11.424830570574022
620,11.424830570574022
621,11.424830570574022
622,11.424830570574022
623,11.424830570574022
624,11.424830570574022
625,11.424830570574022
626,11.424830570574022
627,11.424830570574022
628,11.424830570574022
629,11.424830570574022
630,11.424830570574022
631,11.424830570574022
632,11.424830570574022
633,11.424830570574022
634,11.424830570574022
635,11.424830570574022
636,11.424830570574022
637,11.424830570574022
638,11.424830570574022
639,11.424830570574022
640,11.424830570574022
641,11.424830570574022
642,11.424830570574022
643,11.424830570574022
644,11.424830570574022
645,11.424830570574022
646,11.424830570574022
647,11.424830570574022
648,11.424830570574022
649,11.424830570574022
650,11.424830570574022
651,11.424830570574022
652,11.424830570574022
653,11.424830570574022
654,11.424830570574022
655,11.424830570574022
656,11.424830570574022
657,11.424830570574022
658,11.424830570574022
659,11.424830570574022
660,11.424830570574022
661,11.424830570574022
662,11.424830570574022
663,11.424830570574022
664,11.424830570574022
665,11.424830570574022
666,11.424830570574022
667,11.424830570574022
668,11.424830570574022
669,11.424830570574022
670,11.424830570574022
671,11.424830570574022
672,11.424830570574022
673,11.424830570574022
674,11.424830570574022
675,11.424830570574022
676,11.424830570574022
677,11.424830570574022
678,11.424830570574022
679,11.424830570574022
680,11.424830570574022
681,11.424830570574022
682,11.424830570574022
683,11.424830570574022
684,11.424830570574022
685,11.424830570574022
686,11.424830570574022
687,11.424830570574022
688,11.424830570574022
689,11.424830570574022
690,11.424830570574022
691,11.424830570574022
692,11.424830570574022
693,11.424830570574022
