Time(Iteration),PHELinearBanditTheta
0,0.9934405113034235
1,0.9888508415373023
2,0.9826485865860688
3,0.9775137110963203
4,0.9765892909888695
5,0.965531256374424
6,0.952189859362622
7,0.9476091950963988
8,0.9470360498283629
9,0.9413605788255428
10,0.9443194144997749
11,0.9360001892665709
12,0.9372348516242045
13,0.9445297567285872
14,0.9469521070514844
15,0.9411596586890226
16,0.949522863119552
17,0.9483131602574739
18,0.9440068903827845
19,0.9489755865931224
20,0.9443185325958833
21,0.9447631663078058
22,0.9406664579724577
23,0.9276685101134712
24,0.9298904625575247
25,0.9254214626756665
26,0.9203063188650494
27,0.9188909669027219
28,0.9142489556397709
29,0.9085061529111378
30,0.9083539746189478
31,0.9082664287483153
32,0.9038317934111808
33,0.9035985511355129
34,0.8972313048963583
35,0.8954416843558739
36,0.8907421647906426
37,0.8894601793753767
38,0.8868412914034696
39,0.8826553399769607
40,0.8807536195504715
41,0.8773951748116753
42,0.8738838619086303
43,0.8729492046111252
44,0.8743482724009777
45,0.8742966295192852
46,0.8741336914292296
47,0.8717783473224507
48,0.8691800874187277
49,0.8624377294859263
50,0.8613892075868698
51,0.8594037402711996
52,0.857121338932042
53,0.860192433917225
54,0.8556381254815406
55,0.8562842884748882
56,0.8554264631101084
57,0.8548744820988843
58,0.851586402885198
59,0.8505816614568676
60,0.8458944238136535
61,0.8446005610820423
62,0.8439636512933898
63,0.8438279279750519
64,0.8443933185934365
65,0.8467314601084421
66,0.847307108083443
67,0.843049185632901
68,0.8431273056332484
69,0.8415353616443795
70,0.8392969732544856
71,0.8375318670350842
72,0.8399301810757087
73,0.8390156776730926
74,0.8394455666124628
75,0.8400354003877611
76,0.8362117828160276
77,0.8339959292379537
78,0.8334424310009225
79,0.8349538789004942
80,0.832847863310745
81,0.8319926956082991
82,0.8310379817628905
83,0.830707740683931
84,0.8266181979236092
85,0.8259137279756
86,0.8248768330131313
87,0.8250373101381921
88,0.8211636168988401
89,0.8203069463097374
90,0.819903455730531
91,0.8153110775276865
92,0.8146168313962232
93,0.8124842183492265
94,0.8117571816599767
95,0.8110639801139623
96,0.8096610906258059
97,0.807746671448357
98,0.8067983031107093
99,0.808086180249413
100,0.8071255588863406
101,0.8055184534096493
102,0.8062960165745665
103,0.8059846875966523
104,0.8057455664038274
105,0.8055467148985886
106,0.8042259046439719
107,0.8030406105388399
108,0.8021726000691691
109,0.8021643917933226
110,0.798574419195973
111,0.7970773222768583
112,0.7962928359241028
113,0.796939727134524
114,0.7961768262556156
115,0.7931740573462548
116,0.7936911453142647
117,0.7928715248200434
118,0.7922998225402863
119,0.7913454877086077
