Time(Iteration),UCBLinearBandit
0,0.3722303769040609
1,0.7922503260492928
2,1.1373920405452842
3,1.5340671760953035
4,1.8173488149624457
5,2.1287088752080647
6,2.51078980783178
7,2.950339709500251
8,3.548060794827486
9,4.023282542335207
10,4.458636530358589
11,4.8674016450066615
12,5.302456008829553
13,5.637433191226817
14,6.14121171989783
15,6.4918801721669865
16,6.850630635693806
17,7.214653480344711
18,7.56906635562156
19,8.01276554102423
20,8.357370000119051
21,8.687039719500568
22,9.084147376264342
23,9.518819010459495
24,9.933101584419546
25,9.95469266759071
26,10.0255524224
27,10.096166482073809
28,10.127313579244998
29,10.224791208089295
30,10.289864422339857
31,10.370013820529095
32,10.47756085819427
33,10.649458344074056
34,10.717397813484697
35,10.860880466094574
36,10.977901494146053
37,11.004243422465693
38,11.067779436250271
39,11.127840382712886
40,11.172716951403888
41,11.260374645885816
42,11.365792476996603
43,11.411812636094108
44,11.489166839035779
45,11.566930246528518
46,11.62295792119798
47,11.706108783862575
48,11.819160654002626
49,11.915854669770154
50,12.023642214581173
51,12.176906221090027
52,12.258137645045013
53,12.325473432237242
54,12.41114189692041
55,12.458573559723048
56,12.528232320778386
57,12.548560430997476
58,12.616954616134167
59,12.670806445482082
60,12.766856795374988
61,12.818959362754564
62,12.852750762489663
63,12.961269062286842
64,12.986762426823976
65,13.032931792888581
66,13.105665458775906
67,13.145518551320006
68,13.169410742717442
69,13.218686703099271
70,13.269413443772923
71,13.329004679788373
72,13.391341515952325
73,13.436016708567735
74,13.520441407332138
75,13.603818407229804
76,13.643128578396503
77,13.670481735826394
78,13.738882373627154
79,13.788065458619107
80,13.848393070498574
81,13.918334271660669
82,13.927035032880434
83,13.941068195491699
84,14.011669023838312
85,14.060511381042213
86,14.067805799203821
87,14.17292920143077
88,14.205294561928266
89,14.218031956687089
90,14.310976134063372
91,14.335066812452826
92,14.380845867139978
93,14.450509574459435
94,14.488800479268253
95,14.571254976027802
96,14.587931261308398
97,14.622706143734092
