Time(Iteration),TSLinearBandit,PHELinearBandit
0,0.4269013094699693,0.35364788851524115
1,0.8524170653874437,0.8062904953350338
2,1.2709982176406114,1.214465279176307
3,1.6624618624307967,1.6041112735749956
4,2.0726936708524675,2.0373075754342818
5,2.36287829049916,2.276515853748987
6,2.815011360143731,2.604820340450209
7,3.194005208777858,2.798418261290319
8,3.5058329380781608,3.0740100656762954
9,3.8727946591882385,3.248362328855383
10,4.229713957393606,3.362734074067897
11,4.655744339653411,3.519093871283949
12,5.053627033263291,3.669409326354297
13,5.362864204815816,3.804633036493204
14,5.6118538644057185,3.9400262893263247
15,5.876065439115591,4.046387328626064
16,6.251913789599914,4.131570889527525
17,6.578846829442509,4.320137896900593
18,6.97561682787407,4.485961020811895
19,7.2441337779611175,4.631221760722136
20,7.55583690523382,4.716483073013783
21,8.065150049725045,4.865900185237495
22,8.407023535823097,4.9692948051814145
23,8.632443430785388,5.09158181358933
24,8.93553090111119,5.160839569047563
25,9.27369214554756,5.232825322776202
26,9.570550078955078,5.272575522054995
27,9.867422134089,5.364384968131564
28,10.16222458035996,5.448942078350602
29,10.429250429210592,5.552667609601555
30,10.633297956746636,5.65799013901947
31,10.907425996514304,5.721212782027994
32,11.161842081069569,5.818364214227354
33,11.422330713142198,5.897410700473413
34,11.688264730950612,5.972420918960455
35,11.834581527148098,6.003147507995882
36,12.036754942291527,6.033874097031308
37,12.119856639949813,6.107040641119584
38,12.364240494384713,6.12887090647783
39,12.628247940305615,6.150701171836075
40,12.778975761745553,6.167475116622572
41,12.900857591717065,6.184249061409068
42,13.145040912387575,6.201023006195565
43,13.404436476003283,6.217796950982062
44,13.54531369495841,6.234570895768559
45,13.724520739714626,6.251344840555055
46,13.974980364858974,6.268118785341552
47,14.080805947505684,6.284892730128049
48,14.260776784316937,6.301666674914546
49,14.527741880219978,6.318440619701042
50,14.751908094818285,6.335214564487539
51,14.942921226342937,6.351988509274036
52,15.165753846245414,6.3687624540605325
53,15.386747447977232,6.385536398847029
54,15.50887097401581,6.402310343633526
55,15.793592519288499,6.419084288420022
56,16.00916146564187,6.435858233206519
57,16.152460765088712,6.4526321779930145
58,16.298030859241774,6.46940612277951
59,16.520457910839575,6.486180067566006
60,16.689506357528906,6.505545689704358
61,16.857485119983238,6.52491131184271
62,17.03486396822423,6.544276933981062
63,17.143703069388426,6.563621662892618
64,17.290341931486516,6.582966391804173
65,17.474513974983964,6.602311120715728
66,17.633613210795982,6.621655849627284
67,17.748498508525184,6.641000578538839
68,17.86720162609752,6.657774523325335
69,18.11081128576368,6.674548468111832
70,18.186307630962702,6.6913224128983275
71,18.38405548038573,6.708096357684823
72,18.534090477596955,6.727441086596379
73,18.766393387960584,6.744215031382875
74,18.89322646260554,6.7609889761693704
75,19.004363185605712,6.777762920955867
76,19.158678204520108,6.794536865742363
77,19.355230938658767,6.811310810528859
78,19.520267413570018,6.828084755315355
79,19.670908668076372,6.844858700101851
80,19.686140923410385,6.861632644888347
81,19.815706953407265,6.878406589674843
82,19.90498972626356,6.895180534461339
83,20.146336414418975,6.911954479247835
84,20.262929433319204,6.928728424034331
85,20.369550862629303,6.9455023688208275
86,20.51896024632485,6.967332634179071
87,20.66460954138038,6.984106578965568
88,20.809142758867893,7.0008805237520635
89,21.031252721299758,7.017654468538559
90,21.157486830288683,7.034428413325055
91,21.236145447974373,7.051202358111551
92,21.445619066856025,7.067976302898048
93,21.639365249524918,7.084750247684544
94,21.82058657154407,7.1015241924710395
95,21.935897734774464,7.118298137257535
96,22.020344488361765,7.135072082044031
97,22.111332010318897,7.151846026830528
98,22.2892337473316,7.168619971617024
99,22.48010823568987,7.18539391640352
100,22.53476737289367,7.2021678611900155
101,22.7403884874864,7.218941805976511
102,22.833622700699333,7.235715750763008
103,22.911153365331003,7.252489695549504
104,23.08041535099774,7.269263640336
105,23.206541713636895,7.286037585122496
106,23.362544496141968,7.3028115299089915
107,23.471293013960132,7.319585474695488
108,23.50115536748788,7.336359419481984
109,23.545527791619683,7.35313336426848
110,23.60315971105064,7.369907309054976
111,23.736453092161277,7.386681253841472
112,23.985834735217136,7.403455198627968
113,24.064608573112544,7.422799927539524
114,24.13365935389441,7.442144656451079
115,24.23294878154202,7.458918601237575
116,24.456297683578573,7.475692546024071
117,24.545650307981752,7.492466490810567
118,24.69725834358684,7.509240435597063
119,24.86293809004625,7.526014380383559
120,25.03545549393133,7.542788325170055
121,25.14502693045602,7.559562269956551
122,25.241734044635603,7.576336214743047
123,25.428055318233827,7.593110159529543
124,25.515949002004813,7.6098841043160395
125,25.74838789946791,7.626658049102535
126,25.830499749913418,7.643431993889031
127,25.966938113987688,7.660205938675527
128,26.12737856517694,7.676979883462023
129,26.307144230321633,7.69375382824852
130,26.403379139668466,7.7105277730350155
131,26.554096421476892,7.727301717821511
132,26.616896570847253,7.744075662608007
133,26.695063709361015,7.760849607394503
134,26.835957165378765,7.777623552181
135,26.94602103542362,7.794397496967496
136,27.017456089647606,7.8111714417539915
137,27.13478139080731,7.827945386540487
138,27.143852484540883,7.844719331326983
139,27.267166387350358,7.86149327611348
140,27.346117313264404,7.878267220899976
141,27.46032730158808,7.895041165686472
142,27.49531184459684,7.9118151104729675
143,27.590702319083295,7.928589055259463
144,27.6483227263743,7.94536300004596
145,27.813733876484587,7.962136944832456
146,27.90854944584344,7.978910889618952
147,28.063791519608042,7.995684834405448
148,28.21949556029484,8.012458779191943
149,28.276695341085627,8.02923272397844
150,28.37365599777898,8.046006668764935
151,28.42875910339493,8.062780613551432
152,28.521476168551374,8.079554558337929
153,28.625767483671325,8.096328503124424
154,28.658398176874034,8.11310244791092
155,28.715067965332004,8.129876392697415
156,28.7705233601384,8.146650337483912
157,28.904676113189613,8.163424282270409
158,29.068320913674814,8.180198227056904
159,29.167736550613217,8.1969721718434
160,29.23743988796009,8.213746116629896
161,29.31842449543394,8.230520061416392
162,29.398604890505073,8.247294006202889
163,29.497755023010438,8.264067950989384
164,29.605421540926706,8.28084189577588
165,29.668543298120596,8.297615840562376
166,29.793805056197648,8.314389785348872
167,29.825316434848446,8.33116373013537
168,29.917227356710345,8.347937674921864
169,29.975689267015337,8.36471161970836
170,30.083259298765135,8.381485564494856
171,30.23527301007414,8.398259509281353
172,30.329236970878675,8.41503345406785
173,30.583378849774924,8.431807398854344
174,30.67749268139378,8.448581343640841
175,30.71589338561959,8.465355288427336
176,30.866337392950943,8.482129233213833
177,30.984658474489287,8.49890317800033
178,31.094451546672598,8.515677122786824
179,31.276053768771686,8.532451067573321
180,31.376292601015933,8.549225012359816
181,31.517355243778375,8.565998957146313
182,31.69009972053143,8.58277290193281
183,31.869111762012473,8.599546846719305
184,31.894442326819053,8.616320791505801
185,31.934119570229466,8.633094736292296
186,31.965776173845803,8.649868681078793
187,32.10514266257293,8.66664262586529
188,32.16656697116904,8.683416570651785
189,32.29724618120677,8.700190515438281
190,32.37737496092677,8.716964460224776
191,32.396127085029626,8.733738405011273
192,32.44059613168712,8.75051234979777
193,32.53814396103592,8.767286294584265
194,32.71658824821629,8.784060239370762
195,32.79384505399612,8.800834184157257
196,32.84315802313063,8.817608128943753
197,32.93501252280445,8.83438207373025
198,33.01574811310667,8.851156018516745
199,33.08563042742069,8.867929963303242
200,33.13156209915536,8.884703908089737
201,33.2309274975133,8.901477852876233
202,33.28814426316047,8.91825179766273
203,33.41180737104323,8.935025742449225
204,33.44685471872597,8.951799687235722
205,33.488820788182736,8.968573632022217
206,33.51966297423086,8.985347576808714
207,33.66003015328536,9.00212152159521
208,33.752268540254484,9.018895466381705
209,33.85911595065542,9.035669411168202
210,33.89666056762829,9.052443355954697
211,33.97635026305943,9.069217300741194
212,34.048801040807774,9.08599124552769
213,34.16650352643025,9.102765190314186
214,34.221095232778055,9.119539135100682
215,34.30623792138162,9.136313079887177
216,34.431807694650225,9.153087024673674
217,34.505983985256144,9.16986096946017
218,34.54378400384091,9.186634914246666
219,34.57437048888876,9.203408859033162
220,34.60657449198621,9.220182803819657
221,34.63280228826419,9.236956748606154
222,34.75187668009327,9.25373069339265
223,34.84650111401881,9.270504638179146
224,34.94603511192621,9.287278582965643
225,35.15633881939724,9.304052527752138
226,35.25891910320352,9.320826472538634
227,35.28378093963847,9.337600417325131
228,35.30171412380755,9.354374362111626
229,35.30988452786993,9.371148306898123
230,35.32944967329969,9.387922251684618
231,35.36511622182912,9.404696196471114
232,35.40801818927062,9.421470141257611
233,35.481883172736104,9.438244086044106
234,35.51366129993495,9.455018030830603
235,35.610288421628525,9.471791975617098
236,35.63343231860008,9.488565920403595
237,35.680328786150156,9.505339865190091
238,35.74964495971609,9.522113809976586
239,35.77663716521724,9.538887754763083
240,35.919803531458484,9.555661699549578
241,35.9377089602308,9.572435644336075
242,35.964429586129924,9.589209589122571
243,36.01397871259385,9.605983533909066
244,36.07645120913239,9.622757478695563
245,36.12182895687902,9.639531423482058
246,36.17428710275447,9.656305368268555
247,36.22074112750027,9.673079313055052
248,36.30958133027492,9.689853257841547
