Time(Iteration),UCBMultiArmedBandit
0,0.36318356628795545
1,0.78012046324769
2,1.200454017536419
3,1.5306594624598846
4,1.8599016876785985
5,2.2492645897503336
6,2.6403644271267446
7,3.0453118162582795
8,3.4872110366730693
9,3.8083326495096714
10,4.155592176487092
11,4.41806486616605
12,4.849098742402712
13,5.250870616418825
14,5.6722925662782675
15,6.13227007223519
16,6.544012150264474
17,6.984279626374409
18,7.364317603339134
19,7.708578638414454
20,8.0730117036327
21,8.505024257676844
22,8.894208852006049
23,9.295403773155806
24,9.61409015930313
25,9.628760844490001
26,9.636919687664017
27,9.655797726989615
28,9.680778137394132
29,9.699946561763232
30,9.722486961741977
31,9.72349460474189
32,9.72926890553884
33,9.72926890553884
34,9.73472524848788
35,9.753794621468392
36,9.763321077334043
37,9.78098267364291
38,9.796348164645753
39,9.818182441220776
40,9.83951407457631
41,9.844931169258562
42,9.852907980408528
43,9.875020242552242
44,9.883997967164202
45,9.888764624961235
46,9.894220967910275
47,9.90044182651069
48,9.9111332651507
49,9.91658960809974
50,9.925589200533924
51,9.927037513774584
52,9.92949347001516
53,9.931949426255736
54,9.944997263784304
55,9.949763921581336
56,9.966866113149134
57,9.98489721202765
58,9.987353168268227
59,9.993817154217181
60,10.003163065168174
61,10.016816631768663
62,10.018264945009324
63,10.020720901249899
64,10.02216921449056
65,10.032065046796363
66,10.048926466813977
67,10.055390452762932
68,10.065172783268258
69,10.067628739508834
70,10.07008469574941
71,10.072540651989986
72,10.07499660823056
73,10.076444921471222
74,10.077893234711883
75,10.082659892508916
76,10.084108205749576
77,10.089803770857332
78,10.091252084097992
79,10.092700397338653
80,10.094148710579315
81,10.098915368376348
82,10.100363681617008
83,10.10181199485767
84,10.103260308098331
85,10.105716264338906
86,10.108172220579482
87,10.113628563528522
88,10.130867491723375
89,10.132315804964035
90,10.139984976805113
91,10.14765414864619
92,10.150110104886766
93,10.151558418127426
94,10.153006731368087
95,10.160675903209164
96,10.162124216449826
97,10.171290702623756
98,10.173746658864331
99,10.175194972104993
100,10.176643285345653
101,10.178091598586315
102,10.179539911826975
103,10.187579028565066
104,10.187579028565066
105,10.189027341805728
106,10.190475655046388
107,10.19192396828705
108,10.197341062969299
109,10.199797019209875
110,10.221896926930626
111,10.223345240171287
112,10.224793553411947
113,10.22624186665261
114,10.22769017989327
115,10.236689772327454
116,10.23914572856803
117,10.244562823250279
118,10.246011136490939
119,10.2474594497316
120,10.248907762972262
121,10.253674420769295
122,10.256130377009871
123,10.258586333250445
124,10.260034646491107
125,10.260034646491107
126,10.260034646491107
127,10.260034646491107
128,10.260034646491107
129,10.260034646491107
130,10.260034646491107
131,10.261482959731769
132,10.262931272972429
133,10.26437958621309
134,10.272538429387106
135,10.280697272561122
136,10.288856115735138
137,10.297014958909154
138,10.30517380208317
139,10.30662211532383
140,10.308070428564491
141,10.309078071564405
142,10.313046853005995
143,10.313046853005995
144,10.314495166246655
145,10.342636656518007
146,10.344084969758667
147,10.345533282999329
148,10.346981596239988
149,10.34842990948065
150,10.349878222721312
151,10.351326535961972
152,10.352774849202634
153,10.354223162443294
154,10.355671475683955
155,10.357119788924617
156,10.358568102165277
157,10.360016415405939
158,10.361464728646599
159,10.36291304188726
160,10.364361355127922
161,10.365809668368582
162,10.367257981609244
163,10.368706294849904
164,10.370154608090566
165,10.371602921331228
166,10.37636957912826
167,10.37781789236892
168,10.37781789236892
169,10.37781789236892
