Time(Iteration),TSLinearBandit
0,0.4634064269946035
1,0.8935576506514108
2,1.4112023032211258
3,1.7648650331878972
4,2.126967833820138
5,2.525939561950927
6,2.9773074146808938
7,3.3668043832056624
8,3.8115119880905164
9,4.302069938732226
10,4.779112782416789
11,5.211435287087038
12,5.6232675637962535
13,6.036204574360644
14,6.476106113996226
15,6.845375239208941
16,7.170706660780733
17,7.394705573593143
18,7.785529012896463
19,8.155633287470064
20,8.424582458737124
21,8.835188495974396
22,9.284518341006427
23,9.609836609576949
24,9.923481616349518
25,10.213834937778884
26,10.521979026240531
27,10.834662582108066
28,11.080915478966418
29,11.358575121564467
30,11.738584286191395
31,11.905761125815404
32,12.229443667636481
33,12.507002202315432
34,12.725458658353592
35,13.042517422139136
36,13.24198970968771
37,13.427400273843357
38,13.551560204703497
39,13.813139229787774
40,13.95957987109342
41,14.18749606183213
42,14.405294816233859
43,14.580048799701071
44,14.767605590419901
45,15.020718265782838
46,15.172718795798186
47,15.389537549995861
48,15.552704698557871
49,15.849487696787284
50,15.990154012526864
51,16.23053803969561
52,16.419385799795432
53,16.685954408895086
54,17.04935613594926
55,17.206726677748158
56,17.24670448251872
57,17.435558941137714
58,17.64434345052026
59,17.906278242793572
60,18.11175418367184
61,18.29751932725716
62,18.528037077559386
63,18.727251484799563
64,19.05100472775618
65,19.18832876122099
66,19.46871709378842
67,19.587027691577244
68,19.8709445006308
69,20.05743283790066
70,20.242344801801316
71,20.51119702708702
72,20.675402791458104
73,20.817879978202708
74,21.046546293854863
75,21.162082150926494
76,21.25309159611443
77,21.317941201351868
78,21.451207477082967
79,21.672824211148686
80,21.861309968952572
81,21.959720692444222
82,22.19717636251498
83,22.399476086474827
84,22.541138787851626
85,22.7305538595265
86,22.842906587214696
87,22.999772785675386
88,23.16656397362044
89,23.340457484255218
90,23.422278380206528
91,23.61689151496204
92,23.791178140372924
93,23.919906352213133
94,24.056308342318992
95,24.268543768404488
96,24.50465493775932
97,24.60517264917845
98,24.75624157083117
99,25.00710592820999
100,25.155600739137455
101,25.26434427371807
102,25.38131436849752
103,25.47528424704143
104,25.583380188651375
105,25.779249031740033
106,25.956726738900663
107,26.114245116099756
108,26.248818094999944
109,26.345175864060128
110,26.411263306002688
111,26.48705164538466
112,26.530756715764493
113,26.61161996421467
114,26.79320066324857
115,26.87066011609665
116,27.043724663652046
117,27.307828337340517
118,27.35361794822135
119,27.474175050534463
120,27.694284558619945
121,27.77507100436377
122,27.836493936542304
123,27.941009643723465
124,28.017886880642482
125,28.19984050350588
126,28.272662040208274
127,28.479358681613416
128,28.77773733277389
129,28.911612400707828
130,29.069638757101472
131,29.203238170466676
132,29.38914215116879
133,29.42911695721393
134,29.49576429987482
135,29.576937362174352
136,29.683703259442222
137,29.764820763184808
138,29.864798536664914
139,29.95503696358053
140,29.979442901289236
141,30.101297515990154
142,30.26741376276039
143,30.354486628805375
144,30.507123923340025
145,30.64175113766032
146,30.795512837925877
147,31.007977078060065
148,31.07905730664104
149,31.163887818604792
150,31.24108462220737
151,31.269886751825744
152,31.37230492187108
153,31.42423354090016
154,31.48370014443799
155,31.59064281470932
156,31.69721079776057
157,31.731412973100937
158,31.785938573721673
159,31.832677133162566
160,31.983993197908113
161,32.11074794458952
162,32.22716988425032
163,32.257431131622
164,32.30881956707999
165,32.33741663541005
166,32.44990279633703
167,32.57483307594595
168,32.648798542549955
169,32.730967883661044
170,32.804735014157274
171,32.86867327169661
172,32.97092285936968
173,33.0440439494661
174,33.072998881021796
175,33.1188956516918
176,33.25709297005399
177,33.36131318400466
178,33.45199795958716
179,33.535154324546596
180,33.69870223551463
181,33.77193762708858
182,33.81505151861035
183,34.00383253191094
184,34.014455920484735
185,34.08516290773905
186,34.110730834037184
187,34.20340288981415
188,34.23371665208629
189,34.27807386253453
190,34.324889587155454
191,34.37785014333765
192,34.497394717981805
193,34.6013879906473
194,34.81633484362468
195,34.876906803601784
196,35.011679994993415
197,35.09670275628734
198,35.196697873186615
199,35.256012252109784
200,35.274276486451036
201,35.32987567078415
202,35.376383254501604
203,35.377783391057065
204,35.44862855120188
205,35.52845568820582
206,35.60586103738878
207,35.62917887216678
208,35.72852598544628
209,35.74808089264465
210,35.814576966688186
211,35.88780727587461
212,35.926399517432294
213,36.04921564062967
214,36.109256675448975
215,36.13347184315837
216,36.19832262774845
