Time(Iteration),UCBLinearBanditTheta,TSLinearBanditTheta,PHELinearBanditTheta
0,0.9961916119060387,0.98474217864034,0.9961916119060387
1,0.995169284280211,0.9834225352777477,0.995169284280211
2,0.9835114892629679,0.9818569247623323,0.9835114892629679
3,0.9741596347274861,0.978148000351255,0.9741596347274861
4,0.9647969860185274,0.9611910493346343,0.9647969860185274
5,0.960104505156951,0.9558213133261788,0.960104505156951
6,0.9564619735481272,0.9488316002318763,0.9564619735481272
7,0.9466706333334729,0.9416867905910653,0.9466706333334729
8,0.9407463875071237,0.9364016711784471,0.9407463875071237
9,0.939489553535007,0.9359355449369758,0.939489553535007
10,0.9344040635008538,0.9352846417498751,0.9344040635008538
11,0.930643967153409,0.9205632393025969,0.930643967153409
12,0.9230244579611705,0.91108188029395,0.9230244579611705
13,0.9114590902157194,0.9060584700675627,0.9114590902157194
14,0.9014966190904907,0.8884449699285952,0.9014966190904907
15,0.8894834749844145,0.8860750698228756,0.8894834749844145
16,0.8921507845988419,0.8759139263269932,0.8921507845988419
17,0.890510474368515,0.8779870585634368,0.890510474368515
18,0.8767421994412012,0.8617502774268047,0.8767421994412012
19,0.8719785790039136,0.8566857985989303,0.8719785790039136
20,0.8648716309972458,0.8492907727089948,0.8648716309972458
21,0.8635233189760205,0.8404154775258832,0.8635233189760205
22,0.8478413636050959,0.8403211821625082,0.8478413636050959
23,0.8443342480633781,0.8320906787743517,0.8443342480633781
24,0.8406049135194961,0.8277262575192582,0.8406049135194961
25,0.8364872686773902,0.8211039627826526,0.8364872686773902
26,0.834708994431742,0.8096566386692056,0.834708994431742
27,0.8189960300206073,0.8024245715115843,0.8189960300206073
28,0.8178610328539632,0.8017561397260875,0.8178610328539632
29,0.809430321769757,0.7893189393351785,0.809430321769757
30,0.8016315548818798,0.7810526712199849,0.8016315548818798
31,0.7954291293938948,0.780190812609427,0.7954291293938948
32,0.7920930690842153,0.777957158837016,0.7920930690842153
33,0.7846101095036078,0.7714469960829696,0.7846101095036078
34,0.7829059432400557,0.7662705507875675,0.7829059432400557
35,0.7620161887437907,0.7638631898227944,0.7620161887437907
36,0.7504320899459185,0.7574989035441948,0.7504320899459185
37,0.7456799711663933,0.7538961855117103,0.7456799711663933
38,0.7368101582209208,0.7308234900449423,0.7368101582209208
39,0.7239235839739683,0.7324318384398111,0.7239235839739683
40,0.7024329553720474,0.7246222673419596,0.7024329553720474
41,0.6902248937392663,0.7149517675051117,0.6902248937392663
42,0.6758239023131232,0.7006972647331852,0.6758239023131232
43,0.6650196154173077,0.6908393018138383,0.6650196154173077
44,0.6610455632000031,0.6757822618922469,0.6610455632000031
45,0.6615435565543671,0.6753481204607537,0.6615435565543671
46,0.6539676200936817,0.6691011490984489,0.6539676200936817
47,0.649226322823761,0.6713971622730197,0.649226322823761
48,0.625577458551337,0.6635788444321273,0.625577458551337
49,0.6067179971349101,0.657860872782866,0.6067179971349101
50,0.6027089099563467,0.6551581645521946,0.6026234036477162
51,0.5955424938008195,0.6447517474994848,0.5975192042600794
52,0.5925592245175775,0.6415048940871709,0.5944396216522218
53,0.5926558560238611,0.6372967825223232,0.5925666526484237
54,0.5889815361100454,0.635533763129598,0.592184189174654
55,0.5871782451573663,0.6323225151113088,0.5879784899905891
56,0.5853704162521323,0.6298984360949594,0.5874954383243487
57,0.5804300987152732,0.628898833983085,0.5864327995472604
58,0.5789744092744474,0.6203324848390973,0.5861644849317394
59,0.5787982491404347,0.616170107737274,0.585399377917869
60,0.5764628545423508,0.609782871611715,0.5872643074280149
61,0.575056016951968,0.6090942363322436,0.5835015250436212
62,0.5763184702740791,0.6020021405458336,0.5816703704931617
63,0.572024707430068,0.6023587555527534,0.5781877472126756
64,0.57022727989006,0.6024414114621209,0.5777586779695534
65,0.5708867596662526,0.6010076457200041,0.576618958021611
66,0.5706048253421763,0.5991524101670892,0.5750472081979835
67,0.568649805459748,0.597221658670957,0.5746248987217426
68,0.5683835285807485,0.5958766849737988,0.5730916720474036
69,0.5654915087842666,0.5940907672395855,0.5710801464989096
70,0.5645831383862069,0.5931947927370019,0.5700494010079601
71,0.5625145141496772,0.5928218000466579,0.5689363417294875
72,0.5586827934036797,0.5904861545291553,0.5662098517088543
73,0.5553850934046539,0.5901172340958358,0.5664226773899836
74,0.5536681560648515,0.5898638043403505,0.5664952659210796
75,0.5524941611769514,0.5875595986789544,0.5657763618115673
76,0.5523629304958612,0.5865298264679885,0.5640898523295745
77,0.5506868817020107,0.5843166140699816,0.5617740785825034
78,0.5478230833469357,0.5807761676699368,0.5586345717907013
79,0.5477118906891507,0.5813910571852877,0.557328631807753
80,0.5419865816732756,0.579688577688439,0.5549536047338448
81,0.5408768946434799,0.5781434683740962,0.5497698763566254
82,0.5400059230856685,0.5739748053554387,0.5480175561370071
83,0.5394249140053619,0.5714950409335668,0.5460416964823518
84,0.5400728747137954,0.5674250220008148,0.5458759361236915
85,0.5381411503808631,0.5680751219983577,0.5453459702923918
86,0.5380650626127319,0.5669508350965045,0.5435188649346914
87,0.5374093731249934,0.5680637312174299,0.5440926660660661
88,0.5355518669187032,0.567805102289186,0.5428685994903439
89,0.534842696527537,0.5659358077750444,0.5415361801289614
90,0.5370131097796967,0.565548791520424,0.5414402823635269
91,0.5332030181664267,0.5607817485833406,0.5397998000166484
92,0.532068773214427,0.5613247613550193,0.5392381539462268
93,0.5279011330260011,0.5572607932718568,0.5408228946948265
94,0.5268564122329263,0.5557228177000584,0.5404885086721685
95,0.5265644562530305,0.554694498666818,0.5381330389894273
96,0.524569182285487,0.5521240465298685,0.5339605416494588
97,0.5249263498797431,0.5501092542090078,0.5319957979989482
98,0.5251879628865059,0.5514053780579783,0.5310908230763747
99,0.5239809920439659,0.5505576410557241,0.5307198822620934
100,0.5223148651440416,0.5493529283555658,0.5279703014268435
101,0.5204371744807539,0.5491054662935824,0.5268206865783771
102,0.5199946226425187,0.5433367662315864,0.526337518578641
103,0.5197384592547121,0.5438651849477674,0.5261261151188193
104,0.5186303552481827,0.541400421589161,0.5235621155375255
105,0.5171690977215796,0.5407762220284859,0.521410360069914
106,0.5176336513762209,0.5419554658824863,0.5183248892433705
107,0.517515238955364,0.5413694208875065,0.5155644130807524
108,0.517230167563825,0.5404936915344036,0.5137701979010956
109,0.517090406296572,0.539725917020984,0.5109660272671002
110,0.5177352958109411,0.5383374488739117,0.5110864345610405
111,0.5174400513213345,0.5382095662551499,0.5092976480665425
112,0.5150937100433481,0.5363236179522031,0.509239540485189
113,0.5147104145558725,0.5344009463876104,0.5079763662297455
114,0.5139151789391943,0.5341753893764289,0.5074813631621675
