Time(Iteration),UCBLinearBandit
0,0.4207477763095415
1,0.6712433781855235
2,0.9678346128235026
3,1.330082379065636
4,1.6469327393774784
5,1.8795349396751881
6,2.1181592307240313
7,2.23504423167467
8,2.3162877863518383
9,2.4571401225212517
10,2.562251745127047
11,2.6613342018476693
12,2.8264177253543346
13,2.9704080363884917
14,3.1306263731229644
15,3.234023331329169
16,3.3828922364368132
17,3.516706682241233
18,3.630432303033124
19,3.7833053810171378
20,3.8760893465180906
21,3.9317805831529262
22,3.981180437027272
23,4.0546879010673855
24,4.098565551930925
25,4.189525500953909
26,4.238848009254612
27,4.288170517555316
28,4.369971033971847
29,4.422683730544287
30,4.472945880806226
31,4.53200832363841
32,4.635536442876677
33,4.7383194151135895
34,4.866955317941389
35,5.00494182814853
36,5.1199633917507485
37,5.159779221232913
38,5.204776372887975
39,5.268631184170965
40,5.360985868371492
41,5.4367663999506295
42,5.46995683619785
43,5.505510907747441
44,5.541064979297032
45,5.576398892790557
46,5.609589329037777
47,5.707416034183221
48,5.75291933018838
49,5.798422626193539
50,5.815796811226501
51,5.833170996259463
52,5.850545181292425
53,5.867919366325387
54,5.885293551358349
55,5.902667736391311
56,5.918075294300369
57,5.933482852209427
58,5.948890410118485
59,5.964297968027543
60,5.979705525936601
61,5.995113083845659
62,6.0105206417547175
63,6.025928199663776
64,6.041335757572833
65,6.056743315481891
66,6.0721508733909495
67,6.087558431300008
68,6.102965989209066
69,6.118373547118123
70,6.1337811050271815
71,6.14918866293624
72,6.164596220845298
73,6.180003778754356
74,6.195411336663414
75,6.210818894572472
76,6.22622645248153
77,6.241634010390588
78,6.2570415682996465
79,6.272449126208704
80,6.287856684117762
81,6.30326424202682
82,6.318671799935879
83,6.334079357844937
84,6.349486915753994
85,6.364894473663052
86,6.380302031572111
87,6.395709589481169
88,6.411117147390227
89,6.426524705299286
90,6.441932263208345
91,6.457339821117404
92,6.472747379026463
93,6.488154936935521
94,6.50356249484458
95,6.518970052753639
96,6.534377610662697
97,6.5497851685717565
98,6.565192726480815
99,6.580600284389874
100,6.596007842298933
101,6.611415400207991
102,6.62682295811705
103,6.642230516026109
104,6.657638073935168
105,6.673045631844227
106,6.688453189753285
107,6.703860747662344
108,6.719268305571402
109,6.7346758634804615
110,6.750083421389521
111,6.765490979298579
112,6.780898537207638
113,6.796306095116696
114,6.811713653025755
115,6.8271212109348145
116,6.842528768843873
117,6.857936326752932
118,6.87334388466199
119,6.888751442571049
120,6.904159000480108
121,6.919566558389167
122,6.934974116298226
123,6.950381674207284
124,6.965789232116343
125,6.981196790025402
126,6.99660434793446
127,7.0120119058435195
128,7.027419463752578
129,7.042827021661637
130,7.058234579570696
131,7.073642137479754
132,7.089049695388813
133,7.104457253297872
134,7.119864811206931
135,7.13527236911599
136,7.150679927025048
137,7.166087484934107
138,7.181495042843165
139,7.1969026007522245
140,7.212310158661284
141,7.227717716570342
142,7.243125274479401
143,7.258532832388459
144,7.273940390297518
145,7.2893479482065775
146,7.304755506115636
147,7.320163064024695
148,7.335570621933753
149,7.350978179842812
150,7.366385737751871
151,7.38179329566093
152,7.397200853569989
153,7.412608411479047
154,7.428015969388106
155,7.443423527297165
156,7.458831085206223
157,7.4742386431152825
158,7.489646201024341
159,7.5050537589334
160,7.520461316842459
161,7.535868874751517
162,7.551276432660576
163,7.566683990569635
164,7.582091548478694
165,7.597499106387753
166,7.612906664296811
167,7.62831422220587
168,7.643721780114928
169,7.6591293380239875
170,7.674536895933047
171,7.689944453842105
172,7.705352011751164
173,7.720759569660222
174,7.736167127569281
175,7.7515746854783405
176,7.766982243387399
177,7.782389801296458
178,7.797797359205516
179,7.813204917114575
180,7.828612475023634
181,7.844020032932693
182,7.859427590841752
183,7.87483514875081
184,7.890242706659869
185,7.905650264568928
186,7.921057822477986
187,7.9364653803870455
188,7.951872938296104
189,7.967280496205163
190,7.982688054114222
191,7.99809561202328
192,8.013503169932338
193,8.028910727841398
194,8.044318285750457
195,8.059725843659516
196,8.075133401568575
197,8.090540959477632
198,8.105948517386691
199,8.12135607529575
200,8.13676363320481
201,8.152171191113869
202,8.167578749022926
203,8.182986306931985
204,8.198393864841044
205,8.213801422750103
206,8.229208980659163
207,8.24461653856822
208,8.260024096477279
209,8.275431654386338
210,8.290839212295397
211,8.306246770204456
212,8.321654328113514
213,8.337061886022573
214,8.352469443931632
215,8.367877001840691
216,8.38328455974975
217,8.398692117658808
218,8.414099675567867
219,8.429507233476926
220,8.444914791385985
221,8.460322349295044
222,8.475729907204101
223,8.49113746511316
224,8.50654502302222
225,8.521952580931279
226,8.537360138840338
227,8.552767696749395
228,8.568175254658454
229,8.583582812567514
230,8.598990370476573
231,8.614397928385632
232,8.62980548629469
233,8.645213044203748
234,8.660620602112807
235,8.676028160021866
236,8.691435717930926
237,8.706843275839983
238,8.722250833749042
239,8.737658391658101
240,8.75306594956716
241,8.76847350747622
242,8.783881065385277
243,8.799288623294336
244,8.814696181203395
245,8.830103739112454
246,8.845511297021513
247,8.86091885493057
248,8.87632641283963
249,8.891733970748689
250,8.907141528657748
251,8.922549086566807
252,8.937956644475864
253,8.953364202384924
254,8.968771760293983
255,8.984179318203042
256,8.999586876112101
257,9.014994434021158
258,9.030401991930217
259,9.045809549839277
260,9.061217107748336
261,9.076624665657395
262,9.092032223566452
263,9.107439781475511
264,9.12284733938457
265,9.13825489729363
266,9.153662455202689
267,9.169070013111746
268,9.184477571020805
269,9.199885128929864
270,9.215292686838923
271,9.230700244747982
272,9.24610780265704
273,9.261515360566099
274,9.276922918475158
275,9.292330476384217
276,9.307738034293276
277,9.323145592202334
278,9.338553150111393
279,9.353960708020452
280,9.369368265929511
281,9.38477582383857
282,9.400183381747627
283,9.415590939656687
284,9.430998497565746
285,9.446406055474805
286,9.461813613383864
287,9.477221171292921
288,9.49262872920198
289,9.50803628711104
290,9.523443845020099
291,9.538851402929158
292,9.554258960838215
293,9.569666518747274
294,9.585074076656333
