Time(Iteration),UCBMultiArmedBandit
0,0.29386817629351386
1,0.8422518495950552
2,1.2316726558517497
3,1.7853190935243226
4,2.342821855357194
5,2.3558567319197072
6,2.3764155300822756
7,2.404306659315978
8,2.4066205918581156
9,2.416219408615422
10,2.41853334115756
11,2.4410007777058995
12,2.4433147102480373
13,2.445628642790175
14,2.447942575332313
15,2.450256507874451
16,2.457994133101952
17,2.4603080656440897
18,2.4680456908715906
19,2.475656874748741
20,2.4832680586258915
21,2.4908792425030417
22,2.4931931750451795
23,2.4955071075873176
24,2.516967655673114
25,2.5192815882152524
26,2.5343040976579214
27,2.552722066436326
28,2.560459691663827
29,2.568197316891328
30,2.5705112494334657
31,2.592978685981805
32,2.595292618523943
33,2.604891435281249
34,2.6072053678233873
35,2.609519300365525
36,2.617256925593026
37,2.6195708581351638
38,2.621884790677302
39,2.629495974554452
40,2.63180990709659
41,2.6952032100008134
42,2.6975171425429516
43,2.6998310750850893
44,2.7021450076272275
45,2.722703805789796
46,2.7250177383319336
47,2.7273316708740714
48,2.734942854751222
49,2.742554038628372
50,2.7501652225055224
51,2.7577764063826726
52,2.767375223139979
53,2.7696891556821166
54,2.772003088224255
55,2.7743170207663925
56,2.7766309533085307
57,2.7789448858506685
58,2.781258818392806
59,2.7835727509349444
60,2.7911839348120946
61,2.7934978673542323
62,2.7958117998963705
63,2.7981257324385083
64,2.81112000853155
65,2.8134339410736877
66,2.815747873615826
67,2.8180618061579636
68,2.8203757387001014
69,2.8226896712422396
70,2.8250036037843773
71,2.8273175363265155
72,2.8296314688686532
73,2.831945401410791
74,2.8477685718694685
75,2.8500825044116063
76,2.871608981605358
77,2.873922914147496
78,2.8762368466896335
79,2.8785507792317717
80,2.8862884044592727
81,2.8886023370014104
82,2.890916269543548
83,2.8932302020856864
84,2.895544134627824
85,2.8978580671699623
86,2.905595692397463
87,2.913333317624964
88,2.915647250167102
89,2.9179611827092398
90,2.9202751152513775
91,2.9225890477935157
92,2.9249029803356534
93,2.9272169128777916
94,2.9272169128777916
95,2.9272169128777916
96,2.9434876338077927
97,2.9434876338077927
98,2.9434876338077927
99,2.9434876338077927
100,2.9434876338077927
101,2.9434876338077927
102,2.9434876338077927
103,2.9434876338077927
104,2.9434876338077927
105,2.9434876338077927
106,2.9434876338077927
107,2.9434876338077927
108,2.9434876338077927
109,2.948911326493156
110,2.948911326493156
111,2.948911326493156
112,2.948911326493156
113,2.9543350191785187
114,2.9597587118638815
115,2.9651824045492448
116,2.9842251726111173
117,3.0004958935411183
