Time(Iteration),TSMultiArmedBandit
0,0.4105291795832636
1,0.81739200029626
2,1.2526824519391153
3,1.6043139522327454
4,1.9696262590929074
5,2.3370072920748948
6,2.8384224198876913
7,3.3710144263931996
8,3.7655724822977787
9,4.219773496867617
10,4.651186324866902
11,5.186869666089345
12,5.518562135354069
13,5.967389954577486
14,6.442197869085355
15,6.828994605455316
16,7.164288241930352
17,7.6257766030417615
18,8.026134674076339
19,8.451042755513642
20,8.70088656314202
21,9.054389834124992
22,9.189580477394625
23,9.425724735214253
24,9.59832529890993
25,9.803497701386831
26,9.856859357502223
27,10.024606095099847
28,10.236101589016217
29,10.30298615116242
30,10.335306425338787
31,10.400259440361513
32,10.42335087043613
33,10.456396064943918
34,10.492627243422202
35,10.516825199629361
36,10.539602985092804
37,10.572005886408638
38,10.572006033550888
39,10.576386608396762
40,10.591288402657728
41,10.607225735710902
42,10.607225735710902
43,10.607225735710902
44,10.607225882853152
45,10.607225882853152
46,10.607226029995402
47,10.616710480205175
48,10.616710627347425
49,10.616710774489675
50,10.616710921631926
51,10.625496119834025
52,10.625496266976276
53,10.625496266976276
54,10.625496414118526
55,10.625496561260778
56,10.625496708403029
57,10.627604389842455
58,10.627604536984705
59,10.657084021865517
60,10.657084169007767
61,10.659191850447193
62,10.659191850447193
63,10.66129953188662
64,10.66129967902887
65,10.677237012082042
66,10.679344693521468
67,10.706093467370803
68,10.706093614513055
69,10.716986347012329
70,10.719094028451755
71,10.721201709891181
72,10.730686012958703
73,10.730686012958703
74,10.73279369439813
75,10.73279369439813
76,10.73279369439813
77,10.73279369439813
78,10.73279369439813
79,10.73279369439813
80,10.73279369439813
81,10.73279369439813
82,10.73279369439813
83,10.73279369439813
84,10.747727328404196
85,10.749835009843622
86,10.749835009843622
87,10.749835009843622
88,10.749835009843622
89,10.749835009843622
90,10.749835009843622
91,10.749835009843622
92,10.749835009843622
93,10.758620060903471
94,10.773594754773807
95,10.773594754773807
96,10.773594754773807
97,10.773594754773807
98,10.773594754773807
99,10.773594754773807
100,10.773594754773807
101,10.773594754773807
102,10.776367102801748
103,10.776367102801748
104,10.776367102801748
105,10.776367102801748
106,10.78585140586927
107,10.78585140586927
108,10.792750043924944
109,10.792750043924944
110,10.792750043924944
111,10.792750043924944
112,10.792750043924944
113,10.84386613173616
114,10.84386613173616
