Time(Iteration),TSLinearBanditTheta
0,0.9910114573467952
1,0.9630424228059631
2,0.9409661430266368
3,0.9382212756093594
4,0.9221894568194319
5,0.9142047459885914
6,0.8875245467382044
7,0.8692512455871988
8,0.8455644051208482
9,0.8209599549013005
10,0.8060208913363056
11,0.8008339581568711
12,0.7853541241851438
13,0.7594225575959598
14,0.7509487551628073
15,0.7301983142853702
16,0.6992853513643309
17,0.6686975968274458
18,0.6509312829477045
19,0.621853182095913
20,0.5981182510236107
21,0.580971749225834
22,0.5710153781889719
23,0.5545663500845535
24,0.5417390751016914
25,0.5304148230626893
26,0.5195499344467457
27,0.5089483303413289
28,0.5016547145387704
29,0.5003873938045827
30,0.4731959732319571
31,0.47346521046513435
32,0.47285055537423426
33,0.4727892036573745
34,0.4730307999975608
35,0.4715923316166558
36,0.4721568834467226
37,0.4695564867268412
38,0.46838429418019467
39,0.4679947427841551
40,0.46820931782163494
41,0.4682029191184117
42,0.4681834092751931
43,0.4677007285055395
44,0.4676844023528283
45,0.46756259883456713
46,0.46463152288278886
47,0.46457670407143487
48,0.4648585431487155
49,0.4647608861648015
50,0.4647049798929544
51,0.46469304262398686
52,0.4646396706766203
53,0.46463209745835093
54,0.4645263605808748
55,0.46452753571765876
56,0.46181546126705736
57,0.46174517299480905
58,0.46168723360514025
59,0.4616399252666394
60,0.4615308220684124
61,0.46156438577295517
62,0.46105062977200617
63,0.46102254855474334
64,0.4617732938516145
65,0.46210407056044345
66,0.4618489716446482
67,0.461340241205794
68,0.46094355596591924
69,0.4609698597269289
70,0.46095745257286225
71,0.46091055086268035
72,0.4609222713120412
73,0.4607450598740212
74,0.4607578809577376
75,0.46070713581972333
76,0.4607068111904244
77,0.4606931611857731
78,0.4606761398071981
79,0.4607049550534116
80,0.46074189448927017
81,0.4606898038001406
82,0.4607095888110641
83,0.46066973911503073
84,0.46066297769490383
85,0.46067990509561474
86,0.4606681106918885
87,0.46068665887778526
88,0.46071745523293417
89,0.4606668368997882
90,0.46067649334869537
91,0.4606533044660752
92,0.46068122678551937
93,0.46065988055774154
94,0.4606572252025014
95,0.46065509071076705
96,0.460652382201644
97,0.46063511802631274
98,0.4606376356729408
99,0.46063571182902824
100,0.4606475765152564
101,0.46052290828177744
102,0.46051963965849635
103,0.46053054327467124
104,0.46052546449674453
105,0.4605264806839873
106,0.4605216732429138
107,0.4605083331786825
108,0.46051062213214644
109,0.4605156589297361
110,0.46052675048934943
111,0.46052488375410716
112,0.46052266320213064
113,0.4605283752309199
114,0.4605377980559697
115,0.46054803922637905
116,0.46056209319085334
117,0.46097702402343865
118,0.4609747973120477
119,0.4609766280680951
120,0.46097894359689906
121,0.4609886619020841
122,0.46098319960833856
123,0.4609827678210682
124,0.4609879170271771
125,0.46098475736558664
126,0.4609878085592995
127,0.4609706735026936
128,0.460959179443068
129,0.46094265794106803
130,0.4609428824096904
131,0.4609479534661495
132,0.4609444725597675
133,0.4609411757513605
134,0.46095719396273116
135,0.4609439874798139
136,0.4609443675273493
137,0.4609484282899462
138,0.4609597325291769
139,0.4609512496292279
140,0.460958988963953
141,0.46094682895639927
142,0.4609509000242955
143,0.4609558969413162
144,0.4609539343306423
145,0.4609582098506352
146,0.46095738053145013
147,0.4609605462799561
148,0.46097270807750157
149,0.4609670124594504
150,0.4609703423889041
151,0.4609706860562639
152,0.4609710314226743
153,0.46096633538767906
154,0.4609733011937614
155,0.4609724575660321
156,0.46097724640656706
157,0.460981488389247
158,0.460985436666976
159,0.46098039027350735
160,0.46097541401633
161,0.4609803574121029
162,0.46097480504775123
163,0.45949257161988155
164,0.4594920752595848
165,0.4594895440741385
166,0.45949078084191014
167,0.4594831063093549
168,0.4594784296513187
169,0.4594796635370321
170,0.4594845707147413
171,0.4594795037765815
172,0.45948463261836875
173,0.45948028750325565
174,0.45947650056500455
175,0.45946869736461526
176,0.4594648530898119
177,0.4594627049325532
178,0.4594649118609587
179,0.45945938803055364
180,0.4594551709402882
181,0.4594519548069426
182,0.45945786770372915
183,0.459456266642943
184,0.45945665139999703
185,0.4594501789484159
186,0.45944974797481153
187,0.459455096240577
188,0.45945369261620755
