Time(Iteration),PHEMultiArmedBandit
0,0.32032019095281483
1,0.785176107959413
2,1.282654983774918
3,1.7395362898869926
4,2.1856901583764943
5,2.5941860458063917
6,2.9943192779497076
7,3.3143917344406875
8,3.7006500062719305
9,4.076035475659045
10,4.562234754231588
11,5.040943509807375
12,5.389161138557968
13,5.831235003463237
14,6.319309060976319
15,6.72943214389109
16,7.107523377988912
17,7.570525437695847
18,8.04427021664893
19,8.499723052291909
20,8.954383058229372
21,9.325781110685522
22,9.786291779153984
23,10.214673569803804
24,10.514867652077795
25,10.73367036498627
26,11.006656126455884
27,11.197055000822472
28,11.437465905107421
29,11.686039920516887
30,11.901990117542109
31,12.299141725192964
32,12.552758528686262
33,12.87088001041155
34,13.215242764217967
35,13.490943422512109
36,13.771905184978877
37,14.0606165044308
38,14.409528502386337
39,14.785236911259371
40,15.089234609445466
41,15.415343469957401
42,15.739226206791894
43,16.10893790737705
44,16.537595184868785
45,16.923025275682086
46,17.37283823744552
47,17.769357184334652
48,18.21604876056898
49,18.64072942737664
50,19.097925781704834
51,19.468236307835603
52,19.88185614723087
53,20.33838930525032
54,20.678439473264
55,21.19017379936562
56,21.52694820888508
57,21.896274826138406
58,22.24979534083354
59,22.51154471233079
60,22.954871218279187
61,23.428432905094443
62,23.808710266628033
63,24.109154238040322
64,24.472017501251024
65,24.877910919637614
66,25.338985220687725
67,25.78561178177669
68,26.262138555678774
69,26.62183638042286
70,27.01521281619974
71,27.302960945366532
72,27.713788282186083
73,28.16799806927146
74,28.551725914882667
75,28.939956004934594
76,29.329081682060632
77,29.787064877538192
78,30.189525114514492
79,30.50534415272212
80,30.844988880419248
81,31.236348847808067
82,31.54051437132815
83,32.001599633157454
84,32.43295461096368
85,32.9172570482241
86,33.26227457039055
87,33.70907706281415
88,34.03926146181364
89,34.36841529582337
90,34.915461692370066
91,35.33853761606555
92,35.71297934084371
93,36.220328138479566
94,36.657305882498356
95,37.11715727871237
96,37.49686003537619
97,37.88184299996457
98,38.29115128623492
99,38.84114467328491
100,39.21087026093365
101,39.567471905152246
102,39.94449778215389
103,40.375907886081364
104,40.708928575231724
105,41.17219972885031
106,41.541227982654945
107,41.92669604415521
108,42.434844948219265
109,42.91486436734167
110,43.27868849392029
111,43.754749098985265
112,44.34882089734906
113,44.826561318520994
114,45.21530811405323
115,45.5504772656143
116,46.049967843777566
117,46.46537568609584
118,46.905111798789775
119,47.36922215181476
120,47.77565066974348
121,48.155974055936824
122,48.759502717250115
123,49.28223731157168
124,49.68908356836769
125,50.141191789820354
126,50.55510844924849
127,50.91110587066206
128,51.27045816274913
129,51.61249995936606
130,52.12500823018345
131,52.51577471407768
132,52.99109062767131
133,53.502368120075985
134,54.03744666461627
135,54.36155100438134
136,54.817732779632
137,55.342507749103014
138,55.72492097477626
139,56.1845397099813
140,56.595381702574386
141,57.01167531866717
142,57.49958955575649
143,57.93232138412592
144,58.38667387190586
145,58.728570424877226
146,59.07745505647982
147,59.47710914772629
148,59.90884623143427
149,60.29014714369144
150,60.720972094179956
151,61.243035601570185
152,61.565081455701794
153,62.01498495822394
154,62.460486551948655
155,62.83771619828873
156,63.23841586172354
157,63.578474183329504
158,63.96897212746685
159,64.40852873334873
160,64.812721685777
161,65.24317114200251
162,65.58168034569186
163,65.87388475855411
164,66.35490831722576
165,66.69599385546064
166,67.09944018216059
167,67.51941436196017
168,67.92207402615065
169,68.30705358349522
170,68.58923319383733
171,69.04617754779794
172,69.50283737673062
173,69.88814219437674
174,70.24991437595719
175,70.65774828240535
176,71.06447444449158
177,71.48624925680676
178,72.03662979123621
179,72.47388238567395
180,72.74743955062972
181,73.25329701639006
182,73.5353026944857
183,73.91851175631415
184,74.25873519965043
185,74.73275302395263
186,75.09891793716989
187,75.50218969470458
188,75.95952166900274
189,76.39158792406272
190,76.80779894015907
191,77.2594516924422
192,77.55090108813783
193,77.98457190884035
194,78.41342429441599
195,78.73577355345512
196,79.21898921212201
197,79.63413494164
198,79.99917460963788
199,80.45970603618098
200,80.84791425782996
201,81.24360235374218
202,81.59245714172663
203,82.08410077966974
204,82.46886283642405
205,82.92887923671242
206,83.33286976600587
207,83.73011248338447
208,84.16492953741741
209,84.53638600821037
210,84.9603522419583
211,85.31096355253705
212,85.7010562296494
213,86.084109028347
214,86.45856657871336
215,86.84481531980207
216,87.32982261204538
217,87.63078345067167
218,88.0158927685437
219,88.47459875852051
220,88.86434526466157
221,89.30506775484244
222,89.6562253103383
223,90.09434605858124
224,90.4841936170704
225,90.9504329320074
226,91.28918449591212
