Time(Iteration),TSMultiArmedBandit
0,0.3553773901843022
1,0.7039821922005416
2,1.0372917588516246
3,1.3867011279815915
4,1.7536098565834948
5,2.045042277728496
6,2.2859884894156943
7,2.514348514924973
8,2.742448774426728
9,2.9554274117912684
10,3.1684060491558084
11,3.3786022632472283
12,3.5823112053575037
13,3.8227549081490246
14,4.039050036437219
15,4.247560472287935
16,4.472567442380766
17,4.700667701882521
18,4.921979223096638
19,5.130156366720739
20,5.365556922418227
21,5.574067358268943
22,5.824922828330264
23,6.037901465694803
24,6.250880103059344
25,6.483781856301539
26,6.715651132510163
27,6.944084684238534
28,7.1434446583915845
29,7.375313934600209
30,7.569671116320163
31,7.782649753684703
32,7.977006935404657
33,8.171364117124611
34,8.38277568653631
35,8.595754323900849
36,8.807165893312547
37,9.002057665951773
38,9.196414847671727
39,9.415163346783158
40,9.635725377892523
41,9.855008467923227
42,10.067987105287767
43,10.262878877926994
44,10.499476121656967
45,10.706954080474114
46,10.930430547106894
47,11.124787728826849
48,11.341082857115044
49,11.553029017446015
50,11.74738619916597
51,11.959332359496939
52,12.167308204428384
53,12.36613358766216
54,12.635174458748295
55,12.855713227327303
56,13.06999352492491
57,13.301781757801644
58,13.520530256913077
59,13.714887438633028
60,13.914247412786077
61,14.122223257717518
62,14.329865810422344
63,14.565992722408575
64,14.760349904128526
65,14.967827862945668
66,15.176005006569767
67,15.382948374467636
68,15.57784014710686
69,15.772731919746084
70,15.967623692385308
71,16.18060232974985
72,16.386088482972852
73,16.6060493084024
74,16.80291959084701
75,17.005157403932824
76,17.214613872555354
77,17.408971054275305
78,17.648557002188436
79,17.845427284633047
80,18.0592327212128
81,18.292276019891002
82,18.49110140312478
83,18.683503484055564
84,18.88952422819784
85,19.095010381420842
86,19.294370355573893
87,19.49373032972694
88,19.713013419757647
89,19.906361454363882
90,20.10637025895935
91,20.30324054140396
92,20.49857121205568
93,20.69925587153824
94,20.913947400258422
95,21.099364052710623
96,21.28282560437366
97,21.473245049258956
98,21.663664494144257
99,21.884226525253617
100,22.091169893151488
101,22.28357197408227
102,22.47585069521636
103,22.691757922301836
104,22.897722946409683
105,23.08511810866727
106,23.2821983235418
107,23.472873132973803
108,23.664740622985313
109,23.853620456077728
110,24.071614867798736
111,24.269690594705605
112,24.464303140972262
113,24.64997515797117
114,24.85815230159527
115,25.055277948586586
116,25.260965400502243
117,25.44442695216528
118,25.642379319275456
119,25.834658040409543
120,26.03906124507904
121,26.24028049548088
122,26.4582749072019
123,26.643946924200815
124,26.84370371141331
125,27.03412315629861
126,27.217050117042373
127,27.400767033252123
128,27.59980234891582
129,27.783263900578856
130,27.97437760802337
131,28.193011215427163
132,28.37896245879864
133,28.57583274124325
134,28.77116341189498
135,28.980116092921936
136,29.175446763573667
137,29.37314376613714
138,29.56514326089867
139,29.7603505717537
140,29.95743078662823
141,30.15632963892739
142,30.362203998176522
143,30.545386323467
144,30.741795484057718
145,30.95629150937375
146,31.155967021742605
147,31.359334075555587
148,31.56406644621159
149,31.755180153656106
150,31.957345357733402
151,32.156581972089754
152,32.361186117087314
153,32.5663389780837
154,32.76110739092623
155,32.98285794882399
156,33.16880919219547
157,33.35948400162748
158,33.56363184175026
159,33.76592040562425
160,33.96068881846678
161,34.15334626394428
162,34.36697707891498
163,34.57851829270187
164,34.770517787463405
165,34.980117150301716
166,35.19523710835402
167,35.39144944008267
168,35.582900912000575
169,35.78719438464408
170,35.97091130085383
171,36.16724699237916
172,36.3620154052217
173,36.543264324467074
174,36.744141686571616
175,36.92706864731538
176,37.10359400050023
177,37.29599608143102
178,37.47897227217518
179,37.675184603903816
180,37.87033174108976
181,38.068745232470036
182,38.268754037065506
183,38.458943485578644
184,38.64934286652169
185,38.83915359069142
186,39.025104834062894
187,39.21131144198108
188,39.41158008337005
189,39.61680641343182
190,39.806691267397845
191,39.99675735611428
192,40.18247860311359
193,40.37475732424768
194,40.57283305115456
195,40.74686871263097
196,40.94996033795499
197,41.12674105568655
198,41.34879721221705
199,41.54520637280777
200,41.74007395526464
201,41.94581547303436
202,42.1292770246974
203,42.312203985441165
204,42.52727423850476
205,42.726099621738534
206,42.921246758924475
207,43.12366732754848
208,43.32256617984764
209,43.520518546957824
210,43.70593519941003
211,43.88022622543315
212,44.07041567394628
213,44.270346550861845
214,44.453273511605616
215,44.63620047234938
216,44.84447875192879
217,45.034289476098515
218,45.23088053217056
219,45.43484483882755
220,45.616093758072935
221,45.80273926400363
222,46.00081499091051
223,46.20462094273599
224,46.402699688450106
225,46.61648596948824
226,46.80406236649624
227,46.99448181138153
228,47.203540124898325
229,47.40536756691843
230,47.59802501239592
231,47.78457463490396
232,47.9614931390155
233,48.14416768902982
234,48.33002672240911
235,48.50641063560138
236,48.70432126423931
237,48.88324409914041
238,49.0822507171246
239,49.27660650449569
240,49.486340344543066
241,49.70924230820758
242,49.89891159238472
243,50.09319464430837
244,50.276911560518116
245,50.47271200039326
246,50.655386550407584
247,50.83873215470571
248,51.00596940408391
249,51.18227918747988
250,51.36574073914291
251,51.54897229443377
252,51.73785212752618
253,51.92345579635876
254,52.1301704767935
255,52.3018759276855
256,52.47853906725031
257,52.663863509710325
258,52.84345523899608
259,53.039415159995244
260,53.23185336225337
261,53.42225274319641
262,53.59838129184195
263,53.76587390576684
264,53.964464491998875
265,54.16969082206062
266,54.356833573588744
267,54.546767657555165
268,54.72552688509209
269,54.89748770053079
270,55.09389686112149
271,55.28749045020893
272,55.474473720613005
273,55.657560162480806
274,55.86271302347719
275,56.047707971594185
276,56.23927382087585
277,56.4335384642471
278,56.613130193532854
279,56.80776358256519
280,56.988757137263846
281,57.17915651820689
282,57.35766038119711
283,57.556024642576986
284,57.78384567570616
285,57.960278818898814
286,58.184332161171525
287,58.368985220991206
288,58.55470646799051
289,58.765235211213096
290,58.9507010936657
291,59.12748181139725
292,59.320947568441206
