Time(Iteration),TSLinearBanditTheta,PHELinearBanditTheta
353,0.2415824988443112,0.34339410781608704
354,0.24105219122351626,0.3433795147657987
355,0.24106075902061752,0.3433825544782086
356,0.2412015008373432,0.3433786674067629
357,0.24115437163258976,0.34337613337942874
358,0.24112284365240272,0.34337528042991955
359,0.24111930433055329,0.34337234649517073
360,0.2411569346747771,0.343383386364524
361,0.24180351459125643,0.3433883267515786
362,0.24174919053057495,0.3433838551445766
363,0.24007815295495089,0.3433960064949339
364,0.23999171626404103,0.34342332025297984
365,0.23998410243058776,0.3434491809755828
366,0.24001748933923647,0.34344257656844634
367,0.24008355397155373,0.3434274430231353
368,0.24001888181409878,0.3434287013685925
369,0.24002196951956573,0.34322774750287854
370,0.23926763110063595,0.34324389974718805
371,0.23914902240716174,0.3432188226102031
372,0.23919055705324083,0.34321293846874684
373,0.23506016774529964,0.3432250959947364
374,0.23505025171633326,0.34317707458950303
375,0.23282642674942897,0.3431769391954359
376,0.23282108131417795,0.3431779072432456
377,0.2328122559798745,0.3431777387145326
378,0.23168873957380556,0.343173941346675
379,0.23172440850286496,0.34317602881784726
380,0.2316584013682807,0.343173745738893
381,0.23164734346542906,0.3431695262399885
382,0.2314967862862655,0.3429584520068954
383,0.23151211068826938,0.34296386093134335
384,0.23239360094907874,0.34295856378934897
385,0.23225001486663316,0.3429553497153469
386,0.23229433069770863,0.34295002340198205
387,0.23223408233522574,0.3414964933907562
388,0.2322356608728658,0.3415016220090198
389,0.2313439451507895,0.34149278417138335
390,0.22898801465165533,0.34146701368348636
391,0.22908658070090193,0.3414712448155196
392,0.22879917407210346,0.3414496268357142
393,0.22879682591330677,0.3414494782586997
394,0.2289522633165265,0.3414442979658868
395,0.22900245738588118,0.34145226198707845
396,0.22896753237867662,0.3414580311373264
397,0.22897066325359144,0.34145708432024796
398,0.22873317242398797,0.34145932214553354
399,0.22872604481916042,0.34146248008532354
400,0.22869781265909855,0.34146136637983515
401,0.22862702229325998,0.34146440649636506
402,0.22859237241058544,0.34146457553848536
403,0.2285865401816502,0.34146421464332466
404,0.22860147666454717,0.341465781646933
405,0.22853361572769065,0.34146378511118697
406,0.22841037124072824,0.34147125067785844
407,0.22842888397712544,0.34147078695937894
408,0.22741704628001588,0.3403178430815621
409,0.22697748614550176,0.3403152365200155
410,0.22709116479274122,0.34031140995658127
411,0.22711165905002179,0.34031507300573277
412,0.22742516257702855,0.34031668243333585
413,0.22747219443189434,0.3403174552684768
414,0.2274721706737084,0.340290707085649
415,0.22735434415295347,0.34029939089129313
416,0.22734781536367482,0.34029825933866487
417,0.2281134687936702,0.3403102751678829
418,0.22816129120890136,0.3403245334032543
419,0.22793212602715296,0.3403060231874369
420,0.22771007066939158,0.34032018694861543
421,0.2281860854765819,0.3403112169722854
422,0.22819240430073137,0.3403730260547886
423,0.2277086896917669,0.3404080053903081
424,0.22771445427262518,0.3403912670816898
425,0.2277247816867348,0.3403930985728057
426,0.2271957531895527,0.3403917325329998
427,0.227108422328505,0.34038934903987095
428,0.2269949650795599,0.34038867796672206
429,0.2270115181316441,0.34038893537462134
430,0.22696009446842838,0.3403851058917773
431,0.22694754989257038,0.3401849136728685
432,0.22693885172756584,0.34018232678797017
433,0.22702990655212787,0.34018158093913464
434,0.22690326234895966,0.3401839885132067
435,0.22680555854102638,0.34019392425593087
436,0.22685904554241346,0.34019512792420387
437,0.226780633286752,0.34020889493756545
438,0.2268512661048936,0.3400266470104625
439,0.22688621561821448,0.34003081098831434
440,0.22742593887862023,0.34003484271228046
441,0.2274017120260639,0.3400369310165995
442,0.22741548468447328,0.3400890295844948
443,0.22793784821838864,0.3400857808306447
444,0.22784390119130865,0.3400725309449721
445,0.22779835228215592,0.340075374922392
446,0.22712668819144563,0.3400771321801578
447,0.2269991057390396,0.3400718844879321
448,0.22648509607016468,0.3400688264119007
449,0.2265554235939478,0.33991705506230196
450,0.2267255272263625,0.33989596894704455
451,0.22666926421730263,0.33990164722558747
452,0.22667530925915721,0.3398995458903922
453,0.22673790258062124,0.33987789923984074
454,0.22570106056783829,0.3398781407029034
455,0.22564198336800784,0.3398724743681615
456,0.22567247710090169,0.3398644294068788
457,0.22560499057744243,0.3398654885469049
458,0.22545272120881585,0.3398619781255529
459,0.22544507061501123,0.3401115429637105
460,0.22545768800193575,0.3401041828841408
461,0.22541915727419193,0.34010459475937804
462,0.2254411624757716,0.3401031294287299
463,0.22539721228437098,0.3401061683437524
464,0.2253838865420891,0.34010598989585794
465,0.2253840927116375,0.34010467600698413
466,0.22537692457209418,0.3401000732226392
467,0.2253769487298814,0.3400995394540581
468,0.22534476243444201,0.34010120078247563
469,0.2253114789892842,0.3401003788261935
470,0.2241320190260295,0.340099824590702
471,0.22391806869791978,0.34009966804126135
472,0.22392100778305002,0.3400995283897142
473,0.22391039103661314,0.34009917232374676
474,0.22391190380921494,0.3400969610309579
475,0.2239513132068399,0.3400961541941773
476,0.22392682011511855,0.34009682450251943
477,0.22372676264279906,0.3401010375272632
478,0.22372459636469072,0.34009941079204575
479,0.22364598737281427,0.3404104197495513
480,0.2236517092029743,0.3404139605977385
481,0.22327158504691233,0.3404131367095462
482,0.22323546477708184,0.34040793085123977
483,0.22346044611809326,0.34041079516075623
484,0.22334671831869674,0.3404001324413322
485,0.2232924900392313,0.34040263400115556
486,0.22318963879328604,0.3404054433791928
487,0.22312474231847595,0.3404097567964282
488,0.22311639936490937,0.3404100653096046
489,0.22373107199377196,0.34041162544049436
490,0.22382690131475988,0.3404150864337437
491,0.22383396511142703,0.3404166543108558
492,0.22385233023340412,0.3404133399244445
493,0.22382991646121092,0.34041339309679763
494,0.2238255535961065,0.3404154246374083
495,0.22372125454572328,0.34041362599218744
496,0.22368713627964168,0.3404114581306474
497,0.22366940274858696,0.3404083614736725
498,0.22372105291752925,0.3404073580708846
499,0.2237183587971494,0.34040624278508125
500,0.2245257521844747,0.3404022053244159
501,0.2245813824886044,0.3404019520235119
502,0.22403023044910184,0.34039353097943564
503,0.22392633668464473,0.34039632315921364
504,0.22390356363701008,0.340398653723683
505,0.2238991561726665,0.3403983951689663
506,0.22381092556704107,0.3403990788618491
507,0.22379682581251878,0.3403971719936655
508,0.2218831558931671,0.3403969737406069
509,0.2218283840986711,0.3404008430924043
510,0.2217665350506131,0.3403987603716219
511,0.221274069037433,0.34039874645037116
512,0.22126435496136176,0.34039529586081224
513,0.22123689717123968,0.34039272756126937
514,0.22116798203873875,0.34039217090432616
515,0.2211717378782955,0.34039204865371625
516,0.221168575117571,0.34039117260504015
517,0.22088304207472348,0.34038904079706744
518,0.2208795553171337,0.34038717517775874
519,0.22088801159421054,0.34038798425022226
520,0.22142229472730707,0.3403662869747549
521,0.22080813824795462,0.3403670270568614
522,0.2208087926140115,0.3403621464403014
523,0.22081570078693796,0.34037325240866434
524,0.22075884486905598,0.3403728734263584
525,0.22076371319328186,0.34035747574764824
526,0.22069030824788766,0.34034033866726005
527,0.22067118982558295,0.34034328169701505
528,0.22065290098682033,0.34033804490075864
529,0.2207620421371904,0.3403385357703897
530,0.22075800827013548,0.3403387799109229
531,0.22083571645298164,0.3403382732966406
532,0.22084381393464084,0.340340091986525
533,0.21957246865171132,0.3403412884158906
534,0.21958691698425775,0.34033164223296036
535,0.21981982612620893,0.3403297058432239
536,0.21982173736931337,0.34033271463155385
537,0.21962456788739287,0.34033211213179665
538,0.21946927182926657,0.3403301743760899
539,0.22011380291443214,0.34032770675983304
540,0.2201504831173023,0.3403279048864781
541,0.22012903949317408,0.34033004105703024
542,0.22031201029907307,0.3403299040357076
543,0.22055849757911053,0.34032798850773194
544,0.2207591246608474,0.34032559031010956
545,0.22085422355876744,0.3403266433691405
546,0.22088467820544783,0.34032694152212206
547,0.221057901936229,0.3403248220735574
548,0.22105901319903293,0.3403253600488194
549,0.22103699587129721,0.3403266420873009
550,0.2209172351299943,0.34023193558773784
551,0.22091552082603197,0.34030312734625884
552,0.22083957179256122,0.34036623252666376
553,0.22084941764172905,0.3404644524153798
554,0.22084841020968676,0.3404444885768383
555,0.22046984241890769,0.34043445306331244
556,0.22051440158942198,0.34042968354272635
557,0.22051385583791622,0.3404328287096444
558,0.2199184840656443,0.3404342000080268
559,0.2199015668353761,0.3404327853108321
560,0.21991461224271713,0.3402647180585928
561,0.21992030452168349,0.3404936875701228
562,0.21996973812790147,0.3404926383584894
563,0.21785014418040555,0.3404943025865192
564,0.2178308652456659,0.3404916958535734
565,0.21776908961518507,0.34049372949431284
566,0.21740898129666436,0.3400920850929783
567,0.21737106719542312,0.34008922145051657
568,0.2174350591107062,0.3401421349591458
569,0.21743884515118106,0.34014054968573115
570,0.21741724729237255,0.3401384822682886
571,0.21738678088986516,0.3401402305342637
572,0.21738162029586433,0.3401370865122232
573,0.2173784950726494,0.3401356407309462
574,0.21775402040808944,0.340134834669394
575,0.21775128096412652,0.3401341782510876
576,0.21776678650284179,0.3401340288637978
577,0.21775009850733262,0.34013490254954526
578,0.21772140970369028,0.3401338970141051
579,0.2177465747763465,0.34003698147550004
580,0.21695461718498446,0.3399952102898036
581,0.21695293216213848,0.3399980549078153
582,0.2169570277168896,0.33998724430199945
583,0.21694473652765162,0.33998676209882506
584,0.2169420562260099,0.33937715786603717
585,0.21699078722192838,0.33938043759872266
586,0.21672516079578483,0.3393834844579151
587,0.21593973326787924,0.339383003222011
588,0.2159213259982767,0.33938441714338113
589,0.21610049307554022,0.3393821624816137
590,0.2160997006058349,0.3393818823578595
591,0.2161051335209291,0.33938306127864387
592,0.21611141476708123,0.33938440893933114
593,0.21610994987772147,0.3393845347937171
594,0.21609607752504498,0.33938350989104216
595,0.21638892207453372,0.33938207049958957
596,0.21607130819890302,0.33940038328995054
597,0.21607303526310426,0.3386223627558664
598,0.21606508145025813,0.3386287505754545
599,0.2160637635945542,0.33862979363085743
600,0.21606329796997495,0.33862542105969257
601,0.21608416217646376,0.3386237790925644
602,0.21598764531815867,0.3386254675038324
603,0.21598853253022948,0.3386290819559688
604,0.21567883802739143,0.3386281496869465
605,0.2157085164285602,0.33862861245145737
606,0.21595566484024284,0.33849199204387725
607,0.2159584731930429,0.33847258431672456
608,0.21596733123178194,0.33853917658509025
609,0.21567695242975451,0.3385375516414275
610,0.2156809446687676,0.3385396999031921
611,0.21575041897563102,0.3385398636740336
612,0.21575347872282474,0.3385406995871514
613,0.215761513069673,0.33854276844023923
614,0.21510153099450885,0.3385426087840049
615,0.21510025760490836,0.3385397574592933
616,0.21512286103159933,0.3385393067325939
617,0.21510439707049628,0.33853877934791765
618,0.21510298059692806,0.33854096752364005
619,0.21515540489604126,0.33854129056952065
620,0.21514351449085053,0.3385424469356548
621,0.21513146324897395,0.3385392953623617
622,0.21502457526123592,0.33853470991684553
623,0.215022529105456,0.33853438934141844
624,0.21494416840462532,0.3385319040584543
625,0.21497534632535778,0.33853083633349235
626,0.21496877287641597,0.33853187061599854
627,0.2149176485873506,0.3385294232993276
628,0.21490030786208977,0.3385302101628673
629,0.21493655001552278,0.33853068137232456
630,0.21490164663781205,0.33853210949378837
631,0.2148641454369183,0.3385307611502196
632,0.2148657087989867,0.3385296122670025
633,0.21484176377446115,0.33853024215176986
634,0.21700267042138882,0.33853007806456165
635,0.21703869051746624,0.3385320200307347
636,0.2170366826887587,0.3385319417035724
637,0.21712461590710158,0.3385311388843635
638,0.21712256682860245,0.3385341504570548
639,0.2171241830225365,0.33853454283848244
640,0.2171246439886841,0.3385353237241929
641,0.21711895413759064,0.33853365430186605
642,0.2169076620965868,0.3385321687700105
643,0.2169097160824664,0.33853121937494707
644,0.21646443964326095,0.3385296824103495
645,0.2164708548480246,0.33853110615768917
646,0.21647052360092717,0.3385303475914362
647,0.21653894245094554,0.3385306196613483
648,0.21648291369033584,0.33853121174669454
649,0.21647756709063698,0.3385306450323872
650,0.21652523123115905,0.3385316184771906
651,0.21653948875445955,0.3385320896863434
652,0.21659474451065056,0.3385332918627227
653,0.21609138073048423,0.3385325461413754
654,0.2157809286266847,0.33853052901016345
655,0.21578439688802079,0.3385309476405991
656,0.21591587829937953,0.33853145072645596
657,0.21591454851051198,0.33853008325486994
658,0.21593614303578307,0.33853017432653415
659,0.215872022243202,0.3385302482737958
660,0.21587679281098682,0.33853108451045155
661,0.21512931483246645,0.3385306344478021
662,0.21505247221376794,0.33853162731708053
663,0.2150492354745416,0.3385288437900692
664,0.21510266584230436,0.33852682714713445
665,0.21510775149240252,0.33852510345416353
666,0.21509438095143482,0.33852579916163494
667,0.21505157352788884,0.3386569558755621
668,0.21481496638349315,0.3386569027506576
669,0.2148085633292897,0.3386580337452272
670,0.21518810430578497,0.3386588422877287
671,0.21520902700576244,0.33865847658857884
672,0.21549673370751904,0.33858274056990817
673,0.21548718527457603,0.33849247857645
674,0.2154889163268412,0.33849357783593964
675,0.2155231547613564,0.3384943363938909
676,0.2155268201800408,0.3384885282508495
677,0.21552649381300712,0.3384884021977176
678,0.2155269886635493,0.3384890171844269
679,0.21553462531490092,0.3384905026637718
680,0.21553865331787142,0.3384921930967931
681,0.2155502029798495,0.33849310464717464
682,0.21550000142405615,0.33815165557410465
683,0.21544161885995955,0.33815298374692704
684,0.2154237101375494,0.3381539275219669
685,0.21541668330071836,0.33815379042303706
686,0.2154184697387061,0.33815243156158864
687,0.21542177376900318,0.33815081658340507
688,0.2154494603198441,0.3381488829930489
689,0.21546975892886425,0.33814978461626427
690,0.2152085481228787,0.338162424141292
691,0.21520644151063525,0.3381625582830382
692,0.21519852938822243,0.338165023119212
693,0.2151645730766464,0.33816524038133594
694,0.21512288249483813,0.3381648167396168
695,0.2151995017924943,0.3381641596567533
696,0.21519937830510583,0.3381659695668709
697,0.2152443369803707,0.33816512280769967
698,0.21522484642376397,0.3381659506498582
699,0.21522723524634224,0.3381664397489229
