Time(Iteration),UCBLinearBanditTheta,TSLinearBanditTheta
267,0.3733171593601133,0.2374951448779977
268,0.37331870919526655,0.23728591750834727
269,0.373248659303164,0.23728240094775144
270,0.37328371236047536,0.23762937490486724
271,0.3732836517361651,0.23751992653804682
272,0.37328278845601515,0.2371694541288461
273,0.37328427851785817,0.2371881689557421
274,0.37328024465062887,0.2373831129961998
275,0.37339071491378384,0.2374016075928806
276,0.37337827470933305,0.23734430973759882
277,0.37337211550035443,0.23646152735563458
278,0.3733493553671148,0.23711778246180581
279,0.3729099292506299,0.23648226633692598
280,0.3728807604704831,0.23643478624426034
281,0.37287545688830137,0.23709116107887368
282,0.37288825355421984,0.23720522947749428
283,0.37288438076873265,0.2371976394779137
284,0.3728933901742609,0.23718648430432157
285,0.3728908931197431,0.23711924273209953
286,0.3729017168242429,0.23753366257929312
287,0.3728890801095027,0.23726145176666077
288,0.372886177420391,0.2372590828505071
289,0.3728353059330688,0.2372447174203472
290,0.3716245047988964,0.23717681400639795
291,0.37154349437349155,0.23735931331238613
292,0.371518402560771,0.23657758689376532
293,0.37152900258780486,0.23442640175578316
294,0.37149598922488053,0.23482770875660325
295,0.371493177009954,0.23432596951001283
296,0.3714922633649828,0.2342817115942772
297,0.37149310951564396,0.23459886940054733
298,0.3719363223529155,0.23468633170303982
299,0.37106431257643957,0.23481198513463566
300,0.37086851053988,0.23468712997830293
301,0.37071097193210467,0.23461064846703028
302,0.3707188975953455,0.23464701227400134
303,0.3707371631361856,0.23464031815364145
304,0.37070802480463994,0.23350203724878643
305,0.37071409998534255,0.23318866586190024
306,0.3705549696347423,0.23313850245987097
307,0.37055681363136717,0.2331185114487413
308,0.3705542591776663,0.23314149368109033
309,0.37055323319943023,0.23325122531387615
310,0.37055772298526773,0.23295461916775873
311,0.3705584921600505,0.23295713497099105
312,0.3705767693502752,0.23295379102185584
313,0.3693021765463269,0.23293702419251483
314,0.3694318054677455,0.23293581894914706
315,0.3694933390402454,0.2329805094871024
316,0.369503822821355,0.232952874325378
317,0.3695144563214616,0.2329532123396997
318,0.3694802239166513,0.23263352550330837
319,0.36949383077267933,0.23263790439603108
320,0.36862984989041864,0.23202565271464054
321,0.3686361230289606,0.2317992121165437
322,0.36863327353896147,0.23180477141575823
323,0.36862239906951993,0.23184461249528052
324,0.3686222758879515,0.23068271734478318
325,0.368597121883667,0.23052722575868412
326,0.368599375011476,0.23042448014920391
327,0.36860366358307467,0.23035100284208268
328,0.36860218647649406,0.23041177076455854
329,0.36824429552289384,0.2301016043485987
330,0.36824605490983797,0.23003743903436996
331,0.3682497956660202,0.22994415974289142
332,0.3682521143225455,0.22988561117861236
333,0.36824568274868574,0.2295292598874572
334,0.36824539147943935,0.22944744637065692
335,0.3681968824795707,0.22930947115155584
336,0.3681942734771839,0.22926467474087908
337,0.3681968603677405,0.22926344194708922
338,0.36819223504987086,0.22899697400524538
339,0.36820579123376845,0.22826432940393748
340,0.3682018962642551,0.22825197431622524
341,0.3673086650666396,0.22824859620249865
342,0.3675219461388848,0.22805443199090888
343,0.36751715184186085,0.22755962379199463
344,0.3675829923404404,0.22754215540586076
345,0.36758289838866387,0.22761555671587358
346,0.36602753666031307,0.22763943659045993
347,0.3660354019005544,0.2276226223222356
348,0.3660260580126064,0.227563487186266
349,0.36627960158717976,0.22763883852104055
350,0.36627813131764614,0.22740654290654622
351,0.36696216153456457,0.22738862814318556
352,0.36696480122414904,0.2276261879315003
353,0.36696406316865426,0.22760133776533836
354,0.36696267801514537,0.2273397398412987
355,0.36696414884146505,0.22733684339818563
356,0.36696070533714426,0.2270178518781444
357,0.36696060379515455,0.22704824477889246
358,0.36650647427804217,0.2271076032673489
359,0.366545167477288,0.22705546125047998
360,0.36650586365256055,0.2270524842674188
361,0.366501624557675,0.22827602443009748
362,0.36649478421264037,0.2282736463557112
363,0.3664938548455657,0.22851764136566138
364,0.3664519199116979,0.22826685557121845
365,0.3664511823107664,0.22770370007994498
366,0.3664619806640469,0.22760377411637095
367,0.36646330406796995,0.22736335541891878
368,0.3664722030295648,0.2273502816887317
369,0.3664703466947243,0.22732423662242818
370,0.3664693790420083,0.22714543779188778
371,0.3664706866903214,0.22722843195776882
372,0.36670294141056675,0.22717690360075088
373,0.36670240627223216,0.2271834950909616
374,0.36670372793843314,0.2271919916453534
375,0.3665055683684117,0.22718034425747913
376,0.36650405529701463,0.22679870881215985
377,0.3665024472757429,0.22671003228558378
378,0.3665010200113257,0.2267064368269936
379,0.36651059017311755,0.2257156873327574
380,0.36655767804811046,0.22571897630559024
381,0.36655641443534864,0.22572392812967018
382,0.3665623785163948,0.22572349253869634
383,0.36656403313148683,0.22583508524957024
384,0.366582346570315,0.22587589746604672
385,0.36657523139898185,0.22580036914369045
386,0.36659766367954705,0.22580561185350928
387,0.3665961081763021,0.22554515964144856
388,0.36652557945688796,0.22555519989950681
389,0.36652695770814236,0.22555123446816058
390,0.3665260153037676,0.22555718691903412
391,0.3665265034397219,0.2268394796132444
392,0.36652716622785414,0.22698253603953855
393,0.3665294337281345,0.22724141385073066
394,0.36652843043965655,0.2272360204815989
395,0.36591234500583364,0.2272130882972106
396,0.36589534278460345,0.2272102643640534
397,0.3658993815032524,0.2296497962683343
398,0.3658984029343023,0.22966519194359042
399,0.3658964767845035,0.22956386843004278
400,0.3658857933267835,0.22957584196857628
401,0.36588710644272404,0.22958509714860148
402,0.3660807457866182,0.2292627537204377
403,0.36608178505804095,0.2290277383248655
404,0.36606906559976754,0.22891459676740808
405,0.3660598033973783,0.2288537569221675
406,0.36606575308340844,0.22857475028155916
407,0.3660674205603238,0.22857566446686367
408,0.36606617029867705,0.22855943048909944
409,0.3660636372170436,0.22855903088564783
410,0.3661345409203924,0.22860108772356152
411,0.36610811626009737,0.22856862178220574
412,0.36611871487310405,0.2280759675405267
413,0.36612949677844153,0.2279193586303605
414,0.36612566280476466,0.22788228446994768
415,0.366125140900967,0.22772487503023578
416,0.36612699857640013,0.22777126966819136
417,0.366122943248791,0.22777142464608108
418,0.3661235425246216,0.22751848251073215
419,0.36612640330261986,0.22756686877338023
420,0.36612903801367935,0.2273936516754705
421,0.36612760586569737,0.22729314297886027
422,0.3661273181871899,0.22679253427493223
423,0.36631398760617867,0.22676414801305383
424,0.366313960665347,0.22682093737175912
425,0.36631289316615007,0.22692179351545666
426,0.36631242601101455,0.22683600043629
427,0.3662909588464335,0.2268314344322758
428,0.3662911618084019,0.22528255924690122
429,0.36559919525768,0.2254158366456156
430,0.3659721011921654,0.2257162912601836
431,0.3660706982846728,0.22571499431948858
432,0.3660695051577844,0.22572062860522846
433,0.36606872695532555,0.2257198680595597
434,0.36606762202389603,0.22588013775981305
435,0.3660678416271884,0.22624067738569892
436,0.36607343619437804,0.22571340428351397
437,0.36612668142618965,0.22572917034402074
438,0.3661263514831316,0.22572019384279254
439,0.36611921045792684,0.22572217982191195
440,0.3661363136969213,0.22569869318714644
441,0.3665260506705068,0.2258831267434674
442,0.3661313290822437,0.22579243755380793
443,0.3661332809826052,0.22563722118354607
444,0.366140897515664,0.22571399933683794
445,0.3661765503926009,0.22577434580698852
446,0.36616056413711984,0.22496499253815286
447,0.3661486976840591,0.22463540269198568
448,0.36614665201761387,0.22420308128318167
449,0.3661464571663793,0.22392624837631853
450,0.36614620103917417,0.2239237985743628
451,0.3661452479169181,0.22335661073559124
452,0.3661447618644703,0.22334477824670773
453,0.3661447900931206,0.22330758817162938
454,0.3663522130502799,0.22339678154858497
455,0.36599053384893215,0.2233767569729191
456,0.36598798208757116,0.22343291094990397
457,0.36597444370361537,0.22234557321327042
458,0.3659771287327287,0.2223480073995623
459,0.36597099620399065,0.222169286849791
460,0.3659698753740456,0.22213810618370652
461,0.3659798430386692,0.22173135775449798
462,0.3659750749569094,0.22175024208461136
463,0.36597582212518154,0.2217634272439518
464,0.3659758205111482,0.2218672440036115
465,0.3659753121490178,0.22183241236635257
466,0.3659745107593889,0.2225982597746345
467,0.36607929929643934,0.22261647434709003
468,0.3660783988323266,0.22257579511661718
469,0.36607768811720726,0.2226266525705372
470,0.3660784374724035,0.22062290080995012
471,0.36607796926308034,0.22066400811753611
472,0.3660769902092791,0.22046280190100567
473,0.36607739940298945,0.2204608908282455
474,0.36607749880145685,0.2204701425654989
475,0.3660775568289269,0.22046149784416808
476,0.3660843013475426,0.21972687571523628
477,0.3660847790252964,0.22009834547000331
478,0.3660902743997267,0.220100472183897
479,0.3660905144645945,0.21904977409699136
480,0.36608098786240423,0.21912851776099274
481,0.3673839540081977,0.21906119313341557
482,0.36735610977759925,0.21906238392246885
483,0.367355788928423,0.2190912075980876
484,0.3673475822609594,0.21910080486995231
485,0.36736781707725524,0.21902241536549938
486,0.3673898726496439,0.21908573039582788
487,0.36739408454735356,0.21888000750640604
488,0.3673797563282502,0.21850567932559825
489,0.367377135226718,0.21882606026518117
490,0.3673849129858978,0.2186347789082595
491,0.36738431352065404,0.21861106372576242
492,0.367378319040765,0.2186717466234779
493,0.3673776543671606,0.21866701061033544
494,0.36737759763239153,0.21851758960852324
495,0.3673781157934043,0.21862073271441979
496,0.3673777763532349,0.21861293862415923
497,0.36737678030208243,0.21857320099469427
498,0.36737196824000967,0.21854528542250962
499,0.367385117658347,0.2185009928384188
500,0.3673851721091472,0.21850034074291486
501,0.36738492976596493,0.21848720071996702
502,0.36728875819655193,0.21849584559213028
503,0.3672888072723685,0.21859277283972145
504,0.3672785493689258,0.21863450836323545
505,0.36727839032225645,0.2186481650443342
506,0.3672784339403457,0.2186487842616493
507,0.3672791304788392,0.218627816671832
508,0.36727924310176363,0.21860419958323626
509,0.36727795522935713,0.21853518449662399
510,0.3672773112656122,0.21854855180688793
511,0.36727591548064925,0.21854153451221184
512,0.3659998879283871,0.21849561372219323
513,0.3659999761055513,0.21849105914972416
514,0.36600127947519345,0.21850195442427536
515,0.3660015645526118,0.21835676701187107
516,0.36600168907312663,0.21815730817111895
517,0.3660012472185719,0.21812004520176154
518,0.3660021134399637,0.21812171601010522
519,0.3660023897335886,0.21815837058660126
520,0.3659853361617672,0.21818716281829648
521,0.36601599641564303,0.21845668529452805
522,0.3660584264701058,0.21836569392537478
523,0.36607443108627635,0.21835369839171484
524,0.36608234748418833,0.2183640857418867
525,0.3660279359572431,0.21805464261499177
526,0.366025084198288,0.21818767636983255
527,0.36602149578915755,0.21818371710087953
528,0.36602103951772264,0.2183460489490478
529,0.36601420623030057,0.2182005002831419
530,0.3660135632983887,0.21822318172365196
531,0.3660131155418137,0.2182676649692148
532,0.3660130939940211,0.21827409882539345
533,0.36601358091075153,0.21838584867274893
534,0.36601391320493315,0.21846388703865824
535,0.3660137679059351,0.21835953657235502
536,0.3660143666459826,0.21834642204307425
537,0.3660012781062959,0.2175892025683024
538,0.3660012119071586,0.21746562050350446
539,0.3660014556854902,0.21739878070424604
540,0.36600147446376685,0.21679189401043045
541,0.3660023981909976,0.21679592901310468
542,0.36600289472654246,0.2167897646063776
543,0.3660036080821818,0.21671860797068337
544,0.3660038744331037,0.21671981014236738
545,0.36600411505441816,0.21672584717423896
546,0.36600416785268036,0.216736732507378
547,0.3660054555282402,0.21662601097354822
548,0.3659874047131303,0.2166245322203097
549,0.365979293620751,0.21662053032004844
550,0.3659779093975356,0.21629032751477711
551,0.3659610710598469,0.21638599075792966
552,0.36596420769098154,0.21647694653173555
553,0.3660257466580058,0.2164720047471047
554,0.36609136588605773,0.21628374819411053
555,0.36586958670733644,0.2176437317782304
556,0.3658758020282388,0.21781355907504069
557,0.365878715417377,0.21765778175400388
558,0.3658744818485663,0.2176548109006123
559,0.36587819666250987,0.21763873511024
560,0.36587549021055404,0.21763899476781928
561,0.3658774813420961,0.21755263500349717
562,0.3658807339120606,0.21737612943709114
563,0.36588663182028636,0.21741019657148178
564,0.3658891214545347,0.21741850527556422
565,0.36588429510180664,0.21741891685824175
566,0.36588415674563485,0.21741254508595942
567,0.3658840950768939,0.21740583869357094
568,0.3658832858869137,0.21667514116970282
569,0.36588335172823333,0.21668433746182472
570,0.3658829492139546,0.21690916648394626
571,0.36588197044047344,0.21690321800421297
572,0.36588178592376364,0.21688396172439656
573,0.36588265046712554,0.21719499217247268
574,0.36588455286781213,0.21715152752508043
575,0.3658841312685254,0.21711225782553703
576,0.36588177872171834,0.21710628871626875
577,0.3658824760207637,0.21693538231006335
578,0.3658829513780391,0.21693657015337542
579,0.36588210830901235,0.2169441637593507
580,0.3658822774039009,0.21694874225245142
581,0.36588763456068535,0.21695935844713227
582,0.36588788576051773,0.21690693665901778
583,0.36588137253115594,0.2169064647447025
584,0.3658817127253873,0.21692568755397837
585,0.3658794834017406,0.21692494818702693
586,0.36587748776616147,0.21709760813617912
587,0.36587787056575694,0.2170210446990458
588,0.36587815398946616,0.21701407870025996
589,0.36588636547971587,0.21700787777401334
590,0.36587742392879785,0.21677806115677933
591,0.3658880894008143,0.2167785626954568
592,0.3658830852670764,0.21668427745615748
593,0.3658838393601894,0.21662825863838045
594,0.3658845728285237,0.21684291381020362
595,0.3658808188047622,0.21696576599839434
596,0.3658542048794383,0.21699617436914034
597,0.3658541145986015,0.21702210569455677
598,0.3658540011057241,0.21701274952482344
599,0.3658525261550837,0.21701745437240882
600,0.3658518840846121,0.21701326619549466
601,0.36585261667261315,0.21651804621183798
602,0.36585247120372383,0.21694317252551193
603,0.3658519056256352,0.21698570582927995
604,0.365851618762982,0.21697378449894195
605,0.3658513425182667,0.21699352429739874
606,0.3658508425938433,0.21698665668157963
607,0.3658514128225009,0.21698866701923247
608,0.36585107947689177,0.21698966990471283
609,0.3658518352087306,0.2169886221261347
610,0.3658517055877319,0.21692625312524322
611,0.3658518047123983,0.2170376301117844
612,0.3658506698533969,0.21703293614078661
613,0.36585115937565627,0.21703487979834807
614,0.3658509362759005,0.2170245127399947
615,0.3658514022120697,0.2171902055578076
616,0.365852426486627,0.21361209844934886
617,0.365852552032498,0.2133920771575557
618,0.36585319528673094,0.21339403252418085
619,0.36585386570885836,0.21330564179016603
620,0.36585409453545187,0.2133060669103978
621,0.3658539903095093,0.21325866980319702
622,0.365854440215091,0.21327567429241961
623,0.3658533412541686,0.2132686234197932
624,0.36585350864839733,0.2132688605401169
625,0.3658532941585554,0.21326888988001866
626,0.36585429265749175,0.21327160507958537
627,0.3658465252329664,0.21229491948235074
628,0.3658176899814534,0.21229627687697902
629,0.3658143480003222,0.2123166552872679
630,0.36581440359983863,0.21233001601452836
631,0.36581207794817727,0.2123350678057271
632,0.36581165015835326,0.2122460184081214
633,0.36581128647065986,0.21224875331996856
634,0.3658111722018027,0.21233754046146922
635,0.36581069932018184,0.21231120017469318
636,0.36581087037356036,0.21231224606911833
637,0.36581097947324237,0.21232758615001987
638,0.3658116274269446,0.21233105232617552
639,0.3658112604960218,0.21237755437224431
640,0.36581064900738525,0.21240294440415303
641,0.365810395864551,0.21240055739029548
642,0.3658097909690156,0.21202466225274047
643,0.365810519612337,0.21194141878426326
644,0.3658108794501704,0.21201076566607702
645,0.3658111606234755,0.21237377187878229
646,0.3659142782248209,0.21229590755001002
647,0.36592490217758644,0.21229550031377845
648,0.36592901375863596,0.21229846362302088
649,0.36593276423842447,0.21229871272772197
650,0.3659183736420337,0.21226292019169307
651,0.36591832318668505,0.2122602172626487
652,0.3659392243082492,0.2122430832230854
653,0.36593903843334996,0.21224400831771692
654,0.3659389151229747,0.21224156910253528
655,0.36593949359379285,0.21224860935003703
656,0.3659400145068231,0.21244231544283498
657,0.36593977451375914,0.2130086249196625
658,0.36595079216894705,0.2129255134533598
659,0.3659483966403215,0.21297493743635484
660,0.36594338586627073,0.21295247930789696
661,0.3659429080596023,0.21295209766421536
662,0.36594364918572486,0.21331532646693319
663,0.3659447616591831,0.2132842543045801
664,0.3659452070079408,0.21331835425229
665,0.36594618833802095,0.21331676814613215
666,0.36594654120591186,0.21331384237473258
667,0.36594710722089985,0.2133247853127398
668,0.36596602165166386,0.213299533086431
669,0.36597699862365496,0.21377439738208198
670,0.3659840979604264,0.2143687331005389
671,0.3659808368912476,0.21435805362411314
672,0.3659753884480704,0.21436068503004155
673,0.3659667757844432,0.21359482069249167
674,0.36598122653661247,0.2135884127048991
675,0.3659861620426009,0.2135892947914889
676,0.36597391811296287,0.21359045462237605
677,0.36597049732489,0.21356952259609846
678,0.36597001883119745,0.2135117486538201
679,0.3659695940125069,0.21350937504519255
680,0.3659697329222926,0.21349006834407533
681,0.3659697501868884,0.21349057172809963
682,0.3659694095949809,0.2137514188296279
683,0.3659694846816499,0.21374857181996249
684,0.3659706775532092,0.21381446231336235
685,0.3659701374582173,0.21381245591511244
686,0.36673453998260264,0.21377706292976945
687,0.36673543152668187,0.21370438953121376
688,0.366735061408918,0.21323296245901652
689,0.3667354897599158,0.21323083625305955
690,0.36673553117300156,0.21328558526152527
691,0.36673694906187704,0.2131434310412142
692,0.3667874463153682,0.2131532165108075
693,0.3667883264434704,0.21315950838409634
694,0.3668098045931852,0.21314974465681252
695,0.36682329603402497,0.21238390595469375
696,0.36679550559753205,0.21225836805193934
697,0.3667895127640514,0.21225475536463678
698,0.36678921189301195,0.2122968912929104
