Time(Iteration),UCBMultiArmedBandit,TSMultiArmedBandit,PHEMultiArmedBandit
0,0.3302532692104336,0.4062968934225326,0.3302532692104336
1,0.7051675335699714,0.8604092210198557,0.7051675335699714
2,1.1051303736511504,1.2717389207493677,1.1051303736511504
3,1.5430332435419254,1.7202432427349261,1.5430332435419254
4,1.9908650497719371,2.1049718997236466,1.9908650497719371
5,2.4201576556764395,2.402923787018994,2.4201576556764395
6,2.7168740940229914,2.8229903064387782,2.7168740940229914
7,3.150524118413041,3.197018772619145,3.150524118413041
8,3.628066864978404,3.6138216288998577,3.628066864978404
9,3.9406254242618237,4.006286807404548,3.9406254242618237
10,4.346068163313694,4.347569563083459,4.346068163313694
11,4.733661930970967,4.595604911095811,4.733661930970967
12,5.050030977680402,5.045843231256048,5.050030977680402
13,5.4604272318169755,5.443970266352403,5.4604272318169755
14,5.809139665761694,5.833805486276933,5.809139665761694
15,6.200026738611614,6.143238674648633,6.200026738611614
16,6.600530155248808,6.505836781133229,6.600530155248808
17,6.981835907219012,6.992388582129074,6.981835907219012
18,7.465860598043581,7.390906621148193,7.465860598043581
19,7.851497884294761,7.7721084560470235,7.851497884294761
20,8.24971654640049,8.135447747685344,8.24971654640049
21,8.616418713562998,8.517972932863652,8.616418713562998
22,8.993525188652262,8.79149142698425,8.993525188652262
23,9.391978251766117,9.050202228965855,9.391978251766117
24,9.870695060779523,9.490966189975715,9.870695060779523
25,9.938097904443051,9.681217005538418,10.01648414284666
26,9.994687577324969,9.851294434030017,10.167269650031727
27,10.068032077352811,9.938982615229964,10.328321018149216
28,10.117935115305105,9.999363254244043,10.564753672296813
29,10.206621846563595,10.048655837121581,10.832435273753616
30,10.242747222826829,10.088370629878112,11.112762129358073
31,10.32321466947123,10.188393709677497,11.393754092921675
32,10.427104612903559,10.234218009089822,11.58467839117887
33,10.466286483065325,10.244283875745904,11.848206443372234
34,10.528563637083488,10.284622560277622,12.124592336578225
35,10.578713592757584,10.316792495260538,12.319175558311398
36,10.658171706366037,10.325744793874955,12.57612607074314
37,10.69034451527868,10.354793547557584,12.78702356733017
38,10.716530063947818,10.382800413564524,13.054300705283708
39,10.767837339746887,10.382917353168274,13.28557113380106
40,10.798358243333542,10.383034292772024,13.728308006030257
41,10.832657359920628,10.402390513595488,14.057992254823414
42,10.851041982820687,10.402507453199238,14.402821585173712
43,10.907418620969022,10.402624392802988,14.77281820375361
44,10.911774884297294,10.402741332406737,15.094456112558927
45,10.928812654884428,10.402858272010487,15.434985675683913
46,10.933168918212703,10.425588595246923,15.688227009077773
47,10.937525181540975,10.431935705946824,15.986287221398191
48,10.94864844011667,10.432052645550574,16.37546499394541
49,10.953004703444943,10.438399756250476,16.68537641385162
50,10.957360966773217,10.438516695854226,17.088626461177927
51,10.975548952776261,10.446610287389847,17.50674043179728
52,11.001037081986912,10.446727226993596,17.7881345270116
53,11.040952737826048,10.461050989625369,18.09860714149432
54,11.059140723829092,10.467398100325271,18.318733150526153
55,11.10436973821417,10.484659446325221,18.672614538509848
56,11.132835233386764,10.49275303786084,18.945310855429405
57,11.142850905440197,10.501607823256128,19.28112382415161
58,11.209959520273742,10.502485956719545,19.638177990296285
59,11.219975192327174,10.509594261279114,19.904597282397937
60,11.224036052595462,10.51047239474253,20.193938928540774
61,11.24921367850013,10.511350528205947,20.41392052294976
62,11.267280963180925,10.512228661669363,20.745853292744446
63,11.327629061137436,10.518575772369264,21.074701696849097
64,11.345696345818231,10.525684076928833,21.39670590763664
65,11.363763630499026,10.53332920563967,21.739801759398784
66,11.392789530567107,10.564462997844076,22.09856981154792
67,11.445809672231608,10.565341131307493,22.489174427151227
68,11.458705891510563,10.565458070911243,22.74425928578284
69,11.51858034547582,10.57256637547081,22.99128936094849
70,11.583450145027854,10.5844608864555,23.2567286596719
71,11.587511005296141,10.598584250471756,23.682164880060395
72,11.597526677349574,10.598701190075506,24.047646922851516
73,11.601882940677848,10.607555975470794,24.39739050159471
74,11.605943800946136,10.60843410893421,24.586171053041355
75,11.610300064274409,10.609312242397626,24.90013007988813
76,11.614656327602683,10.610190375861043,25.203149958528076
77,11.657872037214027,10.61106850932446,25.46278667543366
78,11.66788770926746,10.619923294719747,25.785096082704634
79,11.698280709124614,10.63480785259567,26.174442946663497
80,11.708296381178046,10.635685986059087,26.45571128742616
81,11.718312053231479,10.636564119522504,26.691171504254434
82,11.728327725284911,10.63744225298592,27.022860188364014
83,11.743695342116949,10.638320386449337,27.36876956213797
84,11.764812441930955,10.639198519912753,27.758231479422893
85,11.775640297446666,10.64007665337617,28.038119815427393
86,11.775640297446666,10.640954786839586,28.330700011956747
87,11.775640297446666,10.641832920303003,28.597507468261664
88,11.786947054010415,10.64271105376642,28.86632679934644
89,11.83827366355139,10.643589187229836,29.066312316672157
90,11.871477607721856,10.644467320693252,29.331802139160125
91,11.877824718421758,10.659351878569176,29.59687228710277
92,11.884171829121659,10.660230012032592,29.842594384648702
93,11.890814342881546,10.675114569908516,30.129840368440803
94,11.910053624101263,10.675992703371932,30.406123305251878
95,11.910053624101263,10.676870836835349,30.620186272904583
96,11.92406004851377,10.691755394711272,30.92023196873921
97,11.94528652277262,10.692633528174689,31.25685397892044
98,11.961723573667516,10.693511661638105,31.618327646068746
99,11.961840513271266,10.694389795101522,31.981771780743838
100,11.961957452875016,10.711651141101472,32.26225305628579
101,11.962074392478765,10.712529274564888,32.50035723459676
102,11.9814679217162,10.713407408028305,32.72451929653509
103,11.98158486131995,10.714285541491721,33.05515931555304
104,11.988417806568512,10.715163674955138,33.53429211402026
105,11.989591343091913,10.716041808418554,33.76897403983982
106,12.000418403607663,10.722388919118455,33.97630996603756
107,12.000535343211412,10.722505858722204,34.35958565227823
108,12.000652282815162,10.72338399218562,34.549059065236335
109,12.001530416278579,10.724262125649037,35.0512249321837
110,12.001647355882328,10.725140259112454,35.33569452056248
111,12.001764295486078,10.72601839257587,35.60618828119446
112,12.025009096664268,10.726896526039287,35.839009902387915
113,12.03135620736417,10.727774659502703,36.02841447716682
114,12.05661618088096,10.72865279296612,36.33065395798741
115,12.05661618088096,10.729530926429536,36.633607203026216
116,12.05661618088096,10.730409059892953,36.89015946367619
117,12.116391483348462,10.73128719335637,37.28922364806964
118,12.116391483348462,10.732165326819786,37.62048569175511
119,12.116508422952212,10.733043460283202,37.85819678705262
120,12.116508422952212,10.740151764842771,38.01238280006483
121,12.116508422952212,10.741029898306188,38.21820698781938
122,12.116508422952212,10.741908031769604,38.467122970915355
123,12.116508422952212,10.74278616523302,38.800176204769414
124,12.160273334357287,10.751640950628309,39.10404837341825
125,12.172954841616148,10.752519084091725,39.409940147121425
126,12.18575328847876,10.753397217555142,39.61667679135232
127,12.19855173534137,10.754275351018558,39.97798526003823
128,12.230780384235166,10.755153484481975,40.124238931492854
129,12.231658517698582,10.756031617945391,40.563760550645036
130,12.231775457302332,10.75614855754914,40.86003622953554
131,12.260721900924429,10.757026691012557,41.19725748617118
132,12.260838840528178,10.757904824475974,41.52404972493456
133,12.261251183191913,10.75878295793939,41.81183147348552
134,12.261368122795663,10.759661091402807,42.08752182144029
135,12.261485062399412,10.760539224866223,42.44974187439026
136,12.261897405063149,10.76141735832964,42.66497188167888
137,12.262014344666898,10.762295491793056,42.92550486962209
138,12.262131284270648,10.769403796352623,43.06574700056954
139,12.262248223874398,10.77028192981604,43.3042812021893
140,12.298638569956479,10.771160063279456,43.461801386352064
141,12.311053484620304,10.772038196742873,43.719760289992294
142,12.31193161808372,10.779146501302442,43.952741534733434
143,12.31193161808372,10.780024634765859,44.31730424577521
144,12.340140948746928,10.780902768229275,44.57068084465983
145,12.340257888350678,10.781019707833025,44.97801143025798
146,12.340374827954427,10.781897841296441,45.238019003311265
147,12.340374827954427,10.782775974759858,45.535909810578524
148,12.344435688222715,10.783654108223274,45.84622276020726
149,12.348496548491003,10.78453224168669,46.17609123609283
150,12.348613488094752,10.785410375150107,46.37839055149463
151,12.353552481826458,10.786288508613524,46.62296611378933
152,12.357730281698496,10.78716664207694,46.82091611065949
153,12.370743440581201,10.788044775540357,46.985290734257966
154,12.40442881081539,10.788161715144106,47.226137882742975
155,12.415765203465073,10.789039848607523,47.51090883730528
156,12.415882143068822,10.78991798207094,47.77801093947284
157,12.421953894457717,10.790034921674689,48.019875061790266
158,12.422366237121452,10.790913055138105,48.27834702377166
159,12.422778579785186,10.791791188601522,48.51203379156642
160,12.42319092244892,10.792669322064938,48.737699476136044
161,12.423603265112657,10.793547455528355,49.12041535207538
