Time(Iteration),PHELinearBandit
0,0.507524137009318
1,1.015048274018636
2,1.5225724110279542
3,2.030096548037272
4,2.5376206850465897
5,3.0451448220559074
6,3.552668959065225
7,4.060193096074544
8,4.567717233083862
9,5.075241370093179
10,5.582765507102498
11,6.090289644111816
12,6.597813781121135
13,7.105337918130454
14,7.612862055139772
15,8.12038619214909
16,8.627910329158407
17,9.135434466167727
18,9.642958603177044
19,10.150482740186362
20,10.658006877195682
21,11.165531014205
22,11.673055151214317
23,12.180579288223637
24,12.688103425232955
25,13.19562756224227
26,13.703151699251588
27,14.210675836260908
28,14.718199973270226
29,15.225724110279543
30,15.733248247288861
31,16.24077238429818
32,16.7482965213075
33,17.255820658316814
34,17.763344795326134
35,18.270868932335453
36,18.77839306934477
37,19.28591720635409
38,19.793441343363405
39,20.300965480372724
40,20.808489617382044
41,21.31601375439136
42,21.82353789140068
43,22.331062028409995
44,22.838586165419315
45,23.346110302428634
46,23.85363443943795
47,24.36115857644727
48,24.868682713456586
49,25.376206850465906
50,25.883730987475225
51,26.391255124484537
52,26.89877926149385
53,27.406303398503162
54,27.913827535512475
55,28.421351672521787
56,28.9288758095311
57,29.436399946540412
58,29.943924083549724
59,30.451448220559037
60,30.95897235756835
61,31.46649649457766
62,31.974020631586974
63,32.48154476859629
64,32.9890689056056
65,33.49659304261491
66,34.004117179624224
67,34.511641316633536
68,35.01916545364285
69,35.52668959065216
70,36.034213727661474
71,36.541737864670786
72,37.0492620016801
73,37.55678613868941
74,38.06431027569872
75,38.571834412708036
76,39.07935854971735
77,39.58688268672666
78,40.09440682373597
79,40.601930960745285
80,41.1094550977546
81,41.61697923476391
82,42.12450337177322
83,42.632027508782535
84,43.13955164579185
85,43.64707578280116
86,44.15459991981047
87,44.662124056819785
88,45.1696481938291
89,45.67717233083841
90,46.18469646784772
91,46.692220604857035
92,47.19974474186635
93,47.70726887887566
94,48.21479301588497
95,48.722317152894284
96,49.2298412899036
97,49.73736542691291
98,50.24488956392222
99,50.752413700931534
100,51.25993783794085
101,51.76746197495019
102,52.274986111959514
103,52.78251024896885
104,53.290034385978174
105,53.7975585229875
106,54.305082659996835
107,54.81260679700616
108,55.320130934015495
109,55.82765507102482
110,56.33517920803415
111,56.84270334504348
112,57.35022748205281
113,57.85775161906214
114,58.36527575607147
115,58.872799893080796
116,59.38032403009013
117,59.887848167099456
118,60.39537230410879
119,60.902896441118116
120,61.41042057812744
121,61.91794471513678
122,62.4254688521461
123,62.93299298915544
124,63.440517126164764
125,63.94804126317409
126,64.45556540018342
127,64.96308953719276
128,65.47061367420208
129,65.97813781121141
130,66.48566194822074
131,66.99318608523006
132,67.5007102222394
133,68.00823435924873
134,68.51575849625806
135,69.02328263326739
136,69.53080677027671
137,70.03833090728605
138,70.54585504429538
139,71.0533791813047
140,71.56090331831403
141,72.06842745532336
142,72.5759515923327
143,73.08347572934203
144,73.59099986635135
145,74.09852400336068
146,74.60604814037
147,75.11357227737935
148,75.62109641438867
149,76.128620551398
150,76.63614468840733
151,77.14366882541665
152,77.651192962426
153,78.15871709943532
154,78.66624123644465
155,79.17376537345397
156,79.6812895104633
157,80.18881364747264
158,80.69633778448197
159,81.2038619214913
160,81.71138605850062
161,82.21891019550995
162,82.72643433251929
163,83.23395846952862
164,83.74148260653794
165,84.24900674354727
166,84.7565308805566
167,85.26405501756594
168,85.77157915457526
169,86.27910329158459
170,86.78662742859392
171,87.29415156560324
172,87.80167570261258
173,88.30919983962191
174,88.81672397663124
175,89.32424811364056
176,89.83177225064989
177,90.33929638765923
178,90.84682052466856
179,91.35434466167789
180,91.86186879868721
181,92.36939293569654
182,92.87691707270588
183,93.3844412097152
184,93.89196534672453
185,94.39948948373386
186,94.90701362074319
187,95.41453775775253
188,95.92206189476185
189,96.42958603177118
190,96.9371101687805
191,97.44463430578983
192,97.95215844279917
193,98.4596825798085
194,98.96720671681783
195,99.47473085382715
196,99.98225499083648
197,100.48977912784582
198,100.99730326485515
199,101.50482740186447
200,102.0123515388738
201,102.51987567588313
202,103.02739981289247
203,103.53492394990181
204,104.04244808691115
205,104.54997222392049
206,105.05749636092983
207,105.56502049793917
208,106.07254463494851
209,106.58006877195785
210,107.0875929089672
211,107.59511704597654
212,108.10264118298588
213,108.61016531999522
214,109.11768945700456
215,109.6252135940139
216,110.13273773102324
217,110.64026186803258
218,111.14778600504192
219,111.65531014205126
220,112.1628342790606
221,112.67035841606994
222,113.17788255307929
223,113.68540669008863
224,114.19293082709797
225,114.70045496410731
226,115.20797910111665
227,115.71550323812599
228,116.22302737513533
229,116.73055151214467
230,117.23807564915401
231,117.74559978616335
232,118.2531239231727
233,118.76064806018204
234,119.26817219719138
235,119.77569633420072
236,120.28322047121006
237,120.7907446082194
238,121.29826874522874
239,121.80579288223808
240,122.31331701924742
241,122.82084115625676
242,123.3283652932661
243,123.83588943027544
244,124.34341356728478
245,124.85093770429413
246,125.35846184130347
247,125.8659859783128
248,126.37351011532215
249,126.88103425233149
250,127.38855838934083
251,127.89608252635017
252,128.4036066633595
253,128.91113080036885
254,129.4186549373782
255,129.92617907438753
256,130.43370321139687
257,130.94122734840622
258,131.44875148541556
259,131.9562756224249
260,132.46379975943424
261,132.97132389644358
262,133.47884803345292
263,133.98637217046226
264,134.4938963074716
265,135.00142044448094
266,135.50894458149028
267,136.01646871849962
268,136.52399285550896
269,137.0315169925183
270,137.53904112952765
271,138.046565266537
272,138.55408940354633
273,139.06161354055567
274,139.569137677565
275,140.07666181457435
276,140.5841859515837
277,141.09171008859303
278,141.59923422560237
279,142.1067583626117
280,142.61428249962105
281,143.1218066366304
282,143.62933077363974
283,144.13685491064908
284,144.64437904765842
285,145.15190318466776
286,145.6594273216771
287,146.16695145868644
288,146.67447559569578
289,147.18199973270512
290,147.68952386971446
291,148.1970480067238
292,148.70457214373315
293,149.2120962807425
294,149.71962041775183
295,150.22714455476117
296,150.7346686917705
297,151.24219282877985
298,151.7497169657892
299,152.25724110279853
300,152.76476523980787
301,153.2722893768172
302,153.77981351382655
303,154.2873376508359
304,154.79486178784524
305,155.30238592485458
306,155.80991006186392
307,156.31743419887326
308,156.8249583358826
309,157.33248247289194
310,157.84000660990128
311,158.34753074691062
312,158.85505488391996
313,159.3625790209293
314,159.87010315793864
315,160.37762729494798
316,160.88515143195733
317,161.39267556896667
318,161.900199705976
319,162.40772384298535
320,162.9152479799947
321,163.42277211700403
322,163.93029625401337
323,164.4378203910227
324,164.94534452803205
325,165.4528686650414
326,165.96039280205073
327,166.46791693906007
328,166.97544107606942
329,167.48296521307876
330,167.9904893500881
331,168.49801348709744
332,169.00553762410678
333,169.51306176111612
334,170.02058589812546
335,170.5281100351348
336,171.03563417214414
337,171.54315830915348
338,172.05068244616282
339,172.55820658317216
340,173.0657307201815
341,173.57325485719085
342,174.0807789942002
343,174.58830313120953
344,175.09582726821887
345,175.6033514052282
346,176.11087554223755
347,176.6183996792469
348,177.12592381625623
349,177.63344795326557
350,178.14097209027491
351,178.64849622728426
352,179.1560203642936
353,179.66354450130294
354,180.17106863831228
355,180.67859277532162
356,181.18611691233096
357,181.6936410493403
358,182.20116518634964
359,182.70868932335898
360,183.21621346036832
361,183.72373759737766
362,184.231261734387
363,184.73878587139635
364,185.2463100084057
365,185.75383414541503
366,186.26135828242437
367,186.7688824194337
368,187.27640655644305
369,187.7839306934524
370,188.29145483046173
371,188.79897896747107
372,189.3065031044804
373,189.81402724148975
374,190.3215513784991
375,190.82907551550844
376,191.33659965251778
377,191.84412378952712
378,192.35164792653646
379,192.8591720635458
380,193.36669620055514
381,193.87422033756448
382,194.38174447457382
383,194.88926861158316
384,195.3967927485925
385,195.90431688560184
386,196.41184102261118
387,196.91936515962053
388,197.42688929662987
