Time(Iteration),UCBLinearBanditTheta
0,0.958980547383776
1,0.958023589627033
2,0.946958919622154
3,0.9469996161676624
4,0.9328816273981264
5,0.9231483896799008
6,0.9014605060909415
7,0.8788210210936682
8,0.8752008188787377
9,0.8736059184268006
10,0.8698703455724142
11,0.8695806041585182
12,0.8699851984148192
13,0.8704797145975744
14,0.8641925737677507
15,0.848847187638848
16,0.846778865131317
17,0.8383292511377176
18,0.8396933187407681
19,0.8399538842925063
20,0.8398977714747344
21,0.8367198511825519
22,0.8283545777719574
23,0.8281807361247434
24,0.8279836729119225
25,0.8257246403570114
26,0.8152774759027352
27,0.814631959448263
28,0.8143118344036873
29,0.8123533136717681
30,0.8133058626979051
31,0.809921854726088
32,0.8098208578916269
33,0.8012755268927197
34,0.7993600355024572
35,0.8003311153849244
36,0.7826612480445905
37,0.7629580008588792
38,0.7483312854130217
39,0.748850489818798
40,0.7489535650236807
41,0.7483752308677258
42,0.7482546126707591
43,0.7481415534730244
44,0.7484357144738069
45,0.7483495384920433
46,0.7482929826182911
47,0.7481822434538304
48,0.7481102056772704
49,0.7480244075904489
50,0.7479905251185686
51,0.7480475505661424
52,0.7480003318582374
53,0.7479656815603195
54,0.7479556942727259
55,0.7480191052434484
56,0.7480384472867401
57,0.7479934922468996
58,0.7480147728080324
59,0.7479841622145517
60,0.7479941314151332
61,0.7479762654744218
62,0.7479363973308539
63,0.7479062374693537
64,0.7478764269079786
65,0.7479172640019515
66,0.747948445433184
67,0.7479371433959853
68,0.7478954677335566
69,0.7478959761533872
70,0.7479044030020011
71,0.7478903840479714
72,0.7478872792814962
73,0.7478672474967463
74,0.7478819867167189
75,0.7478709958768993
76,0.7479065878813833
77,0.7478771159828084
78,0.7478654759232617
79,0.7478477642896803
80,0.7478425385551443
81,0.7478553573180252
82,0.7478701834606993
83,0.7478546768335514
84,0.7478628588892138
85,0.7478371701137212
86,0.7478538383926715
87,0.7478254858849087
88,0.7478115320988185
89,0.7477996568120744
90,0.7477875547727604
91,0.747784127842235
92,0.7477628736191413
93,0.7477697082561034
94,0.7477608324269197
