Time(Iteration),UCBLinearBanditTheta
0,0.9973528882291569
1,0.9979447090026203
2,0.9958334133887213
3,0.9905467067128912
4,0.9868033342998308
5,0.9810211841621432
6,0.9734632255724872
7,0.9450477903806508
8,0.9419306258144852
9,0.93587712098689
10,0.9322336830788721
11,0.935272618951877
12,0.9259041904412989
13,0.9275095273268896
14,0.9204143433720346
15,0.9218117416057872
16,0.9277046278191541
17,0.920352021461839
18,0.9171291791410265
19,0.9135822142363355
20,0.9160418800409456
21,0.9092896758084488
22,0.9063226731070669
23,0.9100397645670135
24,0.9119085776854611
25,0.9082016044802055
26,0.9087395646505204
27,0.9087314995855171
28,0.9050795114085775
29,0.8975156531385704
30,0.8926818392802952
31,0.8922061699723025
32,0.8885236316011131
33,0.8875674542985678
34,0.8837671601840917
35,0.8854277039895535
36,0.8846129763487577
37,0.8821794066820337
38,0.8802836395082938
39,0.877974436533942
40,0.876881188565293
41,0.8754062218664911
42,0.8739894175610192
43,0.8743944397280277
44,0.8732279111810399
45,0.8713077557899723
46,0.8697731698536929
47,0.8682645683673907
48,0.8716251275136164
49,0.8691701036836598
50,0.8690888729252396
51,0.8683425013265644
52,0.8649509259020081
53,0.8661049495835229
54,0.865321856732135
55,0.8602609818025684
56,0.8565900596454711
57,0.8537817398150389
58,0.8501725985552845
59,0.8500386412419567
60,0.8492790262690809
61,0.8499946700546228
62,0.8488986857311109
63,0.8478808277830003
64,0.8471180140623963
65,0.8472995231256377
66,0.8466059394015432
67,0.8470821119381569
68,0.8464430783557191
69,0.8439951803805436
70,0.8456495338940663
71,0.8473807903143694
72,0.8462737102069117
73,0.846032041452401
74,0.8454737635186771
75,0.846397540301397
76,0.8462187640799008
77,0.8463805291489784
78,0.846807513659393
79,0.8470024728530122
80,0.8464060432533331
81,0.8465538292510459
82,0.8469964620470991
83,0.8458529434759627
84,0.8455302845257698
85,0.8464231170385649
86,0.8454899155560348
87,0.8453545900365154
88,0.8457768933769774
89,0.84480466279713
90,0.8438555653192935
91,0.8439548533646863
92,0.8438857787250541
93,0.8424004870332098
94,0.8422692975085848
95,0.8426469423601249
96,0.8418298183273338
97,0.8419179060783236
98,0.8419740565712461
99,0.8422299572319929
100,0.8413987287289973
101,0.8416190623839948
102,0.8417714542588953
103,0.8416419152885515
104,0.8415435474475788
105,0.8396296373362878
106,0.8398890179577352
107,0.8399138085345246
108,0.8419104704106335
109,0.8417065288381863
110,0.8420423200553147
111,0.8417109952026468
112,0.8415797723418571
113,0.841701955864066
114,0.8416867263669255
115,0.8426002920126201
116,0.8423729758266767
117,0.8423256303186974
118,0.8431319728882208
119,0.843441250318895
120,0.8428571592820143
121,0.8428447331326305
122,0.8426285694697022
123,0.8423259718187444
124,0.8407421460492216
125,0.8408417978168294
126,0.8405823469429585
127,0.8403377145734681
128,0.8412499513204045
129,0.8404987716646086
130,0.8412056805191004
131,0.8417054649721022
132,0.8423819045941677
133,0.8401899676350215
134,0.8408449772186126
135,0.8406992284707824
136,0.843830540102138
137,0.8443424376586979
138,0.8444051938469362
139,0.8447145677004306
140,0.8450129261104417
141,0.844932997885883
142,0.8451218085728123
143,0.8456225541982073
144,0.8458353319810319
145,0.846771245254924
146,0.8458489210706149
147,0.8458468271502383
148,0.8454146781051296
149,0.8454461018765483
150,0.8455005740482815
151,0.8445859161436442
152,0.844575694840253
153,0.8446424611925867
154,0.8443576230490171
155,0.8446993812267485
156,0.8446363486772064
157,0.8444758638015113
158,0.8435739498832024
159,0.8432004223765185
160,0.8436120826893635
161,0.8421156118797948
162,0.8417832946230754
163,0.8420286730410702
164,0.8421447663778079
165,0.8423056660540578
166,0.8423115905645661
167,0.8417019566589887
168,0.8421571747899101
169,0.8420902142144706
170,0.8414918993124907
171,0.8415848464189668
172,0.8403367296948849
173,0.8402766768813391
174,0.8403196660934196
175,0.8403893178114863
176,0.8399194361177216
177,0.8397974656802653
178,0.8390040566025727
179,0.838974700895465
180,0.838939631250135
181,0.8378142413132373
182,0.8383175372551654
183,0.8378119337234473
184,0.837922847004719
185,0.8335667230817515
186,0.8332306396174454
187,0.8327975508254036
188,0.8327425580486146
189,0.8329384121148407
190,0.8328984404213442
191,0.8327684419965925
192,0.832605460975507
193,0.8327263229116182
194,0.8327126618253526
195,0.8328108888918784
196,0.8328328852750513
197,0.832887486482177
198,0.8327885913043623
199,0.8329356647162236
200,0.8329912877874381
201,0.8333550918231781
202,0.8335047821936146
203,0.8331253171623658
204,0.8333381883266696
205,0.8333471494994809
206,0.8333408842605214
207,0.8334256007573062
208,0.8336846312857817
209,0.8335441659207934
210,0.8338341534476751
211,0.8337341115683283
212,0.8337254270405552
213,0.8336340321666518
214,0.8335184814493349
215,0.8333123695449546
216,0.8335185508805484
217,0.8334856040464806
218,0.8334460620640135
219,0.8334213245408275
220,0.8332352268282126
221,0.8333890554700268
222,0.833619712650731
223,0.8308186367371851
224,0.8307206970105296
225,0.8304885099177837
226,0.8306424842573747
227,0.8306333184474559
228,0.8305375002043984
229,0.8306963557519097
230,0.830059918003251
231,0.8300946291577729
232,0.830237971051109
233,0.8300146155424779
234,0.8305080169188687
235,0.8304277091369929
236,0.8305005102942029
237,0.8304650433432599
238,0.8304755872801486
239,0.8301498864568906
240,0.830248028856098
241,0.8302554320138984
242,0.8301661862914452
243,0.8300390402831015
244,0.8299693512214896
245,0.8293004877955236
246,0.8293104374584402
247,0.8294332563869833
248,0.8295242089515028
249,0.8278312874999687
250,0.8278629635427135
251,0.8278157138270401
252,0.8278308433089041
253,0.8278394743130718
254,0.8277250363888349
255,0.8276367678710553
256,0.8275577070355442
257,0.8275756339147581
258,0.8275778436158003
259,0.827372366888431
260,0.8273118760964937
261,0.827309330385973
262,0.8273704447516985
263,0.8274219840461218
264,0.8272917315715411
265,0.8272552132241309
266,0.8274776140153852
267,0.8274458009320791
268,0.8274598378097118
269,0.8274285065515619
270,0.8273639129736271
271,0.8273381431599998
272,0.8255454575127266
273,0.8253115335319711
274,0.8247591918799657
275,0.8244811672960279
276,0.8248188244166966
277,0.8247154684016265
278,0.8246245817199271
279,0.8247152601482505
280,0.8245742704174186
281,0.8243502450195781
282,0.824371690410451
283,0.8244389086501076
284,0.8243730380147574
285,0.8238977981412345
286,0.8239105734854698
287,0.8239895651833284
288,0.8239827401133253
289,0.8238323099580047
290,0.8238525780903976
291,0.8238981072710804
292,0.823926205566298
293,0.8237410786589265
294,0.8237605976721977
295,0.8235708139635476
296,0.8236724441886452
297,0.8234856004818247
298,0.8237069237869508
299,0.8237359928461979
300,0.8237895421911523
301,0.8237676771139724
302,0.823648868542973
303,0.8237157063298131
304,0.8237053042920082
305,0.8236716827419022
306,0.8237494003138088
307,0.8237885640954602
308,0.8237947364996636
309,0.8238212153127596
310,0.8232458017658258
311,0.8236112746753805
312,0.8235499279485644
313,0.8234232920155595
314,0.8235477923797175
315,0.8229098279393467
316,0.8229906905683462
317,0.8229177881930552
318,0.8232492364233531
319,0.8229603291032681
320,0.8228328766460017
321,0.8227259815227581
322,0.8227166380909032
323,0.8226821295915421
324,0.8225716032700656
325,0.8223261872385027
326,0.8219119188533008
327,0.8219629982880541
328,0.8217167104760877
329,0.8215697485225135
330,0.8216232484905575
331,0.8217253492736327
332,0.8216176244173813
333,0.8215689912832806
334,0.8215989243951901
335,0.8216343816946552
336,0.8216315276720512
337,0.8216108126987274
338,0.8216391326918133
339,0.8217125659638148
340,0.8217182056395496
341,0.8216893308541353
342,0.8216338018718172
343,0.8216232741391396
344,0.8216538352857732
345,0.8216331400234752
346,0.8214413243016347
347,0.8215355590886981
348,0.8215575399174257
349,0.8215378095562376
350,0.8215536502136578
351,0.8215684103788776
352,0.8215446004408689
353,0.82186640010323
354,0.8217943343264412
355,0.8214089868089284
356,0.8214133855246335
357,0.8214190086453094
358,0.8214190235408442
359,0.8213928404499112
360,0.821337979334027
361,0.8211800566652716
362,0.8211558182142682
363,0.8211392439097704
364,0.8211041593785386
365,0.8210873805941414
366,0.8210612560223313
367,0.8211738349297312
368,0.8211669698176041
369,0.8211408567424316
370,0.8210931538442265
371,0.8211419307732296
372,0.8210839319072931
373,0.8210741000987518
374,0.8210682959467462
375,0.8211305470228283
376,0.8210789955627715
377,0.8210974369184509
378,0.821095958751701
379,0.8211685539308856
380,0.8213664831702474
381,0.8211842233568394
382,0.8211927034743336
383,0.8212845757549797
384,0.8211772506825223
385,0.821279436609737
386,0.8212183517381583
387,0.8212413715540862
388,0.8232354579355503
389,0.8228997772082114
390,0.8230797517490819
391,0.8229361986639615
392,0.8229354623345048
393,0.8230916080730168
394,0.8230488935212266
395,0.8225566775621415
396,0.8223867129067358
397,0.8223811933939252
398,0.8222642499132435
399,0.8222254166483083
400,0.8222319383501343
401,0.8222312616056995
402,0.8222399797339979
403,0.8222324502218449
404,0.8222682922801043
405,0.8222605792524893
406,0.8222765578803992
407,0.822300233507451
408,0.8223187336278135
409,0.8223662303525872
410,0.8223653813979824
411,0.8223541815873066
412,0.8223804047825057
413,0.8223659120444177
414,0.8220212441317569
415,0.8220106472998359
416,0.8220135764884452
417,0.8220039797732774
418,0.8217906505293303
419,0.8217815931246614
420,0.8217810189247139
421,0.8217988088074459
422,0.8218923661168496
423,0.8218919826398687
424,0.8218187670072534
425,0.821811313731881
426,0.8217870502664286
427,0.8211228524494164
428,0.8205735975970561
429,0.8206421593350054
430,0.8204313209775496
431,0.82033441687169
432,0.8203213373588459
433,0.8202099983617671
434,0.8202587452863817
435,0.8202406513558312
436,0.820253225531577
437,0.8202831628034606
438,0.8201854368737063
439,0.8201490641535338
440,0.8201730953065136
441,0.8201646835618991
442,0.8201644700267282
443,0.8201757538279235
444,0.8201862177619305
445,0.8201825379119771
446,0.8201607025888208
447,0.8201640440928382
448,0.8201185678167431
449,0.82010921815085
450,0.8201331585478225
451,0.8208123594506315
452,0.8208952651980622
453,0.8209081068064158
454,0.8209487641115322
455,0.8216326100923614
456,0.8212821826137271
457,0.8212544185725855
458,0.8212153181672945
459,0.8211922963339784
460,0.8211659255859342
461,0.8210505543332735
462,0.8210714882860604
463,0.8210568060390484
464,0.8211449073900374
465,0.8211154243871034
466,0.8216508679672836
467,0.8216696043703614
468,0.8216743036463537
469,0.8217159469800315
470,0.8217237899757291
471,0.8217168130211269
472,0.8209543225435342
473,0.8209588163293388
474,0.8209643510707061
475,0.8210941570793423
476,0.8194408668604796
477,0.8196111697089583
478,0.8196152559092621
479,0.8196129986701193
480,0.81879253748799
481,0.8188005926529318
482,0.8186581482283289
483,0.8186704194751921
484,0.8186777950536355
485,0.8186596127685888
486,0.8186468972344162
487,0.8186578679223044
488,0.819139696595635
489,0.8191265779914365
490,0.8191454684694495
491,0.8191313017696251
492,0.819301523703628
493,0.8192887073329498
494,0.8192831141528403
495,0.8192556237273358
496,0.8192605531885435
497,0.819274503776362
498,0.8192449878569418
499,0.8192669073490814
500,0.8192750007394414
501,0.8192715478687941
502,0.8192669051169721
503,0.8192574094822882
504,0.819243315219215
505,0.8192164615362364
506,0.8192447872007852
507,0.8192477980210097
508,0.819254912166189
509,0.8192532606597871
510,0.8189682572525762
511,0.8189779061066309
512,0.8197761929687912
513,0.819745677640992
