Time(Iteration),UCBLinearBandit,TSLinearBandit,PHELinearBandit
0,0.2691491620184493,0.2800490919948517,0.31719425906196286
1,0.48135934123067586,0.5008575573985822,0.5964583542399057
2,0.702339452158445,0.7344306263190293,0.8772759775219983
3,0.9225239031015076,1.015021667583143,1.2316457174981892
4,1.1390521886820597,1.292585844324311,1.5257888471149652
5,1.4072318056077162,1.5851084930296393,1.7563339015245574
6,1.632516929196837,1.7543396772350945,1.999906987608049
7,1.8346170864564637,2.0222763904816192,2.184071738096327
8,2.0979791934064815,2.1725880534410527,2.4212822315192266
9,2.3885152405681955,2.4456751824918372,2.745982594981475
10,2.5909752506558728,2.691548748894397,3.0549189165463178
11,2.8576869644902416,3.0369731960760395,3.2933257841202517
12,3.1010921591704173,3.2945415694116797,3.5075797024915176
13,3.3186276717978536,3.61800802255368,3.7954235354204457
14,3.6027831340728382,3.887815561220492,4.066446343977227
15,3.863863645168812,4.156523370876371,4.202089690400334
16,4.141907779907806,4.394874768510132,4.477290877498726
17,4.393503235136231,4.642593193234528,4.678228418883766
18,4.7160962963125765,4.904130712720341,5.028308637309977
19,4.977395877661274,5.173482849145059,5.33184010600204
20,5.293238927904289,5.495771972018455,5.573046203595847
21,5.512627003061353,5.747135029141971,5.819274380017402
22,5.857479960243585,5.948020606839239,6.06106120013126
23,6.258784648028797,6.1496214916130985,6.292571242105364
24,6.566501190727983,6.314964231013201,6.566501190727985
25,6.6102577044682445,6.437935774052464,6.6894681850642765
26,6.685533236142942,6.583029205139228,6.856805513350302
27,6.810233559601886,6.671505232938969,7.060446894860853
28,6.868438644823266,6.817036722655783,7.222185982211232
29,6.980505658991907,6.92343469771743,7.403835525756797
30,7.1199711492178706,7.0458798719273705,7.592463234612109
31,7.191914747829775,7.252905427014508,7.830156234699968
32,7.301874132888789,7.363726357138303,8.010397940016507
33,7.3642557210323485,7.467978482299704,8.203195847982899
34,7.4800469455776035,7.532487618380252,8.462831843077428
35,7.625605748173759,7.689436283771475,8.629195743139707
36,7.692878324429499,7.723814181869571,8.865694148418829
37,7.793949757037177,7.807377141583222,9.118183571530823
38,7.992419708146819,7.8407420604288545,9.289932532798556
39,8.0805416765736,7.956539581679162,9.560665550367904
40,8.182612616948305,7.994604952271301,9.662718168778119
41,8.29498201690706,8.14810025699382,9.851179544643411
42,8.406784169913465,8.16719417153054,10.057918821576148
43,8.488264349564917,8.255945475631624,10.290282847997831
44,8.549429993761638,8.325478963438018,10.508131044416938
45,8.704592009972762,8.426020209098995,10.697560292602581
46,8.798476953152498,8.517650532726316,10.850031654185742
47,8.915924790034511,8.629763365835451,11.074351142258662
48,9.0281269058519,8.779502712625348,11.227490425660552
49,9.116966847382784,8.856523792781644,11.432608757167396
50,9.177912992484789,8.954858894443865,11.666721092186624
51,9.266146725078556,9.03945576742331,11.909004783706665
52,9.342925812945635,9.140038235297533,12.113243502912443
53,9.472726927402055,9.194378824999351,12.310017167089377
54,9.668106210508702,9.257062254385751,12.56420597465587
55,9.749660193082722,9.277891554341434,12.765966993076932
56,9.860165529503703,9.305741951038057,12.957455850548566
57,9.900728279446223,9.374235850613784,13.22404346120499
58,9.960112145725137,9.545483314618833,13.398074352410703
59,10.128333751409166,9.592250049769213,13.69391037610271
60,10.279324236543006,9.724614036642865,13.890856221434607
61,10.385719834851404,9.77293869744389,14.128438821635267
62,10.47064502711381,9.874134706959385,14.373697730321675
63,10.539689656857844,9.9245591571707,14.689449016220072
64,10.65045856711975,10.002848763714223,14.914676602668504
65,10.767072152673503,10.060614506719675,15.077377409349571
66,10.87579711034098,10.195583234067138,15.273975552380563
67,10.967794447163694,10.23704343293599,15.457016548431962
68,11.058892784139214,10.343560557431726,15.641610153959533
69,11.146223997174447,10.402651314509662,15.777419104847558
70,11.32663562702857,10.450848491231406,15.931895813934483
71,11.445352775181366,10.522397306612536,16.132192779613156
72,11.548103982716967,10.539221552208902,16.323585231460264
73,11.617825360480904,10.588662445584768,16.539098459089498
74,11.68718569479702,10.671383619702329,16.670322349697923
75,11.762962759247518,10.785947119274798,16.82430351175805
76,11.826840060666546,10.835190509950305,17.008669775111976
77,11.8609908124229,10.927266861015621,17.204123151750437
78,11.90722607400558,10.955981749574226,17.392344347544455
79,11.936932877144416,11.02122602879485,17.570866001372774
80,12.03421021847739,11.084112325289244,17.784794076902525
81,12.1425332355375,11.187065858238672,17.96036744569167
82,12.27177805136375,11.20942751775934,18.215287459339486
83,12.347444174924233,11.2762998004985,18.376829202867672
84,12.46760420510175,11.31563382102642,18.545539880489063
85,12.545100754220112,11.379830999140804,18.771251946374065
86,12.618646583439464,11.445803122361715,18.905329625986173
87,12.748212876373085,11.519980505550343,19.050916553779807
88,12.817544971967953,11.542111983542124,19.24302334273132
89,12.87400447597438,11.55755340178795,19.414701777248546
90,12.947134540581933,11.669362786408636,19.657430941258234
91,12.980261868317303,11.78267297072431,19.937466852427725
92,13.095100167613051,11.827599429473434,20.177440406069366
93,13.188250802373954,11.8467626608166,20.40697544373071
94,13.270748860285858,11.893034334692205,20.603545482523693
95,13.33312017069442,11.929633218887592,20.778429268649397
96,13.439258280167678,11.993997305371717,20.948376526008488
97,13.50733845282922,12.074163610057663,21.121139355275467
