Time(Iteration),TSLinearBandit,PHELinearBandit
56,16.405698753184417,12.895341066434066
57,16.552540134767945,12.912636173935377
58,16.60804141244994,12.982004303754044
59,16.769040027318404,13.005961436773166
60,16.960018068050726,13.026909977744188
61,17.171795055857448,13.077437156424683
62,17.35499028304762,13.160883198826962
63,17.449766685482683,13.260390177822732
64,17.581126950814642,13.29904795802502
65,17.733342785724027,13.367890045140403
66,17.821995906106686,13.407673559775878
67,17.985189690275682,13.45482069701519
68,18.135509306005368,13.482190144618391
69,18.225978916362372,13.582354222227096
70,18.36891741245945,13.658877977276074
71,18.511790518197547,13.716605118295046
72,18.64117207061694,13.743584707745843
73,18.86340290107247,13.803901150989171
74,19.017673449569436,13.893610215231888
75,19.268712437978436,13.951237803571434
76,19.47212075090108,13.988487975947333
77,19.713135454361353,14.010803331624391
78,19.956609807095326,14.079025690130564
79,20.135767950626352,14.122297644304357
80,20.387432901829936,14.17395246891422
81,20.4772203371845,14.222104094275412
82,20.625189417975548,14.260019511448007
83,20.786102509575187,14.354954776790512
84,21.005760064294677,14.363547757440566
85,21.172703821555125,14.442813566257882
86,21.301131592782486,14.49474256887639
87,21.421780048917654,14.585713605694806
88,21.74097822692827,14.599130511048674
89,21.91736191072638,14.693617960086195
90,22.035667282590445,14.716441568846552
91,22.178398233598408,14.736392602308324
92,22.255490242046328,14.766911122882846
93,22.349933434651696,14.798889103125182
94,22.477284428488055,14.82256046325995
95,22.64761724579916,14.911099493240778
96,22.69293635870821,15.026393223663655
97,22.815473534882837,15.081294672030301
98,22.920427587886053,15.100754137615311
99,23.192267571882606,15.169452722739802
100,23.339001132041275,15.178490225034452
101,23.48332492910318,15.234856454622195
102,23.583320789497243,15.288168308657053
103,23.729982101503065,15.289651420862665
104,23.80761456080059,15.30156442993785
105,23.93695738699762,15.360105390897308
106,24.019960497614342,15.399612435378728
107,24.182949341098304,15.425074732357468
108,24.330709502987403,15.436054391802461
109,24.514067909930677,15.445088707941958
110,24.672431177507814,15.490032246077522
111,24.799696754886604,15.493112605099139
112,24.919102741734285,15.512025814582643
113,25.09324127109227,15.533282683280415
114,25.175988756906698,15.562605469450807
115,25.32190847995,15.571094238226797
116,25.4966709016116,15.611644580856497
117,25.602843260730886,15.61164776701165
118,25.69874293642521,15.63292232752129
119,25.811290564453145,15.649516506128382
120,25.90590438522603,15.661536659844097
121,25.955221767039536,15.70285446660004
122,26.069586218767807,15.727584034235685
123,26.20804891826516,15.77277385021929
124,26.280390331872816,15.783206933244012
125,26.355843713631295,15.784807366215167
126,26.401701199633273,15.822847114177117
127,26.495770281293574,15.829855956902644
128,26.618412183904752,15.839355690297177
129,26.73717047608728,15.85210155590344
130,26.790052565255518,15.893923219464861
131,26.86838873708038,15.96262473492028
132,26.96633740214014,15.998305288154265
133,27.069476529041925,16.016112010412748
134,27.19563549170084,16.044869495289934
135,27.29925327334928,16.07211346013192
136,27.44776383085316,16.121265298931952
137,27.58662981772173,16.122748411137568
138,27.728506335081995,16.1456963782484
139,27.835995486065144,16.174248942455787
140,27.910173750694213,16.221261938819588
141,27.957679654525787,16.238708017886875
142,28.00743503787559,16.29163220824683
143,28.1001778120167,16.360692804636408
144,28.131724154790653,16.400369752833022
145,28.196882299420956,16.445439002081027
146,28.301572531678907,16.4729895330971
147,28.422175660478786,16.47689032289486
148,28.54486397597001,16.55380522078236
149,28.575636739653284,16.56434805519734
150,28.711156596924212,16.59091097927403
151,28.83460682892288,16.622908603662218
152,28.901482019396127,16.622911789817373
153,29.082205583444583,16.639295950860447
154,29.181577605099466,16.64077906306606
155,29.275536899309532,16.650301550932472
156,29.409780439234243,16.66682969536926
157,29.457525539715455,16.68678208010524
158,29.55845809837146,16.69630456797165
159,29.611124991701917,16.706203680818653
160,29.715316623083424,16.718949546424916
161,29.769052477921214,16.732574169182264
162,29.879967838658246,16.732577355337416
163,29.997239033797094,16.749194653790973
164,30.086571824420094,16.767041652908276
165,30.22009777698603,16.78156352604976
166,30.31977186484259,16.781566712204913
167,30.35784530855028,16.781569898360065
168,30.4542394081518,16.797282857484927
169,30.526552239274622,16.797286043640078
170,30.597832656303005,16.797286043640078
171,30.72361342405255,16.797286043640078
172,30.816506776660333,16.861573473407752
173,30.873203302947026,16.87645073649535
174,30.923000770613193,16.88984807353249
175,31.073851401846362,16.90324541056963
176,31.107308978526316,16.957300624497
177,31.19269851229882,16.984828053801248
178,31.35343298565516,17.06453235180303
179,31.38041937493378,17.114094158505562
180,31.4771753982839,17.175012174727637
181,31.595713259928534,17.197436796980718
182,31.768260197602565,17.221672628389747
183,31.8768243121116,17.245908459798773
184,32.09237983511728,17.303268119663336
185,32.30924708766828,17.322712365596644
186,32.39560098635938,17.35199798977793
187,32.50525458485159,17.37485210529171
188,32.54079612448693,17.377932464313325
189,32.69047944559422,17.381012823334945
190,32.840219136920446,17.392686163006616
191,32.876263367538705,17.404359502678286
192,32.948915104217136,17.407439861699906
193,33.061670574481596,17.410520220721523
194,33.23432151032664,17.412003332927135
195,33.26178192501734,17.447008567125586
196,33.366294281484166,17.513164750296315
197,33.41479195275909,17.514647862501928
198,33.45445570155333,17.516130974707544
199,33.46384960932558,17.527110634152535
200,33.55518943913221,17.528593746358148
201,33.694670952572295,17.537987654130394
202,33.783554269543814,17.584288915843207
203,33.94938014568847,17.620608344709968
204,33.979368641999116,17.62061153086512
205,34.06964979669289,17.63298030687087
206,34.27184395709389,17.63298030687087
207,34.34849931266156,17.63298349302602
208,34.45422080636219,17.66718514320673
209,34.56532521886419,17.674742719450915
210,34.63112258167398,17.67622583165653
211,34.70668812102491,17.677708943862143
212,34.78230357122868,17.679192056067755
213,34.95120972258507,17.67919524222291
214,35.00016204846081,17.718286870168548
215,35.12547892658217,17.718290056323703
216,35.1630183239487,17.73478403236215
217,35.16839585364177,17.7347872185173
218,35.239411384610186,17.736270330722913
219,35.35842723719036,17.756047273370225
220,35.43220690870372,17.75753038557584
221,35.51316988717504,17.77785755879395
222,35.62477259307613,17.787251466566197
223,35.64901161064031,17.79664537433844
224,35.75192846029664,17.821018834650864
225,35.77660762261094,17.82102202080602
226,35.94617811918581,17.82102520696117
227,36.033805941942454,17.821028393116322
228,36.13314840841746,17.821031579271473
229,36.2173018242461,17.82251469147709
230,36.22674910446939,17.82399461752755
231,36.356917787273666,17.83248338630354
232,36.421153489379776,17.846709177960264
233,36.54493829779379,17.84978953698188
234,36.66353986028072,17.8528698960035
235,36.740658007776325,17.852873082158652
236,36.76373866883739,17.858250611851723
237,36.78416216966447,17.865228574515946
238,36.83292398925315,17.909872356417118
239,36.90686178648038,17.96701035561149
240,36.99236512466781,18.009833973867313
241,37.10655073712875,18.009833973867313
242,37.12052427402834,18.02357326190188
243,37.179355757253035,18.02517369487304
244,37.31230956506703,18.026774127844195
245,37.418708112509215,18.041768711697337
246,37.45456235895846,18.043369144668496
247,37.51593540346195,18.043369144668496
248,37.53736636297419,18.052432053033016
249,37.583055221669305,18.05403248600417
250,37.64401460729682,18.10802434609509
251,37.77271256957915,18.10802434609509
252,37.84308119284472,18.130325804459765
253,37.843084378999876,18.13781738550475
254,37.93301129496666,18.15221144715592
255,37.96614142996476,18.16660550880709
256,37.999287371182504,18.191892748336237
257,38.14697343679602,18.211664339680475
258,38.21323767063261,18.25461254332808
259,38.23204164407721,18.272177031073575
260,38.28969569243137,18.28915560453543
261,38.30136903210304,18.297751771340636
262,38.32094099390648,18.316884979655946
263,38.35577731056763,18.316884979655946
264,38.40797488917385,18.34156414197024
265,38.444373818844745,18.34156414197024
266,38.628537490391935,18.353708838677125
267,38.70227268132903,18.353712024832276
268,38.703752607379485,18.353715210987428
269,38.78994657733908,18.362311377792633
270,38.84464859599201,18.362314563947784
271,38.892577702594075,18.380805372754487
272,38.9301571267316,18.388296953799472
273,39.00783111924458,18.395788534844453
274,39.07456635744778,18.411873096539487
275,39.239389084904715,18.419364677584472
276,39.3081039757391,18.419367863739623
277,39.3413243655521,18.42096829671078
278,39.40305081597455,18.42097148286593
279,39.441404492204484,18.435302169533262
280,39.44678202189755,18.446208615901398
281,39.485177535551536,18.450106219544004
282,39.57165799720092,18.463523124897872
283,39.810110366075655,18.473042426609133
284,39.85067873391661,18.473045612764285
285,39.900465371724565,18.473048798919436
286,39.92648844965251,18.473051985074587
287,39.94956251536632,18.482951097921593
288,39.97879504672181,18.492473585788
289,39.97879823287696,18.492476771943153
290,39.997885321732205,18.497857487791375
291,40.01376347147167,18.503238203639597
292,40.156503781933885,18.514693383526392
293,40.20578839408583,18.514696569681544
294,40.24372398474968,18.522610551403325
295,40.274141460017425,18.56974093031269
296,40.404643078195065,18.571341363283846
297,40.4787177122029,18.572824475489462
298,40.504237264143676,18.572827661644613
299,40.52176267669878,18.58656694967918
300,40.58046558400732,18.586570135834332
301,40.597059762614414,18.586573321989484
302,40.65971616871715,18.58657650814464
303,40.71707776606125,18.58805962035025
304,40.75847484772211,18.588062806505402
305,40.795697869436715,18.588065992660553
306,40.85132771178439,18.600434768666304
307,40.93027996358266,18.60433237230891
308,41.03466544535405,18.60822997595152
309,41.14992066233029,18.612127579594127
310,41.24831104383087,18.616025183236736
311,41.30224576301369,18.616025183236736
312,41.46527479373575,18.619922786879343
313,41.48327425455248,18.62382039052195
314,41.60093339887776,18.62771799416456
315,41.65339967497722,18.631615597807166
316,41.66976674804406,18.635513201449776
317,41.76462196597569,18.635513201449776
318,41.79573775653388,18.635513201449776
319,41.834955758959346,18.635513201449776
320,41.858590973685764,18.635516387604927
321,41.860074085891384,18.654363634772576
322,41.86804144006421,18.658261238415186
323,41.87193904370682,18.658261238415186
324,41.9665490338553,18.674812541669535
325,42.072632865868925,18.678713331467296
326,42.13304769468833,18.723082664422684
327,42.178324453472634,18.723085850577835
328,42.248499591006095,18.740348480460472
329,42.28844591500012,18.75761111034311
330,42.35555527273441,18.774873740225747
331,42.41664991572364,18.800729350758438
332,42.57794074247658,18.82188958428368
333,42.72148165114246,18.83915221416632
334,42.73397526199159,18.856414844048956
335,42.76895865569456,18.873677473931593
336,42.78436103230617,18.873680660086745
337,42.83634836111854,18.873683846241896
338,42.847241538996514,18.87368703239705
339,42.85998740460278,18.873690218552202
340,42.88035858063821,18.87759100834996
341,42.9021212644162,18.877594194505114
342,42.92097963644638,18.877597380660266
343,42.95679591943531,18.877600566815417
344,43.132379106229756,18.887100300209948
345,43.17314442091904,18.89753338323467
346,43.189062178277354,18.89753338323467
347,43.209121707653864,18.89753338323467
348,43.27522324994622,18.89753338323467
349,43.338295052232496,18.90659310544404
350,43.41927014695022,18.917135939859023
351,43.42946356057143,18.926198848223542
352,43.44160825727831,18.963987212118028
353,43.47140129668797,18.99176325018654
354,43.55021579944751,19.000359416991746
355,43.58530340502454,19.000362603146897
356,43.61433367569864,19.019224161332232
357,43.67826664864022,19.019227347487384
358,43.69063975256866,19.020710459693
359,43.69212286477427,19.02071364584815
360,43.701573331152716,19.02461443564591
361,43.79459364722748,19.02851522544367
362,43.80598283191507,19.03389594129189
363,43.859924666305446,19.037793544934498
364,43.897971742762465,19.04918272962209
365,43.91971315936722,19.06057191430968
366,43.948939605500144,19.078863579603457
367,44.0038342079009,19.082764369401218
368,44.024325990150594,19.08814508524944
369,44.03133483287613,19.12539525762534
370,44.11198470551645,19.130893294239105
371,44.142447648899505,19.147257181150795
372,44.24059170479142,19.151157970948553
373,44.317501701424476,19.151157970948553
374,44.34861298006591,19.1820105185092
375,44.47212286278576,19.183493630714814
376,44.482195769486275,19.188874346563033
377,44.48609337312888,19.19035745876865
378,44.54306901222327,19.19573817461687
379,44.58914158481834,19.195741360772022
380,44.63498606855107,19.21096057485705
381,44.647130765257955,19.214861364654812
382,44.69403440195269,19.228258868513514
383,44.70194519751932,19.22826205466867
384,44.768773099822354,19.22826524082382
385,44.86891274343438,19.22826842697897
386,44.881406354283506,19.228271613134122
387,44.89871656022437,19.24667230561546
388,44.89871974637953,19.25516107439145
389,45.02160825643919,19.256761507362604
390,45.15073643480976,19.258361940333764
391,45.20368032054522,19.25996237330492
392,45.25864680232305,19.261562806276075
393,45.261727161344666,19.26316323924723
394,45.38134521558021,19.264763672218386
395,45.4028619165353,19.266364105189545
396,45.41987279929154,19.2679645381607
397,45.42992545938372,19.267967724315852
398,45.488273332959615,19.267970910471004
399,45.50933323151578,19.267974096626155
400,45.52022640939375,19.26797728278131
401,45.58378578558863,19.269460394986922
402,45.595930482295515,19.270943507192534
403,45.636306854593926,19.27242661939815
404,45.660837923719406,19.273909731603762
405,45.710984410751735,19.275392843809378
406,45.75868395537077,19.28637250325437
407,45.77105591753167,19.287855615459982
408,45.82796202259273,19.329885884140147
409,45.883850239014954,19.329885884140147
410,45.948172395806,19.338945606349515
411,45.96511125707427,19.342025965371132
412,46.03363779856822,19.342029151526283
413,46.04909673378603,19.342032337681438
414,46.07485916684792,19.358431365527004
415,46.11254154349001,19.365337032288345
416,46.114021469540475,19.3653402184435
417,46.20915460267858,19.3653402184435
418,46.24267991082657,19.37283179948848
419,46.33771189375372,19.383264882513203
420,46.366537658197245,19.393697965537925
421,46.46890424644206,19.401189546582906
422,46.5073365056596,19.42023605862135
423,46.576132153388805,19.44331012433516
424,46.58725188807122,19.456055989941422
425,46.6149567417374,19.456059176096574
426,46.72232232785068,19.472426249163416
427,46.74280807096758,19.472429435318567
428,46.81954339292226,19.472432621473722
429,46.84305626567748,19.472435807628873
430,46.85749409698534,19.473918919834485
431,46.91002723445122,19.501472450613278
432,46.91392802424898,19.50147563676843
433,46.94040896236108,19.50147882292358
434,46.9494718707256,19.501482009078735
435,46.979336142454876,19.50308244204989
436,47.049770625422425,19.515230324911926
437,47.06636480402951,19.52737820777396
438,47.13423315711394,19.596712737632927
439,47.16955805801531,19.596712737632927
440,47.23517845511062,19.59671592378808
441,47.26373259710705,19.59671910994323
442,47.27128698719609,19.60372795266876
443,47.33800826779538,19.60373113882391
444,47.415333580947404,19.60373113882391
445,47.470236283301745,19.60373113882391
446,47.523237488970956,19.60373113882391
447,47.55887903283677,19.60373113882391
448,47.62238002746138,19.60373113882391
449,47.67072940823513,19.614624316701885
450,47.68485155937326,19.61852192034449
451,47.696991640604246,19.61852192034449
452,47.70448322164923,19.61852192034449
453,47.72728174734767,19.64214855985098
454,47.798811192129406,19.650741540501034
455,47.82922666582377,19.650741540501034
456,47.84997161042872,19.650741540501034
457,47.86809500572805,19.650741540501034
458,47.89631237928601,19.650741540501034
459,47.89779549149162,19.691237134103297
460,47.92086955720543,19.699830114753347
461,47.92992927941479,19.699830114753347
462,47.95624563018686,19.699830114753347
463,48.02074324388046,19.699830114753347
464,48.03117632690519,19.699830114753347
465,48.05052271997548,19.703727718395957
466,48.06071613359669,19.707625322038563
467,48.078703022018985,19.707625322038563
468,48.106582184111,19.707625322038563
469,48.14956481822769,19.707625322038563
470,48.207629492986214,19.707625322038563
471,48.28856910282298,19.711522925681173
472,48.29246670646559,19.711522925681173
473,48.3127537921158,19.71542052932378
474,48.32066458768243,19.719318132966386
475,48.38033032619742,19.719318132966386
476,48.39770746168081,19.719318132966386
477,48.42567831487514,19.719318132966386
478,48.44218209109182,19.719318132966386
479,48.46025619574938,19.73569910785431
480,48.46185662872053,19.73569910785431
481,48.53722882080878,19.74475883006368
482,48.57948713067017,19.74475883006368
483,48.61653825514536,19.74475883006368
484,48.66228299657971,19.757127606069428
485,48.699720716471845,19.76949638207518
486,48.79919874245223,19.78186834423608
487,48.834154909854774,19.781871530391232
488,48.84675457058765,19.781874716546383
489,48.894557090904314,19.781877902701535
490,48.93028165777524,19.781881088856686
491,48.93725962043946,19.78188427501184
492,48.946706900662754,19.781887461166992
493,48.96044300254217,19.781890647322143
494,48.96192611474778,19.781893833477294
495,48.98886245149079,19.781897019632446
496,49.00183873720425,19.7819002057876
497,49.05107951415079,19.781903391942752
498,49.07812064421924,19.781906578097903
499,49.079600570269704,19.781909764253054
500,49.10892335644009,19.781912950408206
501,49.1357062002943,19.78191613656336
502,49.21530114945192,19.78940771760834
503,49.25842030368857,19.789410903763493
504,49.27079659377215,19.789414089918644
505,49.2707997799273,19.7894172760738
506,49.322185989013676,19.78942046222895
507,49.34778985241997,19.7894236483841
508,49.40265913814552,19.789426834539253
509,49.430085957903366,19.789430020694404
510,49.456196617441144,19.78943320684956
511,49.52922019067465,19.78943639300471
512,49.586114431894515,19.78943957915986
513,49.599166858597314,19.789442765315012
514,49.69045818615569,19.789445951470164
515,49.702606069017726,19.78944913762532
516,49.702606069017726,19.78945232378047
517,49.743263945907955,19.79736630550225
518,49.74474705811357,19.79736630550225
519,49.760815623048465,19.798846231552712
520,49.821373830545426,19.800446664523868
521,49.86730621855479,19.802047097495027
522,49.87830863247166,19.803647530466183
523,49.88836447871899,19.80524796343734
524,49.97593998388341,19.80525114959249
525,49.99451093463056,19.806851582563645
526,50.01285481322192,19.808452015534805
527,50.08269543413833,19.81005244850596
528,50.108527106017426,19.811652881477116
529,50.1297839747152,19.81325331444827
530,50.146147861626886,19.814853747419427
531,50.22289026691095,19.816454180390586
532,50.23833940193832,19.818054613361742
533,50.3169691202131,19.819655046332898
534,50.37030799241243,19.821255479304053
535,50.41321146997946,19.82285591227521
536,50.41469139602992,19.828353948888974
537,50.45267482367829,19.82995438186013
538,50.49169049123008,19.831554814831286
539,50.550216571579234,19.834635173852906
540,50.56011249827108,19.83623560682406
541,50.58791159025839,19.837836039795217
542,50.68994124883413,19.839436472766373
543,50.74114057784709,19.841036905737532
544,50.76491880002149,19.842637338708688
545,50.80387809806886,19.844237771679843
546,50.81885429496722,19.845838204651
547,50.84995532296696,19.847438637622155
548,50.856964165692496,19.849039070593314
549,50.973112511843674,19.85063950356447
550,50.99162009368176,19.866241580753055
551,51.00812386989844,19.88036373189118
552,51.039607198655304,19.894485883029304
553,51.05460178250844,19.90860803416743
554,51.0546049686636,19.922730185305554
555,51.114292518674496,19.93685233644368
556,51.13236662333205,19.93685233644368
557,51.13236662333205,19.93685233644368
558,51.23929713870872,19.93685233644368
559,51.30508828002178,19.93685552259883
560,51.323473038944734,19.948773100407074
561,51.32347622509989,19.965367279014163
562,51.394616292765875,19.96696771198532
563,51.470141429732074,19.968568144956475
564,51.4792043380966,19.968568144956475
565,51.526578548015564,19.968568144956475
566,51.569827043440704,19.97910837262173
567,51.582572909046974,19.989648600286984
568,51.6105101385799,19.999547713133985
569,51.61359049760152,20.001148146105145
570,51.627326599480945,20.00422850512676
571,51.64542121723523,20.005828938097917
572,51.64542440339038,20.007429371069072
573,51.65641555797863,20.00902980404023
574,51.74379262451795,20.010630237011387
575,51.74379262451795,20.013710596033004
576,51.77177893125048,20.01531102900416
577,51.77868459801182,20.01691146197532
578,51.78665195218465,20.01691464813047
579,51.79922885844566,20.024469038219504
580,51.875729534125796,20.03202342830854
581,51.88529732126979,20.033503354359002
582,51.893682914081595,20.040994935403983
583,51.901653454409576,20.04259536837514
584,51.901656640564724,20.076719698662476
585,51.91208972358945,20.076722884817627
586,52.00660678104218,20.08062367461539
587,52.08360643927654,20.084524464413146
588,52.13391041126623,20.084527650568297
589,52.18809849696438,20.08842844036606
590,52.18809849696438,20.08843162652121
591,52.191178855986,20.08843481267636
592,52.20137226960721,20.088437998831516
593,52.205269873249826,20.088441184986667
594,52.2190091612844,20.08844437114182
595,52.27872670647075,20.08844755729697
596,52.33087359052941,20.104872525769572
597,52.33087359052941,20.158022067062667
598,52.33637162714317,20.1732412811477
599,52.337972060114325,20.186980569182268
600,52.33797524626948,20.200719857216836
601,52.352969996944196,20.200723043371987
602,52.446405966314884,20.20072622952714
603,52.446405966314884,20.200729415682293
604,52.47296570423642,20.200732601837444
605,52.480520094325456,20.200735787992596
606,52.52060593029942,20.208293364236784
607,52.52060593029942,20.21585094048097
608,52.53067883699994,20.22488844277562
609,52.58173722495892,20.22878923257338
610,52.584817583980545,20.22879241872853
611,52.64496546576879,20.228795604883683
612,52.656638805440465,20.228798791038834
613,52.658239238411625,20.22880197719399
614,52.76084144526446,20.22880516334914
615,52.76084144526446,20.22880834950429
616,52.81896350917684,20.228811535659442
617,52.84471976477198,20.228814721814594
618,52.856999775071245,20.22881790796975
619,52.88230294815877,20.2288210941249
620,52.89939884238616,20.22882428028005
621,52.91179935960612,20.228827466435202
622,52.968862523614845,20.228830652590354
623,52.97276012725746,20.22883383874551
624,52.98698591891419,20.22883702490066
625,52.99848227857721,20.22884021105581
626,53.027717996087844,20.228843397210962
627,53.04431217469494,20.228846583366114
628,53.05227952886777,20.22884976952127
629,53.07216014739957,20.22885295567642
630,53.09071641684833,20.22885614183157
631,53.10483856798645,20.228859327986722
632,53.12348420872869,20.228862514141873
633,53.14138622933219,20.22886570029703
634,53.213636478652916,20.22886888645218
635,53.25045861403326,20.22887207260733
636,53.25353897305489,20.228875258762482
637,53.269923134097965,20.228878444917633
638,53.28055788320862,20.228881631072788
639,53.28593859905685,20.22888481722794
640,53.28593859905685,20.22888800338309
641,53.292916561721086,20.228891189538242
642,53.31279718025289,20.228894375693393
643,53.316697970050654,20.228897561848548
644,53.37972423607181,20.2289007480037
645,53.38132466904297,20.23038386020931
646,53.386702198736046,20.231866972414927
647,53.463664407521605,20.23335008462054
648,53.49676692386829,20.234833196826152
649,53.50980568480416,20.236316309031768
650,53.53145011490557,20.23779942123738
651,53.54143295453338,20.239282533442996
652,53.577355873414675,20.240765645648608
653,53.616137725325224,20.24224875785422
654,53.6660894451265,20.243731870059836
655,53.686076953015046,20.24521498226545
656,53.756589907836315,20.246698094471064
657,53.760490697634076,20.248181206676676
658,53.780949502635416,20.24966431888229
659,53.808503033414205,20.251147431087904
660,53.81599461445919,20.252630543293517
661,53.89019932441514,20.254113655499133
662,53.95424464222607,20.255596767704745
663,53.965243869987795,20.257079879910357
664,54.005750152226746,20.258562992115973
665,54.02181871716165,20.260046104321585
666,54.03126599738495,20.263126463343205
667,54.06910777023087,20.29276656028636
668,54.115967572693634,20.29436699325752
669,54.12811226940052,20.29436699325752
670,54.174036494795146,20.29437017941267
671,54.190121056490185,20.29437336556782
672,54.27174105326454,20.308495516705946
673,54.2733414862357,20.32272130836267
674,54.2733414862357,20.324204420568286
675,54.30862317983978,20.325687532773898
676,54.31768290204915,20.32716745882436
677,54.334326371298026,20.32864738487482
678,54.354818153547726,20.32864738487482
679,54.375221313976816,20.32864738487482
680,54.38687440704016,20.32864738487482
681,54.41466582113859,20.328650571029975
682,54.45056509003793,20.358243858199394
683,54.46110531770317,20.358247044354545
684,54.47055259792647,20.358250230509697
685,54.480120385070464,20.358253416664848
686,54.48012357122561,20.35825660282
687,54.483203930247235,20.35825660282
688,54.49485702331058,20.35825660282
689,54.53186952255551,20.35825660282
690,54.56438858145297,20.36616739838663
691,54.56586850750343,20.36616739838663
692,54.568948866525055,20.36616739838663
693,54.57650325661409,20.366170584541784
694,54.613325391994444,20.366170584541784
695,54.64064158242509,20.366170584541784
696,54.64961308952054,20.366170584541784
697,54.67702356591836,20.36777101751294
698,54.70442213376125,20.369371450484095
699,54.71381285537834,20.37097188345525
700,54.75757050306481,20.370975069610402
701,54.781472394400645,20.370975069610402
702,54.851633799068985,20.370975069610402
703,54.85163698522414,20.370975069610402
704,54.9166587599067,20.370975069610402
705,54.963732624309216,20.370975069610402
706,55.0537410982983,20.370975069610402
707,55.12948198446983,20.370975069610402
708,55.15178344283451,20.370975069610402
709,55.18008329919472,20.370975069610402
710,55.19690380441317,20.370975069610402
711,55.213397780451615,20.370975069610402
712,55.213397780451615,20.370975069610402
713,55.25076370799267,20.370975069610402
714,55.28958630926818,20.370975069610402
715,55.28958630926818,20.370975069610402
716,55.292666668289804,20.370975069610402
717,55.323888203210245,20.370975069610402
718,55.36138790508073,20.370975069610402
719,55.40077878649108,20.370975069610402
720,55.41974988034239,20.370975069610402
721,55.42772042067037,20.370975069610402
722,55.4419462123271,20.370975069610402
723,55.46087540360001,20.370975069610402
724,55.46087540360001,20.370975069610402
725,55.460878589755154,20.370975069610402
726,55.49243042317936,20.380034791819774
727,55.50188088955781,20.380034791819774
728,55.501884075712965,20.380034791819774
729,55.52497868289616,20.380034791819774
730,55.53505477575184,20.380034791819774
731,55.53813513477346,20.380034791819774
732,55.56819501293599,20.380034791819774
733,55.59903295034578,20.380034791819774
734,55.64926363356936,20.380034791819774
735,55.64926681972452,20.380034791819774
736,55.650749931930136,20.380034791819774
737,55.725158410676116,20.380034791819774
738,55.72663833672658,20.380034791819774
739,55.728118262777045,20.380034791819774
740,55.7281214489322,20.380034791819774
741,55.729601374982664,20.380034791819774
742,55.78717071129296,20.380034791819774
743,55.78717071129296,20.380034791819774
744,55.806994515934775,20.380034791819774
745,55.84660909109907,20.380034791819774
746,55.84809220330469,20.380034791819774
747,55.88161751145268,20.380034791819774
748,55.89215715971252,20.380034791819774
749,55.900750140362575,20.380034791819774
750,55.974703175064086,20.380034791819774
751,55.99605004392913,20.380034791819774
752,56.04320178777029,20.380034791819774
753,56.04320178777029,20.380034791819774
754,56.05116914194313,20.381514717870235
755,56.06975615745863,20.382994643920696
756,56.0752541940724,20.399358530832387
757,56.0955956783082,20.399358530832387
758,56.107508687383394,20.418205778000036
759,56.10898861343386,20.418205778000036
760,56.11998784119559,20.418205778000036
761,56.14525963430151,20.418205778000036
762,56.157635924385104,20.468925204799376
763,56.1921737661152,20.468925204799376
764,56.193656878320816,20.468928390954527
765,56.212582883438564,20.46893157710968
766,56.212582883438564,20.476423158154663
767,56.24984134934817,20.483914739199644
768,56.29112582744169,20.49140632024463
769,56.31568736022162,20.49889790128961
770,56.35511532505684,20.50638948233459
771,56.356715758027995,20.515360989430036
772,56.36061336167061,20.53191229268439
773,56.36061336167061,20.547996854379424
