Time(Iteration),TSLinearBanditTheta
0,0.9887222893816215
1,0.9738028574081852
2,0.939154338287685
3,0.9154894649995973
4,0.910960918336613
5,0.8821739813284422
6,0.8780632310249535
7,0.8475637655725295
8,0.832801976681323
9,0.8194986057377344
10,0.798295276663311
11,0.7900685876077276
12,0.7859617066387732
13,0.7814505055711006
14,0.7525051107099823
15,0.7274106715567965
16,0.717593990249997
17,0.7075453344804696
18,0.6895795778319456
19,0.6539565611832006
20,0.6579868659068023
21,0.6394374301475645
22,0.6152879966889339
23,0.5660461886396103
24,0.5540728261106834
25,0.5228335704700946
26,0.48997313057898284
27,0.4845260412473298
28,0.4793969240857502
29,0.4792242188412441
30,0.4776903136695692
31,0.47583706405528164
32,0.4730553096091805
33,0.47201029220948987
34,0.47226068432514196
35,0.471854735667535
36,0.4717063476246743
37,0.4716841916543901
38,0.47160134270817283
39,0.4712253210461007
40,0.47027743719780657
41,0.47036788544793345
42,0.4696870701491155
43,0.4693739611286813
44,0.46912412417435634
45,0.4679109919365416
46,0.4678373720505903
47,0.4678979613825809
48,0.46766017904751955
49,0.467650935397261
50,0.46778330218793795
51,0.4678332216088929
52,0.46792479197021286
53,0.4678767157314684
54,0.46781114409030183
55,0.4677913098584612
56,0.46777041177252504
57,0.46780638586877865
58,0.46775649831660643
59,0.46772517637871613
60,0.4676526587976303
61,0.46764272662318895
62,0.46767425917755395
63,0.4676612211075222
64,0.4676178727331224
65,0.46761024426607695
66,0.46759058574231666
67,0.46655241734484454
68,0.46532239425253713
69,0.465352892318196
70,0.46557385158170994
71,0.46541686043783653
72,0.46544731979788967
73,0.46547603058687315
74,0.4653411952713963
75,0.4653594284130619
76,0.465379474609599
77,0.4653398369294618
78,0.46533882699594525
79,0.46534032406941
80,0.4653396581655507
81,0.4655279932113262
82,0.46551294754177547
83,0.4655242110149751
84,0.4655192202969836
85,0.4655463740562755
86,0.46559757717879446
87,0.46555576573225077
88,0.4655467991577732
89,0.46553594855829
90,0.4655358749328086
91,0.4655342582709115
92,0.46550704937234116
93,0.4654902211456127
94,0.4654830432988787
95,0.46549663391882745
96,0.46549452882723363
97,0.46550784786587956
98,0.4655073174675766
99,0.46553354834509275
100,0.4655093912222295
101,0.46542860480935183
102,0.4654104162611953
103,0.465427213668685
104,0.4654403678490355
105,0.4654364980331125
106,0.4654204831512666
107,0.464774628390038
108,0.46476688467053473
109,0.46475733690769633
110,0.464770735715094
111,0.4647696386261074
112,0.4647625606087219
113,0.4647706249864614
114,0.4647761761436664
115,0.46476693066596775
116,0.46476840226820615
117,0.4647748826832089
118,0.46477635555922114
119,0.46478264214073056
120,0.46478565548369055
121,0.4647852157841642
122,0.4647912177159971
123,0.46479952763980953
124,0.4647928681198528
125,0.46429850944277995
