Time(Iteration),TSMultiArmedBandit
0,0.3968163292615613
1,0.7453830281977096
2,1.1639113245933022
3,1.597597127079474
4,2.0605506407950496
5,2.4266777270878017
6,2.789412164376245
7,3.2020565561806427
8,3.4937574223299754
9,3.850086563091802
10,4.210703869489124
11,4.59845104657208
12,5.016889506593818
13,5.345435967347929
14,5.699870894273046
15,6.1140160324126125
16,6.615032802746607
17,7.064549530810446
18,7.291552228317025
19,7.7132490863757805
20,8.06725937287953
21,8.399525945439851
22,8.822505159765711
23,9.118749865654806
24,9.549951902338552
25,9.857554702324737
26,10.236107385946642
27,10.563466914757154
28,10.886056514853731
29,11.211221858364443
30,11.577359537566455
31,11.91726887588116
32,12.228915983627582
33,12.476974610314672
34,12.767387036246724
35,13.066070213934045
36,13.292084902651194
37,13.556406047849872
38,13.786763291333392
39,13.995935340350126
40,14.3226604501612
41,14.574895998392572
42,14.89226578477699
43,15.172708808908055
44,15.504354144606703
45,15.726865988170223
46,16.031192125602896
47,16.23800619594494
48,16.527829824986487
49,16.73901864153105
50,17.01276004444769
51,17.272357385601385
52,17.539213442126535
53,17.808660778884335
54,18.17546826737219
55,18.35998757093916
56,18.557433910545704
57,18.804075815058965
58,19.05446245587317
59,19.258891358677896
60,19.53274381781129
61,19.71534728243103
62,19.91116714813247
63,20.037432880157773
64,20.228445929761513
65,20.451737704371205
66,20.634468674806477
67,20.85640025459096
68,21.02595548690233
69,21.293599543943394
70,21.591095475645165
71,21.85584883907149
72,22.084436225693267
73,22.34703181280626
74,22.53270811568201
75,22.73353064260293
76,23.039993125660693
77,23.309720517566983
78,23.57177081975163
79,23.733166008917205
80,23.885035671015412
81,24.10645359949439
82,24.311124848689307
83,24.410209657708094
84,24.630547079216328
85,24.886579040248442
86,25.040437450446042
87,25.1641770199488
88,25.383282919351963
89,25.57832564826419
90,25.800338144276413
91,26.036061371331424
92,26.276310668018333
93,26.472974085031915
94,26.696344796525437
95,26.955206339056026
96,27.227754940599986
97,27.39648422738203
98,27.629447177714745
99,27.742805889421437
100,27.87345765562366
101,28.00363815527266
102,28.255882207403197
103,28.444784724223915
104,28.621097026295026
105,28.714430349186102
106,28.859332045169758
107,29.00985333570249
108,29.196019711304228
109,29.330264042599957
110,29.401392235598433
111,29.54843544977107
112,29.761470711770677
113,29.834344356127055
114,29.984972463901517
115,30.084267312169676
116,30.202525638626916
117,30.30178091437953
118,30.479044633853704
119,30.634643926246433
120,30.759417672726062
121,30.868916928020802
122,30.98565713619579
123,31.136168839742442
124,31.268886649763765
125,31.44331678728333
126,31.626911926298966
127,31.81136747343287
128,31.930039484200442
