Time(Iteration),EpsilonGreedyLinearBandit,UCBLinearBandit,TSLinearBandit,PHELinearBandit
54,10.906189891065244,3.4753237034472924,14.504681354925154,3.4753237034472924
55,10.975663458462323,3.490951904422603,14.661609812559693,3.490951904422603
56,11.143564173858255,3.5065801053979135,14.799860228151795,3.5065801053979135
57,11.185742503944242,3.522208306373224,15.003568764134306,3.522208306373224
58,11.293159529140013,3.5378365073485347,15.09747490898794,3.5378365073485347
59,11.437941732180475,3.5534647083238453,15.262752207526649,3.5534647083238453
60,11.475633152507367,3.569092909299156,15.37472476171375,3.569092909299156
61,11.541935421229564,3.578238286141488,15.492813103414075,3.578238286141488
62,11.891595785768299,3.5938664871167987,15.690261436303407,3.5938664871167987
63,12.088253903540537,3.6094946880921093,15.895883931994453,3.6094946880921093
64,12.1296714232435,3.62512288906742,16.174304953406725,3.62512288906742
65,12.237088448439271,3.6407510900427305,16.38713109826659,3.6407510900427305
66,12.261386008492249,3.656379291018041,16.5750654592755,3.656379291018041
67,12.338165324419364,3.6720074919933516,16.65406643844444,3.6720074919933516
68,12.465841785662942,3.6876356929686622,16.876031938097146,3.6876356929686622
69,12.543530147157945,3.703263893943973,17.085826886622517,3.703263893943973
70,12.747603455255451,3.712409270786305,17.230806992493882,3.712409270786305
71,12.826365050324421,3.721554647628637,17.355422514735622,3.721554647628637
72,12.87293553660452,3.730700024470969,17.51383177616804,3.730700024470969
73,13.013025777950038,3.739845401313301,17.70070858833973,3.739845401313301
74,13.079265660723289,3.7489907781556333,17.84222313039025,3.7489907781556333
75,13.156877538557136,3.7581361549979655,17.879673719814118,3.7581361549979655
76,13.181175098610112,3.7672815318402977,17.991013186578286,3.7672815318402977
77,13.307056839457408,3.7764269086826294,18.04261092768185,3.7764269086826294
78,13.395832385741633,3.7855722855249616,18.213331583192474,3.7855722855249616
79,13.43801071582762,3.794717662367294,18.363013392795303,3.794717662367294
80,13.586634687388473,3.803863039209626,18.529956380500398,3.803863039209626
81,13.810192886879932,3.813008416051958,18.697262481820452,3.813008416051958
82,13.965700413137998,3.82215379289429,18.76103455696924,3.82215379289429
83,14.08299593887472,3.831299169736622,18.881192703308596,3.831299169736622
84,14.342911607757145,3.8404445465789543,18.975284503830316,3.8404445465789543
85,14.46574320283139,3.860021116009059,19.052835328531664,3.860021116009059
86,14.562076126014535,3.879597685439163,19.19310737234799,3.879597685439163
87,14.78450096621798,3.8968835570397986,19.293930822190376,3.8968835570397986
88,14.898191116956308,3.9141694286404336,19.398564928706797,3.9141694286404336
89,14.956060287463163,3.9337459980705383,19.51674151086894,3.9337459980705383
90,15.08639116081323,3.953322567500643,19.593563413176074,3.953322567500643
91,15.267939768568246,3.972899136930747,19.74814354593603,3.972899136930747
92,15.404402184629049,3.992475706360852,19.913751874738786,3.992475706360852
93,15.491661519555816,4.001621083203184,20.00630504318565,4.001621083203184
94,15.613646821303314,4.021197652633289,20.164642737199486,4.021197652633289
95,15.688109609924107,4.03034302947562,20.28066233883928,4.03034302947562
96,15.75383049950318,4.039488406317952,20.4718144837241,4.039488406317952
97,15.815315351406648,4.059064975748057,20.52784980220948,4.059064975748057
98,15.863370469154958,4.068210352590389,20.642182000322002,4.068210352590389
99,15.887668029207934,4.077355729432721,20.78064575646041,4.077355729432721
100,15.95595204318808,4.086501106275053,20.892592885485005,4.086501106275053
101,16.028954045813645,4.0956464831173856,21.00623036065408,4.0956464831173856
102,16.05325160586662,4.104791859959717,21.09575303164317,4.104791859959717
103,16.151233379986614,4.11393723680205,21.208700152216146,4.11393723680205
104,16.23460142122202,4.123082613644382,21.254419180778818,4.123082613644382
105,16.3962592109077,4.132227990486713,21.40455675786181,4.132227990486713
106,16.63845562799145,4.141373367329046,21.526023693322607,4.141373367329046
107,16.754710651300833,4.150518744171378,21.627388983276834,4.150518744171378
108,16.911596038460498,4.15966412101371,21.72517315819939,4.15966412101371
109,16.945943702222557,4.168809497856042,21.854146664146498,4.168809497856042
110,17.036195743930595,4.177954874698374,21.962968861988443,4.177954874698374
111,17.194279546455455,4.1871002515407065,22.028572943276053,4.1871002515407065
112,17.218577106508427,4.196245628383038,22.13477280784294,4.196245628383038
113,17.393463717304726,4.205391005225371,22.189287251749505,4.205391005225371
114,17.44896740225121,4.214536382067703,22.359159613374615,4.214536382067703
115,17.54967161807099,4.223681758910034,22.46558058782656,4.223681758910034
116,17.63376256197063,4.232827135752367,22.691573204472114,4.232827135752367
117,17.826910304730205,4.241972512594699,22.792311209644343,4.241972512594699
118,17.93078944005169,4.251117889437031,22.875240588187086,4.251117889437031
119,17.955087000104665,4.260263266279363,23.028546504488716,4.260263266279363
120,18.03115786167549,4.269408643121695,23.09534273510247,4.269408643121695
121,18.11083489428166,4.2785540199640275,23.178462591260548,4.2785540199640275
122,18.276937189251722,4.287699396806359,23.3276479953592,4.287699396806359
123,18.358639788869432,4.296844773648692,23.356212901311658,4.296844773648692
124,18.45056607077438,4.305990150491024,23.53195719194698,4.305990150491024
125,18.48671172063053,4.315135527333355,23.653309656191247,4.315135527333355
126,18.620126400221714,4.324280904175688,23.831207841319074,4.324280904175688
127,18.760264349120984,4.33342628101802,23.953963218596904,4.33342628101802
128,18.887967571821953,4.342571657860352,24.0020904999703,4.342571657860352
129,18.940068471847706,4.351717034702684,24.11149829285138,4.351717034702684
130,19.026185104931407,4.360862411545016,24.211643594496724,4.360862411545016
131,19.154075258435004,4.3700077883873485,24.278232233794494,4.3700077883873485
132,19.222900956294986,4.37915316522968,24.42920763453977,4.37915316522968
133,19.284916299445314,4.388298542072013,24.544563899610324,4.388298542072013
134,19.370633997797203,4.397443918914345,24.638350344916304,4.397443918914345
135,19.5200254483033,4.406589295756676,24.754550977856823,4.406589295756676
136,19.544323008356276,4.415734672599009,24.917299669730767,4.415734672599009
137,19.623308396258633,4.424880049441341,25.12171607837316,4.424880049441341
138,19.658939097946107,4.434025426283673,25.28357273758313,4.434025426283673
139,19.85085497761631,4.443170803126005,25.389088527654586,4.443170803126005
140,19.991853198819772,4.452316179968337,25.545255247167155,4.452316179968337
141,20.06540800758262,4.4614615568106695,25.61098459135369,4.4614615568106695
142,20.11375437671787,4.470606933653001,25.781201369808606,4.470606933653001
143,20.308928424451548,4.479752310495334,25.849484403434747,4.479752310495334
144,20.35734833555238,4.488897687337666,25.952323993180983,4.488897687337666
145,20.43118124767172,4.498043064179997,26.017230014846614,4.498043064179997
146,20.571034697242087,4.50718844102233,26.082960554280312,4.50718844102233
147,20.718475919682035,4.516333817864662,26.22213122485017,4.516333817864662
148,20.79167398383865,4.525479194706994,26.316872062088002,4.525479194706994
149,20.886052814581284,4.534624571549326,26.51871672665693,4.534624571549326
150,21.020156013171654,4.543769948391658,26.61807211973589,4.543769948391658
151,21.12529976903641,4.5529153252339905,26.682493634430614,4.5529153252339905
152,21.20132720711356,4.562060702076322,26.72095958614788,4.562060702076322
153,21.258461326227767,4.571206078918655,26.829781368829906,4.571206078918655
154,21.282226278122963,4.580351455760987,26.90006030855607,4.580351455760987
155,21.38532988115089,4.589496832603318,26.95488154699215,4.589496832603318
156,21.478947831475388,4.598642209445651,27.068199076429913,4.598642209445651
157,21.59464859577572,4.607787586287983,27.154527881207464,4.607787586287983
158,21.618413547670915,4.616932963130315,27.217779397697438,4.616932963130315
159,21.676161780226344,4.626078339972647,27.37867755686235,4.626078339972647
160,21.82243288244536,4.635223716814979,27.40662948646379,4.635223716814979
161,21.863696530239984,4.644369093657311,27.507377570767225,4.644369093657311
162,21.96328760581755,4.653514470499643,27.59663261642471,4.653514470499643
163,22.109922520897136,4.662659847341976,27.68516280778029,4.662659847341976
164,22.23910141007576,4.6718052241843075,27.935663038489388,4.6718052241843075
165,22.263398970128737,4.680950601026639,28.05185685614652,4.680950601026639
166,22.381926306894208,4.690095977868972,28.091193965905994,4.690095977868972
167,22.406223866947183,4.699241354711304,28.319052532844523,4.699241354711304
168,22.516351738972336,4.708386731553636,28.3293078772377,4.708386731553636
169,22.54064929902531,4.717532108395968,28.363635010084817,4.717532108395968
170,22.56865991756147,4.74048927807423,28.44067877864584,4.74048927807423
171,22.68512999664629,4.749634654916561,28.490856747571502,4.749634654916561
172,22.757009798674154,4.758780031758894,28.607730171060023,4.758780031758894
173,22.890110232119916,4.767925408601226,28.701591644488822,4.767925408601226
174,23.0024892593779,4.7770707854435575,28.752970548973757,4.7770707854435575
175,23.026786819430875,4.78621616228589,28.85500770088144,4.78621616228589
176,23.167942521116743,4.795361539128222,28.934699922646246,4.795361539128222
177,23.244013382687566,4.8045069159705545,29.040832114237503,4.8045069159705545
178,23.343542966037788,4.813652292812886,29.137504325543553,4.813652292812886
179,23.431941034108824,4.822797669655218,29.24073233539919,4.822797669655218
180,23.4562385941618,4.831943046497551,29.31447826124994,4.831943046497551
181,23.51086395154833,4.841088423339882,29.37930931106994,4.841088423339882
182,23.535161511601306,4.850233800182215,29.422555995161115,4.850233800182215
183,23.55945907165428,4.859379177024547,29.518908968959813,4.859379177024547
184,23.711407153217237,4.868524553866878,29.57518769913994,4.868524553866878
185,23.766318164668455,4.877669930709211,29.621999280195205,4.877669930709211
186,23.833060118091428,4.886815307551543,29.67670844114154,4.886815307551543
187,23.881115235839736,4.895960684393875,29.78200445410089,4.895960684393875
188,23.909125854375898,4.905106061236207,29.836074865292158,4.905106061236207
189,23.933423414428873,4.914251438078539,29.885463954608376,4.914251438078539
190,24.11081084760101,4.9233968149208716,29.99524414280229,4.9233968149208716
191,24.13510840765398,4.932542191763203,30.05392376738983,4.932542191763203
192,24.274447843030423,4.941687568605536,30.15095745468718,4.941687568605536
193,24.34933698057828,4.950832945447868,30.21647351324425,4.950832945447868
194,24.41714647909631,4.959978322290199,30.359443676117117,4.959978322290199
195,24.489724618257874,4.969123699132532,30.384256452689254,4.969123699132532
196,24.51402217831085,4.978269075974864,30.49243110499129,4.978269075974864
197,24.640125536965357,4.987414452817196,30.537769578697997,4.987414452817196
198,24.701588005481902,4.996559829659528,30.587222818713986,4.996559829659528
199,24.73494148046312,5.00570520650186,30.676205813669725,5.00570520650186
200,24.827889586802506,5.0148505833441925,30.74598366952349,5.0148505833441925
201,24.91930428935375,5.023995960186524,30.86538997144683,5.023995960186524
202,25.084870007862257,5.033141337028857,30.889944315799273,5.033141337028857
203,25.10916756791523,5.042286713871189,30.96971985238695,5.042286713871189
204,25.26212689249512,5.05143209071352,31.043224224378697,5.05143209071352
205,25.377642795488054,5.060577467555853,31.08143152430903,5.060577467555853
206,25.45531876387013,5.069722844398185,31.179410245631498,5.069722844398185
207,25.544094310154357,5.078868221240517,31.238481247069267,5.078868221240517
208,25.697242894620178,5.088013598082849,31.305246990693682,5.088013598082849
209,25.774967819555958,5.097158974925181,31.38926208128719,5.097158974925181
210,25.850538813066912,5.1063043517675135,31.430861941406754,5.1063043517675135
211,25.907926065650372,5.115449728609845,31.47110343372329,5.115449728609845
212,25.97847249786789,5.124595105452178,31.506334610206988,5.124595105452178
213,26.002770057920866,5.13374048229451,31.53470438609844,5.13374048229451
214,26.1249336039563,5.142885859136841,31.571722732522716,5.142885859136841
215,26.19116750584208,5.152031235979174,31.614800382909397,5.152031235979174
216,26.32612333689413,5.161176612821506,31.719036399262517,5.161176612821506
217,26.427984117638267,5.170321989663838,31.74433806390494,5.170321989663838
218,26.507243077385773,5.17946736650617,31.782692639703555,5.17946736650617
219,26.57432299343152,5.188612743348502,31.857428383358062,5.188612743348502
220,26.618710218232547,5.1977581201908345,31.99434455479613,5.1977581201908345
221,26.70301434199667,5.206903497033166,32.03264504276429,5.206903497033166
222,26.727311902049642,5.216048873875499,32.07677422941204,5.216048873875499
223,26.91443676653892,5.225194250717831,32.12654023033681,5.225194250717831
224,27.06760625343612,5.234339627560162,32.222096524719674,5.234339627560162
225,27.091903813489097,5.243485004402495,32.338978828561146,5.243485004402495
226,27.152288228573646,5.252630381244827,32.42670189961902,5.252630381244827
227,27.264965660073813,5.261775758087159,32.43692736997072,5.261775758087159
228,27.32980457194396,5.270921134929491,32.56398943715248,5.270921134929491
229,27.395525461523032,5.280066511771823,32.5907725673812,5.280066511771823
230,27.462381364424537,5.2892118886141555,32.670536217936885,5.2892118886141555
231,27.52326141643839,5.298357265456487,32.76920932138027,5.298357265456487
232,27.592192381499313,5.30750264229882,32.88228310817543,5.30750264229882
233,27.662570019325084,5.316648019141152,32.92913492791597,5.316648019141152
234,27.729649935370833,5.325793395983483,33.03949191358662,5.325793395983483
235,27.78326975562684,5.334938772825816,33.0534288073888,5.334938772825816
236,28.009441862483015,5.344084149668148,33.06588833962041,5.344084149668148
237,28.086611958762415,5.35322952651048,33.102823855697075,5.35322952651048
238,28.18445792704378,5.362374903352812,33.18239826433933,5.362374903352812
239,28.37787716897596,5.371520280195144,33.255973200218016,5.371520280195144
240,28.435264421559417,5.3806656570374765,33.35487939369849,5.3806656570374765
241,28.459561981612392,5.389811033879808,33.41786311957124,5.389811033879808
242,28.543963862712456,5.398956410722141,33.458938726857944,5.398956410722141
243,28.604240250312973,5.408101787564473,33.596396303015624,5.408101787564473
244,28.62853781036595,5.417247164406804,33.65703753357633,5.417247164406804
245,28.68215763062195,5.426392541249137,33.697586638697246,5.426392541249137
246,28.716886383262697,5.435537918091469,33.77514722646755,5.435537918091469
247,28.785817348323622,5.444683294933801,33.86429418484677,5.444683294933801
248,28.959439242980814,5.453828671776133,33.95374970853802,5.453828671776133
249,29.01212546332282,5.462974048618465,34.02470906457262,5.462974048618465
250,29.084920125955982,5.472119425460797,34.07776858802932,5.472119425460797
251,29.26472747128013,5.481264802303129,34.11588206191204,5.481264802303129
252,29.32022164633427,5.490410179145462,34.2249552057768,5.490410179145462
253,29.433770305072766,5.4995555559877936,34.26346504628673,5.4995555559877936
254,29.482116674208022,5.508700932830125,34.3502711145898,5.508700932830125
255,29.568800737829548,5.517846309672458,34.432626680773254,5.517846309672458
256,29.710105083654895,5.52699168651479,34.51021752777048,5.52699168651479
257,29.761513814642576,5.536137063357122,34.5934802687225,5.536137063357122
258,29.785811374695548,5.545282440199454,34.67392213009173,5.545282440199454
259,29.879574891454332,5.554427817041786,34.69081020762158,5.554427817041786
260,29.903872451507304,5.563573193884118,34.76905109689353,5.563573193884118
261,29.988274332607368,5.57271857072645,34.83403842251796,5.57271857072645
262,30.018565593457275,5.581863947568783,34.84589197575946,5.581863947568783
263,30.091143732618843,5.5910093244111145,34.885151819822816,5.5910093244111145
264,30.186359540850866,5.600154701253446,34.98905317452745,5.600154701253446
265,30.218071315048014,5.609300078095779,35.01145158062825,5.609300078095779
266,30.3103226137604,5.618445454938111,35.04905806641419,5.618445454938111
267,30.334620173813374,5.627590831780443,35.061230948680944,5.627590831780443
268,30.35891773386635,5.636736208622775,35.114219505160726,5.636736208622775
269,30.443915193924937,5.645881585465107,35.17167582309548,5.645881585465107
270,30.487456865172987,5.655026962307439,35.26485026034825,5.655026962307439
271,30.600438291190642,5.664172339149771,35.327378228923884,5.664172339149771
272,30.671474916883927,5.673317715992104,35.39515866911901,5.673317715992104
273,30.73794454487263,5.6824630928344355,35.5352000385434,5.6824630928344355
274,30.762242104925605,5.691608469676767,35.599690923634036,5.691608469676767
275,30.900669238791256,5.7007538465191,35.613659326510394,5.7007538465191
276,30.92496679884423,5.709899223361432,35.69459080576526,5.709899223361432
277,31.104292967369588,5.719044600203764,35.876157559113054,5.719044600203764
278,31.161109548455936,5.728189977046096,35.89214835019842,5.728189977046096
279,31.260657394580495,5.737335353888428,35.9079517246088,5.737335353888428
280,31.28495495463347,5.74648073073076,35.933358589460994,5.74648073073076
281,31.388687782414962,5.755626107573092,36.00253612584226,5.755626107573092
282,31.493650790797204,5.764771484415425,36.13928545273195,5.764771484415425
283,31.51794835085018,5.7739168612577565,36.1940950815256,5.7739168612577565
284,31.591714272867044,5.783062238100088,36.21411041498696,5.783062238100088
285,31.781809282626533,5.792207614942421,36.24902008847131,5.792207614942421
286,31.844795154935827,5.801352991784753,36.28424624015845,5.801352991784753
287,31.93141243138361,5.810498368627085,36.32393105564542,5.810498368627085
288,31.955709991436585,5.819643745469417,36.3244636638032,5.819643745469417
289,32.0167402195217,5.828789122311749,36.3749466219427,5.828789122311749
290,32.14956483944776,5.837934499154081,36.41458429246821,5.837934499154081
291,32.21630679287074,5.847079875996413,36.47192134019059,5.847079875996413
292,32.24060435292371,5.856225252838746,36.5348152108475,5.856225252838746
293,32.34533789048343,5.8653706296810775,36.54917367258378,5.8653706296810775
294,32.45771630347655,5.874516006523409,36.626422800633755,5.874516006523409
295,32.50796881660436,5.883661383365742,36.65887457573092,5.883661383365742
296,32.622132211407845,5.892806760208074,36.69410212258141,5.892806760208074
297,32.67229263118063,5.901952137050406,36.72008480589963,5.901952137050406
298,32.696590191233604,5.911097513892738,36.75464802456538,5.911097513892738
299,32.77479535147634,5.92024289073507,36.824351705978,5.92024289073507
300,32.88212776776249,5.929388267577402,37.002198571054706,5.929388267577402
301,32.99034278602487,5.938533644419734,37.048536115634036,5.938533644419734
302,33.12371476429548,5.947679021262067,37.11754160673347,5.947679021262067
303,33.20611856276957,5.9568243981043985,37.17664357605234,5.9568243981043985
304,33.268133905919896,5.96596977494673,37.21206041015266,5.96596977494673
305,33.29243146597287,5.975115151789063,37.234715825000436,5.975115151789063
306,33.31672902602584,5.984260528631395,37.25392419891924,5.984260528631395
307,33.41670846238687,5.993405905473727,37.25763725740243,5.993405905473727
308,33.472284768285206,6.002551282316059,37.29255968519638,6.002551282316059
309,33.52791116949355,6.011696659158391,37.35062041468518,6.011696659158391
310,33.59499108553929,6.020842036000723,37.398238706192004,6.020842036000723
311,33.683879104203854,6.029987412843055,37.398238706192004,6.029987412843055
312,33.708176664256825,6.039132789685388,37.51344069064066,6.039132789685388
313,33.78660270999646,6.048278166527719,37.52530644043294,6.048278166527719
314,33.81090027004943,6.057423543370051,37.55934471840814,6.057423543370051
315,33.92853014365633,6.066568920212384,37.62483275274444,6.066568920212384
316,33.99806196013894,6.0757142970547156,37.69176599940157,6.0757142970547156
317,34.02235952019191,6.084859673897048,37.70881670866879,6.084859673897048
318,34.179158965389846,6.09400505073938,37.75578413123367,6.09400505073938
319,34.27102014906954,6.103150427581712,37.85486018517926,6.103150427581712
320,34.29531770912252,6.112295804424044,37.887382597911014,6.112295804424044
321,34.3537410439362,6.121441181266376,37.90498149293101,6.121441181266376
322,34.40558975622694,6.130586558108709,37.95242722991787,6.130586558108709
323,34.50475587383931,6.13973193495104,37.98102772831565,6.13973193495104
324,34.52905343389229,6.148877311793372,38.012563517137814,6.148877311793372
325,34.56945483374352,6.158022688635705,38.0130961252956,6.158022688635705
326,34.73550795752407,6.1671680654780365,38.038839327655396,6.1671680654780365
327,34.8273067050252,6.176313442320369,38.038839327655396,6.176313442320369
328,34.85160426507817,6.185458819162701,38.078796533321075,6.185458819162701
329,34.87590182513115,6.194604196005033,38.18798417767569,6.194604196005033
330,34.95556246650046,6.203749572847365,38.19169723615887,6.203749572847365
331,35.05417384113011,6.212894949689697,38.223554393794586,6.212894949689697
332,35.151217102170726,6.22204032653203,38.23609649236575,6.22204032653203
333,35.22759584402376,6.231185703374361,38.278925482437074,6.231185703374361
334,35.31518647918071,6.240331080216693,38.33181479534476,6.240331080216693
335,35.423946823770926,6.249476457059026,38.33544528748839,6.249476457059026
336,35.49417227159566,6.2586218339013575,38.3941135707757,6.2586218339013575
337,35.51846983164863,6.26776721074369,38.456959487439335,6.26776721074369
338,35.54276739170161,6.276912587586022,38.603384078417186,6.276912587586022
339,35.68327281800505,6.286057964428354,38.67628498428191,6.286057964428354
340,35.70757037805803,6.295203341270686,38.71865439360825,6.295203341270686
341,35.784740474337426,6.304348718113018,38.828317420407465,6.304348718113018
342,35.91330703913321,6.313494094955351,38.82885002856525,6.313494094955351
343,35.93760459918618,6.322639471797682,38.86036642702122,6.322639471797682
344,36.03282040741821,6.331784848640014,38.860899035179,6.331784848640014
345,36.19293592916929,6.340930225482347,38.87725945614422,6.340930225482347
346,36.24627177791249,6.3500756023246785,38.915127630164754,6.3500756023246785
347,36.31713575943881,6.359220979167011,38.95300513635384,6.359220979167011
348,36.397083253174586,6.368366356009343,38.988287195668654,6.368366356009343
349,36.47316319375977,6.377511732851675,39.05397410250152,6.377511732851675
350,36.58650833009699,6.386657109694007,39.08991088340616,6.386657109694007
351,36.6560401465796,6.395802486536339,39.14252439968594,6.395802486536339
352,36.68033770663257,6.404947863378672,39.173297389672044,6.404947863378672
353,36.70463526668554,6.414093240221004,39.21663843338639,6.414093240221004
354,36.72893282673852,6.423238617063336,39.2378915181577,6.423238617063336
355,36.75323038679149,6.432383993905669,39.26193922889463,6.432383993905669
356,36.873366593912934,6.441529370748,39.35686586873346,6.441529370748
357,36.94941780640145,6.450674747590332,39.36111153537443,6.450674747590332
358,37.01967262241997,6.459820124432665,39.39460191927796,6.459820124432665
359,37.10228850246595,6.4689655012749965,39.417963670720766,6.4689655012749965
360,37.18127389036832,6.478110878117329,39.44658773475196,6.478110878117329
361,37.33914399204398,6.487256254959661,39.450300793235144,6.487256254959661
362,37.36344155209695,6.496401631801993,39.5198951248271,6.496401631801993
363,37.47825764344991,6.505547008644325,39.591189648553275,6.505547008644325
364,37.53636283147629,6.514692385486657,39.632085416886824,6.514692385486657
365,37.646189424957896,6.52383776232899,39.71777943955462,6.52383776232899
366,37.739531615788195,6.532983139171321,39.74325133051577,6.532983139171321
367,37.80437052765834,6.542128516013653,39.78861608721185,6.542128516013653
368,37.8574822740473,6.551273892855986,39.79994727914534,6.551273892855986
369,38.04221729764261,6.5604192696983175,39.83357760968721,6.5604192696983175
370,38.15468602356272,6.56956464654065,39.86103784405201,6.56956464654065
371,38.1789835836157,6.578710023382982,39.92887453776084,6.578710023382982
372,38.26566764723722,6.587855400225314,39.93675069654544,6.587855400225314
373,38.289965207290194,6.597000777067646,39.97944165172011,6.597000777067646
374,38.3261122523097,6.606146153909978,40.02383384394925,6.606146153909978
375,38.35040981236268,6.615291530752311,40.07840650145671,6.615291530752311
376,38.45984847975856,6.624436907594642,40.078939109614495,6.624436907594642
377,38.5506814723942,6.633582284436974,40.095291047255444,6.633582284436974
378,38.5744464242894,6.642727661279307,40.117587989635496,6.642727661279307
379,38.69377659505339,6.651873038121638,40.13208900066964,6.651873038121638
380,38.80457993565613,6.661018414963971,40.16759177878225,6.661018414963971
381,38.903340132970705,6.670163791806303,40.21273622283601,6.670163791806303
382,38.99679682720045,6.6793091686486346,40.22953258380628,6.6793091686486346
383,39.020561779095644,6.688454545490967,40.23820568672237,6.688454545490967
384,39.09265791084216,6.697599922333299,40.28082965813465,6.697599922333299
385,39.116955470895135,6.706745299175632,40.29951968258358,6.706745299175632
386,39.20573101717936,6.715890676017963,40.29951968258358,6.715890676017963
387,39.300244393672166,6.725036052860295,40.315828890799494,6.725036052860295
388,39.33195616786931,6.734181429702628,40.37438358428116,6.734181429702628
389,39.35625372792229,6.743326806544959,40.43916686217569,6.743326806544959
390,39.38055128797526,6.752472183387292,40.47570208831159,6.752472183387292
391,39.395391987293095,6.761617560229624,40.54292812587805,6.761617560229624
392,39.44196247357319,6.7707629370719555,40.599301360312545,6.7707629370719555
393,39.52016664185008,6.779908313914288,40.626281720590974,6.779908313914288
394,39.56974822851498,6.78905369075662,40.655488892420045,6.78905369075662
395,39.635872255481566,6.7981990675989525,40.665714362771745,6.7981990675989525
396,39.70813107019307,6.807344444441284,40.6780950607327,6.807344444441284
397,39.769949087865584,6.816489821283616,40.71749342362138,6.816489821283616
398,39.83482389037113,6.825635198125949,40.74580774876699,6.825635198125949
399,39.859121450424105,6.83478057496828,40.754480851683084,6.83478057496828
400,39.916147841783065,6.843925951810613,40.83449455807905,6.843925951810613
401,39.98098675365321,6.853071328652945,40.957020744296514,6.853071328652945
402,40.09062730194641,6.8622167054952765,41.04915479021919,6.8622167054952765
