Time(Iteration),TSMultiArmedBandit
0,0.3268605354308979
1,0.6557615849806889
2,0.9102653264001772
3,1.1581176957305677
4,1.420817657814876
5,1.7519035574574133
6,1.9990675145990948
7,2.276262456010861
8,2.5561594355118102
9,2.783186201946927
10,2.995841703100659
11,3.2233447970083082
12,3.5379998185360426
13,3.76475051175409
14,3.9974727826237255
15,4.246401245960046
16,4.506479469917287
17,4.7449452021047716
18,4.970532496139094
19,5.206529166594824
20,5.438352268878927
21,5.655586255421083
22,5.881173549455406
23,6.098407535997562
24,6.380629310734365
25,6.573419563520835
26,6.808533852688354
27,7.032632548573746
28,7.212491008479627
29,7.460442786705957
30,7.6410182755723
31,7.792820588283464
32,7.959725117433284
33,8.119494669747791
34,8.307244221738182
35,8.445840245097386
36,8.599538484895248
37,8.711604121859471
38,8.839604272223962
39,8.972182907976876
40,9.090319857457747
41,9.250246160182844
42,9.388896108452403
43,9.518669545159343
44,9.635313667511989
45,9.785086426590537
46,9.930794376697744
47,10.04743849905039
48,10.17804423271894
49,10.290109869683164
50,10.42334903560269
51,10.550516889005571
52,10.70783760842661
53,10.830553043295902
54,10.989762539633023
55,11.107899489113894
56,11.287003560227706
57,11.437462611857043
58,11.560178046726335
59,11.705885996833542
60,11.857688309544706
61,11.983009327718056
62,12.10225903337476
63,12.214324670338986
64,12.3399889008176
65,12.485792267214247
66,12.597857904178472
67,12.720573339047764
68,12.841315871832691
69,12.962058404617618
70,13.094566619379872
71,13.215309152164801
72,13.333446101645672
73,13.485320780558968
74,13.610985011037581
75,13.723050648001806
76,13.90709786301717
77,14.029813297886466
78,14.14187893485069
79,14.26001588433156
80,14.413714124129424
81,14.531851073610294
82,14.65456650847959
83,14.77270345796046
84,14.895418892829756
85,15.01813432769905
86,15.132805547967331
87,15.259973401370214
88,15.410355253155288
89,15.560814304784623
90,15.69142003845317
91,15.803485675417395
92,15.921622624898266
93,16.088676720094483
94,16.200742357058708
95,16.315413577326986
96,16.43812901219628
97,16.604165219363665
98,16.718836439631946
99,16.841551874501242
100,16.971325311208183
101,17.096646329381535
102,17.208711966345756
103,17.35357464455783
104,17.465640281522056
105,17.584889987178762
106,17.710211005352114
107,17.829460711008817
108,17.959234147715758
109,18.079976680500685
110,18.196620802853335
111,18.339895785790187
112,18.462611220659483
113,18.592384657366424
114,18.71312719015135
115,18.87494226979253
116,19.00818143571206
117,19.124825558064707
118,19.239496778332988
119,19.372075414085906
120,19.48881098416883
121,19.60348220443711
122,19.728803222610463
123,19.836861896872684
124,19.970101062792217
125,20.123414819511254
126,20.242123291678546
127,20.362865824463476
128,20.52591295695769
129,20.633971631219914
130,20.755285686691263
131,20.880606704864615
132,20.997250827217265
133,21.119966262086557
134,21.236610384439206
135,21.348676021403428
136,21.511573587851252
137,21.67149989057635
138,21.80614287614391
139,21.92027286292278
140,22.03898133509007
141,22.155625457442717
142,22.29472086154387
143,22.424963577410907
144,22.547679012280202
145,22.706471879484717
146,22.825180351652012
147,22.959769412309214
148,23.081426680085826
149,23.198162250168753
150,23.34389325036327
151,23.454557507929547
152,23.56980025088425
153,23.71669643230788
154,23.83082641908675
155,23.94896336856762
156,24.067671840734914
157,24.21691766199919
158,24.329554821649836
159,24.4835322636975
160,24.616110899450415
161,24.72817653641464
162,24.873008368023626
163,24.987679588291904
164,25.14605678766742
165,25.292508876594752
166,25.411217348762044
167,25.54690266951478
168,25.692633669709295
169,25.828947698092975
170,25.95026175356432
171,26.062898913214962
172,26.190066766617843
173,26.30877523878513
174,26.426912188265998
175,26.543556310618648
176,26.66280601627535
177,26.794541559270606
178,26.912678508751476
179,27.0595746901751
180,27.167633364437318
181,27.27569203869954
182,27.431619124045177
183,27.548263246397823
184,27.65632192066004
185,27.76698617822632
186,27.890147068927195
187,28.002784228577838
188,28.1414341768474
189,28.279025958024278
190,28.400340013495622
191,28.5235009041965
192,28.64023647427942
193,28.755479217234118
194,28.910960846748175
195,29.060493458078945
196,29.178630407559815
197,29.319455276466794
198,29.427513950729015
199,29.54825648351394
