Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
79,15.963880978979144,15.471868994783415
80,16.108597510297823,15.653221228325643
81,16.240806965353826,15.859660955655517
82,16.39420735729135,16.06863215060126
83,16.627609276889523,16.21822743794508
84,16.815738970735786,16.31903392485032
85,16.918402919587386,16.433794676284517
86,16.98353984663959,16.551645797433846
87,17.100372138686613,16.8349138856399
88,17.28885046324731,16.980772412551758
89,17.35615094663101,17.183263697721564
90,17.519272587599012,17.350972802859584
91,17.629664670429047,17.492552259850303
92,17.832547547647266,17.678961236933645
93,17.940515787717278,17.752489179005003
94,18.054275356463467,17.904300026637365
95,18.135825405782636,17.999537668162855
96,18.281642402106964,18.11352218381972
97,18.547089125642458,18.246710379834767
98,18.641232601879928,18.365195936375635
99,18.809154593047758,18.43872387844699
100,18.96267655422257,18.512251820518348
101,19.0518290444591,18.668539426273917
102,19.123257801231773,18.837792134812794
103,19.267525749621214,19.01489774797475
104,19.41720531881811,19.279564395657907
105,19.498297322494672,19.615223033559367
106,19.57988967803971,19.80203783878192
107,19.75273857140883,19.933337701956223
108,19.880898408571323,20.12825279223959
109,19.932006054546935,20.247434589630164
110,20.219740345115174,20.45103199750812
111,20.40620068618835,20.62777262992467
112,20.558715527190575,20.71586704839554
113,20.74523661468611,20.894960941712927
114,20.929571284055278,21.00182979375537
115,20.977366954135732,21.127095298178197
116,21.07699309230508,21.27872009937625
117,21.186446850974747,21.401421866690416
118,21.285230904797245,21.52027006236776
119,21.433480535128872,21.649589830861625
120,21.48386627926173,21.723117772932984
121,21.56427863737133,21.948679003503262
122,21.659429470255027,22.101274020162094
123,21.81427523135432,22.233424739002064
124,21.911698083522218,22.3622099279601
125,22.001280784364436,22.495984742668742
126,22.085415689544497,22.673515732749262
127,22.135801433677354,22.830806538750004
128,22.222757880446416,22.944430187317227
129,22.298679047685837,23.08080432159645
130,22.406804355615712,23.26815963274238
131,22.54626554711928,23.39545684234549
132,22.64151504898105,23.521155423856143
133,22.754684547928093,23.62155648825621
134,22.81761918010138,23.772201559938473
135,22.951316516233952,23.998843633215625
136,23.205780277440027,24.167844374553944
137,23.281463223276507,24.261672564020152
138,23.3713468475597,24.394061107737837
139,23.46052631494456,24.54325826776724
140,23.56000718189433,24.68328672708236
141,23.698850455747476,24.82077853719418
142,23.85446463096544,24.97153559184067
143,23.943438514341327,25.141174623300138
144,23.9942796448924,25.253176660033397
145,24.154178464941964,25.429515605801267
146,24.201974135022418,25.568577586041197
147,24.307337620402325,25.68403995004864
148,24.355133290482776,25.769084340455045
149,24.50270655827722,25.840712054844495
150,24.60261582565454,25.95171705754135
151,24.75534716674584,26.062286123305512
152,24.80314283682629,26.133913837694962
153,24.956416970814825,26.23967311093316
154,25.029509842598898,26.406851946584432
155,25.115350356940272,26.57422406954555
156,25.278760385889452,26.645851783935
157,25.429037417841133,26.760646906264633
158,25.56399972782899,26.87908690373832
159,25.667038350305507,27.016975420689278
160,25.80385055199295,27.14806995802394
161,25.970952215273723,27.2452062310958
162,26.078750870408413,27.377278700237742
163,26.225806407180766,27.59739593818707
164,26.273602077261224,27.692387451785596
165,26.37854967900334,27.764015166175046
166,26.449299281496543,27.860075825730764
167,26.540256508453446,27.965452701167415
168,26.666499462121827,28.155758636384405
169,26.751954980252282,28.28168564590368
170,26.8893996560982,28.358479181511846
171,26.937195326178653,28.54736944201637
172,27.051310168251586,28.668632613493735
173,27.16550970049073,28.740260327883185
174,27.273605881658,28.89514072428377
175,27.3708187722452,29.036310722602007
176,27.418614442325655,29.19603431737018
177,27.520426723331752,29.34150304283073
178,27.70770035838271,29.462766214308097
179,27.826015360340097,29.534393928697547
180,27.958233880548487,29.70068393850118
181,28.06530207255209,29.818369844359893
182,28.16850703489917,29.923517897339302
183,28.237809145048203,30.083403117414633
184,28.299474244188396,30.163373996950774
185,28.366229255385235,30.281859553491635
186,28.400336486784717,30.353487267881086
187,28.434443718184195,30.425114982270536
188,28.670297090058973,30.65783179906875
189,28.718379859646582,30.782451874785796
190,28.766175529727036,30.920609467237018
191,28.852436840302072,30.992237181626468
192,28.950202210238746,31.122024677472933
193,29.06709713400833,31.27110365420081
194,29.176682474383387,31.34273136859026
195,29.23524125494461,31.456736357496805
196,29.281597105356372,31.62921395542805
197,29.307929763720296,31.736137414969996
198,29.340233773522453,31.807765129359446
199,29.474312464076995,31.879392843748896
200,29.539053301197498,31.99783284122258
201,29.71068594796092,32.10647369143447
202,29.75282352529761,32.178101405823924
203,29.86867924871453,32.36205111040533
204,29.988695370010152,32.48635057717007
205,30.081299083402133,32.65785520800388
206,30.173494639856944,32.85889514317037
207,30.231078306985317,32.950832664938766
208,30.41558840972713,33.1442682761816
209,30.506912246038688,33.22701269006058
210,30.678327903793765,33.34497959646568
211,30.704660562157688,33.438114350214036
212,30.789672387735454,33.67989380116023
213,30.86533779080107,33.87678706507027
214,30.907863286573086,33.98879365919437
215,31.10538966464319,34.112329890202304
216,31.21079565480465,34.17272898130794
217,31.292387261720666,34.31971796122623
218,31.488886656244574,34.45641471550094
219,31.550015081382373,34.51681380660658
220,31.56876404939614,34.579113125394116
221,31.67339910754863,34.70187650937069
222,31.74137336801528,34.84104763650156
223,31.796189523212718,35.018524763100075
224,31.86886920335841,35.266081873812816
225,31.88761817137218,35.37622576429833
226,31.968242172513907,35.50331954779259
227,32.15937191762244,35.60579824624562
228,32.196631617476044,35.77194272126914
229,32.27201789951275,35.83234181237478
230,32.290766867526514,35.939958323758944
231,32.40607869283874,36.00035741486458
232,32.471088934360324,36.06075650597022
233,32.52997177953146,36.13959580165014
234,32.60419704890756,36.30699149524073
235,32.69177020050945,36.41424842849778
236,32.74602825402237,36.517823250572015
237,32.79268088448244,36.6684730373187
238,32.851786114674304,36.76778452115546
239,32.859061456826964,36.91978165717602
240,32.866336798979624,36.98135172491037
241,32.91856469246825,37.100597451515604
242,32.95083306145173,37.177823354684726
243,32.95810840360439,37.23822244579036
244,33.09106511736378,37.384252083645016
245,33.09834045951645,37.54204395769303
246,33.23136518548541,37.68059245744688
247,33.336522621351,37.84995956057932
248,33.40855686221302,37.92195122883312
249,33.48863279151774,38.02886118595042
250,33.58304026449239,38.12696194356839
251,33.58815763738141,38.19856181938936
252,33.69094938836819,38.28127839469987
253,33.72371857275447,38.385756941081986
254,33.810792136621835,38.492554827916074
255,33.85876637783734,38.59659839995416
256,33.85933496994848,38.65696965249133
257,33.956623600782564,38.717368743596964
258,33.9571921928937,38.81670918607731
259,33.95776078500484,38.87710827718295
260,34.03283357447975,38.9895641210325
261,34.09943655130559,39.133215894149274
262,34.11581469799782,39.19361498525491
263,34.15023486957452,39.267249981960695
264,34.21989711039992,39.3867012324099
265,34.28642093770319,39.518497884631635
266,34.41507365460953,39.62766098661234
267,34.448091932380564,39.78188630199693
268,34.46448044501082,39.9684435047559
269,34.60048502238958,40.11117963171791
270,34.76309852067725,40.211895134012444
271,34.81058088457093,40.30270868168395
272,34.86732984187013,40.406867760811295
273,34.86789843398127,40.46937374645645
274,34.923919770662735,40.58211427041611
275,34.97867394555524,40.67731619238764
276,35.022397682005206,40.73394756511324
277,35.02296627411634,40.83987929604889
278,35.06922292049957,40.90849300010164
279,35.11466474038224,40.963200332750155
280,35.19605755440912,41.037726553767136
281,35.19662614652026,41.07891186481303
282,35.21287326101126,41.13057234180674
283,35.328881474213446,41.23771288804476
284,35.32945006632458,41.39680082760417
285,35.33001865843572,41.488683189285645
286,35.43970559166512,41.57938648952522
287,35.54734388025959,41.65654397899774
288,35.702661422338984,41.93480371629131
289,35.86466778312312,42.08079394610371
290,35.90851382791198,42.14465914856593
291,35.90908242002312,42.25129614402078
292,35.909651012134255,42.29248145506667
293,35.92519707017957,42.333666766112565
294,35.96563549176361,42.563903531100166
295,36.05302216749175,42.654347420809124
296,36.18706718116481,42.71933503531149
297,36.18763577327594,42.80001538212976
298,36.33831150161103,42.8692758178849
299,36.391398895670534,42.964025716893886
300,36.50329711923648,43.04069979622691
301,36.68479588346749,43.1641840622007
302,36.68536447557862,43.25697687626506
303,36.72082390867355,43.36140252210702
304,36.84885185160458,43.47895961877964
305,36.849420443715715,43.640685899282474
306,36.85188926350875,43.734712024687624
307,36.8993156977713,43.85606757119625
308,36.996372285739014,43.89725288224214
309,36.99694087785015,44.03065704173304
310,36.99750946996129,44.109542127682026
311,37.117279375132945,44.15072743872792
312,37.238388844825366,44.27626017435519
313,37.2389574369365,44.42564749122629
314,37.329961671601424,44.46683280227219
315,37.40109783947349,44.54760815612699
316,37.46403072445557,44.602210143189836
317,37.464599316566705,44.7498118226682
318,37.564470665048034,44.79099713371409
319,37.56503925715917,44.8838676416293
320,37.56560784927031,44.98793764913105
321,37.62297820297496,45.10078255180662
322,37.65386014009971,45.194960451677545
323,37.654428732210846,45.26186458390541
324,37.712753085600895,45.32299183140531
325,37.71332167771203,45.487743790713445
326,37.81818612414577,45.60074948043547
327,37.87036221927538,45.692352525602345
328,37.870930811386515,45.77692755657462
329,37.8794848988946,45.81811286762051
330,37.99520673816126,45.85929817866641
331,38.07546746071012,45.933743438329444
332,38.17594963574808,46.06144144929289
333,38.32818404839887,46.12456933954833
334,38.36649145000247,46.1930331954281
335,38.42315205042028,46.28425677618329
336,38.53150102827508,46.52231222987611
337,38.56221756217933,46.598793286074496
338,38.562786154290464,46.695022330127905
339,38.5633547464016,46.77308562577035
340,38.650170469186655,46.954396039658036
341,38.65073906129779,47.06739622197975
342,38.737812625165155,47.181861009082006
343,38.73838121727629,47.278345972777046
344,38.815178663370084,47.37028974998058
345,38.85207948474569,47.41312659974466
346,38.85264807685682,47.477524156222096
347,38.91926374839712,47.53687651682342
348,39.04399590544031,47.57579026926915
349,39.06950791394101,47.614704021714886
350,39.103198729364934,47.77039079476172
351,39.25428213801211,47.97498108411929
352,39.33392406192078,48.10727780164292
353,39.45432009955901,48.14619155408865
354,39.496221543067506,48.21767753095048
355,39.58997093298924,48.30725823480918
356,39.77883801963163,48.39315469861517
357,39.83841254845691,48.43206845106091
358,39.95845967314837,48.52537229381714
359,40.12686535532938,48.57262921140957
360,40.14423023679908,48.68276620702747
361,40.17435951883011,48.80090486750678
362,40.174928110941245,48.92452987955485
363,40.2059814126218,48.99712912381037
364,40.20655000473294,49.036042876256104
365,40.29378593611682,49.074956628701834
366,40.294354528227956,49.13998206426746
367,40.338710946929275,49.25055540834286
368,40.34908105178336,49.39117867663458
369,40.43126361834804,49.47952313504466
370,40.48875025078697,49.60713880241974
371,40.54341754858778,49.64295779216405
372,40.60053623131874,49.86701842277963
373,40.60110482342988,50.06028532713119
374,40.63541952950986,50.15523690137515
375,40.68668517225659,50.19415065382088
376,40.8075579526948,50.33371575282685
377,40.80812654480594,50.40237351495643
378,40.92146265519344,50.44128726740216
379,40.97105752695379,50.51515110140739
380,41.091816687098614,50.55406485385312
381,41.143992782228224,50.59487883398076
382,41.220599454960286,50.633792586426495
383,41.23210624262879,50.790428994305685
384,41.2979980888871,50.829342746751415
385,41.41235019758834,50.961740321847564
386,41.58386598957743,51.0006540742933
387,41.61491929125799,51.19778822295115
388,41.62219463341065,51.236701975396876
389,41.70181108020753,51.275615727842606
390,41.75151314622977,51.31452948028833
391,41.77737894004453,51.50612682486285
392,41.807876545279164,51.545040577308576
393,41.890675110765486,51.583954329754306
394,41.89124370287662,51.622868082200036
395,41.921796652688705,51.689307403510824
396,42.05327775499842,51.7206374656064
397,42.1316121463458,51.759551218052124
398,42.1316121463458,51.81916340443588
399,42.13218073845694,51.892146136395056
400,42.33998391263855,51.931059888840785
401,42.4829204782401,52.037192662086895
402,42.58340240660884,52.1067073470867
403,42.72220280101451,52.28019994256378
404,42.816653919698,52.31968228712064
405,42.91029748833918,52.486210908884246
406,42.98809737622811,52.55240320616385
407,43.05596593491852,52.60279058447069
408,43.113336288623174,52.680853880113126
409,43.11390488073431,52.826350811242946
410,43.11447347284545,52.912247275048934
411,43.11504206495658,53.11058757184632
412,43.174629294910446,53.21395253743183
413,43.24969349100787,53.28426675145846
414,43.33459192276238,53.32318050390419
415,43.383283486470916,53.36863419989929
416,43.38385207858205,53.45440579449644
417,43.54636069860332,53.56920613708265
418,43.58452789765413,53.71869963203486
419,43.64786833631788,53.90065891739713
420,43.648436928429014,53.99417797475196
421,43.64900552054015,54.082786815085896
422,43.7103751425192,54.20311187393435
423,43.74985352075151,54.318600198137325
424,43.849581201427895,54.39326287386454
425,43.93182224621101,54.43217662631027
426,44.04723210858145,54.52050759926275
427,44.23305812117132,54.55942135170848
428,44.32729365585291,54.734222793791886
429,44.411114929975184,54.809339054903674
430,44.45555401434272,54.954756522572396
431,44.51881442096271,55.037348583961816
432,44.51938301307385,55.138273944352534
433,44.519951605184986,55.320173185826356
434,44.53634011781524,55.39403701983158
435,44.549903095625275,55.43295077227731
436,44.6413080600977,55.47186452472304
437,44.641876652208836,55.55709693316593
438,44.71916695814681,55.66848784388169
439,44.756339626452714,55.83148055719822
440,44.80992014577088,55.87039430964395
441,44.981532271236674,55.90930806208968
442,44.98210086334781,55.975747383400474
443,44.984569683140855,56.0146611358462
444,45.04728999187829,56.16782465076049
445,45.131565406863984,56.20673840320622
446,45.181392577638185,56.44547465291769
447,45.35818758553158,56.5105000884833
448,45.449641027861375,56.579898550498456
449,45.45819511536946,56.618812302944185
450,45.494994054715136,56.657726055389915
451,45.598640965038086,56.74763932496061
452,45.65867865009668,56.78655307740634
453,45.680488828671045,56.86166933851812
454,45.69733593351556,56.91110999236038
455,45.6979045256267,57.03198303445127
456,45.76048349331762,57.149929483205725
457,45.76105208542876,57.210860621059716
458,45.761620677539895,57.3132262956801
459,45.81127547681659,57.35441160672599
460,45.858221482529885,57.48825454442728
461,45.93482815526194,57.542988217392136
462,45.98000516483225,57.59368568702572
463,45.980573756943386,57.67246926894435
464,46.07454810546988,57.76596453770536
465,46.150803968240226,57.85106388350565
466,46.22122824596635,57.9162827802928
467,46.22179683807749,57.96667015859964
468,46.22663344548677,58.04148364394577
469,46.27418474895816,58.09522891487181
470,46.33797464228934,58.18886900364157
471,46.37938687336777,58.27464059823872
472,46.41596323621686,58.31355435068444
473,46.50656377298162,58.35246810313017
474,46.54471349719994,58.42558944050857
475,46.6949184716392,58.602433839612026
476,46.72043011423938,58.708566612858135
477,46.79330928078363,58.74865134193258
478,46.872677008852655,58.78756509437831
479,46.87324560096379,58.891225266713796
480,46.87381419307493,58.967311687465426
481,47.092968532772005,59.006225439911155
482,47.212028718566,59.045139192356885
483,47.24564740993668,59.09253659171941
484,47.25218735348605,59.202823299923544
485,47.31272256309071,59.241737052369274
486,47.471645778215255,59.280650804815004
487,47.48268953627421,59.31956455726073
488,47.483258128385344,59.37691851428074
489,47.54978195568861,59.41583226672647
490,47.579911237719635,59.49388236748867
491,47.601721416294005,59.60494816066481
492,47.650025831678036,59.675112921874984
493,47.73138562619496,59.7223698394674
494,47.826532759587764,59.81647174811559
495,47.841583120034734,59.85538550056132
496,47.84215171214587,59.98045388948045
497,47.87111649940848,60.088420104554686
498,47.871685091519616,60.127333857000416
499,47.875299144101376,60.27567237011249
500,47.87586773621251,60.31458612255822
501,47.90692103789307,60.40530885323468
502,47.933446972021194,60.476652607028186
503,47.944953759689696,60.6552237002262
504,48.04502386510946,60.849299043693044
505,48.10885100354544,60.888212796138774
506,48.20476414772959,60.927126548584496
507,48.3330684525041,61.03196769765388
508,48.43956403550669,61.15574256474861
509,48.44013262761783,61.19465631719434
510,48.52333480179255,61.233570069640066
511,48.56050747009846,61.37993668727072
512,48.60602861354556,61.41885043971645
513,48.6395522978797,61.45776419216217
514,48.66187100121452,61.51431358214023
515,48.718306356300744,61.56784768199002
516,48.71887494841188,61.585260723651594
517,48.831335580482474,61.627588977233735
518,48.87825066715925,61.67502863287204
519,48.94120044727031,61.69244167453362
520,49.00415022738137,61.82111726384302
521,49.110150280880774,61.83853030550459
522,49.16581977609442,61.85594334716617
523,49.16638836820556,61.873356388827744
524,49.166956960316696,61.972780039504826
525,49.21665902633894,62.07421984543752
526,49.27999946500269,62.091632887099095
527,49.35238843578996,62.14479485204216
528,49.42698628555569,62.201357436900444
529,49.554725603764055,62.24961244155304
530,49.63356128204507,62.324602036105375
531,49.700654738727096,62.40231558885377
532,49.70122333083823,62.41972863051534
533,49.70179192294937,62.47009676439992
534,49.702360515060505,62.584910285205
535,49.76199712170845,62.70875345363066
536,49.76256571381958,62.755297854788125
537,49.878598827306,62.7727108964497
538,49.93326612510681,62.79012393811128
539,49.98893562032047,62.845236754675945
540,49.989504212431605,62.930057056616775
541,49.99007280454274,63.01209022606137
542,49.99064139665388,63.029503267722944
543,50.040411652576296,63.082799253506685
544,50.13444556984791,63.133688235103044
545,50.200867145804104,63.229198135891316
546,50.243446831268585,63.26673805988744
547,50.29497809191503,63.284151101549014
548,50.38391689708476,63.33541572267616
549,50.484438348832505,63.35282876433773
550,50.48500694094364,63.37024180599931
551,50.61911964587911,63.423722034844545
552,50.640829345333245,63.46752526266621
553,50.72115935053221,63.484938304327784
554,50.72172794264335,63.54005112089245
555,51.01728815826267,63.60344543641487
556,51.0503064360337,63.643538369492774
557,51.13312486854731,63.7236432256632
558,51.15871996149304,63.80697618743589
559,51.235297432644245,63.82438922909747
560,51.235866024755374,63.84180227075905
561,51.26641897456746,63.85921531242062
562,51.26698756667859,64.01489087739428
563,51.34724828922744,64.09257426896221
564,51.34781688133857,64.16167250749311
565,51.38874870993468,64.30332487515358
566,51.465716229971704,64.34684959993504
567,51.466284822082834,64.50665282359009
568,51.52592142873077,64.52406586525167
569,51.5696657518105,64.67654315507107
570,51.63609724201251,64.7528558753645
571,51.63666583412364,64.77026891702607
572,51.63723442623477,64.8252033349805
573,51.76281364925514,64.84261637664207
574,51.87516616265992,64.86002941830364
575,51.87573475477105,65.02129472745342
576,51.87630334688218,65.1088914146303
577,51.89255046137318,65.13054463302156
578,51.97888373267186,65.25270650794671
579,51.990708786635274,65.27011954960828
580,51.9912773787464,65.39296827065901
581,51.99184597085754,65.4495308555173
582,52.20109228020044,65.54504075630557
583,52.256919820863665,65.58775099967076
584,52.287417426098294,65.65186338024161
585,52.28798601820942,65.66927642190318
586,52.37628423126015,65.68668946356476
587,52.44462591574877,65.78089581423731
588,52.52810053510044,65.89824108690297
589,52.52866912721157,65.91565412856454
590,52.5292377193227,65.99449236500573
591,52.618882448243404,66.0119054066673
592,52.699005232090926,66.12254678041303
593,52.69957382420206,66.18444839397554
594,52.77407499042026,66.28927784127875
595,52.880410935977466,66.38436030654356
596,52.902120635431594,66.40177334820513
597,52.90268922754272,66.47708459150778
598,52.9861125519745,66.53283616002665
599,52.98668114408563,66.58125097876619
600,52.98724973619676,66.59866402042778
601,53.10940234676381,66.71109346776728
602,53.139997552851675,66.79385481457982
603,53.19475718700092,66.91236433813853
604,53.24232101449532,66.92977737980011
605,53.24288960660645,67.03287886327334
606,53.27030259289832,67.05029190493492
607,53.333235477880386,67.14192323044372
608,53.38002352137634,67.2492487074682
609,53.44557982882435,67.415479422397
610,53.4690388810316,67.43289246405858
611,53.50291746928485,67.48663773498463
612,53.50348606139598,67.50405077664621
613,53.59316555003636,67.55863648661368
614,53.64185711374489,67.68145693161979
615,53.697995831571504,67.76777420970168
616,53.75568370644551,67.78518725136325
617,53.75625229855664,67.80260029302482
618,53.788020786416396,67.87570359548133
619,53.86414041318405,67.89538819574305
620,53.86470900529518,67.93430194818879
621,53.94906198108448,68.0176702250425
622,53.94963057319561,68.03508326670406
623,53.95019916530674,68.20400881747949
624,53.95076775741787,68.22142185914106
625,54.0006690942307,68.23883490080263
626,54.06400953289445,68.29245045113026
627,54.19257138640692,68.46872739592973
628,54.286391484742566,68.56916984035587
629,54.2869600768537,68.58658288201744
630,54.34468060062649,68.61198141907597
631,54.40428339566703,68.62939446073754
632,54.40485198777816,68.64680750239913
633,54.40542057988929,68.70174192035354
634,54.42981122220253,68.77945547310193
635,54.43037981431367,68.82178372668406
636,54.4309484064248,68.88868574722433
637,54.481821449075746,68.92844411165925
638,54.482390041186875,69.03212902914498
639,54.482958633298004,69.08587430007103
640,54.57448656605178,69.13888012098047
641,54.57505515816291,69.19025144058931
642,54.6218283804659,69.35621054373279
643,54.653426588223475,69.37362358539437
644,54.69233370719191,69.39103662705594
645,54.692902299303036,69.51500557924138
646,54.69944224285241,69.55853030402282
647,54.70001083496354,69.60642805525383
648,54.75108732869194,69.69960317484663
649,54.75165592080307,69.73447421610231
650,54.78711535389799,69.80327785779015
651,54.846583624640985,69.82069089945172
652,54.847152216752114,69.91456874492204
653,54.90073273607027,69.93198178658362
654,54.9013013281814,69.97909758937266
655,54.96936879784782,69.99651063103423
656,55.035892625151085,70.05109634100171
657,55.106694070062346,70.06850938266328
658,55.10726266217348,70.13752992734332
659,55.17040194073644,70.19246434529774
660,55.227772294441095,70.33860442727595
661,55.234312237990466,70.35601746893754
662,55.31347191889929,70.3734305105991
663,55.351639117950086,70.4698540637384
664,55.352207710061215,70.47746559265703
665,55.352776302172344,70.48507712157566
666,55.36092858463363,70.54315538855754
667,55.43243310055068,70.59463740973256
668,55.43300169266181,70.67692578811548
669,55.43357028477294,70.68453731703411
670,55.43413887688407,70.72988765544521
671,55.4347074689952,70.73749918436384
672,55.502924042401276,70.79428453852528
673,55.56302282576105,70.83686745271254
674,55.64266474966972,70.89117832054043
675,55.72648602379199,70.93406058762183
676,55.78974643041198,71.006216344331
677,55.96348506903682,71.01382787324962
678,55.96405366114796,71.0526904109327
679,56.09137851831913,71.10645369268947
680,56.17292905196723,71.1140652216081
681,56.17349764407836,71.12167675052673
682,56.25252613315075,71.12928827944536
683,56.28340807027549,71.14021178425915
684,56.28397666238662,71.23393000457476
685,56.33755718170478,71.2967529184656
686,56.48877048014447,71.39993010660257
687,56.56599015181214,71.4075416355212
688,56.61166381056627,71.41515316443983
689,56.6122324026774,71.42276469335846
690,56.61280099478853,71.46596900152495
691,56.6464196861592,71.48279312945199
692,56.64698827827033,71.54969514999225
693,56.68649822175617,71.60048240987948
694,56.6870668138673,71.79099487833236
695,56.687635405978426,71.84891658807263
696,56.72856723457454,71.93866886958979
697,56.791517014685596,71.97157760021204
698,56.79208560679673,71.97918912913067
699,56.84683978168923,72.01345293986125
700,56.84740837380036,72.02106446877988
701,56.84797696591149,72.02867599769851
702,56.84854555802262,72.07469570537373
703,56.87025525747676,72.33633978800354
704,56.870823849587886,72.41801074725863
705,56.871392441699015,72.48642330604517
706,56.96224236203274,72.55708545317776
707,57.03296325246826,72.5646969820964
708,57.07848439591536,72.60545227722466
709,57.12589895319095,72.7099357937254
710,57.22444501186651,72.73332903865665
711,57.225013603977644,72.74094056757528
712,57.28021533956635,72.74855209649391
713,57.280783931677476,72.75616362541254
714,57.28135252378861,72.85725931525731
715,57.28192111589974,73.0335821812463
716,57.29727043906077,73.11723179078585
717,57.31613055025807,73.1281978249117
718,57.3166991423692,73.2871763240445
719,57.31726773448033,73.29478785296313
720,57.373123113712026,73.35214464359527
721,57.40122718287129,73.41567301112146
722,57.45705472353451,73.43162770518677
723,57.49076708185527,73.4392392341054
724,57.4913356739664,73.46980469543678
725,57.56745530073406,73.57386421639004
726,57.61970908971451,73.58147574530867
727,57.75821090606257,73.5890872742273
728,57.80512599273934,73.61814313709803
729,57.80569458485047,73.6477316655864
730,57.8062631769616,73.68036969533964
731,57.97209170910871,73.78419697990608
732,58.03106736817157,73.78422481847456
733,58.0981303008427,73.78425265704303
734,58.153086306008234,73.8046472926547
735,58.20777637298945,73.86623561284877
736,58.251863061293,73.89726522849521
737,58.25243165340413,73.94257653231693
738,58.25300024551526,74.05741522412237
739,58.31826411876092,74.16138259225161
740,58.32480406231029,74.2746446072721
741,58.37783408706808,74.30195099067444
742,58.472180553130876,74.33510105255571
743,58.497775646076605,74.34493040386714
744,58.5240630593697,74.34495824243561
745,58.52463165148083,74.40691825841141
746,58.562781375699146,74.40694609697988
747,58.56334996781028,74.45012907988719
748,58.61204153151881,74.55989631234654
749,58.6383289448119,74.62585235842873
750,58.63889753692304,74.6342233621439
751,58.748606479802774,74.63425120071237
752,58.74917507191391,74.63427903928084
753,58.84605165067406,74.7272613028354
754,58.88251997568559,74.72728914140387
755,58.88308856779672,74.78030934129995
756,58.98076137487758,74.82321351624917
757,58.98132996698871,74.82324135481764
758,58.98189855909984,74.98159718489268
759,59.05886607913686,75.03518961142424
760,59.05943467124799,75.07111718289312
761,59.12275993892003,75.23963972730327
762,59.1653396243845,75.30878268274432
763,59.170176231793775,75.34105082327001
764,59.1855255549548,75.37100767496199
765,59.24796918019389,75.37103551353046
766,59.27907539506792,75.39756685136709
767,59.36790558109173,75.43016691435166
768,59.44917246353373,75.46860293167671
769,59.44974105564486,75.62500963188538
770,59.58510664377652,75.6981576167039
771,59.64238502162523,75.82045491261889
