Time(Iteration),UCBLinearBandit
0,0.22239253579496188
1,0.4858487267045297
2,0.7248626537127174
3,0.9163743872497971
4,1.1124057624595625
5,1.2122920386492844
6,1.43902179109916
7,1.5618624709740696
8,1.6178437787627875
9,1.6899268066398807
10,1.7800458465650528
11,1.8618589445739597
12,1.9519708439244436
13,2.0207709727574334
14,2.0713622218762824
15,2.1601862445164457
16,2.186631013095755
17,2.211989837702391
18,2.2281470753076187
19,2.2941307520216982
20,2.332580504095941
21,2.3457888949385195
22,2.4012198895886927
23,2.4012198895886927
24,2.4012198895886927
25,2.4012198895886927
26,2.4012198895886927
27,2.4012198895886927
28,2.4012198895886927
29,2.4012198895886927
30,2.4012198895886927
31,2.4012198895886927
32,2.4012198895886927
33,2.4012198895886927
34,2.4012198895886927
35,2.4012198895886927
36,2.4012198895886927
37,2.4012198895886927
38,2.4012198895886927
39,2.4012198895886927
40,2.4012198895886927
41,2.420323033664869
42,2.420323033664869
43,2.420323033664869
44,2.420323033664869
45,2.420323033664869
46,2.420323033664869
47,2.420323033664869
48,2.455704559722756
49,2.474529549017855
50,2.5461832768815067
51,2.577081712366117
52,2.6065853005483612
53,2.6065853005483612
54,2.6065853005483612
55,2.6065853005483612
56,2.6065853005483612
57,2.6065853005483612
58,2.6065853005483612
59,2.6065853005483612
60,2.635244722772589
61,2.6427185624040384
62,2.6501924020354877
63,2.657666241666937
64,2.6651400812983868
65,2.672613920929836
66,2.6800877605612854
67,2.6875616001927347
68,2.7299381295074197
69,2.77797756383036
70,2.830470888664436
71,2.845447811053792
72,2.8479682971540323
73,2.8479682971540323
74,2.8479682971540323
75,2.8479682971540323
76,2.8479682971540323
77,2.8479682971540323
78,2.8479682971540323
79,2.8479682971540323
80,2.8479682971540323
81,2.8479682971540323
82,2.8479682971540323
83,2.8479682971540323
84,2.8479682971540323
85,2.8479682971540323
86,2.8479682971540323
87,2.8479682971540323
88,2.8479682971540323
89,2.8479682971540323
90,2.8479682971540323
91,2.8479682971540323
92,2.8479682971540323
93,2.8479682971540323
94,2.8479682971540323
95,2.8479682971540323
96,2.8479682971540323
97,2.8479682971540323
98,2.8479682971540323
99,2.8479682971540323
100,2.8479682971540323
101,2.8479682971540323
102,2.8479682971540323
103,2.8479682971540323
104,2.8479682971540323
105,2.8479682971540323
106,2.8479682971540323
107,2.8479682971540323
108,2.8479682971540323
109,2.8479682971540323
110,2.8479682971540323
111,2.8479682971540323
112,2.8479682971540323
113,2.8479682971540323
114,2.8479682971540323
