Time(Iteration),TSMultiArmedBandit
0,0.4143388771132798
1,0.8215782197271218
2,1.1964499959098114
3,1.701226181769274
4,2.012403820789501
5,2.4278579408329355
6,2.8138894277070015
7,3.188809838119537
8,3.5719299574351226
9,3.9388583494522935
10,4.371328452121965
11,4.738094657718156
12,5.109841737062256
13,5.5436804644225735
14,5.948396309428448
15,6.30627416181392
16,6.645898850306908
17,7.066884161720283
18,7.454265812875562
19,7.881849871097685
20,8.337375750993186
21,8.673134742980173
22,9.009239654154111
23,9.490381257346185
24,9.698970712553322
25,10.06409485174578
26,10.400748376247401
27,10.765745937569957
28,11.04070635835146
29,11.429751757968457
30,11.779783482741173
31,12.016192863452591
32,12.274371768767042
33,12.606632468932485
34,12.842048996494388
35,13.132488103908605
36,13.520284594631942
37,13.904661534156702
38,14.219816771118037
39,14.527284665402496
40,14.874546710893554
41,15.230261544048805
42,15.596307641266336
43,15.917765150666062
44,16.214434338168502
45,16.51683116460983
46,16.91221935719678
47,17.21793045228054
48,17.573888793502146
49,17.88543845675443
50,18.203007282657534
51,18.53471263755696
52,18.932873509478974
53,19.330140114840965
54,19.587157606747873
55,19.82730073498383
56,20.144177848131637
57,20.4115496228415
58,20.821123650458915
59,21.078420017720553
60,21.465216255663456
61,21.832907961787107
62,22.192288123163785
63,22.544461415402953
64,22.940836782982753
65,23.266611682849284
66,23.62084896858523
67,23.958152114971632
68,24.187930003595625
69,24.533029255444784
70,24.927221666760925
71,25.311154157255405
72,25.743982385850984
73,26.02867822699742
74,26.353500431773245
75,26.677635679689615
76,27.025466784550968
77,27.37005343582593
78,27.664873558105835
79,27.993132345379177
80,28.274355763955477
81,28.565541747108036
82,28.924452921442974
83,29.160172243221286
84,29.500672792277562
85,29.925596606616818
86,30.190023709484507
87,30.51178743701168
88,30.833742019074435
89,31.15903563514262
90,31.47003514360079
91,31.79990681974693
92,32.07482511558868
93,32.40736600728352
94,32.68377144726796
95,33.03234778384099
96,33.41420042973733
97,33.74139948297833
98,33.96289214460019
99,34.31555352855433
100,34.62438274246967
101,34.94620508736189
102,35.25033924445017
103,35.621001225139686
104,35.91710479338681
105,36.18728473396477
106,36.56699199070963
107,36.89557172685539
108,37.118668118633096
109,37.40506734494561
110,37.666400196678225
111,38.08678257282732
112,38.40072421427242
113,38.72110198791561
114,38.98621183761763
115,39.27678544032225
116,39.564001216460234
117,39.840443936570644
118,40.13706133443612
119,40.47105502217287
120,40.68670132894424
121,41.01821876148988
122,41.30237907596891
123,41.617974970263184
124,41.99542766760473
125,42.25309810100489
126,42.49971797260846
127,42.823691497917096
128,43.15901022007176
129,43.46545625123052
130,43.75890829331217
131,44.00358842199974
132,44.3325117271493
133,44.67729885420145
134,44.972128448954734
135,45.29184846644341
136,45.496275009150025
137,45.79569002017767
138,46.08577756813319
139,46.4582361040593
140,46.750683066091064
141,47.0679531766039
142,47.34715637637426
143,47.71414858492891
144,48.03080319812129
145,48.43000605372103
146,48.671426837518695
147,48.9497576660396
148,49.23844523554775
149,49.556312246502856
150,49.93847626833157
151,50.187288206567246
152,50.52655811542586
153,50.74623452392124
154,51.092656562585795
155,51.396253591523156
156,51.653406781962154
157,51.83051619126543
158,52.204950181690336
159,52.501441720261404
160,52.913818967014436
161,53.23622851270915
162,53.52776641682601
163,53.86816839258538
164,54.12671241973093
165,54.458113892534
166,54.774315092623
167,55.11611580854162
168,55.507926073161514
169,55.83752927961498
170,56.26596186765247
171,56.55145331636952
172,56.81320704141008
173,56.95732293093967
174,57.232934518379615
175,57.5814556980754
176,57.890658763373054
177,58.05706718598071
178,58.26453111678963
179,58.51748466395901
180,58.72112913751922
181,59.042250736409315
182,59.371495107637976
183,59.6140934797878
184,60.05679071940322
185,60.52230025584299
186,60.807648875168184
187,61.02771592531586
188,61.348211537421626
189,61.53673577949155
190,61.795169820127555
191,62.06812017512863
192,62.43905080730396
193,62.63758111778053
194,62.944535971315226
195,63.275358514209344
196,63.536741913238146
197,63.81367842012346
198,64.06635837306973
199,64.25625395766943
200,64.50647043677301
201,64.80444998138123
202,65.12546399157773
203,65.34783815158491
204,65.69391735863475
205,65.94075424873608
206,66.21104774022803
207,66.42388627594674
208,66.75136580073864
209,66.97593040627477
210,67.32783661510405
211,67.55365077390243
212,67.81374609444106
213,68.13110921184453
214,68.41922291250239
215,68.57969420320897
216,68.80151261467678
217,69.12819455192563
218,69.4262686006558
219,69.77243076347358
220,70.09238276040352
221,70.33803928908014
222,70.71671637959834
223,70.96932554534419
224,71.13747046408551
225,71.39364044576504
226,71.79111258112815
227,71.98442959729189
228,72.1682643183191
229,72.40327358105104
230,72.62527599463094
231,72.89538073713825
232,73.07489114778438
233,73.37148282669393
234,73.69249562378059
235,73.94121398448563
236,74.0933135959261
237,74.30586858895495
238,74.56705116687215
239,74.87845481137947
240,75.17691723295462
241,75.47335529924342
242,75.72883409815068
243,76.04535054433634
244,76.30868180083056
245,76.56911335457593
246,76.84880961257366
247,77.11642466909854
248,77.37025391550486
249,77.75109556269368
250,78.02501291688024
251,78.31773968698319
252,78.60370035810777
253,78.8640499922087
254,79.04363524608313
255,79.28445083667964
256,79.6055088923975
257,79.89707659305289
